1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
85.2;38.1;111.7;0;0
73.2;38.2;111.8;0;0
64.1;38;111.8;0;0
62;38;111.9;0;0
59.3;38.4;112;0;0
50.7;39.3;112;0;0
45.1;40.4;112.1;0;0
40.8;41.4;112.1;0;0
40.1;42.2;112.2;0;0
44.9;42.6;112.3;0;0
51.7;42.6;112.3;0;0
65.7;42.3;112.4;0;0
78.3;42.2;112.5;0.1;0.1
87.2;42.9;112.5;0.8;1
85.5;45.3;112.6;2.5;3.5
77.7;49.2;112.6;5;8.1
68.4;53.1;112.7;7.5;13.9
59.4;55;112.8;9.8;19.8
54.2;53.8;112.8;11.4;24.7
52.7;50.9;112.9;12.4;28.3
53.8;48.7;113;13.1;30.2
51.4;49;113;13.3;30.7
49.8;52.1;113.1;13.2;29.5
44.1;57.1;113.2;12.3;26.4
43.2;62.8;113.2;10.5;21.2
45.5;67.9;113.3;7.5;14.1
47;71.7;113.3;4.1;7
50.2;73.3;113.4;1.2;1.9
51.6;72.4;113.5;0;0
52.9;70;113.5;0;0
57.3;67.7;113.6;0;0
62.7;67.3;113.7;0;0
67.6;69.4;113.7;0;0
67.6;73.1;113.8;0;0
59.8;76.8;113.9;0;0
49.6;79.5;113.9;0;0
41.6;80.7;114;0;0
37.2;80.1;114;0;0
36.5;77.7;114.1;0;0
49.9;74.3;114.2;0;0
52.9;71.6;114.2;0;0
51.1;71.2;114.3;0;0
37.3;74.2;114.4;0;0
21.7;78.6;114.4;0;0
17.1;81.3;114.5;0;0
16.3;79.5;114.6;0;0
14.9;73.9;114.6;0;0
15.9;68;114.7;0;0
15.3;64.9;114.7;0;0
14;66.2;114.8;0;0
14.6;69.5;114.9;0;0
19.4;71.5;114.9;0;0
33.8;69.3;115;0;0
51.5;63.7;115.1;0;0
66.9;57.7;115.1;1.1;1.4
70.2;53.7;115.2;3.8;5
65.6;52.7;115.2;7.5;10.4
60.2;53.4;115.3;10.5;15.5
54.5;54.7;115.4;12.5;19.4
49.8;55.3;115.4;13.7;22.5
47.9;54.5;115.5;14.3;24.6
49.7;52.1;115.6;14.6;25.9
51.6;47.8;115.6;15.2;27
55.3;42.5;115.7;15.9;28
55.8;37.6;115.8;16;27.6
58.9;34.4;115.8;14.8;24.9
65.9;33.4;115.9;11.8;19.6
71.4;33.7;115.9;7.4;12.1
79.9;34.2;116;2.7;4.4
83.2;33.9;116.1;0.2;0.3
83.6;32.6;116.1;0;0
87.5;30.5;116.2;0.1;0.1
94.9;28;116.3;0;0
102.2;25.7;116.3;0;0
107.8;23.8;116.4;0;0
106.3;22.7;116.5;0;0
100;22.5;116.5;0;0
93.5;23;116.6;0;0
88.8;23.4;116.6;0;0
86.4;22.9;116.7;0;0
96.1;21.5;116.8;0;0
101.5;19.8;116.8;0;0
100.1;18.4;116.9;0;0
90.6;17.8;117;0;0
77;17.9;117;0;0
74;18.3;117.1;0;0
69.8;18.7;117.2;0;0
62.7;18.9;117.2;0;0
56.4;18.7;117.3;0;0
52.3;18;117.3;0;0
51.8;16.7;117.4;0;0
53;15.4;117.5;0;0
56.6;14.4;117.5;0;0
60.3;14.2;117.6;0;0
63.2;14.7;117.7;0;0
66;15.6;117.7;0.5;0.8
65.2;16.5;117.8;2.4;3.9
62.3;17.2;117.8;5.6;9.5
59.6;17.5;117.9;9;15.5
57;17.7;118;11.6;20.1
54.9;17.9;118;13.1;22.8
53.5;17.9;118.1;13.9;23.7
55.2;17.8;118.2;14.2;23.4
59.1;17.2;118.2;14.4;22.4
64.8;16.5;118.3;14.6;20.8
64.2;15.8;118.4;14.3;18.5
61.7;15.5;118.4;13;15.4
64.9;15.9;118.5;10.3;11.4
66.1;16.8;118.5;6.5;6.9
