1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
85.9;38.7;109.6;0;0
76.2;38.7;111.3;0;0
63.7;38;112.8;0;0
62.5;37.8;110.5;0;0
58.8;38.1;113.7;0;0
51.6;39.5;112.5;0;0
46;40.6;113;0;0
41.7;41.4;109.5;0;0
40.4;42.3;112.7;0;0
43.5;42.2;112.1;0;0
51;42.4;113.4;0;0
63.8;42.3;113.2;0;0
75.9;41.6;112.7;0;0
87.1;43.3;112.1;0.6;0.8
85.4;44.6;112.5;2.1;3
80.2;48.2;115.1;4.6;7.2
69.8;52.7;112.1;7;13.1
59.9;55.5;114.1;9.3;19.1
54.9;53.7;112.1;11.1;24.2
52.7;51.7;110.8;12.5;28.1
53.5;48.8;113.3;12.9;29.9
51.9;48.2;110.5;13.5;30.5
49.9;52.9;112.1;13.2;29.9
45;55.9;112.1;12.6;26.8
42.8;62.6;111.8;10.8;22.2
45.6;66.4;113.4;8.1;14.9
45.3;70.6;112.3;4.6;7.9
49.9;71.3;113.4;1.6;2.4
51;72.3;114.4;0.1;0.1
51.9;70.2;113.1;0;0
57.2;68.3;112.6;0;0
61.8;67.3;113.4;0;0
67;70.1;113.5;0;0
68.5;73;115;0;0
60.7;76.7;116.3;0;0
50.9;79;114.8;0;0
42.4;81;116.9;0;0
37.5;79.6;112.3;0;0
36;78.9;114;0;0
47.3;74.3;114.3;0;0
53.4;72.2;114.5;0;0
51.5;72;114.2;0;0
39.8;72.6;113.9;0;0
22.7;78.9;113.6;0;0
17.6;79.8;112.8;0;0
16.2;80.1;114.5;0;0
15;74.5;116.3;0;0
16;69.8;113.5;0;0
15.5;64.7;113.1;0;0
14;65.9;113.9;0;0
13.7;70.3;114;0;0
18.6;72;115.4;0;0
31.2;69.6;114.8;0;0
49.2;64.5;114.7;0;0
65;58.2;115.9;0.9;1.1
70.2;53.7;115.1;3.3;4.3
67.4;52.1;114;7;9.7
61.8;52.7;116.1;10.2;14.8
55.7;53.6;114.8;12.1;19
49.8;55.8;115.1;13.4;22
47.5;55.4;112.6;14.4;23.9
49.1;53.1;116.4;14.4;26.2
51.3;48.6;115.8;14.9;26.7
54.7;43.2;115.4;16.1;28.4
56.7;38.2;114;16.2;28.1
58.7;34.6;115.2;15.1;25.6
66;33.1;116.8;12.3;20.2
71.6;33.3;117.2;8.1;13.2
80.2;34.3;116.3;3.3;5.4
82.5;33.9;116.5;0.4;0.6
82.6;32.7;116.9;0;0
85.9;30.6;115.3;0.1;0.1
95;28.3;116;0;0
101.7;26.1;116.1;0;0
108.8;24.1;114.8;0;0
108.1;22.8;117.6;0;0
101.4;22.5;116;0;0
94.4;22.7;115.2;0;0
88.6;23.1;119.1;0;0
85.6;22.8;116.3;0;0
92.8;21.8;115.4;0;0
102.9;20.1;118;0;0
99.2;18.6;117.1;0;0
91.5;18.3;116.5;0;0
77.4;17.8;118.3;0;0
73.6;17.9;117.7;0;0
71.2;18.5;117.4;0;0
65.1;18.9;117.7;0;0
58;18.8;115.4;0;0
52.2;17.9;117.4;0;0
51.6;16.8;118.6;0;0
51.9;15.6;116.6;0;0
57;14.5;118.5;0;0
60;14.4;118.6;0;0
62.3;14.4;120.2;0;0
65.7;15.7;117.7;0.4;0.6
65.4;16.6;118;2;3.2
62.1;16.8;117.3;5.1;8.6
60.7;17.4;118.6;8.4;14.6
57.9;17.7;117.4;11.3;19.4
54.9;17.7;119.1;12.8;22.7
53.1;18;118.8;13.8;24
55.2;18.1;117.2;13.9;23.8
58.1;17.2;118.5;14.4;22.3
63.2;16.7;117.9;14.4;21
64.2;16.1;120;14.4;18.7
60.5;15.9;120.4;13.4;15.9
63.9;15.7;117.5;10.9;12
64.8;16.7;118.9;7.1;7.5
69;17.8;118.2;3.1;3.3
71.1;18.1;119.5;0.5;0.6
70.9;18.7;120;0;0
70.3;18.5;120.2;0;0
76.5;18.7;118.8;0;0
81;19.4;118.6;0;0
87.3;20.5;117;0;0
86.1;21.6;119.6;0;0
81.5;21.5;118.9;0;0
78.4;20.8;118.1;0;0
75.1;20;121.7;0;0
74.4;19.6;120.4;0;0
78.4;21.2;119.6;0;0
85.5;23;119.7;0;0
83.6;25.3;119.8;0;0
73.7;25.9;120.4;0;0
61.4;25.6;118.2;0;0
57.2;25.6;120;0;0
54;25.6;119.6;0;0
48.6;26.5;119.4;0;0
38.9;28.2;121.1;0;0
31.1;30.1;120.4;0;0
26.8;31.6;119.4;0;0
24.3;31.4;120.8;0;0
24.5;31.7;120.2;0;0
25.3;31.5;121;0;0
26.5;32.9;122.5;0;0
27.3;33;117.9;0.3;0.3
25.9;33.3;122.2;2;1.7
23.4;34.1;121.4;5.7;4.7
19.4;35.6;120.3;10.6;9.1
15.5;36.3;120.5;15.4;14.2
11.4;37.1;119.8;19.3;19.2
8.1;36.8;121.7;21.5;23.1
6.6;36.2;122.7;22.5;26.5
7.5;37;123.4;22.5;28
11.4;36.8;121.4;21.9;28.8
13.3;37.5;120.1;20;27.5
8.5;39.4;120.1;16.5;25.1
12.6;40;120.2;12.2;19.9
18.1;38.5;121.7;7.4;13.3
26.7;38.9;120.4;3.2;6.1
32.1;37.8;121.2;0.6;1.2
33.4;37.4;121.4;0;0
36.3;34.3;121;0;0
43.7;34.6;122.2;0;0
49.2;35.2;120.5;0;0
59.2;35.9;120.3;0;0
60.7;37.7;121.1;0;0
58.2;40.3;119.9;0;0
52.7;42.5;123.3;0;0
47.6;45.1;119.2;0;0
43.4;46.3;123;0;0
44.9;47.8;121.6;0;0
56.8;47.9;121.3;0;0
55.5;46.1;121;0;0
53.3;44.7;120.7;0;0
42.6;42.2;121.9;0;0
40.1;40.4;121.6;0;0
38.5;39.2;122.3;0;0
35.4;39.6;121.3;0;0
26.9;40.1;123.2;0;0
22.5;40.5;122.4;0;0
21.3;40.7;121.7;0;0
23.7;39.1;121.7;0;0
32.7;37.8;123.8;0;0.1
43.8;35.6;123.4;0;0
60;35;124.2;0;0
72.4;33.9;124.3;0.4;0.5
80.1;32.3;123.8;2.1;3.2
75.9;29.9;125.6;5.6;8.7
72.5;28.7;122.8;9.6;15
70.8;27;122.3;12.4;19.7
67.3;26.1;121.5;14.7;23.6
60.6;26.6;124.3;16.5;25.7
60.6;26.9;124;17.3;26.9
63.5;27.4;122;16.7;26.2
63.4;27;124.2;15.5;25.4
68.5;25.9;123;14.5;23.7
69.6;24.3;124.4;12.9;21.8
77.5;22.6;123.1;10.3;17.9
83.1;21.1;125.2;6.6;11.3
88.7;19.9;124.6;3.2;5.5
93.3;19.2;124.8;1;1.6
93;19.4;124.5;0.1;0.2
92.5;20;122.9;0;0
94.3;19.7;126.1;0;0
101.6;20;126;0;0
111.3;18.7;126.2;0;0
112.5;17.5;123.6;0;0
107.3;16.9;125.7;0;0
99.6;16.9;123.8;0;0
94.7;16.5;125.1;0;0
89.2;16.3;126.5;0;0
89.8;15.8;124.5;0;0
102.8;14.8;124;0;0
97.6;14.4;125.7;0;0
94.6;13.9;125.7;0;0
81.3;13.9;126;0;0
72.7;14.3;126.2;0;0
70.4;14.4;127;0;0
69.2;15;127.3;0;0
60.8;15.4;128.5;0;0
55.3;15.7;125.5;0;0
52.6;16;127.6;0;0
53.7;15.7;130.1;0;0
61.2;15.4;128.4;0;0
68.6;15.4;128.2;0;0
83.7;15.1;126.6;0;0
95.9;15;127.8;0.2;0.2
106.6;15;128.3;1.4;1.2
102.5;15.2;127.5;3.8;3.7
100.1;15.1;127.9;6.8;7.5
96.5;15;128.2;9.3;11.6
91.2;15.5;128.3;11.5;15.9
85.4;15.7;126.8;13;19.8
81.4;16.2;127.3;13.5;22.9
81.9;16;128.9;13.3;24.7
78.1;16.8;127.6;12.3;24.8
81.8;17.3;129;11.1;23.4
80.5;17.4;127.2;9.6;21.2
85.5;17.1;126.8;7.5;17.6
91;16.9;129.3;5;12.6
92.2;16.2;126.2;2.6;6.6
96.6;16.1;127.5;0.8;1.9
96.3;16.5;127.7;0;0.1
94.2;17.4;127.7;0;0
96.6;18.1;130.1;0;0
101.4;18.6;129.9;0;0
108.7;19.5;128.8;0;0
110.7;19.5;130.8;0;0
105.7;19.7;129.1;0;0
96.7;20.1;130.2;0;0
90;20.6;130.7;0;0
84.1;20.9;131.6;0;0
79.6;22.2;129.2;0;0
88.5;24;129.4;0;0
85.9;25;127.4;0;0
83.5;25;129.5;0;0
71.7;25;129.3;0;0
62.6;23.9;131;0;0
61.7;23;129.7;0;0
59.7;22.6;128.5;0;0
50.8;22.8;130;0;0
45.8;23.4;130.6;0;0
43.1;24.8;130.8;0;0
40.8;26.3;134.3;0;0
45.4;26.6;131.8;0;0
52.8;26.9;129.7;0;0
66.6;27.4;130.2;0;0
81.5;25.8;130.3;0.1;0.1
90.8;23.7;131.5;1.1;1.6
92.4;23.5;130.9;3.4;5.3
85.8;23.2;131.8;6.9;10.9
81.6;23.3;132.8;10;17.3
74.6;22.7;132.7;12.5;22.5
70;23.1;131;14.2;26.5
65.6;22.6;132;14.6;29.5
65.8;23.1;134.4;15.1;31.1
63.1;24.6;131.4;15.2;30.5
63;26.7;129.4;14.2;29.7
60.8;28.8;133;12.9;27
65.5;29.6;131.7;10.1;21.8
72.4;27.9;133.2;6.9;14.7
79.6;26.7;132.7;3.6;7.8
85.3;24.9;134.3;1;2.3
87.6;25.6;132.4;0;0.1
83.9;25.9;131.5;0;0
87.4;27;130.9;0;0
89.3;26.3;134.9;0;0
101;25.5;134.4;0;0
105;23.7;133.2;0;0
102.5;22.8;133.9;0;0
95.2;22.3;130.7;0;0
86.5;22.3;133.9;0;0
79.6;23.3;132.2;0;0
76;24.3;132.2;0;0
87.5;25.1;132.5;0;0
84.8;26.4;132.7;0;0
82.1;27.1;134.9;0;0
71.1;27.2;133.9;0;0
58.9;26.6;135.5;0;0
57.6;26.1;134.2;0;0
55.4;25.2;131.6;0;0
48.3;26;134.9;0;0
43.5;25.1;133.8;0;0
40;25.7;134.7;0;0
39.5;25.7;135.1;0;0
42.8;26.4;135.7;0;0
49.6;27.3;136.5;0;0
61.2;28.1;136.2;0;0
73.3;28.4;134.3;0;0
86.2;29;136;0.6;1.2
83.5;29.7;134.8;2.4;4.3
79;29.3;135.9;5.7;9.4
72.3;29;137.9;10.2;14.9
65.6;28.7;135.4;15.1;19.3
56.5;28.1;136.3;19.5;23.1
52.5;27.2;134.9;23.2;24.3
53.6;26.6;135.6;24.9;24.9
53;28.3;134.4;24.4;23.8
54.7;29.1;135.6;23.2;22.1
54.3;30;135.6;20.7;19.9
56.3;31.1;135.1;16.8;16.5
64;30.7;136.5;12.1;12.1
68.9;29.4;136;7.1;7.5
76;29.3;135.7;2.6;3
77.6;28.8;135.3;0.4;0.5
76.3;29.6;138;0;0
75.8;31.6;136.9;0;0
79.5;31.4;137.7;0;0
86.4;31.9;136;0;0
93.4;31.4;137.1;0;0
90.1;31.3;135.8;0;0
82.4;31.1;137.6;0;0
73.4;31.6;138.5;0;0
67;33.2;137.9;0;0
64.2;33.2;137.1;0;0
70.5;33;138.3;0;0
75.9;31.9;138;0;0
73.9;31.5;135.6;0;0
65.4;32.2;139;0;0
49.7;31.8;140.5;0;0
48.1;32.6;136.2;0;0
44.1;32.9;136;0;0
37.9;33.7;138.3;0;0
31.2;34.2;138.3;0;0
26.8;34.7;138.3;0;0
25.9;35.8;138.4;0;0
28.8;35.1;138.7;0;0
35.3;35.9;139;0;0
46;36.3;139.1;0;0
57.8;37.5;139.6;0;0
67.3;37.6;139.1;1.1;1
67.4;36.9;139.4;4.3;3.8
63.1;36.5;139.1;9.7;8.4
58.1;34.8;141.1;14.5;12.7
53.8;34.5;139.6;18.2;16.2
49;35.6;140.8;20.1;18.5
44.3;37.4;138.1;21;20
43.4;39;139.6;20.8;20.9
42.3;38.9;140;20.5;21.5
43.5;38;140.4;19.2;21.6
45.1;36.5;140.4;18;20.9
44.7;34.7;138.9;15.6;19.3
50;34.3;136.9;12.4;16
52.9;34.5;140;8;11
58.7;35.4;139.2;3.4;5.2
60.9;36.1;140.6;0.6;1
58.7;37.8;140.3;0;0
59.8;38.5;140.7;0;0
64.8;38.8;141.1;0;0
69.1;38.5;141.9;0;0
74.8;37.5;139.5;0;0
74.8;36;140.8;0;0
70.7;33.6;140.9;0;0
67.2;31.2;136.9;0;0
64.5;29.1;141;0;0
59;29.3;144.6;0;0
65.3;30.4;143.4;0;0
70;31.6;142.3;0;0
64.8;33.4;141.4;0;0
56.3;33.6;143.5;0;0
43.6;32.5;141.1;0;0
42.4;29.9;141.6;0;0
40.1;28.1;140.7;0;0
34.4;27.1;142;0;0
28.3;26.9;144.6;0;0
23.2;26.5;142.1;0;0
20.6;26.7;141.7;0;0
19.9;27.7;142.5;0;0
22.2;27.1;139.8;0;0
25.7;27.3;143.9;0;0
30;26.4;143.4;0;0
35.3;24.9;143.1;0.6;0.9
35.5;23.6;142.8;3;4.1
32.2;22.3;143.4;7.8;10.1
28.6;22;141.9;13.7;16.4
25.3;21;142.2;18.9;21.1
21.6;20;141.9;22.2;23.6
19.4;19.7;141.7;24.1;24.8
21.2;19.2;142.9;24.8;25
25.3;18.1;142.5;24;24.1
32.2;17.7;143.5;22.8;22.6
35.7;16.8;145.2;20.1;20.2
33.9;16.4;144.5;17.4;17.7
39.5;15.8;142;13.5;14
42.9;15.6;142.2;8.4;9.4
50.9;14.6;145.1;3.8;4.3
52.4;14;144.5;0.7;0.8
53;13.7;146.4;0;0
54.5;13.4;146.1;0;0
58.7;13.4;143.5;0;0
64.8;13.2;146;0;0
72.5;13.5;145.9;0;0
74.1;13.2;145.5;0;0
68.6;13;145.9;0;0
62.9;12.5;142.4;0;0
61.4;12.4;147.4;0;0
58.1;11.8;144.8;0;0
65.3;11.9;145.2;0;0
75.9;11.7;145.6;0;0
74.3;11.5;145.5;0;0
67.6;11.2;143.2;0;0
53.6;10.7;144.4;0;0
51.2;10;147.7;0;0
48.3;9.6;142.7;0;0
42.5;9.4;145.1;0;0
34.3;9.4;145.8;0;0
28.4;9.3;144.9;0;0
25.7;9;145.7;0;0
23.8;8.9;146.3;0;0
24.9;8.7;146.6;0;0
25.5;8.5;146.7;0;0
26.9;8.7;147.1;0;0
28.2;8.7;144.6;0.3;0.4
27.2;8.7;143.6;1.8;2.7
23.3;8.1;145.5;5.3;8
20.1;7.7;146.7;9.6;14.2
18.5;7.3;145.7;13.1;19.5
18.4;7.4;147.8;15.5;21.8
19.5;7.6;147.5;16.8;22.5
21.1;8.1;150.7;18;22.2
24.3;8.5;146.6;18.5;20.8
30.9;8.4;148.1;18.2;18.7
34.7;8.5;151.1;17.4;15.7
27.7;8.4;147.2;15.9;13.7
27.9;8.1;149.2;13.5;10.8
29;8.2;146.2;9.5;7.3
34.5;8.1;146.5;4.7;3.7
37.2;8.2;148.5;1.1;0.9
37.9;8.2;149.6;0;0
39.9;8.3;146.2;0;0
45;8.3;146.7;0;0
54.3;8.7;146.4;0;0
62.9;9;149.9;0;0
65.6;9.1;147.1;0;0
66.6;9.5;149.2;0;0
62.3;9.8;146.9;0;0
59.3;9.9;149.2;0;0
56.7;9.6;149.3;0;0
59.7;9.2;148.6;0;0
71.7;9;148.8;0;0
69.5;9;150.9;0;0
64.4;9.6;148.3;0;0
49.7;11.2;149;0;0
43.2;12.8;149.6;0;0
38.8;14.1;151.3;0;0
35.9;14.7;146.6;0;0
28.2;14.1;147.2;0;0
25.2;13.3;146.9;0;0
24.1;13.1;150.3;0;0
25.3;13.7;147.2;0;0
33.4;14.4;148.6;0;0
40.8;15.3;150.8;0;0
54.5;16.6;147.5;0;0
65.4;18;150.1;0.2;0.4
72.6;18.8;148;1.2;2.3
69.3;19.2;148;3.5;6.8
64.6;19;146.6;6.7;12.8
58;18.9;152.4;10.2;19.5
51.4;20.1;151.7;12.7;24.6
44.4;22.2;149.2;15;27.8
38.7;24.7;147.7;17.2;30.3
35.7;26.6;148.2;18.3;31
35;27.2;149.1;19;29.2
41.1;27.1;150.9;17.7;26.1
41.8;26.9;148.4;16;22.4
49.1;27.2;148.9;13.1;16.9
51.6;27.5;149.8;9.8;11.5
57.4;28.8;150.9;5.4;6.1
60.7;29;147.7;1.5;1.6
61.7;30.1;147.1;0.1;0.1
61.4;30.5;148.1;0;0
62.6;31.9;149.9;0;0
66.3;33.1;149.4;0;0
73.6;35.4;147.1;0;0
71.3;38.7;150.5;0;0
64.9;40.5;148;0;0
54.5;41.3;150.1;0;0
49.1;41.8;147.7;0;0
42.4;42.5;150.5;0;0
42.9;42.3;150.5;0;0
54.8;41.6;151.1;0;0
49.9;42.4;149.5;0;0
45.1;44.4;148;0;0
29.1;46.8;145.9;0;0
20;48.9;147.7;0;0
16.7;49.5;145.9;0;0
15.9;47.2;146.6;0;0
11.1;45.2;148.5;0;0
9.6;42.2;149.3;0;0
8;41.2;147.2;0;0
7.9;42;144.6;0;0
12.7;44.8;148.1;0;0
18.6;46.4;148;0;0
32.8;47.5;149.5;0;0
45.4;46.5;146.9;0.2;0.2
54.9;45.4;151;1.5;1.8
54.9;43;148.6;4.9;6
51.7;40;148.9;9.4;11.2
47.5;38.2;148.3;13.2;16.2
41.5;37.5;148.8;16.8;19.3
37.4;38.7;147.2;18.2;21.3
32.7;40.6;149.5;19.6;22.6
30.6;41.9;148.9;20.7;24.1
27.4;43.6;148.8;20;24.3
31.2;42.4;149.9;18.4;23.7
33;41.7;147.7;15.8;21.7
39.3;39.3;150.9;12.5;17.9
46.6;37.2;148;8.9;13.6
53.3;35.6;152.3;5.1;8.2
59.8;33.4;150.7;1.8;3.1
63.2;32.5;147.5;0.3;0.5
64.2;31;147.7;0;0
66.1;30.5;147.5;0;0
72.2;30.5;148.4;0;0
81;31.1;149.2;0;0
81.4;31.4;147.3;0;0
77.3;32.1;150;0;0
67.9;31.5;149.3;0;0
63.3;32.2;149.5;0;0
57.2;31.2;148.5;0;0
55.2;29.8;146.1;0;0
68.1;29.8;146.3;0;0
65.9;29.4;150.3;0;0
64.3;29.6;147.1;0;0
52.2;28.9;147.4;0;0
41.9;28.4;148.6;0;0
40.2;28.2;147.3;0;0
37;28.5;147.3;0;0
29;30.1;148.1;0;0
22.4;31.3;151.3;0;0
18.8;31.9;146.9;0;0
18.3;33;151.1;0;0
23.3;33.6;150.4;0;0
30.1;33.2;147.5;0;0
44.8;33.2;146.7;0;0
58.9;33.1;150;0.1;0.2
68.3;32.4;146.9;0.7;2.2
66.7;33.4;146.6;1.9;7.5
60.6;34.8;149.8;3.9;14.8
53.1;36.7;148.9;6;20.7
47.8;37.3;151.8;8.2;23.9
46.3;36.5;148.4;10.1;25.2
47.2;34.5;147.6;11.7;25
49;34.1;150;13.3;24.1
45.5;36.2;149;13.9;23.6
41.5;40.6;147.6;14.5;22.5
34.5;44.8;150.8;13.8;21.4
34;46.8;149.2;12.3;18.9
39.2;46.4;146.9;9.8;15
45.6;43;151.1;6.2;9.4
54.1;40.6;149.5;2.6;4
58;39.3;149.3;0.5;0.8
58.2;40.8;149.3;0;0
56.9;42.4;151.2;0;0
61.6;43.4;148.5;0;0
67.1;44.5;149.2;0;0
70.6;44.6;147.6;0;0
67.9;43.2;150.2;0;0
62.6;40.9;148.1;0;0
57.4;38.7;148.3;0;0
53.3;37;147.6;0;0
50;38.1;148.4;0;0
58.1;39.9;146.5;0;0
54.3;42.3;146.8;0;0
49.2;45.1;149.3;0;0
39;46.2;150.5;0;0
28.8;44;146.4;0;0
29;42.5;146.5;0;0
27.8;40.7;149.5;0;0
21.2;40.6;146.7;0;0
16.8;38.5;150.3;0;0
14.6;37.8;148.6;0;0
16.9;35.1;148.4;0;0
24.3;31.9;151.1;0;0
34;30;149.1;0;0
49;28.1;148.1;0;0
63.2;27.1;146.8;0.1;0.1
73.4;26;147.9;1.3;1.6
74;25.7;148.4;4.5;5.7
66.1;24.9;148.2;9.1;12
59.5;24.5;149.4;13.5;17.5
53;23.8;149.1;17.3;22.4
47.7;23.7;145.9;19.7;26
45;23.4;148.3;20.9;27.7
45.8;22.8;149.3;21.6;28
48.5;21.7;148.5;20.7;27.5
53.1;19.9;147.6;19.1;25.4
56.3;18;147.2;17.1;22.7
59.2;16.6;150.9;14.5;20
66.2;15.7;146.7;11.4;15.3
70.5;15.2;146.8;7.2;9.6
79.2;14.7;146.4;3;4
81.9;14.7;149.9;0.6;0.7
81.1;14.5;146.7;0;0
82.3;14.4;149.1;0;0
89.6;14.1;147.6;0;0
95;12.8;146.4;0;0
103;11.9;146.6;0;0
99.4;10.7;147.8;0;0
94.2;9.9;147.5;0;0
86.3;9.5;149.4;0;0
82.3;9.1;150.1;0;0
77.5;9.1;151.5;0;0
85.3;9.1;149.7;0;0
90.4;9.2;145.4;0;0
85.6;9.1;151;0;0
76.7;8.8;148.7;0;0
66.1;8.2;147.4;0;0
64;7.8;143.8;0;0
60.9;7.8;147.5;0;0
54.4;8;146.4;0;0
48.3;8.1;147.1;0;0
44.5;8.5;148.3;0;0
44.3;8.9;148;0;0
46.5;9.5;147.6;0;0
53;9.8;149.2;0;0
64.7;9.9;146.1;0;0
78;9.8;146.6;0;0
87.9;9.7;146;0.7;1.2
90.8;10;148;2.7;5
82.9;10.7;147.8;6.5;11.8
74.8;11.2;149.1;10.4;18
66.1;11.9;147.1;14.2;22.9
60.5;12.2;147.3;17;25.7
58.9;12.1;149.2;19.3;26.5
59;12;145.6;20.3;26.1
60.8;11.5;146.9;20.5;24.3
63.9;11.4;147.3;20.4;21.8
64;11.4;144.3;19.3;19.1
63.4;12.1;148.5;17;15.6
69.7;13.1;145.3;14;11.5
69.7;14.1;148;9.2;7.1
74.6;15.8;146;4.5;3.3
74.5;16.2;144.2;1.2;0.9
74.4;15.9;145.8;0.1;0.1
77.7;15.9;147.5;0;0
82;16.2;146.9;0;0
86.9;17.4;147.7;0;0
89.3;18.5;146.1;0;0
86.7;19.2;149.3;0;0
79.8;19.7;146.2;0;0
74.1;19.1;148.1;0;0
69.4;18;146.1;0;0
67.9;18.3;145.7;0;0
72.7;18.7;146.3;0;0
78.2;20.2;147.4;0;0
75.6;20.7;146.9;0;0
65.7;21.2;145.2;0;0
50.3;21.2;145.6;0;0
47.5;20.9;143.3;0;0
44.3;20.4;146;0;0
38.9;20.3;148.4;0;0
31.7;20.1;147.8;0;0
25.8;20;142.8;0;0
24.2;20.3;146.4;0;0
23.7;19.6;145.5;0;0
26.8;20;145.6;0;0
30;19.7;143.7;0;0
33.8;19.7;144.4;0;0
38.1;19.2;145;0.5;0.9
39.4;18.6;146.4;2.4;3.7
39.1;18.7;145.6;5.8;8.3
36.4;18.3;146.4;10;13.2
34.3;18.2;145.6;14.3;16.5
31;18.4;144.4;18;19
27.4;18.4;146.8;20.9;20
27.3;18.4;144.2;22.3;21
30.2;18;144.4;22.6;20.2
35.9;16.8;144.1;21.5;20
39.4;15.4;146.1;19.5;18.7
36.8;15;145.3;16.6;16.6
40.2;15.6;145.3;12.7;13.2
40.7;16.7;142.9;8;9.1
45.4;17.7;144.1;4;4.5
47.4;18.1;145.2;1.2;1.3
49.8;17.4;144.3;0.1;0.1
52.3;15.7;144;0;0
60.6;14.6;142.6;0;0
66.4;14.5;142.5;0;0
72.6;14.6;142.9;0;0
72.1;14.9;141.3;0;0
68;15.5;144.4;0;0
64.3;14.9;142;0;0
60.8;14.6;143.4;0;0
59.2;14;142.8;0;0
64.9;13.5;141.8;0;0
76.9;12.9;142.8;0;0
74.8;12.7;142.3;0;0
70.2;12.5;145.3;0;0
55.9;11.9;141.4;0;0
53;11.8;138;0;0
49.6;11.7;141.7;0;0
43.6;11.9;144;0;0
34.6;12.1;141.2;0;0
30;12.4;140;0;0
26.6;11.9;141;0;0
25.5;11.8;140.9;0;0
26.8;11.6;139.6;0;0.1
27.6;11.6;141.8;0;0
28.7;12;139.5;0;0
28.1;12.9;142.8;0.5;0.9
25.1;13.5;142.1;2.5;4.6
20;13.1;140;6.1;11.3
16.4;12.7;138;9.9;18.4
16.5;12.2;142.9;12.7;23.2
17.6;12;142.3;14.3;25.4
19.9;12.6;141.2;15.3;25
22.6;13.2;141.3;15.2;24.6
26.6;13.7;140.5;15.4;23.1
32.9;13.9;138.6;15.1;21.7
35.4;13.7;141;14.1;19.8
28.7;13.1;141.8;12.7;18.4
29.5;12.6;139.2;10.8;15.4
31.6;11.9;138.5;7.7;11
37.7;11.6;142.2;4.1;6
40.9;11.8;136.6;1.3;1.9
41.9;12.4;139.3;0.2;0.2
43.9;12.9;137.1;0;0
49;13.7;140.8;0;0
56.9;14;139.2;0;0
66.1;13.6;138.5;0;0
71.5;13.8;137.5;0;0
69.6;13.9;138.6;0;0
66.7;14.5;137;0;0
63.2;15.6;137.7;0;0
60.2;16.2;135.8;0;0
63.1;15.9;134.6;0;0
76.9;15.3;139.1;0;0
73;14.9;135.6;0;0
68.9;14.6;136.7;0;0
58.2;14.8;136.5;0;0
52.6;15.4;135.4;0;0
48.5;16.1;135.4;0;0
45.5;16.4;134.3;0;0
37.7;16.8;135;0;0
33.6;17;134.4;0;0
32.2;18.1;135.3;0;0
32.5;19.2;136.6;0;0
39.9;20.5;135.8;0;0.1
