2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.5;83.4;40.4;6.8;10.4;24.3;7.3;3;5.2;11.3;12.9
18.8;78.4;39.2;6.5;9.9;22.9;7;2.9;5.2;10.7;12.1
17.7;76.4;36.8;6.3;9.4;21.7;6.8;2.7;4.9;10.3;11.6
17.8;74.9;36.9;6.2;9.3;21.6;6.7;2.7;4.8;10.2;11.5
17.6;75;36.3;6;9.2;21.6;6.6;2.7;4.7;10;11.4
16.7;71.9;35.3;5.9;8.9;20.5;6.3;2.6;4.5;9.9;11
16.5;69.8;33.8;5.7;8.7;20.3;6.1;2.5;4.5;9.7;10.6
15.9;68.6;34.3;5.6;8.7;19.8;6.1;2.5;4.4;9.3;10.4
16.1;70.1;33.7;5.6;8.5;20.2;6.1;2.5;4.4;9.4;10.5
16.5;70.6;34.6;5.8;8.7;20.3;6.2;2.5;4.5;9.5;10.9
17.2;72.6;36.2;6;9.1;21;6.4;2.7;4.7;9.8;11.1
18.2;78.2;38.1;6.5;9.6;22.3;6.8;2.8;5;10.6;11.9
19.5;84.2;40.3;6.8;10.4;23.6;7.2;3;5.2;11.3;12.6
20.4;87.6;42;7.2;11;25.3;7.7;3.2;5.5;12;13.6
21.1;88;43.1;7.2;11;25.6;8;3.3;5.7;12.1;13.8
21.6;89;44.9;7.5;11.2;26.3;8;3.2;5.7;12.3;13.9
21.4;91.4;45;7.5;11.3;26.3;7.9;3.3;5.8;12.5;14
21.9;92.4;45.3;7.6;11.5;26.6;8;3.3;5.9;12.2;13.8
21.5;92;45.6;7.5;11.5;26.8;8;3.3;6;12.5;14.3
21.5;92.5;45.3;7.6;11.5;26;8.2;3.3;5.8;12.7;14.2
21.9;93.2;44.4;7.6;11.3;26.8;8.2;3.3;6;12.5;14
22;92.8;45.5;7.5;11.3;26.5;8.3;3.4;5.9;12.6;14.2
21.6;94;44.8;7.7;11.5;26.6;8.3;3.3;6;12.6;14.2
21.3;91.3;43.9;7.5;11.2;26.4;8.2;3.2;5.8;12.5;13.9
20.9;89.7;43.6;7.2;11.1;25.4;8;3.3;5.7;12.3;13.7
20.8;89.3;43.1;7.5;11;25.5;7.8;3.2;5.6;12.2;13.8
20.6;86.7;42.8;7.1;10.8;24.7;7.7;3.2;5.5;11.9;13.5
20.6;86.2;42.5;7.1;10.7;24.6;7.5;3.2;5.5;11.8;13.2
19.8;85.7;41.7;7;10.6;24.7;7.5;3.1;5.4;11.8;13.1
19.8;86.5;41.8;6.9;10.3;24.9;7.6;3.1;5.5;11.6;12.8
20.2;85.8;41.2;7;10.7;24.3;7.6;3.2;5.4;12;13.3
20.2;87.1;42.6;7.1;10.9;25.4;7.7;3.1;5.6;12;13.6
20.8;89.8;43.3;7.4;10.9;25.5;7.9;3.2;5.8;12.2;13.7
21;91.9;44.5;7.5;11.3;26.4;8.1;3.4;5.8;12.4;14.1
20.7;90.7;44.5;7.3;11.1;26;8;3.2;5.7;12.4;13.9
20.3;87.3;42.1;7.1;10.8;25.4;7.7;3.2;5.6;12;13.4
20.2;85.4;41.6;6.9;10.6;24.7;7.5;3.1;5.5;11.7;13.2
19.3;82.9;40.4;6.7;10.3;24;7.4;3;5.3;11.4;12.8
19.1;82.1;40.3;6.8;10.2;23.7;7.2;3;5.3;11.1;12.4
19.9;86.5;41;6.9;10.4;24.2;7.7;3.1;5.3;11.5;13.2
20.2;86.2;42.1;7;10.6;24.8;7.5;3.1;5.4;11.7;13.4
19.8;83.1;41.4;7.1;10.4;24.9;7.5;3.1;5.4;11.6;13.1
19.1;80.5;39.5;6.5;10.1;23.3;7.1;3;5.1;11.1;12.6
17.6;76.2;37.9;6.2;9.4;22;6.8;2.8;4.9;10.5;12
17.7;76.7;37.4;6.1;9.4;22.1;6.8;2.8;4.8;10.3;11.7
17.5;76;36.5;6.1;9.2;21.8;6.8;2.8;4.7;10.3;11.4
16.9;72.9;36.4;6;9;21.2;6.5;2.7;4.6;10;11.2
