1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
94.6;9.1;115.5;0;0
89.2;9.4;115.5;0;0
81.3;9.6;115.5;0;0
75.3;9.9;115.5;0;0
74.4;10.1;115.5;0;0
72.6;10.4;115.5;0;0
70.6;10.7;115.5;0;0
69.3;10.9;115.5;0;0
65.2;11.2;115.4;0;0
60.4;11.5;115.4;0;0
57.9;11.8;115.4;0;0
55.2;12.2;115.4;0;0
53.3;12.5;115.4;0;0
53.3;12.9;115.4;0;0
53.7;13.3;115.4;0;0
55.8;13.7;115.4;0;0
60.6;14;115.4;0;0
64.6;14.4;115.4;0;0
69.8;14.7;115.4;0;0
78.4;14.9;115.4;0;0
85.9;15.1;115.4;0;0
92.6;15.3;115.4;0.1;0.1
98.6;15.5;115.4;0.6;0.6
101.3;15.7;115.4;1.7;1.7
100.5;16;115.4;3.6;3.8
97.3;16.2;115.4;6.3;6.7
93.1;16.5;115.4;9.2;10.2
88.9;16.9;115.4;11.9;13.6
85.4;17.2;115.4;14.1;16.7
82;17.5;115.4;15.7;19.5
79.1;17.7;115.4;16.8;21.7
77;17.8;115.4;17.4;23.4
75.8;18;115.4;17.7;24.6
75.3;18.1;115.4;17.7;25.5
75.4;18.2;115.4;17.5;26.1
76.7;18.3;115.4;17.2;26.4
77.6;18.5;115.4;16.8;26.3
77.1;18.8;115.4;16.3;25.8
78.9;19.2;115.4;15.7;24.9
80.6;19.6;115.4;15;23.7
79.7;19.9;115.4;14.2;22
80.5;20.3;115.4;13.1;19.8
83.4;20.6;115.4;11.7;17.2
87.2;20.9;115.4;10;14.1
89.4;21.1;115.4;7.9;10.8
91.4;21.3;115.4;5.8;7.5
94.9;21.5;115.4;3.7;4.5
97.2;21.6;115.4;1.8;2.1
97.9;21.8;115.4;0.6;0.6
97.6;21.9;115.4;0;0
96.5;22.1;115.4;0;0
96.2;22.2;115.4;0;0
97.1;22.2;115.4;0.1;0
99.5;22.1;115.4;0;0
102.8;22;115.4;0;0
106.3;21.7;115.4;0;0
111.7;21.4;115.4;0;0
116;21;115.4;0;0
116.4;20.6;115.4;0;0
114.8;20.3;115.4;0;0
111.7;20;115.4;0;0
107.2;19.9;115.4;0;0
103;19.8;115.4;0;0
99.3;19.9;115.4;0;0
96;20;115.4;0;0
92.7;20.2;115.3;0;0
90.4;20.5;115.3;0;0
90.7;20.9;115.3;0;0
97.3;21.4;115.3;0;0
102.1;22;115.3;0;0
98.3;22.6;115.3;0;0
96.3;23.3;115.3;0;0
93.8;23.9;115.3;0;0
87.2;24.6;115.3;0;0
78.3;25.1;115.3;0;0
71.7;25.5;115.3;0;0
70.7;25.6;115.3;0;0
69.5;25.3;115.3;0;0
68.5;24.6;115.3;0;0
68.6;23.6;115.3;0;0
65.9;22.4;115.3;0;0
62.7;21.1;115.3;0;0
61.6;20;115.3;0;0
60.1;19;115.3;0;0
59.1;18.4;115.3;0;0
59.3;18.2;115.3;0;0
59.6;18.2;115.3;0;0
61.5;18.5;115.3;0;0
65.9;18.9;115.3;0;0
69.3;19.4;115.3;0;0
74.2;19.8;115.3;0;0
82.6;20.2;115.3;0;0
90.1;20.5;115.3;0;0
97;20.7;115.3;0.1;0.1
103.5;20.7;115.3;0.5;0.8
106.5;20.6;115.3;1.3;2
106.8;20.3;115.3;2.6;3.9
105.5;19.9;115.3;4.2;6.4
103.2;19.4;115.3;5.9;9.3
100.6;18.9;115.3;7.6;12.4
98.2;18.5;115.3;9.1;15.4
95;18.3;115.3;10.5;18.2
91.5;18.3;115.3;11.6;20.8
88;18.6;115.3;12.5;23.2
84.9;19;115.3;13.2;25.2
82.4;19.5;115.3;13.7;26.9
81;20;115.3;14.1;28
81;20.4;115.3;14.3;28.5
81.3;20.6;115.3;14.2;28.2
80.9;20.5;115.3;13.9;27.1
83.8;20.2;115.3;13.4;25.3
87.1;19.8;115.3;12.7;23
87.9;19.4;115.3;11.9;20.2
90.1;19.2;115.3;10.8;17.3
93.9;19.1;115.3;9.4;14.1
98.1;19.2;115.3;7.9;10.8
99.7;19.4;115.3;6.2;7.8
100.4;19.8;115.3;4.4;5.1
102.5;20;115.3;2.7;2.9
103.5;20.2;115.3;1.3;1.3
103.6;20.2;115.3;0.4;0.4
103.4;19.9;115.3;0;0
102.9;19.4;115.3;0;0
103.2;18.9;115.2;0;0
104.7;18.4;115.2;0;0
107.5;18;115.2;0;0
110.7;17.8;115.2;0;0
113.8;17.8;115.2;0;0
118.5;17.9;115.2;0;0
121.9;18.2;115.2;0;0
121.3;18.5;115.2;0;0
118.9;18.9;115.2;0;0
115.2;19.2;115.2;0;0
110.3;19.4;115.2;0;0
105.7;19.6;115.2;0;0
102;19.6;115.2;0;0
99.1;19.6;115.2;0;0
96.3;19.6;115.2;0;0
94.4;19.4;115.2;0;0
95.1;19.2;115.2;0;0
102.2;19;115.2;0;0
107.6;18.8;115.2;0;0
104.5;18.6;115.2;0;0
103.3;18.5;115.2;0;0
101.5;18.4;115.2;0;0
95.3;18.5;115.2;0;0
86.8;18.5;115.2;0;0
80.4;18.7;115.2;0;0
79.5;18.8;115.2;0;0
77.8;19;115.2;0;0
76;19.1;115.2;0;0
74.8;19.2;115.2;0;0
70.8;19.4;115.2;0;0
66.2;19.5;115.2;0;0
63.6;19.6;115.2;0;0
61.2;19.7;115.2;0;0
59.5;19.8;115.2;0;0
59.3;20;115.2;0;0
59.4;20.2;115.2;0;0
61.2;20.4;115.2;0;0
65.7;20.7;115.2;0;0
69.3;21;115.2;0;0
74.3;21.3;115.2;0;0
82.5;21.6;115.2;0;0
89.7;21.9;115.2;0;0
96.5;22.2;115.2;0.1;0.1
103;22.4;115.2;0.5;0.5
106.6;22.5;115.2;1.3;1.2
107.5;22.5;115.2;2.7;2.3
106.7;22.4;115.2;4.8;3.9
104.7;22.2;115.2;7.2;5.9
101.9;22.1;115.2;9.9;8.1
98.7;21.9;115.2;12.6;10.4
94.8;21.8;115.2;15.2;12.7
90.5;21.7;115.2;17.5;15
86.7;21.8;115.2;19.4;17
83.3;22;115.2;20.9;18.8
80.6;22.2;115.2;22;20.4
78.7;22.4;115.2;22.8;21.8
78.3;22.7;115.2;23.2;22.9
77.6;22.8;115.2;23.2;23.7
75.9;22.9;115.1;22.9;24.1
76.7;22.9;115.1;22.1;24.2
77.9;23;115.1;20.9;23.7
77.3;23;115.1;19.3;22.6
78.9;23.2;115.1;17.2;21
82.6;23.5;115.1;14.8;18.7
87.2;23.9;115.1;12.1;15.8
89.9;24.4;115.1;9.2;12.4
92.3;25;115.1;6.4;8.9
95.8;25.7;115.1;3.9;5.5
98.2;26.4;115.1;1.9;2.7
99;27.1;115.1;0.6;0.8
98.4;27.7;115.1;0;0
96.9;28.2;115.1;0;0
96.2;28.6;115.1;0;0
96.9;28.8;115.1;0;0.1
99.3;28.9;115.1;0;0
102.7;28.6;115.1;0;0
106.3;28.2;115.1;0;0
111.7;27.5;115.1;0;0
116.1;26.9;115.1;0;0
116.4;26.2;115.1;0;0
114.7;25.7;115.1;0;0
111.4;25.4;115.1;0;0
106.8;25.3;115.1;0;0
102.3;25.4;115.1;0;0
98.4;25.6;115.1;0;0
95.2;25.9;115.1;0;0
91.9;26.2;115.1;0;0
89.5;26.4;115.1;0;0
89.9;26.6;115.1;0;0
96.6;26.8;115.1;0;0
101.8;26.8;115.1;0;0
98.7;26.9;115.1;0;0
97.4;26.8;115.1;0;0
95.8;26.8;115.1;0;0
89.9;26.7;115.1;0;0
81.6;26.6;115.1;0;0
75.5;26.4;115.1;0;0
74.8;26.3;115.1;0;0
73.4;26.1;115.1;0;0
71.8;26;115.1;0;0
70.9;25.9;115.1;0;0
67;25.8;115.1;0;0
62.5;25.6;115.1;0;0
60.3;25.4;115.1;0;0
58.1;25.2;115.1;0;0
56.6;24.9;115.1;0;0
56.7;24.6;115.1;0;0
57.2;24.2;115.1;0;0
59.3;24;115.1;0;0
63.8;24;115.1;0;0
67.4;24.3;115.1;0;0
72;24.9;115.1;0;0
79.7;25.8;115.1;0;0
86.1;27.1;115.1;0;0
91.8;28.3;115.1;0.1;0.1
97.2;29.4;115.1;0.6;0.6
99.5;30.1;115;1.5;1.5
99.2;30.1;115;3.1;3.1
97.6;29.3;115;5.3;5.5
95.2;28;115;7.9;8.4
92.6;26.5;115;10.5;11.6
90.2;25;115;12.9;14.8
87.3;23.6;115;15;17.9
84.3;22.5;115;16.7;20.6
81.6;21.9;115;18;22.7
79.5;21.5;115;18.8;24.4
78.3;21.3;115;19.3;25.5
78.1;21.2;115;19.6;26.1
79.4;21.1;115;19.5;26.1
80.3;20.9;115;19.3;25.6
80.1;20.7;115;18.9;24.5
82.7;20.4;115;18.4;23
85.6;20.1;115;17.6;21
86;19.9;115;16.5;18.6
88.2;19.8;115;15.1;15.9
92.1;19.8;115;13.3;12.9
96.6;19.9;115;11.1;9.8
98.6;20.2;115;8.7;7
99.8;20.5;115;6.2;4.5
102.2;20.8;115;3.9;2.6
103.4;21;115;1.9;1.2
103.7;21.1;115;0.6;0.4
103.5;21;115;0;0
102.9;20.7;115;0;0
103.1;20.3;115;0;0
104.6;19.9;115;0.1;0
107.4;19.4;115;0;0
110.9;19;115;0;0
114.3;18.6;115;0;0
119.5;18.3;115;0;0
123.4;18;115;0;0
123.4;17.7;115;0;0
121.5;17.5;115;0;0
118.2;17.4;115;0;0
113.7;17.3;115;0;0
109.5;17.2;115;0;0
105.9;17.1;115;0;0
103.3;17;115;0;0
100.5;16.9;115;0;0
98.6;16.6;115;0;0
99.5;16.3;115;0;0
106.8;16;115;0;0
112.7;15.6;115;0;0
110.1;15.2;115;0;0
109.3;14.9;115;0;0
107.9;14.6;115;0;0
102.1;14.3;115;0;0
93.9;14.1;115;0;0
87.8;13.9;115;0;0
87.1;13.8;115;0;0
85.6;13.7;115;0;0
83.9;13.6;115;0;0
82.9;13.5;115;0;0
78.9;13.4;114.9;0;0
74.5;13.4;114.9;0;0
72.1;13.3;114.9;0;0
69.6;13.3;114.9;0;0
67.9;13.3;114.9;0;0
67.8;13.4;114.9;0;0
67.9;13.4;114.9;0;0
69.6;13.4;114.9;0;0
74.1;13.5;114.9;0;0
77.8;13.4;114.9;0;0
82.9;13.4;114.9;0;0
91.2;13.3;114.9;0;0
98.6;13.1;114.9;0;0
105.5;12.9;114.9;0.1;0.1
111.8;12.6;114.9;0.7;0.7
114.8;12.4;114.9;1.8;1.7
114.8;12;114.9;3.5;3.3
112.9;11.7;114.9;5.7;5.7
110.1;11.4;114.9;8;8.4
107.4;11.1;114.9;10.1;11.3
105.1;10.8;114.9;11.7;14.2
102.1;10.7;114.9;13.1;17
98.5;10.6;114.9;14.1;19.8
95.2;10.6;114.9;15;22.4
92.1;10.8;114.9;15.5;24.7
89.9;10.9;114.9;15.9;26.5
88.6;11.1;114.9;16;27.9
88.3;11.3;114.9;16.1;28.8
87.6;11.4;114.9;16.1;29.3
85.8;11.4;114.9;16.2;29.5
86.7;11.3;114.9;16.3;29.2
87.7;11.2;114.9;16.1;28.2
86.1;11.1;114.9;15.5;26.5
86.8;10.9;114.9;14.6;24
90.1;10.8;114.9;13.2;20.9
95;10.7;114.9;11.3;17.2
98.1;10.6;114.9;9.1;13.2
101;10.4;114.9;6.7;9.2
105.5;10.3;114.9;4.2;5.6
108.5;10.2;114.9;2.1;2.7
109.7;10.1;114.9;0.7;0.8
109.5;10;114.9;0.1;0.1
108.7;9.8;114.9;0;0
108.7;9.7;114.9;0;0
110.1;9.7;114.9;0;0
112.7;9.7;114.9;0;0
115.4;9.9;114.9;0;0
117.6;10.1;114.9;0;0
121;10.4;114.9;0;0
123.3;10.8;114.9;0;0
122.5;11.2;114.9;0;0
120.6;11.5;114.9;0;0
117.5;11.7;114.9;0;0
113.3;11.8;114.9;0;0
109.6;11.8;114.9;0;0
106.6;11.8;114.9;0;0
104.3;11.7;114.9;0;0
101.9;11.6;114.9;0;0
100.4;11.6;114.8;0;0
101.4;11.7;114.8;0;0
108.5;11.8;114.8;0;0
114;12;114.8;0;0
110.8;12.3;114.8;0;0
109.1;12.7;114.8;0;0
106.5;13.2;114.8;0;0
99.5;13.7;114.8;0;0
90.1;14.3;114.8;0;0
82.9;14.9;114.8;0;0
81.1;15.3;114.8;0;0
78.8;15.7;114.8;0;0
76.4;15.8;114.8;0;0
74.8;15.7;114.8;0;0
70.6;15.4;114.8;0;0
65.8;15.2;114.8;0;0
63;15.1;114.8;0;0
60;15.2;114.8;0;0
57.2;15.7;114.8;0;0
55.3;16.6;114.8;0;0
53.2;17.9;114.8;0;0
51.8;19.3;114.8;0;0
52.2;20.8;114.8;0;0
52.1;22.1;114.8;0;0
52.7;23;114.8;0;0
55.2;23.2;114.8;0;0
57.4;23;114.7;0;0
59.8;22.6;114.7;0.1;0.1
62.8;21.9;114.7;0.5;0.5
64.5;21.4;114.7;1.4;1.3
64.7;21;114.6;3;2.9
64;21;114.6;5.3;5.1
62.4;21.2;114.6;7.9;7.7
60.7;21.6;114.6;10.6;10.3
59.2;22.3;114.6;13;12.8
56.7;23.3;114.5;15;14.9
53.8;24.4;114.5;16.6;16.6
51.5;25.7;114.5;17.6;17.8
49;27.2;114.5;18.2;18.6
46.9;28.7;114.4;18.5;19
46.1;30.3;114.4;18.5;19.2
