2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.9;60.2;29.7;4.6;7;18.7;5.5;2.1;3.7;8.3;8.8
12.2;57.1;28.2;4.4;6.6;17.8;5.3;2;3.5;7.8;8.4
11.7;54.8;27.1;4.2;6.4;17;5;1.9;3.4;7.5;8
11.6;54.2;26.8;4.2;6.3;16.9;5;1.9;3.4;7.4;7.9
11.5;53.6;26.5;4.1;6.2;16.7;4.9;1.9;3.3;7.3;7.9
11.1;51.6;25.5;4;6;16.1;4.7;1.8;3.2;7.1;7.6
10.8;50.5;25;3.9;5.9;15.7;4.6;1.8;3.1;6.9;7.4
10.7;49.7;24.6;3.8;5.8;15.5;4.6;1.8;3.1;6.8;7.3
10.7;49.7;24.6;3.8;5.8;15.5;4.6;1.8;3.1;6.8;7.3
10.9;51;25.3;3.9;5.9;15.9;4.7;1.8;3.2;7;7.5
11.3;52.7;26.1;4;6.1;16.4;4.9;1.9;3.3;7.2;7.8
12;56;27.8;4.3;6.5;17.5;5.2;2;3.5;7.7;8.2
12.7;59.1;29.3;4.5;6.9;18.4;5.4;2.1;3.7;8.1;8.7
13.3;61.9;30.7;4.7;7.2;19.3;5.7;2.2;3.8;8.5;9.1
13.6;63.2;31.3;4.8;7.3;19.7;5.8;2.3;3.9;8.7;9.3
13.8;64.1;31.8;4.9;7.4;20;5.9;2.3;4;8.8;9.4
14;65;32.2;5;7.6;20.3;6;2.3;4;8.9;9.6
14;65.2;32.4;5;7.6;20.4;6;2.3;4;9;9.6
14;65.3;32.4;5;7.6;20.4;6;2.3;4;9;9.6
14;65.3;32.4;5;7.6;20.4;6;2.3;4;9;9.6
14.1;65.6;32.6;5;7.6;20.5;6;2.3;4.1;9;9.7
14;65.2;32.4;5;7.6;20.4;6;2.3;4;9;9.6
14.1;65.4;32.5;5;7.6;20.4;6;2.3;4.1;9;9.7
13.8;64;31.8;4.9;7.4;20;5.9;2.3;4;8.8;9.4
13.6;63.1;31.4;4.8;7.3;19.7;5.8;2.3;3.9;8.7;9.3
13.4;62.4;31;4.8;7.3;19.5;5.8;2.2;3.9;8.6;9.2
13.1;60.9;30.3;4.7;7.1;19;5.6;2.2;3.8;8.4;9
12.9;60;29.9;4.6;7;18.8;5.5;2.1;3.7;8.3;8.9
12.8;59.2;29.5;4.5;6.9;18.5;5.5;2.1;3.7;8.1;8.8
12.7;58.9;29.3;4.5;6.9;18.4;5.4;2.1;3.6;8.1;8.7
12.8;59.5;29.6;4.6;6.9;18.6;5.5;2.1;3.7;8.2;8.8
13.1;60.8;30.3;4.6;7.1;19;5.6;2.2;3.8;8.4;9
13.4;62.1;31;4.7;7.2;19.4;5.7;2.2;3.9;8.5;9.2
13.6;62.8;31.3;4.8;7.3;19.6;5.8;2.2;3.9;8.6;9.3
13.4;62;30.9;4.7;7.2;19.4;5.7;2.2;3.8;8.5;9.2
13;60.3;30.1;4.6;7;18.9;5.6;2.2;3.7;8.3;8.9
12.7;58.8;29.3;4.5;6.8;18.4;5.4;2.1;3.6;8.1;8.7
12.5;57.7;28.8;4.4;6.7;18.1;5.3;2.1;3.6;7.9;8.6
12.4;57.2;28.5;4.4;6.7;17.9;5.3;2.1;3.5;7.9;8.5
12.9;59.9;29.9;4.6;7;18.8;5.5;2.1;3.7;8.2;8.9
13;60;30;4.6;7;18.8;5.5;2.2;3.7;8.3;8.9
12.8;59.3;29.6;4.5;6.9;18.6;5.5;2.1;3.7;8.2;8.8
12.2;56.4;28.2;4.3;6.6;17.7;5.2;2;3.5;7.8;8.4
11.6;53.4;26.7;4.1;6.2;16.7;4.9;1.9;3.3;7.3;7.9
11.4;52.7;26.4;4;6.1;16.5;4.9;1.9;3.3;7.3;7.8
11.2;51.9;25.9;4;6;16.3;4.8;1.9;3.2;7.1;7.7
10.8;49.9;24.9;3.8;5.8;15.6;4.6;1.8;3.1;6.9;7.4
10.5;48.4;24.2;3.7;5.6;15.2;4.5;1.7;3;6.7;7.2
10.2;47.3;23.6;3.6;5.5;14.8;4.4;1.7;2.9;6.5;7
10.2;46.8;23.4;3.6;5.5;14.7;4.3;1.7;2.9;6.5;7
10.2;47;23.5;3.6;5.5;14.8;4.3;1.7;2.9;6.5;7
10.3;47.6;23.8;3.6;5.5;14.9;4.4;1.7;3;6.6;7.1
10.5;48.6;24.3;3.7;5.7;15.3;4.5;1.7;3;6.7;7.3
10.7;49.5;24.8;3.8;5.8;15.5;4.6;1.8;3.1;6.8;7.4
11;50.8;25.4;3.9;5.9;16;4.7;1.8;3.1;7;7.6
11.3;52.1;26.1;4;6.1;16.4;4.8;1.9;3.2;7.2;7.8
11.7;53.8;27;4.1;6.3;16.9;5;1.9;3.3;7.4;8
12.1;55.5;27.9;4.2;6.5;17.5;5.1;2;3.4;7.7;8.3
12.3;56.6;28.4;4.3;6.6;17.8;5.2;2;3.5;7.8;8.5
12.4;57.1;28.7;4.4;6.7;18;5.3;2.1;3.5;7.9;8.6
12.4;57.2;28.7;4.4;6.7;18;5.3;2.1;3.5;7.9;8.6
12.5;57.6;28.9;4.4;6.7;18.1;5.3;2.1;3.6;7.9;8.6
12.7;58.3;29.3;4.4;6.8;18.3;5.4;2.1;3.6;8;8.7
12.9;59.2;29.8;4.5;6.9;18.6;5.5;2.1;3.7;8.2;8.9
12.6;57.8;29;4.4;6.7;18.2;5.4;2.1;3.6;8;8.7
12.2;56.2;28.2;4.3;6.6;17.7;5.2;2;3.5;7.7;8.4
12;55.4;27.8;4.2;6.5;17.4;5.1;2;3.4;7.6;8.3
11.7;53.9;27.1;4.1;6.3;17;5;1.9;3.3;7.4;8.1
11.5;53;26.7;4;6.2;16.7;4.9;1.9;3.3;7.3;8
11.4;52.3;26.3;4;6.1;16.5;4.8;1.9;3.2;7.2;7.8
11.3;52;26.1;4;6.1;16.4;4.8;1.9;3.2;7.2;7.8
11.5;52.7;26.5;4;6.1;16.6;4.9;1.9;3.3;7.3;7.9
11.8;54.1;27.3;4.1;6.3;17.1;5;2;3.4;7.5;8.1
12.1;55.6;28;4.2;6.5;17.5;5.2;2;3.5;7.7;8.4
12.4;56.8;28.6;4.3;6.6;17.9;5.3;2.1;3.5;7.8;8.6
12.3;56.6;28.5;4.3;6.6;17.9;5.3;2;3.5;7.8;8.5
12.1;55.4;27.9;4.2;6.5;17.5;5.1;2;3.4;7.6;8.3
11.9;54.3;27.4;4.1;6.3;17.1;5;2;3.4;7.5;8.2
11.7;53.6;27;4.1;6.3;16.9;5;1.9;3.3;7.4;8.1
11.6;53.3;26.9;4;6.2;16.8;4.9;1.9;3.3;7.4;8
12.2;55.8;28.2;4.2;6.5;17.6;5.2;2;3.5;7.7;8.4
12.5;57.2;28.9;4.3;6.7;18.1;5.3;2.1;3.6;7.9;8.6
12.4;56.6;28.6;4.3;6.6;17.9;5.3;2;3.5;7.8;8.5
11.9;54.4;27.5;4.1;6.4;17.2;5;2;3.4;7.5;8.2
11.2;51.3;25.9;3.9;6;16.2;4.8;1.9;3.2;7.1;7.7
11.1;50.7;25.6;3.8;5.9;16;4.7;1.8;3.1;7;7.7
10.9;49.7;25.1;3.8;5.8;15.7;4.6;1.8;3.1;6.9;7.5
10.5;47.9;24.2;3.6;5.6;15.1;4.4;1.7;3;6.6;7.2
10.1;46.3;23.4;3.5;5.4;14.6;4.3;1.7;2.9;6.4;7
9.8;44.9;22.7;3.4;5.2;14.2;4.2;1.6;2.8;6.2;6.8
9.7;44.3;22.4;3.4;5.2;14;4.1;1.6;2.7;6.1;6.7
9.6;44;22.3;3.3;5.1;13.9;4.1;1.6;2.7;6.1;6.7
9.7;44.2;22.4;3.4;5.2;14;4.1;1.6;2.7;6.1;6.7
9.8;44.5;22.5;3.4;5.2;14.1;4.1;1.6;2.8;6.2;6.7
9.8;44.8;22.7;3.4;5.2;14.2;4.2;1.6;2.8;6.2;6.8
10;45.4;23;3.4;5.3;14.4;4.2;1.6;2.8;6.3;6.9
