1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
71.9;51.6;100.6;0;0
65.3;52.4;100.5;0;0
56.7;53;100.4;0;0
50.3;53.6;100.3;0;0
49.2;54;100.3;0;0
47.6;54.2;100.2;0;0
46;54.3;100.1;0;0
45.2;54.2;100.1;0;0
41.9;53.9;100;0;0
38.3;53.2;99.9;0;0
37.1;52.2;99.8;0;0
36.4;50.8;99.8;0;0
36.9;48.9;99.7;0;0
39.2;46.6;99.6;0;0
41.9;44.3;99.5;0;0
46.1;42.1;99.5;0;0
52.5;40.4;99.4;0;0
57.5;39.2;99.3;0;0
63;38.8;99.3;0;0
70.8;39.2;99.2;0;0
77.1;40.2;99.1;0;0
82.4;41.5;99;0.1;0.1
87.3;42.9;99;0.5;0.9
89.1;44;98.9;1.2;2.2
88.6;44.5;98.8;2.6;4.4
86.7;44.2;98.7;4.5;7.3
84.3;43.3;98.7;6.8;10.5
81.7;42.1;98.6;9.3;13.7
79.3;40.7;98.5;11.7;16.8
76.7;39.4;98.4;13.9;19.4
74.1;38.4;98.4;15.8;21.5
72;37.7;98.3;17.2;23.1
70.3;37.4;98.2;18.3;24.3
69.1;37.2;98.2;19;25.1
68.6;37.4;98.1;19.4;25.8
69;37.6;98;19.4;26.3
69;38;97.9;19.2;26.6
67.5;38.5;97.9;18.6;26.8
68.1;39;97.8;17.7;26.7
69.1;39.3;97.7;16.5;26.2
68.4;39.6;97.6;15;25.2
70;39.5;97.6;13.2;23.7
74;39.1;97.5;11.2;21.4
79.5;38.4;97.4;9;18.4
83.6;37.5;97.4;6.8;14.8
87.7;36.4;97.3;4.7;10.8
93.1;35.2;97.2;2.8;6.9
97.5;34.2;97.1;1.3;3.4
100.1;33.2;97.1;0.4;1
101.1;32.5;97;0;0
100.9;31.9;96.9;0;0
101.2;31.4;96.8;0;0
102.7;30.8;96.8;0;0.1
105.7;30.2;96.7;0;0
109.5;29.5;96.6;0;0
113.4;28.7;96.5;0;0
118.9;27.9;96.5;0;0
123.2;27.2;96.4;0;0
123.5;26.7;96.3;0;0
121.7;26.5;96.3;0;0
118.1;26.7;96.2;0;0
113.1;27.3;96.1;0;0
108;28.2;96;0;0
103.6;29.2;96;0;0
99.9;30.2;95.9;0;0
96.4;30.9;95.8;0;0
94.3;31.1;95.7;0;0
95.2;30.8;95.7;0;0
102.5;30.1;95.6;0;0
108.6;29.2;95.5;0;0
106.6;28.2;95.5;0;0
106.4;27.4;95.4;0;0
105.5;26.7;95.3;0;0
100.3;26.3;95.2;0;0
92.4;26.2;95.2;0;0
86.4;26.2;95.1;0;0
85.6;26.5;95;0;0
83.8;26.8;94.9;0;0
81.8;27.2;94.9;0;0
80.4;27.7;94.8;0;0
76.1;28.2;94.7;0;0
71.3;28.8;94.6;0;0
68.5;29.3;94.6;0;0
65.6;29.9;94.5;0;0
63.4;30.5;94.4;0;0
62.7;31.1;94.4;0;0
62.4;31.6;94.3;0;0
64;31.9;94.2;0;0
68.3;32;94.1;0;0
72.2;31.8;94.1;0;0
77.8;31.3;94;0;0
87.1;30.4;93.9;0;0
95.6;29.3;93.8;0;0
103.5;28.1;93.8;0.1;0.1
110.8;27;93.7;0.6;0.7
114.3;26.1;93.6;1.5;2
114.4;25.4;93.6;3;3.9
112.2;25;93.5;5.1;6.6
108.8;24.9;93.4;7.6;9.4
