2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19;76.3;39;6.6;8.8;23.7;7.3;2.7;5;10.4;11.7
18;73.5;37.1;6.2;8.4;22.9;7;2.6;4.8;9.9;11.2
16.9;69;35.4;5.9;8.1;21.5;6.6;2.5;4.5;9.7;10.5
17;70.7;35.4;5.9;7.9;21.5;6.5;2.5;4.5;9.5;10.4
16.8;69.1;34.4;5.7;7.9;21.5;6.5;2.5;4.5;9.3;10.4
15.8;67.8;33;5.6;7.6;20.5;6.2;2.3;4.4;9;10.2
15.8;64.3;32.4;5.3;7.3;20.2;6.1;2.3;4.2;8.8;9.8
15.6;63.8;31.9;5.3;7.1;19.7;6;2.3;4.1;8.6;9.5
15.5;63.6;31.3;5.4;7.2;19.8;6;2.3;4.2;8.5;9.7
16;66.1;32.7;5.5;7.4;20.4;6.2;2.3;4.3;9.1;10
16.9;68;34;5.8;7.8;21;6.5;2.4;4.5;9.2;10.3
17.9;73.4;36.7;6.1;8.3;22.1;6.9;2.6;4.8;10;11.2
18.7;76.3;38.9;6.6;8.9;24.2;7.2;2.8;5.1;10.5;11.6
19.8;80.8;41.6;6.9;9.4;25.1;7.7;2.9;5.4;11;12.4
20.6;85.1;41.8;7.1;9.7;26.2;8;3;5.3;11.3;12.7
20.7;87.4;42.4;7.3;9.7;27.1;8.1;3;5.6;11.6;13.1
21.4;87.5;43;7.4;9.8;26.9;8.1;3.1;5.6;11.8;13.1
20.9;86.2;44.1;7.4;9.9;27.3;8.3;3.1;5.7;11.8;13.3
21.3;89.2;44.1;7.6;10;27.4;8.2;3.2;5.7;11.9;13.5
21.6;88.6;44.5;7.4;10;27.4;8.3;3.1;5.7;11.6;13.2
21.6;89.8;44.4;7.5;10.1;27.5;8.3;3.2;5.9;12.1;13.2
21.7;89.2;44.4;7.6;10.1;27.4;8.3;3.2;5.9;12.1;13.3
21.4;89.7;44.6;7.4;10.1;27.1;8.4;3.2;5.9;12;13.6
21.5;88.9;45;7.4;10;27.2;8.2;3.1;5.7;11.9;13.2
20.9;85.3;43.5;7.5;9.9;26.6;8.2;3.2;5.7;11.8;13.1
21.1;86.6;42.6;7.2;10;26.7;8;3.1;5.6;11.8;13
20.6;84.7;42.4;7.1;9.4;25.9;7.9;3;5.5;11.4;12.8
20.3;83.5;42;7.1;9.4;25.6;7.8;3;5.4;11.5;12.5
19.5;81.1;41.5;6.8;9.3;25.6;7.6;3;5.4;11;12.2
20;81.7;41.9;6.8;9.3;25.2;7.7;2.9;5.3;11.1;12.5
19.8;83.5;40.8;6.9;9.4;25.6;7.6;3;5.5;11.1;12.3
20.1;82.1;41.9;7;9.6;26;7.7;3;5.5;11.5;12.8
21.4;87.5;43.6;7.2;9.9;26.8;8.1;3.1;5.6;11.6;13
21.2;89.9;44.4;7.4;10.3;27.3;8.4;3.2;5.7;12;13.5
21.1;86.7;44.4;7.2;10.1;27.1;8.2;3.1;5.7;11.9;13.4
20.7;84.5;42.9;7.1;9.7;26.2;7.9;3;5.5;11.6;12.7
19.9;82.7;41.5;6.9;9.3;25.5;7.6;3;5.4;11.1;12.4
19.6;79.2;40.3;6.7;9;24.9;7.7;2.9;5.2;11.1;12.2
19;80.2;39.3;6.7;9;24.5;7.4;2.8;5.2;10.5;12.2
19.6;81.7;40.9;7;9.5;25.4;7.6;3;5.3;11.3;12.5
20.1;82.6;40.8;7;9.3;25.5;7.7;3;5.5;11.3;12.8
20.2;80.7;40.5;6.9;9.3;25.3;7.6;2.9;5.3;11.1;12.6
19.2;78.9;40.1;6.5;9;24.7;7.4;2.8;5.2;10.7;12
18.4;73.7;36.8;6.3;8.5;22.9;7;2.7;4.9;10.3;11.2
18;73.7;36.8;6.2;8.6;22.7;7;2.6;4.8;10.1;11.2
17.4;73.3;36.3;6.1;8.2;22.4;6.7;2.6;4.8;9.9;11.1
16.9;70.5;34.9;5.9;7.9;21.8;6.5;2.5;4.7;9.6;10.6
16.8;68.5;34.4;5.7;8;21.6;6.4;2.5;4.5;9.4;10.4
16.4;67;33.6;5.7;7.6;20.5;6.2;2.4;4.4;9.3;10.3
16.4;66.6;33.4;5.7;7.7;20.7;6.2;2.4;4.4;9.2;10.2
16.7;69.3;33.5;5.7;8;21.2;6.5;2.5;4.5;9.5;10.6
17.2;71.2;35.5;6.1;8.2;22;6.6;2.6;4.8;9.8;10.9
18.3;74.3;37;6.4;8.6;23.4;7;2.7;4.9;10.2;11.6
19.5;79.3;39.7;6.7;9.2;24.6;7.5;2.8;5.2;10.9;12.2
20.8;84.1;41.8;7.1;9.7;26.1;7.8;3;5.6;11.8;13
20.9;86.6;43.8;7.3;9.9;26.8;8.2;3.1;5.7;11.8;13.2
21.4;87.6;44.5;7.5;10.1;27.3;8.3;3.2;5.8;12;13.4
21.9;87.6;44.7;7.7;10;27.9;8.3;3.2;5.8;12.2;13.7
21.7;90.2;44.7;7.7;10.3;27.2;8.3;3.3;5.9;12.1;13.7
21.9;89;45;7.5;10.2;28.3;8.4;3.3;5.9;12.4;13.5
21.8;90.9;44.8;7.6;10.3;27.7;8.3;3.3;5.9;12.3;13.6
21.9;87.9;45;7.7;10.4;27.9;8.4;3.2;6.1;12.3;13.7
22.1;89.5;45;7.7;10.2;28.1;8.5;3.3;6;12.6;13.8
22;88.4;44.7;7.6;10.3;27.7;8.3;3.3;5.9;12.4;13.6
21.6;90;44.7;7.5;10.2;27.6;8.4;3.2;5.8;12.2;13.6
21.2;86.8;43.7;7.4;10.3;27.2;8.2;3.2;5.7;12.2;13.5
21.1;87.2;44.5;7.4;9.9;27;8.1;3.1;5.7;12.2;13.4
20.6;84;42.5;7.3;9.7;26.3;7.9;3.1;5.7;11.7;13.4
20.5;83.1;41.4;7.2;9.7;25.9;7.8;3;5.6;11.6;12.9
20.3;84.2;42;7.1;9.4;25.8;7.7;3.1;5.5;11.5;12.8
20.4;81.6;41.4;7;9.7;25.7;7.8;3;5.4;11.4;12.7
20.3;82.9;42.1;7.1;9.4;25.5;7.8;3;5.4;11.3;12.8
20.7;83.2;42.5;7.2;9.6;26.1;7.8;3.1;5.5;11.6;13
21;85.4;43;7.4;9.9;26.7;8;3.1;5.6;11.8;13.4
21.5;89.2;44.4;7.5;10.3;27.6;8.2;3.2;5.8;12;13.7
21.5;87.4;44.3;7.5;10.2;27.3;8;3.2;5.8;12.1;13.4
20.9;84.8;42.5;7.2;9.9;26.6;7.9;3.1;5.6;11.9;13.1
20.2;83;41.6;7;9.5;25.7;7.7;3;5.5;11.5;12.7
19.6;81.2;40.2;6.9;9.4;24.9;7.5;2.9;5.5;11.4;12.3
19.4;79.6;39.4;6.8;9;24.5;7.4;2.9;5.2;11;12.6
19.7;79.6;40.5;6.9;9.4;25;7.5;2.9;5.3;11;12.7
20.3;81.2;41.5;7;9.6;25.8;7.8;3;5.5;11.4;13
19.8;82;40.6;6.9;9.4;25.6;7.8;3;5.4;11.3;12.6
19.5;78.2;39.1;6.8;9.2;24.2;7.3;2.9;5.3;10.9;12.5
18.2;73.4;37.2;6.4;8.8;23.3;6.9;2.7;4.9;10.4;11.6
18;74.4;37;6.3;8.5;23.1;6.8;2.7;4.9;10.2;11.3
17.8;73.7;36.4;6.3;8.4;22.6;6.7;2.7;4.8;10.1;11.3
17;70.5;34.8;6.1;8.3;21.9;6.7;2.6;4.7;9.8;11.1
17.1;68;34.7;5.8;8.1;21.2;6.4;2.5;4.6;9.5;10.5
16.5;67;33.8;5.8;7.8;21.1;6.3;2.4;4.5;9.3;10.6
16.6;66.6;33.7;5.8;7.9;20.8;6.3;2.5;4.5;9.3;10.5
16.4;67.5;34.2;5.8;7.9;20.8;6.5;2.5;4.5;9.4;10.7
17.4;71.1;34.9;6;8.2;22.1;6.7;2.6;4.7;9.9;11
17.9;74.2;36.8;6.3;8.7;23.2;6.9;2.7;4.9;10.5;11.7
19.4;79.2;38.7;6.7;9.2;24.6;7.4;2.9;5.3;11;12.3
20.6;83.5;42;7.1;9.6;26.1;7.8;3;5.6;11.5;13
21;86.2;42.4;7.4;9.9;26.4;7.9;3.1;5.7;12.1;13.3
21.3;89.5;43.9;7.5;10;27.3;8.1;3.2;5.9;12.4;13.5
21.8;89.4;44.7;7.6;10.4;27.7;8.2;3.3;5.9;12.4;14
22.1;87.8;43.8;7.7;10.4;27.4;8.3;3.2;6.1;12.4;14
21.9;90.1;44.3;7.6;10.5;28;8.4;3.3;6;12.6;14
21.8;89.3;45.2;7.7;10.4;28.1;8.4;3.3;5.9;12.7;14.1
21.9;90.5;44.9;7.6;10.5;28.2;8.4;3.3;5.9;12.8;14.2
22.1;90.2;45.5;7.8;10.6;28;8.4;3.3;6;12.5;14.5
21.9;88.3;45.1;7.7;10.4;27.5;8.4;3.3;5.9;12.4;14.3
21.9;88.2;44.6;7.6;10.6;27.7;8.2;3.3;5.9;12.5;13.9
21.2;87.5;43.8;7.5;10.1;27.8;8.1;3.2;5.8;12.4;13.8
21.4;88.3;44.4;7.5;10.4;27;8.2;3.2;5.8;12.2;14
21.4;84.8;43.1;7.2;10;26.5;7.9;3.1;5.8;12;13.5
20.9;84.4;43.3;7.2;9.9;26.1;7.8;3.1;5.6;11.8;13.3
20.4;84.3;41.2;7.2;9.8;25.8;7.9;3.1;5.6;11.6;13.1
20.2;83;41.5;6.9;9.5;25.4;7.8;3;5.5;11.5;13.1
20.4;81.3;40.4;7.2;9.7;26;7.8;3.1;5.5;11.7;13.1
20.4;85.9;42.9;7.2;9.8;26.4;8;3.1;5.6;11.9;13.2
21.2;86.2;44.1;7.4;10.1;26.8;8;3.2;5.7;12.2;13.6
21.6;88.8;44.5;7.4;10.2;27.1;8.3;3.2;6;12.5;14
22;86.5;44.8;7.6;10.3;27.3;8.3;3.2;5.8;12.6;13.5
20.9;86.3;43.5;7.4;10.1;27.1;8.1;3.2;5.7;12.1;13.4
20.5;83.5;41.5;7.1;9.8;26.1;7.9;3;5.5;11.7;12.9
20.2;79.8;40.2;6.8;9.4;25.2;7.7;3;5.4;11.6;12.8
19.6;80;40.7;6.8;9.3;24.7;7.4;2.9;5.2;11.2;12.8
19.7;79.3;40.6;6.8;9.5;24.6;7.5;2.9;5.4;11.4;12.6
20.7;82.7;41.7;7.1;9.8;26;7.8;3.1;5.6;11.7;12.9
19.8;80.5;40.9;7;9.7;25.2;7.7;3;5.4;11.6;13.1
19.6;80.2;40.2;7;9.6;24.9;7.4;3;5.3;11.3;12.6
18.5;75.5;37.6;6.5;8.7;23.8;7;2.8;5;10.8;11.7
18.2;73.9;37.1;6.4;8.6;23.1;7;2.7;5;10.5;11.6
18;74.1;36.8;6.3;8.6;22.4;6.9;2.7;4.8;10.2;11.7
17.9;71.2;35.6;6.2;8.5;22.5;6.6;2.7;4.8;10.1;11.3
17.2;68.9;34.6;6;8.1;21.6;6.3;2.5;4.6;9.8;11
