2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.7;56.9;30.4;4.8;6.8;18.3;5.2;2.2;3.8;8.1;8.9
12.1;53.7;28.3;4.6;6.4;17;5;2;3.6;7.7;8.6
11.7;50.4;27.7;4.3;6.1;16.6;4.7;1.9;3.5;7.5;8.1
11.5;49.9;26.8;4.3;6.1;16.4;4.6;2;3.5;7.4;8
11.4;50.4;26.7;4.3;5.9;16.4;4.6;1.9;3.4;7.3;7.8
11;47.8;25.8;4.1;5.7;15.7;4.6;1.8;3.3;7.1;7.7
10.5;46.2;25.2;4;5.7;15;4.5;1.8;3.2;6.8;7.5
10.4;46.8;24.8;3.9;5.5;14.7;4.3;1.7;3.1;6.6;7.2
10.6;45.8;24.7;3.9;5.6;14.7;4.4;1.7;3.1;6.8;7.3
10.8;46;25.1;4;5.5;15.3;4.4;1.8;3.2;6.9;7.5
11.2;48.8;26.4;4.1;5.8;15.7;4.5;1.9;3.3;7.3;7.6
12;51.7;27.5;4.4;6.2;16.5;4.9;1.9;3.6;7.6;8.1
12.4;53.9;29.4;4.7;6.5;17.5;5.1;2.1;3.8;8;8.6
13;57;30.6;4.8;6.9;18.6;5.4;2.2;3.9;8.3;9
13.6;58.1;31.7;4.9;7;19.1;5.5;2.3;3.9;8.7;9.1
13.6;60;32.2;5.1;7.1;19.2;5.6;2.3;4.1;8.8;9.4
13.8;59.9;32.3;5;7.1;19.1;5.7;2.3;4.1;8.7;9.6
13.5;60.7;33.2;5.1;7.4;19.3;5.6;2.3;4.1;8.7;9.5
14;61.1;32.5;5;7.3;19;5.7;2.3;4.1;9;9.6
13.8;60.2;32.7;5.1;7.3;20;5.6;2.3;4.1;8.9;9.6
13.9;60.5;32.9;5.2;7.2;19.5;5.7;2.3;4.2;9;9.6
14;60.5;32.5;5.2;7.2;19.4;5.7;2.4;4.1;8.8;9.7
13.6;59.9;33.1;5.2;7.3;19.5;5.7;2.4;4.1;8.9;9.4
13.9;59.2;32.1;5.2;7.1;18.9;5.6;2.3;4.1;8.8;9.5
13.5;57.5;31.3;5;7;18.6;5.6;2.3;4;8.6;9.4
13.3;57.5;31.1;4.9;7.1;18.4;5.5;2.2;4.1;8.6;9.1
12.7;56.3;30.5;4.8;6.8;18.3;5.3;2.2;3.9;8.4;9
12.9;56.3;30.2;4.8;6.7;18;5.2;2.1;3.9;8.2;8.9
12.7;56.1;29.5;4.7;6.5;18;5.1;2.1;3.8;8.1;8.8
12.4;54.4;29.7;4.7;6.7;17.5;5.1;2.1;3.7;8;8.7
13.1;56.2;29.6;4.7;6.6;17.7;5.1;2.1;3.9;7.9;8.7
12.8;56.3;30.8;4.8;6.7;18.1;5.2;2.2;3.8;8.3;8.9
13.2;57.3;30.9;4.9;6.9;18.6;5.4;2.2;4;8.5;9.2
13.4;58;31.7;4.9;7;18.6;5.4;2.3;4.1;8.6;9.2
13.3;58.6;31.1;4.9;6.9;18.4;5.4;2.2;4.1;8.3;9.2
12.5;57.2;30.9;4.7;6.7;18.2;5.2;2.2;3.9;8.3;8.8
12.6;54.6;30.1;4.7;6.6;17.5;5.1;2.1;3.8;8;8.7
12.5;53.7;29.9;4.6;6.3;17.4;5;2.1;3.7;8.1;8.5
12.1;53.1;29;4.5;6.4;17;4.9;2.1;3.6;7.9;8.6
12.6;54.4;29.6;4.7;6.7;17.9;5.2;2.1;3.8;8.1;8.8
12.7;55.9;30.1;4.7;6.8;18;5.3;2.2;3.9;8.1;8.8
12.6;55.5;29.7;4.7;6.7;17.7;5.3;2.1;3.8;8;8.7
12.2;53.1;28.8;4.5;6.3;16.9;4.9;2;3.6;7.9;8.5
11.5;51;26.9;4.1;6;16.1;4.6;1.9;3.4;7.5;7.8
11.1;48.4;27.3;4.2;5.9;16.1;4.6;1.9;3.4;7.1;7.8
11.2;47.6;25.9;4.1;5.8;15.4;4.6;1.9;3.3;7;7.7
10.7;47.1;25.2;4;5.6;15;4.4;1.8;3.2;6.9;7.5
10.3;45.7;24.4;3.9;5.4;14.6;4.2;1.8;3.1;6.7;7.2
10;43.5;23.6;3.8;5.2;14.3;4.1;1.7;3;6.5;7.1
10;43.4;23.7;3.7;5.2;14;4.1;1.7;3;6.4;7
10.1;43;24;3.8;5.3;14;4;1.7;3;6.4;6.8
10.2;44.4;23.6;3.7;5.3;14.1;4.1;1.7;3;6.5;7
10.4;44.2;24.8;3.8;5.4;14.4;4.2;1.8;3.1;6.7;7.2
10.4;46.4;24.7;3.9;5.6;15;4.3;1.8;3.1;6.7;7.1
10.8;47.6;25.3;4;5.5;15;4.4;1.8;3.3;7;7.3
11.1;48.3;26.1;4.1;5.8;15.5;4.4;1.9;3.3;7;7.6
11.5;51.5;27.3;4.2;6;15.7;4.6;1.9;3.4;7.4;7.9
11.7;51.6;27.7;4.5;6.2;16.5;4.8;2;3.5;7.5;8.2
12.3;52;28.4;4.4;6.4;16.9;4.9;2;3.6;7.7;8.3
12.2;53.5;28.9;4.5;6.4;17.2;4.9;2.1;3.6;7.7;8.4
12.1;52.7;28.7;4.6;6.3;17.3;5.1;2.1;3.6;7.9;8.4
12.2;53.3;28.7;4.6;6.4;17;5;2.1;3.7;7.8;8.5
12.3;55;29.3;4.7;6.6;17.6;5;2.1;3.7;8;8.7
12.6;55.5;30.2;4.7;6.6;17.8;5.1;2.1;3.8;8.3;8.8
12.4;53.3;29.8;4.6;6.5;17.5;5.1;2.1;3.7;7.9;8.5
