2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.9;60;30.3;4.5;7;18.8;5.7;2.1;3.7;8.2;8.8
12.5;58.4;29.5;4.4;6.8;18.3;5.5;2;3.6;8;8.6
12.1;56.2;28.4;4.2;6.6;17.6;5.3;2;3.5;7.7;8.2
11.7;54.6;27.6;4.1;6.4;17.1;5.2;1.9;3.4;7.5;8
11.7;54.4;27.5;4.1;6.4;17;5.1;1.9;3.4;7.5;8
11.6;54.1;27.3;4.1;6.3;16.9;5.1;1.9;3.3;7.4;7.9
11.5;53.6;27.1;4;6.3;16.8;5.1;1.9;3.3;7.3;7.9
11.5;53.4;27;4;6.2;16.7;5;1.9;3.3;7.3;7.8
11.2;52.4;26.5;3.9;6.1;16.4;4.9;1.8;3.2;7.2;7.7
11;51.2;25.9;3.8;6;16;4.8;1.8;3.2;7;7.5
10.9;50.6;25.6;3.8;5.9;15.8;4.8;1.8;3.1;6.9;7.4
10.7;50;25.3;3.8;5.8;15.6;4.7;1.8;3.1;6.8;7.3
10.7;49.6;25.1;3.7;5.8;15.5;4.7;1.7;3.1;6.8;7.3
10.7;49.6;25.1;3.7;5.8;15.5;4.7;1.7;3.1;6.8;7.3
10.7;49.7;25.1;3.7;5.8;15.5;4.7;1.7;3.1;6.8;7.3
10.8;50.2;25.4;3.8;5.9;15.7;4.7;1.8;3.1;6.9;7.3
11;51.4;26;3.9;6;16.1;4.9;1.8;3.2;7;7.5
11.3;52.4;26.5;3.9;6.1;16.4;5;1.8;3.2;7.2;7.7
11.5;53.7;27.1;4;6.3;16.8;5.1;1.9;3.3;7.4;7.9
12;55.9;28.2;4.2;6.5;17.5;5.3;2;3.4;7.7;8.2
12.4;57.9;29.2;4.3;6.8;18.1;5.5;2;3.6;7.9;8.5
12.8;59.7;30.1;4.5;7;18.6;5.6;2.1;3.7;8.2;8.7
13.2;61.6;31.1;4.6;7.2;19.2;5.8;2.2;3.8;8.4;9
13.5;62.9;31.8;4.7;7.4;19.6;5.9;2.2;3.9;8.6;9.2
13.7;63.8;32.2;4.8;7.5;19.9;6;2.2;3.9;8.7;9.3
13.9;64.5;32.6;4.8;7.5;20.1;6.1;2.3;4;8.8;9.4
14;65.1;32.8;4.9;7.6;20.3;6.1;2.3;4;8.9;9.5
14.1;65.6;33.1;4.9;7.7;20.4;6.2;2.3;4;9;9.6
14.2;66;33.3;5;7.7;20.6;6.2;2.3;4.1;9;9.7
14.2;66.2;33.4;5;7.7;20.6;6.3;2.3;4.1;9.1;9.7
14.3;66.3;33.4;5;7.8;20.7;6.3;2.3;4.1;9.1;9.7
14.3;66.3;33.5;5;7.8;20.7;6.3;2.3;4.1;9.1;9.7
14.3;66.4;33.5;5;7.8;20.7;6.3;2.3;4.1;9.1;9.7
14.3;66.4;33.5;5;7.8;20.7;6.3;2.3;4.1;9.1;9.7
14.3;66.6;33.6;5;7.8;20.7;6.3;2.3;4.1;9.1;9.7
14.4;66.9;33.7;5;7.8;20.8;6.3;2.3;4.1;9.2;9.8
14.4;67;33.8;5;7.8;20.9;6.3;2.4;4.1;9.2;9.8
14.3;66.6;33.6;5;7.8;20.7;6.3;2.3;4.1;9.1;9.7
14.3;66.6;33.6;5;7.8;20.7;6.3;2.3;4.1;9.1;9.7
14.3;66.5;33.5;5;7.8;20.7;6.3;2.3;4.1;9.1;9.7
14.1;65.7;33.1;4.9;7.7;20.4;6.2;2.3;4;9;9.6
14;65.2;32.8;4.9;7.6;20.3;6.2;2.3;4;8.9;9.5
14;65;32.7;4.9;7.6;20.2;6.1;2.3;4;8.9;9.5
