2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
18.5;76.5;39.4;5.9;9.5;23.5;7.6;3;5.2;11.6;12.4
17.6;72.7;37.4;5.6;9;22.4;7.3;2.8;4.9;11;11.7
16.9;69.6;35.8;5.4;8.6;21.4;6.9;2.7;4.7;10.6;11.2
16.6;68.6;35.3;5.3;8.5;21.1;6.8;2.7;4.6;10.4;11.1
16.3;67.4;34.6;5.2;8.3;20.7;6.7;2.6;4.6;10.2;10.9
15.6;64.5;33.2;5;8;19.8;6.4;2.5;4.4;9.8;10.4
15.1;62.6;32.2;4.8;7.7;19.2;6.2;2.4;4.2;9.5;10.1
14.7;60.9;31.3;4.7;7.5;18.7;6.1;2.4;4.1;9.2;9.8
14.6;60.2;30.9;4.7;7.5;18.5;6;2.4;4.1;9.1;9.7
14.6;60.3;31;4.7;7.5;18.5;6;2.4;4.1;9.1;9.7
14.6;60.4;31.1;4.7;7.5;18.5;6;2.4;4.1;9.2;9.7
14.7;61;31.4;4.7;7.6;18.7;6.1;2.4;4.1;9.2;9.8
14.8;61.4;31.5;4.7;7.6;18.8;6.1;2.4;4.2;9.3;9.9
15.1;62.4;32;4.8;7.7;19.1;6.2;2.4;4.2;9.5;10
15.4;63.6;32.7;4.9;7.9;19.5;6.3;2.5;4.3;9.6;10.2
15.9;65.7;33.7;5.1;8.1;20.1;6.6;2.6;4.4;10;10.6
16.4;68.1;35;5.3;8.4;20.9;6.8;2.7;4.6;10.3;10.9
16.9;69.9;35.9;5.4;8.7;21.4;7;2.7;4.7;10.6;11.2
17.2;71.4;36.7;5.5;8.8;21.9;7.1;2.8;4.8;10.8;11.5
17.4;72.3;37.1;5.6;9;22.1;7.2;2.8;4.9;11;11.6
17.7;73.4;37.7;5.7;9.1;22.5;7.3;2.9;5;11.1;11.8
18;74.5;38.3;5.8;9.2;22.8;7.4;2.9;5;11.3;12
18.3;75.9;38.9;5.9;9.4;23.2;7.6;3;5.1;11.5;12.2
17.6;73.1;37.5;5.6;9;22.4;7.3;2.9;4.9;11.1;11.7
17;70.6;36.2;5.4;8.7;21.6;7;2.8;4.8;10.7;11.3
16.7;69.1;35.5;5.3;8.6;21.1;6.9;2.7;4.7;10.5;11.1
16.2;67.3;34.5;5.2;8.3;20.6;6.7;2.6;4.5;10.2;10.8
16;66.2;34;5.1;8.2;20.2;6.6;2.6;4.5;10;10.6
15.8;65.5;33.6;5;8.1;20;6.5;2.6;4.4;9.9;10.5
15.8;65.4;33.6;5;8.1;20;6.5;2.6;4.4;9.9;10.5
16.1;66.9;34.3;5.2;8.3;20.4;6.7;2.6;4.5;10.1;10.7
16.7;69.4;35.6;5.3;8.6;21.2;6.9;2.7;4.7;10.5;11.1
17.4;72.4;37.1;5.6;9;22.1;7.2;2.8;4.9;10.9;11.6
18;74.7;38.3;5.8;9.2;22.8;7.4;2.9;5;11.3;11.9
18.1;75.2;38.6;5.8;9.3;23;7.5;2.9;5.1;11.4;12
17.9;74.3;38.1;5.7;9.2;22.7;7.4;2.9;5;11.2;11.9
17.7;73.7;37.8;5.7;9.1;22.5;7.3;2.9;5;11.1;11.8
17.5;72.6;37.2;5.6;9;22.2;7.2;2.8;4.9;11;11.6
17.4;72.3;37.1;5.6;9;22;7.2;2.8;4.9;10.9;11.5
18.3;76.1;39;5.9;9.4;23.2;7.6;3;5.1;11.5;12.1
18.4;76.4;39.2;5.9;9.5;23.3;7.6;3;5.2;11.6;12.2
18.3;76;39;5.8;9.4;23.2;7.6;3;5.1;11.5;12.1
17.5;72.8;37.3;5.6;9;22.2;7.3;2.8;4.9;11;11.6
16.6;69.2;35.4;5.3;8.6;21.1;6.9;2.7;4.7;10.5;11
