2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.7;57.8;30.2;4.7;6.8;19.4;5.1;2.1;3.4;7.9;9.9
12.2;55.3;28.9;4.5;6.5;18.7;5;2;3.3;7.6;9.4
11.5;51.4;27.3;4.2;6.2;17.4;4.7;1.9;3.2;7.2;8.9
11.3;51.7;26.9;4.2;6.2;17.4;4.6;1.9;3.1;7.1;8.8
11.1;51.5;26.6;4.1;6.3;17.1;4.6;1.9;3.1;6.9;8.6
11.1;49.7;26.3;4.1;5.9;16.7;4.5;1.8;2.9;6.7;8.4
10.6;48.6;25.6;3.9;5.7;15.7;4.4;1.8;2.9;6.8;8.1
10.6;47.4;24.8;3.9;5.6;16;4.3;1.7;2.8;6.6;8.1
10.5;47.9;25.1;3.9;5.6;15.5;4.3;1.7;2.9;6.6;8
10.6;48.8;24.9;3.9;5.9;16.3;4.4;1.8;2.9;6.7;8.4
11;51.2;26.4;4.1;5.9;16.7;4.6;1.8;3;6.9;8.7
11.8;53.9;28.4;4.4;6.5;17.9;4.8;1.9;3.2;7.4;9.3
12.5;57.5;29.6;4.6;6.8;18.8;5.2;2.1;3.4;7.8;9.7
13.1;59.8;31.5;4.8;7.2;20.1;5.4;2.2;3.6;8.1;10
13.5;61.3;31.8;5;7.3;20.6;5.6;2.2;3.7;8.4;10.4
13.5;62.5;33;5;7.4;21.1;5.6;2.3;3.8;8.4;10.5
13.7;63.7;32.8;5.1;7.5;20.7;5.7;2.3;3.7;8.6;10.8
13.6;64;33.6;5.2;7.4;21.5;5.8;2.3;3.8;8.6;10.6
14;64.3;32.8;5.1;7.7;21.3;5.7;2.3;3.8;8.5;10.8
14.1;64.2;33;5.1;7.6;21.2;5.8;2.2;3.8;8.6;10.6
14.3;64.2;32.9;5.3;7.6;21.6;5.8;2.3;3.8;8.8;11.1
14.3;63;33.4;5.1;7.6;21.5;5.8;2.3;3.9;8.8;10.8
14.1;64.1;33.7;5.2;7.7;21.2;5.8;2.3;3.8;8.9;10.9
13.8;63.7;32.6;5;7.4;20.8;5.6;2.3;3.7;8.7;10.8
13.8;62.8;32;5;7.4;20.5;5.7;2.2;3.8;8.5;10.5
13.4;62.2;32.8;5;7.2;20.5;5.6;2.2;3.7;8.4;10.4
13.2;59.7;30.9;4.9;7.1;20.2;5.5;2.2;3.6;8.3;10.2
12.9;59.6;31.4;4.9;7;19.6;5.3;2.2;3.5;8.1;10.3
13;59.3;30.8;4.9;6.9;19.2;5.3;2.1;3.5;7.9;9.9
12.9;58.7;30.3;4.7;7;19.4;5.2;2.1;3.5;8.1;9.9
13;57.7;30.8;4.8;6.9;19.5;5.3;2.1;3.5;8;9.9
13;60.2;31.6;4.9;7.2;20.1;5.4;2.2;3.6;8.2;10.2
13.6;60.8;32.4;5;7.4;20.1;5.6;2.2;3.7;8.4;10.5
13.8;63.2;32.7;5.1;7.4;21;5.7;2.3;3.8;8.6;10.7
13.6;62.5;33.2;5.1;7.3;20.6;5.5;2.2;3.7;8.5;10.5
13.4;60.7;31.3;5;7.1;20.1;5.5;2.2;3.6;8.2;10.3
13.1;57.4;30.7;4.7;7;19.6;5.4;2.1;3.5;8;9.8
12.5;56.9;29.8;4.7;6.8;19;5.2;2.1;3.4;7.8;9.7
12.4;56.2;29.6;4.5;6.8;18.9;5.1;2;3.3;7.7;9.6
13;59;30;4.8;7;19.5;5.2;2.1;3.5;7.9;9.7
12.9;58.7;30.7;4.8;7;19.4;5.2;2.1;3.6;8;10
12.9;58.6;30.9;4.7;6.9;19.6;5.3;2.1;3.5;7.9;10
12.4;55.6;29.2;4.6;6.7;18.7;5.1;2;3.4;7.5;9.6
11.8;52.9;27.8;4.3;6.4;17.6;4.9;1.9;3.1;7.3;8.8
11.5;53.5;27.6;4.3;6.2;17.8;4.7;1.9;3.2;7.2;8.8
11.5;52;27;4.2;6.2;17.5;4.7;1.8;3.1;7.1;8.8
11.3;50.6;26.5;4.1;6;16.7;4.6;1.8;3.1;6.9;8.5
10.8;48.4;25.9;4;5.8;15.8;4.4;1.8;2.9;6.7;8.1
10.6;47.4;24.8;3.8;5.7;16;4.4;1.7;2.9;6.7;8.2
10.8;47.4;25.2;3.9;5.7;16.1;4.4;1.7;2.9;6.5;8
10.8;48.9;25.5;4;5.8;16.4;4.5;1.7;2.9;6.7;8.3
11.1;50.7;26.2;4.1;6;16.9;4.6;1.8;3;6.9;8.4
11.9;52.9;27.9;4.4;6.4;17.8;4.9;1.9;3.2;7.4;8.9
12.6;57.4;29.6;4.6;6.7;18.9;5.2;2.1;3.4;7.7;9.5
13.3;59.3;31.2;4.8;7.2;20.2;5.5;2.1;3.6;8.2;10.2
13.7;62;32.1;5;7.4;20.7;5.7;2.2;3.8;8.3;10.3
13.9;61.4;32.6;5.2;7.5;20.7;5.8;2.2;3.8;8.6;10.7
14;63.4;32.9;5.2;7.5;21.1;5.8;2.3;3.8;8.7;10.8
14.2;64.8;33.7;5.2;7.6;21.3;5.8;2.3;3.8;8.9;10.8
14.3;65;32.8;5.2;7.5;21.1;5.8;2.3;3.8;8.7;10.7
14.4;63.1;33.5;5.2;7.6;21.5;5.9;2.3;3.9;8.9;10.8
14.1;63;33.9;5.2;7.7;21.7;5.8;2.3;3.8;8.7;10.8
14.1;64.6;33.8;5.2;7.5;21.6;5.9;2.4;4;8.9;10.8
14.2;65;33.2;5.2;7.6;21.2;5.9;2.3;3.8;8.9;10.9
14.4;63.5;33.5;5.2;7.6;20.8;5.7;2.2;3.9;8.7;10.7
14;63.8;32.5;5.1;7.6;21;5.7;2.2;3.8;8.7;10.6
13.9;62.2;32.9;5;7.4;21;5.6;2.2;3.8;8.6;10.6
13.4;60.4;31.5;5;7.2;20;5.7;2.2;3.7;8.3;10.2
13.2;59.5;31.3;4.8;7.2;20;5.6;2.2;3.6;8.3;10.2
13.1;59.3;30.7;4.8;7.2;19.8;5.4;2.2;3.6;8.2;10.1
13.1;59.5;30.9;4.8;7.2;19.5;5.4;2.1;3.7;8.2;10.1
13.1;57.5;31;4.8;7;19.7;5.5;2.1;3.5;8.1;10
13.3;60.4;31.9;5;7.2;20.1;5.6;2.2;3.7;8.4;10.3
13.6;61.9;31.9;5;7.4;20.3;5.8;2.2;3.8;8.5;10.5
14.3;64.1;32.9;5.2;7.7;21.1;5.8;2.3;3.8;8.8;10.6
13.9;62.5;32.9;5.1;7.5;21.2;5.8;2.3;3.8;8.6;10.9
13.5;60.1;32.2;5;7.4;20.4;5.6;2.2;3.6;8.6;10.2
13;58.7;30.8;4.8;7;19.5;5.4;2.2;3.6;8.2;10
13;56.7;30.3;4.7;7;19;5.3;2.1;3.5;7.9;9.7
12.6;55.4;29.8;4.7;6.9;18.9;5.3;2;3.5;7.8;9.5
12.9;58.3;30.4;4.7;7.1;19.1;5.2;2.1;3.5;7.9;9.8
13.3;59.1;30.2;4.8;7.1;19.9;5.4;2.1;3.6;8.2;10
13.2;58.1;31;4.8;7.1;19.7;5.4;2.1;3.6;8;9.8
12.6;56.6;29.2;4.6;6.8;19;5.2;2.1;3.5;7.8;9.4
12;53;27.5;4.4;6.3;17.9;5;1.9;3.2;7.5;9
11.6;52.3;27.9;4.4;6.4;17.6;4.8;1.9;3.2;7.2;9
11.7;52.1;27.9;4.3;6.3;17.2;4.8;1.9;3.2;7.2;8.8
11.3;51.1;26.4;4.2;6.1;17.2;4.8;1.8;3.1;7;8.5
11;49.6;25.7;4;6;16.6;4.6;1.8;3;6.8;8.3
10.9;48.1;25.2;3.9;5.7;16.1;4.5;1.7;3;6.7;8.3
10.7;48.3;25.2;4;5.7;16.1;4.4;1.7;3;6.7;8.2
10.8;48.8;25.8;4;5.9;16.3;4.5;1.8;3;6.8;8.2
11.3;50.3;25.9;4;6;16.9;4.7;1.8;3.1;7.1;8.5
11.9;53.3;27.7;4.3;6.3;17.9;4.9;1.9;3.3;7.3;9.1
12.6;56.3;29.6;4.6;6.8;18.6;5.2;2;3.4;7.7;9.6
13.3;59.5;30.4;4.8;7.2;19.6;5.4;2.1;3.7;8.3;10
13.7;61.2;31.9;5;7.4;20.2;5.8;2.2;3.7;8.5;10.4
14;63.3;32.2;5;7.4;20.5;5.8;2.3;3.8;8.7;10.5
14.3;61.4;32.7;5.1;7.5;21;5.8;2.3;3.7;8.8;10.7
13.9;63.3;32.9;5.2;7.7;21;5.9;2.2;3.9;8.8;10.9
14.1;63.2;33;5.1;7.6;21.1;6;2.3;3.9;8.7;10.6
14.3;63.1;32.7;5.2;7.7;21.3;5.8;2.3;4;8.9;10.6
14.3;62.5;33.1;5.2;7.6;21.2;5.9;2.3;3.8;8.8;10.7
14.2;63.1;33.3;5.2;7.7;20.9;5.9;2.3;3.9;8.8;10.8
14.2;63.6;33.3;5.2;7.5;21.2;5.9;2.3;3.9;8.7;10.7
14;64.2;33;5.1;7.6;21;5.8;2.3;3.9;8.8;10.9
14.1;61.9;32;5;7.5;20.7;5.8;2.3;3.8;8.5;10.5
13.9;62.2;32.1;5.1;7.4;20.7;5.7;2.2;3.8;8.6;10.6
13.5;61;31.9;4.9;7.4;20.1;5.8;2.2;3.7;8.4;10.2
13.4;58.8;30.8;4.8;7.1;20;5.6;2.2;3.7;8.3;10
13.2;58;31;4.8;7;19.5;5.5;2.1;3.6;8.2;10
13;58.7;30.2;4.8;7;19.3;5.5;2.1;3.6;8;9.8
13.2;58.1;30.5;4.7;7;19.2;5.5;2.1;3.6;8;9.9
13.3;59;30.3;4.8;7.2;20.1;5.6;2.2;3.7;8.3;10.1
13.7;60.1;31.8;5.1;7.3;20.6;5.7;2.2;3.7;8.4;10.3
14;63.9;32.9;5.1;7.5;20.7;5.8;2.2;3.8;8.5;10.7
13.8;60.9;32.3;5.2;7.4;20.3;5.8;2.2;3.8;8.6;10.5
13.6;59.3;31.8;5;7.2;20.2;5.7;2.2;3.8;8.4;10.1
13.2;57.5;30.8;4.7;7.2;19.5;5.5;2.1;3.6;8.2;10
12.8;56.5;29.9;4.8;6.9;19;5.3;2.1;3.5;8;9.6
12.7;56.5;29.5;4.5;6.7;18.4;5.4;2;3.4;8;9.5
12.8;56.7;29.7;4.7;6.9;18.9;5.3;2;3.5;7.9;9.5
13.7;58.2;31.6;4.9;7.1;19.6;5.6;2.1;3.7;8.4;10
13.3;57.1;30;4.8;7;19.5;5.5;2.1;3.6;8.3;9.9
12.9;56.9;30.1;4.6;6.8;18.8;5.4;2;3.5;7.9;9.7
12;52.3;28;4.4;6.4;17.9;5;1.9;3.3;7.3;8.9
11.8;53.2;27.5;4.3;6.2;17.6;5;1.9;3.3;7.4;8.9
11.7;51.2;27.6;4.2;6.2;17.4;4.8;1.9;3.2;7.3;8.7
11.5;50.3;26.7;4.2;6.2;16.9;4.8;1.8;3.1;7.1;8.6
11;48.3;25.6;4;6;16.3;4.7;1.8;3.1;6.7;8.3
10.9;46.9;25;3.9;5.8;16.1;4.4;1.7;3;6.8;8.1
10.8;47.1;25.3;3.9;5.7;16;4.5;1.7;3;6.7;8.1
10.9;48.1;25.1;3.9;5.8;15.9;4.5;1.7;2.9;6.8;8
