date;time
2018-Jan-03;00:00
2018-Jan-03;00:35
2018-Jan-03;01:10
2018-Jan-03;01:45
2018-Jan-03;02:20
2018-Jan-03;02:55
2018-Jan-03;03:30
2018-Jan-03;04:05
2018-Jan-03;04:40
2018-Jan-03;05:15
2018-Jan-03;05:50
2018-Jan-03;06:25
2018-Jan-03;07:00
2018-Jan-03;07:35
2018-Jan-03;08:10
2018-Jan-03;08:45
2018-Jan-03;09:20
2018-Jan-03;09:55
2018-Jan-03;10:30
2018-Jan-03;11:05
2018-Jan-03;11:40
2018-Jan-03;12:15
2018-Jan-03;12:50
2018-Jan-03;13:25
2018-Jan-03;14:00
2018-Jan-03;14:35
2018-Jan-03;15:10
2018-Jan-03;15:45
2018-Jan-03;16:20
2018-Jan-03;16:55
2018-Jan-03;17:30
2018-Jan-03;18:05
2018-Jan-03;18:40
2018-Jan-03;19:15
2018-Jan-03;19:50
2018-Jan-03;20:25
2018-Jan-03;21:00
2018-Jan-03;21:35
2018-Jan-03;22:10
2018-Jan-03;22:45
2018-Jan-03;23:20
2018-Jan-03;23:55
2018-Jan-04;00:30
2018-Jan-04;01:05
2018-Jan-04;01:40
2018-Jan-04;02:15
2018-Jan-04;02:50
2018-Jan-04;03:25
2018-Jan-04;04:00
2018-Jan-04;04:35
2018-Jan-04;05:10
2018-Jan-04;05:45
2018-Jan-04;06:20
2018-Jan-04;06:55
2018-Jan-04;07:30
2018-Jan-04;08:05
2018-Jan-04;08:40
2018-Jan-04;09:15
2018-Jan-04;09:50
2018-Jan-04;10:25
2018-Jan-04;11:00
2018-Jan-04;11:35
2018-Jan-04;12:10
2018-Jan-04;12:45
2018-Jan-04;13:20
2018-Jan-04;13:55
2018-Jan-04;14:30
2018-Jan-04;15:05
2018-Jan-04;15:40
2018-Jan-04;16:15
2018-Jan-04;16:50
2018-Jan-04;17:25
2018-Jan-04;18:00
2018-Jan-04;18:35
2018-Jan-04;19:10
2018-Jan-04;19:45
2018-Jan-04;20:20
2018-Jan-04;20:55
2018-Jan-04;21:30
2018-Jan-04;22:05
2018-Jan-04;22:40
2018-Jan-04;23:15
2018-Jan-04;23:50
2018-Jan-05;00:25
2018-Jan-05;01:00
2018-Jan-05;01:35
2018-Jan-05;02:10
2018-Jan-05;02:45
2018-Jan-05;03:20
2018-Jan-05;03:55
2018-Jan-05;04:30
2018-Jan-05;05:05
