1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
104.6;19.9;102.4;0;0
91.7;20.7;102.5;0;0
81.9;21.5;102.6;0;0
79.2;22;102.8;0;0
76.9;22.1;102.9;0;0
69.8;21.8;103;0;0
65.8;21.3;103.1;0;0
63.3;20.9;103.2;0;0
63.8;20.8;103.4;0;0
69;20.9;103.5;0;0
75.4;21.3;103.6;0;0
87.8;22;103.7;0;0
98.7;22.9;103.8;0.1;0.1
106.5;23.7;103.9;1.1;1.8
105.1;23.9;104.1;3.8;5.9
99.2;23.5;104.2;8;11.7
92.6;23;104.3;12.8;17.1
85.9;22.5;104.4;17;20.9
81.2;22.4;104.5;20.1;22.8
78.8;22.6;104.7;21.9;23.4
79.2;22.9;104.8;22.5;23.5
78.6;23.4;104.9;21.8;23.4
80.3;23.9;105;19.8;23
79.8;24.4;105.1;16.5;21.7
84.3;24.8;105.2;12.4;18.9
90.6;25.2;105.4;7.9;14.1
95;25.7;105.5;3.9;8.1
99.7;26.4;105.6;1.1;2.5
99.7;27.3;105.7;0;0
97.3;28.4;105.8;0;0
97.9;29.5;105.9;0;0.1
102;30.3;106.1;0;0
108.3;30.9;106.2;0;0
111.6;31;106.3;0;0
107.7;30.8;106.4;0;0
100.5;30.3;106.5;0;0
94.3;29.7;106.7;0;0
89.7;29.1;106.8;0;0
86.8;29;106.9;0;0
96;29.2;107;0;0
95.1;29.8;107.1;0;0
92.1;30.7;107.2;0;0
80.5;31.8;107.4;0;0
68.4;32.9;107.5;0;0
65.7;33.8;107.6;0;0
62.8;34.3;107.7;0;0
55.5;34.6;107.8;0;0
50.3;34.9;108;0;0
45.8;35.8;108.1;0;0
44;37.4;108.2;0;0
46.1;39;108.3;0;0
52;39.8;108.4;0;0
65;39.2;108.5;0;0
79;37.5;108.7;0;0
90;36;108.8;1;1.2
90.2;35.5;108.9;3.4;4.2
84.1;36.4;109;7;9
77.3;37.9;109.1;10.3;13.8
71.4;39.2;109.3;12.6;17.4
68.1;39.3;109.4;13.6;19.6
67.6;38.7;109.5;13.8;20.7
69.2;38.2;109.6;13.4;21
68.5;38.7;109.7;12.8;21.3
67.1;40.2;109.8;12.2;21.3
63.1;42.2;110;11.3;20.5
62.6;43.7;110.1;9.7;18.1
67.1;44.1;110.2;7.3;13.7
70.7;43.7;110.3;4.2;7.9
76.4;43;110.4;1.5;2.7
78.2;42.4;110.5;0.1;0.1
77.2;42.1;110.7;0;0
78.5;42.2;110.8;0;0.1
82.8;42.5;110.9;0;0
88.3;43.1;111;0;0
92.6;43.7;111.1;0;0
88.8;44.2;111.3;0;0
81.7;44.2;111.4;0;0
75.2;43.7;111.5;0;0
71.3;42.6;111.6;0;0
69.1;41;111.7;0;0
78.4;39.1;111.8;0;0
83.2;37.5;112;0;0
81.6;36.7;112.1;0;0
72.2;37;112.2;0;0
58.7;38;112.3;0;0
56;38.7;112.4;0;0
53.6;38.3;112.6;0;0
49.3;36.7;112.7;0;0
46;34.6;112.8;0;0
43.7;32.9;112.9;0;0
44.2;32;113;0;0
46.9;31.9;113.1;0;0
53.5;32.2;113.3;0;0
63.9;32.4;113.4;0;0
75.9;32.5;113.5;0;0
