1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
92.2;58.1;87.7;0;0
83.3;58.8;88;0;0
76.9;59.6;88.2;0;0
69.3;58.7;89.2;0;0
67.6;58.5;88.5;0;0
66.4;59.4;88;0;0
64.6;57.7;87.1;0;0
64.5;55.7;89;0;0
62.7;56;89.1;0;0
60.2;53.4;88.5;0;0
59.7;52;88.3;0;0
59.2;50.2;88.5;0;0
58.2;49.4;88.8;0;0
57.7;50.5;87.5;0;0
57.7;51.1;87.3;0;0
57.3;51.7;87;0;0
60.5;52.5;86.6;0;0
65.5;53.8;86.3;0;0
69.4;52.7;86.9;0;0
77.4;52.2;88.9;0;0
87.2;50;87.7;0;0
95.6;48.4;89.7;0;0
104.2;47.5;87.6;0.6;0.5
108.7;46.6;87.8;1.7;1.4
108.4;45;88.5;3.5;2.8
108.2;46.2;87;6;4.9
103.8;46.9;87.6;8.9;7.4
98.6;46.7;88.1;12;10
97.3;49.2;88;14.3;13
89.9;49.6;85;16.6;15
87.8;50.3;86.7;17.7;17.6
86.1;48.4;87.4;19.2;19.5
86.3;47.3;85.6;19.4;21.2
86.6;46;86.7;19.3;21.8
87.1;44.2;88.3;19.2;23.1
88.6;43.2;88.5;18.8;24
90.9;42.4;87;18.3;24.4
90.4;41.8;87.4;17.8;24.8
89.6;41.9;86.5;17.2;25
92.7;41.8;86.6;16.6;24.4
90;42;86.6;15.8;23.3
89.6;42.1;85.3;14.7;22
94.2;41.8;87;13.2;19.9
97.7;41.7;84.7;11.4;17.2
102.6;40.6;84.8;9.5;13.7
105.3;38.9;87.6;7.1;10.3
110.6;38.4;85.9;4.7;6.6
116.9;37.6;86.7;2.6;3.6
117.7;35.8;86.8;1;1.3
119.6;36.3;86.4;0.1;0.2
119.6;35.6;86.6;0;0
118.1;35.3;87;0;0
120.3;35.2;85.5;0.1;0.1
121.7;35.5;85.9;0;0
122.5;36.4;87.4;0;0
126.2;35.2;85.7;0;0
131.9;35.4;85;0;0
136.4;34.6;86.5;0;0
138.5;34.2;85.4;0;0
135.6;34.3;85.9;0;0
133.7;33.8;85.7;0;0
126.8;34.5;86.3;0;0
123.4;34.8;86.8;0;0
118.5;35.4;85.6;0;0
115;35.7;86.1;0;0
112.2;37.1;84.8;0;0
108.8;37.7;85.4;0;0
106.6;37.9;84.8;0;0
113.3;38.2;85.1;0;0
118;38.8;85.4;0;0
117.4;38.7;84.5;0;0
115.6;38.3;86;0;0
117.3;37.4;85.8;0;0
112.1;36.6;84.2;0;0
105.1;34.6;85.2;0;0
98.5;33.3;85.8;0;0
97.1;31.7;85.5;0;0
99.5;30.9;83;0;0
97.5;30.6;84.9;0;0
95.3;30.8;85.8;0;0
91.8;31.9;84.3;0;0
85.4;33;84;0;0
81.6;34.5;83.8;0;0
78.6;36.2;85.7;0;0
74.6;36.8;84.3;0;0
75.4;37.5;84.3;0;0
75.5;36.6;84.3;0;0
77.3;35.7;84.9;0;0
82.1;35.2;85.1;0;0
88.4;34.1;83.7;0;0
91.7;33.5;84.9;0;0
98.5;33.5;84.3;0;0
106;33.8;83;0;0
114.5;34.8;84.3;0;0
119.1;36.2;83.9;0.3;0.6
122.4;37.8;85.6;1;1.7
121.4;39.4;84.4;2;3.5
117.8;40.8;83.8;3.6;6.3
113.6;41.9;85.2;5.5;9.1
108.2;41.9;83.7;7.8;12.1
106.7;42.4;85.3;10.1;15.1
103.2;42.6;85.5;12.3;17.2
97.7;42.1;84.6;14.3;19.2
95.7;42.7;84.2;16.6;20.4
94.2;42.5;84.2;18.1;20.5
91.9;41.2;83.7;19.3;21.5
90.1;41.4;85.3;20.6;21.9
93.7;40.8;83.6;21.1;21.8
92.9;41.4;84.1;21;21.6
90.3;40.9;83.2;20.1;22.5
87.9;43.9;83.1;20.4;22.3
89.7;45.1;84.5;19.1;21.9
86.3;46.3;83.7;17.5;21.4
85.6;48.6;82.7;15.9;20.7
85;51.2;85.1;13.8;19.1
88.6;51.6;83.9;11.4;16.6
92.3;51.3;83.4;8.6;13.8
95.2;52.6;82.3;6.1;10
99.4;52.2;83;3.7;6.7
102.9;51.8;83.1;2;3.5
103.8;52.9;83.5;0.7;1.2
102.8;52.2;82.8;0.1;0.1
101.8;53;83.5;0;0
100.7;53.1;82.9;0;0
100.8;53.7;83.1;0;0.1
103.7;54.7;83.8;0;0
107.2;53.1;82.6;0;0
107.6;55.9;83.9;0;0
114.2;56.3;83.6;0;0
116.9;56.3;83.2;0;0
114.9;56.8;83.4;0;0
113.2;59.7;82.7;0;0
109.9;59;83.6;0;0
101.2;60.4;83.5;0;0
95.8;63.9;83.6;0;0
89.7;66;82;0;0
84.3;69.4;82.4;0;0
79;67.7;82.7;0;0
77;70.4;83.2;0;0
75.9;71;82.5;0;0
80.4;70.8;82.5;0;0
90.1;70.3;82.8;0;0
86.7;70.2;80.9;0;0
86;68.8;81.4;0;0
84.8;69.4;83.8;0;0
81;70.3;82.8;0;0
73;70.1;81.5;0;0
62.8;73.7;82.8;0;0
59.1;73.9;81.7;0;0
55.4;74.8;83.1;0;0
51.3;77.5;82.5;0;0
49.3;79;81.3;0;0
44;81.9;82.5;0;0
38.2;83.1;81.6;0;0
34.4;85.3;83;0;0
30.1;86.7;82.2;0;0
26.8;88.1;81.4;0;0
25.4;86.7;80.8;0;0
24.6;90.1;81.5;0;0
25.1;90.9;79.8;0;0
28.7;91.3;82.4;0;0
33.2;91.6;80.8;0;0
37.1;87.8;79.3;0;0
45.2;90;82;0;0
54.1;90.1;81.9;0;0
61.4;85.9;81.5;0;0
67.4;88.6;81.6;0.5;0.7
71.3;89.3;82.3;1.3;2
69.1;88.6;82.7;2.5;4.1
