1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
112;35.2;88.5;0;0
101.3;33.8;88.5;0;0
92.9;33;88.5;0;0
91.1;32.6;88.5;0;0
88.9;32.4;88.5;0;0
81.2;32.5;88.5;0;0
76.3;33;88.5;0;0
72.1;34;88.5;0;0
71.1;35.3;88.5;0;0
75.4;36;88.5;0;0
82.9;35.3;88.5;0;0
98.5;32.8;88.5;0;0
113.8;29.5;88.5;0.1;0.1
125.7;26.7;88.5;0.8;1.2
127;25.6;88.5;3;4
122;26.2;88.5;6.6;8.2
116.1;27.4;88.5;10.7;12.4
108.6;28.4;88.5;14.5;16.2
102.5;28.1;88.5;17.8;19.5
99.1;27;88.5;20;21.9
99.2;25.7;88.5;21;23.2
98;24.9;88.5;21;23.9
100.3;24.5;88.5;20;23.7
99.3;24.2;88.5;17.6;21.9
103.8;23.8;88.5;13.8;18.2
111.3;23.2;88.5;9.3;13
116.9;22.4;88.5;4.8;7.1
122.5;21.6;88.5;1.4;2.2
123.2;21.1;88.5;0;0.1
122.5;20.7;88.6;0;0
125.5;20.2;88.6;0;0
131.3;19.4;88.6;0;0
137.8;18.4;88.6;0;0
141.2;17.5;88.6;0;0
138.7;17;88.6;0;0
131.7;17.2;88.6;0;0
125.3;18;88.6;0;0
120.2;18.8;88.6;0;0
117.7;19.2;88.6;0;0
128.5;19.1;88.6;0;0
129.2;18.8;88.6;0;0
126.6;18.9;88.6;0;0
114.5;19.6;88.6;0;0
101.4;20.7;88.6;0;0
97.7;21.8;88.6;0;0
93.7;22.4;88.6;0;0
85.7;22.6;88.6;0;0
80;22.5;88.6;0;0
75.6;22.4;88.6;0;0
73.9;22.6;88.6;0;0
74.2;23;88.5;0;0
75.8;23.8;88.5;0;0
78.6;25.1;88.5;0;0
80.4;26.6;88.5;0;0
82.6;27.9;88.4;0.7;1.1
81.7;28.7;88.4;2.8;4.4
79.4;28.7;88.4;6.5;9.7
77.1;28.6;88.4;10.7;15
72.9;29.4;88.3;14.5;18.9
67.8;31.6;88.3;17.4;21
62.1;34.9;88.3;19.3;21.8
59.4;38.5;88.2;20.2;21.8
