2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.2;84.1;42.2;6.7;10.1;27.1;7.9;3;5.1;12;13.5
18.2;79.8;40;6.4;9.6;25.7;7.5;2.9;4.9;11.4;12.9
17.5;76.5;38.4;6.1;9.2;24.7;7.2;2.7;4.7;10.9;12.3
17.3;75.7;38;6.1;9.1;24.4;7.1;2.7;4.6;10.8;12.2
17.1;74.9;37.6;6;9;24.1;7;2.7;4.6;10.7;12.1
16.5;72.2;36.2;5.8;8.7;23.3;6.8;2.6;4.4;10.3;11.6
16.1;70.6;35.4;5.7;8.5;22.8;6.6;2.5;4.3;10.1;11.4
15.8;69.4;34.8;5.6;8.4;22.4;6.5;2.5;4.2;9.9;11.2
15.9;69.5;34.9;5.6;8.4;22.4;6.5;2.5;4.2;9.9;11.2
16.3;71.3;35.8;5.7;8.6;23;6.7;2.6;4.4;10.2;11.5
16.8;73.8;37;5.9;8.9;23.8;6.9;2.6;4.5;10.6;11.9
17.9;78.4;39.4;6.3;9.4;25.3;7.4;2.8;4.8;11.2;12.6
18.9;82.7;41.5;6.6;10;26.7;7.8;3;5.1;11.8;13.3
19.8;86.7;43.5;6.9;10.4;28;8.2;3.1;5.3;12.4;14
20.2;88.5;44.4;7.1;10.7;28.6;8.3;3.2;5.4;12.7;14.3
20.5;89.7;45;7.2;10.8;29;8.5;3.2;5.5;12.8;14.5
20.7;91;45.7;7.3;11;29.4;8.6;3.3;5.6;13;14.7
20.8;91.4;45.9;7.3;11;29.5;8.6;3.3;5.6;13.1;14.7
20.8;91.4;45.9;7.3;11;29.5;8.6;3.3;5.6;13.1;14.7
20.9;91.5;45.9;7.3;11;29.5;8.6;3.3;5.6;13.1;14.7
21;91.9;46.1;7.4;11.1;29.7;8.7;3.3;5.6;13.2;14.8
20.8;91.4;45.9;7.3;11;29.5;8.6;3.3;5.6;13.1;14.7
20.9;91.7;46;7.3;11;29.6;8.6;3.3;5.6;13.1;14.8
20.4;89.7;45;7.2;10.8;29;8.5;3.2;5.5;12.8;14.5
20.2;88.5;44.4;7.1;10.7;28.6;8.4;3.2;5.4;12.7;14.3
19.9;87.5;43.9;7;10.5;28.2;8.3;3.1;5.4;12.5;14.1
19.5;85.5;42.9;6.8;10.3;27.6;8.1;3.1;5.2;12.2;13.8
19.2;84.2;42.3;6.7;10.1;27.2;8;3;5.2;12.1;13.6
18.9;83.1;41.7;6.7;10;26.8;7.8;3;5.1;11.9;13.4
18.8;82.6;41.5;6.6;10;26.7;7.8;3;5.1;11.8;13.3
19;83.6;42;6.7;10.1;27;7.9;3;5.1;12;13.5
19.4;85.3;42.8;6.8;10.3;27.6;8.1;3.1;5.2;12.2;13.8
19.9;87.3;43.8;7;10.5;28.2;8.2;3.1;5.3;12.5;14.1
20.1;88.2;44.3;7.1;10.6;28.5;8.3;3.2;5.4;12.6;14.2
19.8;87.1;43.7;7;10.5;28.1;8.2;3.1;5.3;12.5;14
19.3;84.7;42.5;6.8;10.2;27.3;8;3;5.2;12.1;13.7
18.8;82.6;41.5;6.6;10;26.7;7.8;3;5.1;11.8;13.3
18.5;81.1;40.8;6.5;9.8;26.2;7.7;2.9;5;11.6;13.1
18.3;80.4;40.4;6.4;9.7;26;7.6;2.9;4.9;11.5;13
19.2;84.2;42.3;6.7;10.2;27.2;8;3;5.2;12.1;13.6
19.2;84.3;42.4;6.8;10.2;27.2;8;3;5.2;12.1;13.6
19;83.4;41.9;6.7;10.1;27;7.9;3;5.1;12;13.5
18.1;79.4;39.9;6.4;9.6;25.6;7.5;2.8;4.9;11.4;12.8
17.1;75.1;37.7;6;9.1;24.3;7.1;2.7;4.6;10.8;12.1
16.9;74.2;37.3;5.9;8.9;24;7;2.7;4.5;10.6;12
16.6;73;36.7;5.8;8.8;23.6;6.9;2.6;4.5;10.5;11.8
16;70.2;35.3;5.6;8.5;22.7;6.6;2.5;4.3;10.1;11.3
15.5;68.1;34.2;5.5;8.2;22;6.5;2.4;4.2;9.8;11
15.2;66.5;33.4;5.3;8;21.5;6.3;2.4;4.1;9.5;10.7
15;66;33.1;5.3;8;21.3;6.2;2.4;4;9.5;10.7
15.1;66.2;33.3;5.3;8;21.4;6.3;2.4;4.1;9.5;10.7
15.3;67;33.7;5.4;8.1;21.7;6.4;2.4;4.1;9.6;10.8
15.6;68.5;34.4;5.5;8.3;22.1;6.5;2.5;4.2;9.8;11.1
15.9;69.7;35;5.6;8.4;22.5;6.6;2.5;4.3;10;11.3
16.3;71.5;36;5.7;8.6;23.1;6.8;2.6;4.4;10.3;11.6
16.7;73.4;36.9;5.9;8.9;23.7;7;2.6;4.5;10.5;11.9
17.3;75.8;38.1;6.1;9.1;24.5;7.2;2.7;4.7;10.9;12.2
17.8;78.3;39.4;6.3;9.5;25.3;7.4;2.8;4.8;11.2;12.6
18.2;79.8;40.1;6.4;9.6;25.8;7.6;2.9;4.9;11.4;12.9
18.3;80.5;40.5;6.4;9.7;26;7.6;2.9;4.9;11.5;13
18.4;80.7;40.6;6.5;9.7;26.1;7.7;2.9;5;11.6;13
18.5;81.3;40.9;6.5;9.8;26.3;7.7;2.9;5;11.7;13.1
18.7;82.2;41.4;6.6;9.9;26.6;7.8;2.9;5;11.8;13.3
19;83.6;42;6.7;10.1;27;7.9;3;5.1;12;13.5
18.6;81.5;41;6.5;9.8;26.4;7.7;2.9;5;11.7;13.2
18;79.3;39.9;6.3;9.6;25.6;7.5;2.8;4.9;11.4;12.8
17.8;78.1;39.3;6.2;9.4;25.3;7.4;2.8;4.8;11.2;12.6
17.3;76;38.2;6.1;9.2;24.6;7.2;2.7;4.7;10.9;12.3
17;74.9;37.7;6;9;24.2;7.1;2.7;4.6;10.7;12.1
16.8;73.8;37.1;5.9;8.9;23.9;7;2.6;4.5;10.6;11.9
16.7;73.4;36.9;5.9;8.9;23.7;7;2.6;4.5;10.5;11.9
16.9;74.4;37.4;6;9;24.1;7.1;2.7;4.6;10.7;12
17.4;76.5;38.5;6.1;9.2;24.7;7.3;2.7;4.7;11;12.4
17.9;78.6;39.5;6.3;9.5;25.4;7.5;2.8;4.8;11.3;12.7
18.3;80.3;40.4;6.4;9.7;26;7.6;2.9;4.9;11.5;13
18.2;80;40.3;6.4;9.7;25.9;7.6;2.9;4.9;11.5;12.9
17.8;78.3;39.4;6.3;9.5;25.3;7.4;2.8;4.8;11.2;12.7
17.5;76.8;38.7;6.1;9.3;24.8;7.3;2.8;4.7;11;12.4
17.2;75.7;38.1;6.1;9.2;24.5;7.2;2.7;4.7;10.9;12.2
17.1;75.3;37.9;6;9.1;24.4;7.2;2.7;4.6;10.8;12.2
18;78.9;39.7;6.3;9.5;25.5;7.5;2.8;4.9;11.3;12.8
18.4;80.9;40.7;6.5;9.8;26.2;7.7;2.9;5;11.6;13.1
18.2;80;40.3;6.4;9.7;25.9;7.6;2.9;4.9;11.5;12.9
17.5;77;38.7;6.2;9.3;24.9;7.3;2.8;4.7;11;12.5
16.5;72.6;36.5;5.8;8.8;23.5;6.9;2.6;4.5;10.4;11.7
16.3;71.7;36.1;5.7;8.7;23.2;6.8;2.6;4.4;10.3;11.6
16;70.4;35.4;5.6;8.5;22.8;6.7;2.5;4.3;10.1;11.4
15.4;67.8;34.1;5.4;8.2;21.9;6.5;2.4;4.2;9.7;11
14.9;65.5;33;5.2;7.9;21.2;6.2;2.3;4;9.4;10.6
14.5;63.6;32;5.1;7.7;20.6;6.1;2.3;3.9;9.1;10.3
14.3;62.7;31.6;5;7.6;20.3;6;2.2;3.9;9;10.2
14.2;62.4;31.4;5;7.5;20.2;5.9;2.2;3.8;8.9;10.1
14.3;62.7;31.6;5;7.6;20.3;6;2.2;3.9;9;10.1
14.4;63.1;31.8;5;7.6;20.4;6;2.3;3.9;9.1;10.2
14.4;63.5;32;5.1;7.7;20.6;6.1;2.3;3.9;9.1;10.3
14.6;64.4;32.4;5.1;7.8;20.8;6.1;2.3;4;9.2;10.4
14.9;65.5;33;5.2;7.9;21.2;6.3;2.3;4;9.4;10.6
15.3;67.5;34;5.4;8.2;21.8;6.4;2.4;4.2;9.7;10.9
15.9;69.9;35.2;5.6;8.5;22.6;6.7;2.5;4.3;10;11.3
16.4;72;36.3;5.8;8.7;23.3;6.9;2.6;4.4;10.3;11.7
16.7;73.7;37.1;5.9;8.9;23.8;7;2.6;4.5;10.6;11.9
17;74.6;37.6;6;9;24.2;7.1;2.7;4.6;10.7;12.1
17.2;75.7;38.1;6;9.2;24.5;7.2;2.7;4.7;10.9;12.3
17.5;76.9;38.7;6.1;9.3;24.9;7.3;2.8;4.7;11;12.5
17.8;78.4;39.5;6.3;9.5;25.4;7.5;2.8;4.8;11.2;12.7
17.4;76.8;38.7;6.1;9.3;24.9;7.3;2.8;4.7;11;12.4
16.7;73.6;37.1;5.9;8.9;23.8;7;2.6;4.5;10.6;11.9
16.4;72.2;36.4;5.8;8.7;23.4;6.9;2.6;4.5;10.4;11.7
15.9;70;35.3;5.6;8.5;22.7;6.7;2.5;4.3;10;11.3
15.7;69;34.7;5.5;8.4;22.3;6.6;2.5;4.3;9.9;11.2
15.4;67.9;34.2;5.4;8.2;22;6.5;2.4;4.2;9.7;11
15.4;67.6;34.1;5.4;8.2;21.9;6.5;2.4;4.2;9.7;11
15.6;68.7;34.6;5.5;8.3;22.2;6.6;2.5;4.2;9.9;11.1
16.1;71;35.8;5.7;8.6;23;6.8;2.5;4.4;10.2;11.5
16.8;73.9;37.2;5.9;9;23.9;7.1;2.6;4.6;10.6;12
17.5;76.8;38.7;6.1;9.3;24.9;7.4;2.8;4.7;11;12.5
17.7;77.8;39.2;6.2;9.4;25.2;7.4;2.8;4.8;11.2;12.6
17.5;77.2;38.9;6.2;9.4;25;7.4;2.8;4.8;11.1;12.5
17.4;76.4;38.5;6.1;9.3;24.8;7.3;2.7;4.7;11;12.4
17.1;75.4;38;6;9.1;24.4;7.2;2.7;4.7;10.8;12.2
17;74.7;37.6;6;9.1;24.2;7.2;2.7;4.6;10.7;12.1
17.5;77;38.8;6.1;9.3;24.9;7.4;2.8;4.8;11;12.5
18.1;79.6;40.1;6.4;9.6;25.8;7.6;2.9;4.9;11.4;12.9
17.9;78.8;39.7;6.3;9.6;25.5;7.5;2.8;4.9;11.3;12.8
17.4;76.5;38.5;6.1;9.3;24.8;7.3;2.7;4.7;11;12.4
16.3;72;36.3;5.7;8.7;23.3;6.9;2.6;4.4;10.3;11.7
16.2;71.2;35.9;5.7;8.6;23.1;6.8;2.6;4.4;10.2;11.6
15.9;70.2;35.4;5.6;8.5;22.7;6.7;2.5;4.3;10.1;11.4
15.6;68.5;34.5;5.5;8.3;22.2;6.6;2.5;4.2;9.8;11.1
15.1;66.3;33.4;5.3;8;21.5;6.4;2.4;4.1;9.5;10.8
14.7;64.9;32.7;5.2;7.9;21;6.2;2.3;4;9.3;10.5
14.7;65;32.7;5.2;7.9;21;6.2;2.3;4;9.3;10.5
15;66.1;33.3;5.3;8;21.4;6.3;2.4;4.1;9.5;10.7
15.7;69.1;34.8;5.5;8.4;22.4;6.6;2.5;4.3;9.9;11.2
16.6;73;36.8;5.8;8.8;23.6;7;2.6;4.5;10.5;11.8
17.7;78;39.3;6.2;9.5;25.3;7.5;2.8;4.8;11.2;12.6
18.7;82.4;41.6;6.6;10;26.7;7.9;3;5.1;11.8;13.4
19.3;85.2;42.9;6.8;10.3;27.6;8.2;3.1;5.3;12.2;13.8
19.7;86.9;43.8;6.9;10.5;28.2;8.3;3.1;5.4;12.5;14.1
20.1;88.3;44.5;7;10.7;28.6;8.5;3.2;5.5;12.7;14.3
20.3;89.4;45;7.1;10.8;28.9;8.6;3.2;5.5;12.8;14.5
