2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.5;83.4;40.4;6.8;10.4;24.3;7.3;3;5.2;11.3;12.9
19.5;82.2;39.7;6.8;10.3;23.5;7.2;2.9;5.2;11;12.6
18.2;79.1;38.5;6.5;9.9;22.6;7;2.8;5;10.7;12.1
18.1;75.8;36.4;6.1;9.4;21.6;6.7;2.7;4.8;10.3;11.7
17.7;76;36.6;6.3;9.4;21.6;6.6;2.7;4.8;10.4;11.6
17.8;75.7;37.2;6.2;9.4;21.7;6.7;2.7;4.8;10.3;11.6
17.6;75.4;36.4;6.1;9.3;21.3;6.6;2.7;4.7;10.2;11.4
17.6;75;36.3;6;9.2;21.6;6.6;2.7;4.7;10;11.4
17.6;73.4;35.8;5.9;9.1;20.9;6.3;2.7;4.6;10.1;11.2
17;72;35.1;5.9;8.9;20.7;6.2;2.6;4.6;9.8;11
16.6;71;34.7;5.8;8.9;20.2;6.2;2.5;4.5;9.5;10.7
16.4;69.1;34.1;5.8;8.8;20.4;6.1;2.5;4.4;9.4;10.6
16.1;68.9;33.9;5.6;8.5;19.8;6;2.5;4.3;9.4;10.7
16;69.3;33.3;5.6;8.6;19.8;6.2;2.5;4.5;9.4;10.6
16.1;70.1;33.7;5.6;8.5;20.2;6.1;2.5;4.4;9.4;10.5
16.6;71.1;34.4;5.7;8.6;20;6.1;2.5;4.5;9.5;10.7
16.8;71.3;35;5.8;8.8;20.3;6.2;2.6;4.5;9.6;10.9
16.8;73.4;35.6;5.9;9.1;20.9;6.4;2.6;4.7;9.7;10.9
17.3;75.3;36.5;6;9.1;21.5;6.6;2.7;4.6;10.1;11.4
18.3;77;37.7;6.3;9.6;21.8;6.7;2.8;4.9;10.4;11.6
18.6;82.3;39.3;6.6;10.1;23.1;7;2.9;5.1;11;12.4
19.5;84.2;40.3;6.8;10.4;23.6;7.2;3;5.2;11.3;12.6
20.1;84.2;41.7;7;10.7;24.2;7.6;3.1;5.4;11.4;13.2
20.2;88.7;42.9;7.2;11;25.4;7.8;3.2;5.6;11.8;13.4
20.9;90.1;43.5;7.3;10.7;25.4;7.9;3.2;5.7;12;13.6
21;89.5;43.8;7.4;11.1;26.1;7.9;3.2;5.7;12.1;13.7
21.6;91.2;43.1;7.4;11.2;26;7.9;3.3;5.8;12.2;13.8
21.3;91.6;43.3;7.5;11.3;26.3;8.1;3.3;5.7;12.5;14.1
21.4;91.4;45;7.5;11.3;26.3;7.9;3.3;5.8;12.5;14
21.4;94;44.6;7.4;11.5;26.3;8.2;3.3;5.8;12.6;14.1
21.7;92.2;45.7;7.5;11.4;26.7;8;3.3;5.9;12.2;13.9
21.1;93.2;45.1;7.6;11.4;26.6;8.2;3.3;5.8;12.4;14.2
21.2;91.6;45.4;7.6;11.5;26.7;8.2;3.3;5.8;12.6;14.1
21.4;92.2;44.4;7.5;11.4;26.4;8;3.3;5.8;12.7;14.2
21.5;93.4;45.3;7.6;11.5;26.6;8.2;3.3;5.9;12.6;14
21.9;93.2;44.4;7.6;11.3;26.8;8.2;3.3;6;12.5;14
21.7;93.6;46;7.4;11.5;27.1;8.2;3.3;5.9;12.7;14.5
21.3;92.5;45.6;7.6;11.4;26.3;8.2;3.3;5.9;12.5;13.8
21.3;93.8;44.6;7.7;11.5;26.1;8.2;3.3;5.9;12.7;14.3
21.8;92.3;45.1;7.6;11.3;26.8;8.2;3.4;6;12.5;14.3
21.3;92;44.6;7.5;11.3;26.2;8;3.3;5.8;12.4;13.8
21;91.5;44.6;7.3;11.3;26;8.1;3.3;5.7;12.5;14
20.9;89.7;43.6;7.2;11.1;25.4;8;3.3;5.7;12.3;13.7
21.1;89.3;44;7.5;11;25.9;8;3.2;5.7;12.2;13.8
20.7;88.3;43.5;7.3;10.9;25.8;7.8;3.2;5.7;12;13.6
20.4;87.7;42.6;7.2;11;25.5;7.7;3.2;5.5;12;13.5
20.1;88.9;42.5;7.1;10.6;25.1;7.8;3.1;5.5;12;13.4
20.2;86.6;42.5;7;10.8;24.8;7.6;3.2;5.6;11.6;13.5
19.9;86;41.6;6.9;10.6;24.9;7.6;3.2;5.5;11.7;13.2
19.8;85.7;41.7;7;10.6;24.7;7.5;3.1;5.4;11.8;13.1
20;85.3;41;7;10.6;24.9;7.6;3;5.4;11.6;13.3
19.8;86.4;41.6;6.9;10.6;24.3;7.6;3.1;5.4;11.7;12.9
20;85.2;41.6;6.9;10.5;24.7;7.6;3.1;5.4;11.6;13.1
19.9;84.9;42.4;7.1;10.5;24.8;7.6;3.1;5.5;11.8;13.6
20.4;87.4;42.4;7.1;10.8;25;7.7;3.2;5.6;11.7;13.7
20.4;86.6;43;7.2;10.9;25.4;7.8;3.2;5.6;12.1;13.3
20.8;89.8;43.3;7.4;10.9;25.5;7.9;3.2;5.8;12.2;13.7
21.2;90.4;44.6;7.5;11.2;26.8;8;3.3;5.7;12.5;14.1
21.2;90.9;44.4;7.4;11.4;26.4;8.1;3.3;5.9;12.1;13.9
