2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
13.7;59.4;28.5;4.8;7.3;16.8;5.1;2.1;3.7;7.9;8.9
13.4;57.3;28.1;4.7;7.1;16.5;5.1;2.1;3.7;7.7;8.7
12.8;55.3;26.4;4.5;7;15.9;4.8;2;3.5;7.5;8.5
12.6;53.9;25.9;4.4;6.7;15.2;4.7;1.9;3.4;7.3;8
12.5;53.1;25.4;4.3;6.6;15.3;4.7;1.9;3.4;7.2;8.1
12.3;53.2;25.5;4.4;6.6;15.1;4.7;1.9;3.3;7;8
12.2;51.6;25.5;4.3;6.5;14.9;4.6;1.9;3.3;7.1;8
12;51.8;25.4;4.3;6.5;15.3;4.5;1.9;3.3;7.1;8
12;51.5;24.8;4.2;6.4;15.1;4.6;1.9;3.2;7;7.8
11.9;50.6;24.6;4.2;6.3;14.3;4.3;1.8;3.1;6.8;7.6
11.5;49;24.1;4;6.2;14.3;4.4;1.8;3.2;6.8;7.6
11.5;48.9;23.9;4.1;6.1;14.2;4.3;1.8;3.1;6.6;7.5
11.3;47.9;23.7;4;6;13.9;4.2;1.7;3;6.5;7.5
11.4;48.6;23.5;3.9;6.1;14.1;4.2;1.7;3.1;6.5;7.5
11;48.1;23.6;3.9;6;13.9;4.3;1.8;3.1;6.6;7.4
11.6;48.5;23.8;3.9;6;14.3;4.3;1.8;3.1;6.6;7.4
11.6;50.3;24.3;4;6.2;14.5;4.4;1.8;3.1;6.8;7.7
11.9;51.4;24.6;4.2;6.4;14.7;4.4;1.8;3.3;6.9;7.8
12.3;52.2;25.6;4.2;6.5;14.9;4.6;1.9;3.3;7;8
12.5;54.8;26.3;4.4;6.7;15.5;4.7;2;3.5;7.4;8.4
13.2;56.7;27.5;4.6;6.9;16.2;5;2;3.5;7.7;8.7
13.7;57.8;28.3;4.8;7.1;16.7;5.1;2.1;3.7;7.9;8.8
14.3;60.5;28.7;4.9;7.4;17.2;5.3;2.2;3.8;8.2;9
14.5;61.4;29.9;5;7.6;17.7;5.4;2.2;3.9;8.4;9.2
14.6;62.1;30.2;5.1;7.7;17.7;5.6;2.3;4;8.4;9.4
14.9;61.6;31.3;5.1;7.9;18.1;5.7;2.3;3.9;8.5;9.5
15;63.5;30.7;5.1;7.8;18.4;5.6;2.3;4.1;8.5;9.6
15.1;63.7;31.2;5.2;8;18.2;5.6;2.3;4;8.6;9.8
14.9;63.5;31.6;5.3;8.1;18.3;5.7;2.3;4.1;8.7;9.8
14.8;64.5;31;5.2;7.9;18.3;5.7;2.3;4.2;8.7;9.9
15;63.5;31.3;5.2;8.1;18.4;5.7;2.3;4.1;8.8;9.8
15.5;64.6;32;5.3;7.9;18.5;5.7;2.4;4.1;8.7;10
15.3;64;31.3;5.3;8.1;18.6;5.8;2.3;4.1;8.8;10
15;63.4;31.4;5.3;8;18.8;5.6;2.3;4.1;8.8;9.9
15.2;64.8;31.2;5.2;8;18.7;5.7;2.3;4.1;8.7;9.8
15.2;64.8;31.8;5.4;8;19;5.7;2.3;4.1;8.8;10
14.9;65.3;32.1;5.4;8.1;18.5;5.7;2.4;4.1;8.9;9.9
15.4;64.5;31.8;5.3;8;18.3;5.7;2.3;4.1;8.8;10.1
15.3;64.6;30.9;5.3;8;18.7;5.6;2.3;4.1;8.8;10
15.1;64.5;31.5;5.2;8;18.2;5.7;2.3;4.1;8.9;9.9
14.8;64.6;31.3;5.2;8;18.8;5.6;2.3;4.1;8.7;9.8
14.6;63.1;30.9;5.2;7.9;18.1;5.6;2.3;4;8.6;9.8
14.8;63.2;30.5;5.1;7.8;17.9;5.6;2.3;4;8.5;9.6
15;62.6;30.4;5.2;7.8;18.2;5.6;2.3;4;8.5;9.6
14.5;62.5;30.3;5.1;7.9;18.3;5.5;2.3;4;8.5;9.6
14.3;61.5;30;5;7.7;17.9;5.4;2.3;3.9;8.2;9.4
14.3;60.7;29.8;5;7.5;17.4;5.4;2.2;3.9;8.4;9.5
14.3;59.7;29.5;5;7.6;17.6;5.5;2.1;3.9;8.3;9.4
14.4;59.9;29.2;4.9;7.3;17.3;5.3;2.2;3.8;8.2;9.3
13.9;60.4;29.2;4.9;7.4;17;5.3;2.2;3.8;8.1;9.1
13.8;60.2;29.3;4.8;7.3;17.3;5.4;2.2;3.8;8.2;9.1
13.9;60.3;29;4.7;7.3;17.3;5.3;2.1;3.7;8;9.2
13.8;59.6;29.2;4.9;7.4;17.4;5.3;2.1;3.8;8.2;9.1
