1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
83.6;34.6;96.9;0;0
72.3;37.5;98.1;0;0
59.6;39.3;98.2;0;0
55.6;40.9;97.7;0;0
52.2;41.3;98.2;0;0
45.6;38.9;99.4;0;0
40;37.4;97.3;0;0
37.7;35.4;99;0;0
34.8;35.7;100;0;0
33.7;36.8;98.9;0;0
32.7;37.6;100.6;0;0
34;37.9;102;0;0
33.6;37.6;102.1;0;0
34.5;38.7;101.9;1;1.4
31.1;38;99.4;3.8;5.3
26.6;36.6;100.9;8.5;11
23.7;36.1;101.6;13.1;16.7
21.3;36;102.1;17.1;20.6
20.6;36.1;100.7;19.4;22.7
18.9;38;100.6;20.9;23.4
20.1;39.3;101.3;20.6;23.8
23.1;41;102.5;20.9;23.5
27;40.3;101.2;19.7;21.8
23.5;42.2;102.7;18.4;21
20.9;42;102.5;15.5;18.3
25.7;41.9;101.5;11.3;13.8
30.1;40.7;103.6;6.6;8.3
36.8;40.8;103;2.3;3
39.6;41;103.7;0.2;0.2
39.8;40.7;102.9;0;0
43.9;40;102.1;0;0
50;39;103.8;0;0
59.5;38.8;103.9;0;0
66.7;38.1;104.9;0;0
69;38.2;103.5;0;0
64.9;38.5;105.2;0;0
60.6;41.3;104.4;0;0
58.3;41.6;104.6;0;0
54.5;42.9;106.5;0;0
62.9;43.2;105.9;0;0
67.7;44.1;104.3;0;0
64.7;42;105.5;0;0
59;41.1;106.7;0;0
48.9;39.1;106.8;0;0
47.8;38.9;104.3;0;0
45;39;106.9;0;0
40.4;38.6;106.2;0;0
34.7;37.1;105.9;0;0
31.6;37.5;107.5;0;0
32.7;37.5;106.2;0;0
38;35.2;107.3;0;0
47.4;34.2;107.1;0;0
59.6;33.4;109.2;0;0
72;32.4;108.5;0;0
83.6;32.8;108.3;1;1
82.7;33;109.4;3.9;4.1
80.2;32.4;110.5;8.8;8.7
74.1;31.5;109.4;13.1;12.6
69.8;31.5;109;16.7;15.3
65.6;32.1;109;19.3;16.9
63;33.6;109.5;21;17.9
62.2;34.7;109.8;20.5;18
64.1;35.6;108.7;19.8;18.4
64.1;34.8;109.4;18.7;18.4
64.5;34.2;110.4;17.7;18.9
66.9;32.9;110.8;15;17.7
73.5;30.6;108.4;11;13.9
80.1;29.3;108.5;6.6;8.6
85.4;28.8;111.7;2.6;3.7
87.1;28.4;110.8;0.6;0.8
89.1;28.3;111.4;0;0
86.5;28.7;109.7;0;0
93.7;29.4;110.8;0;0
99.6;28.5;110.2;0;0
105.5;28.4;111.6;0;0
104.4;28.3;109.6;0;0
94.4;28.5;110.1;0;0
87.6;29.8;111.8;0;0
82.1;30.6;109.6;0;0
76.9;30.3;111.3;0;0
82.7;29.8;113;0;0
92;27.6;110;0;0
88.3;26.9;110.8;0;0
80;27.3;111;0;0
65.7;28.5;112;0;0
62.5;29.5;111.6;0;0
58.5;30.4;115;0;0
53.6;29.8;112.2;0;0
47.6;30;109.7;0;0
44.7;30.1;114.1;0;0
42.4;30.8;112.2;0;0
44.1;31.9;114.2;0;0
49.5;33.2;113.3;0;0
58.7;34.5;114;0;0
72.7;33.4;114;0;0
85.7;32.9;115;0.5;1
86.3;31.9;111.7;2.1;4.5
80.3;32.5;115.4;5.5;11.1
71.7;32.5;114;9.8;17.8
62.7;33.7;113.9;14.6;23.1
53.2;35;112.8;19.3;27.9
45.2;35.8;112.9;23.1;30
43.1;36.6;113.8;25;29.9
44.8;37.1;115.3;25.2;29
47.2;36.9;114.7;23.9;25.7
51.8;37.3;114.2;21.7;21.8
55;36.9;116.8;17.6;18.2
61.8;39.3;113.6;13;13.2
65.8;40.9;114.4;7.5;7.7
70;42.2;116.8;2.9;3.2
70.6;43;117.2;0.5;0.5
