2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
17.5;77.9;37.8;6.6;9.4;22.8;7.4;2.9;5.1;11.4;12.9
16.6;74.1;35.9;6.3;8.9;21.7;7.1;2.7;4.9;10.8;12.3
15.9;70.9;34.4;6;8.5;20.8;6.8;2.6;4.7;10.3;11.8
15.7;69.9;33.9;5.9;8.4;20.5;6.7;2.6;4.6;10.2;11.6
15.4;68.6;33.3;5.8;8.2;20.1;6.5;2.5;4.5;10;11.4
14.7;65.6;31.8;5.5;7.9;19.2;6.3;2.4;4.3;9.6;10.9
14.3;63.7;30.9;5.4;7.7;18.7;6.1;2.4;4.2;9.3;10.6
13.9;62;30.1;5.2;7.5;18.2;5.9;2.3;4.1;9;10.3
13.8;61.3;29.7;5.2;7.4;17.9;5.8;2.3;4;8.9;10.2
13.8;61.3;29.7;5.2;7.4;18;5.8;2.3;4;8.9;10.2
13.8;61.5;29.8;5.2;7.4;18;5.9;2.3;4.1;9;10.2
13.9;62.1;30.1;5.2;7.5;18.2;5.9;2.3;4.1;9;10.3
14;62.4;30.2;5.3;7.5;18.3;5.9;2.3;4.1;9.1;10.3
14.2;63.4;30.7;5.4;7.6;18.6;6;2.3;4.2;9.2;10.5
14.5;64.7;31.3;5.5;7.8;18.9;6.2;2.4;4.3;9.4;10.7
15;66.8;32.3;5.6;8;19.5;6.4;2.5;4.4;9.7;11.1
15.5;69.2;33.5;5.8;8.3;20.3;6.6;2.6;4.6;10.1;11.5
16;71.1;34.4;6;8.6;20.8;6.8;2.6;4.7;10.4;11.8
16.3;72.5;35.1;6.1;8.7;21.2;6.9;2.7;4.8;10.6;12
16.5;73.5;35.5;6.2;8.8;21.5;7;2.7;4.8;10.7;12.2
16.7;74.5;36.1;6.3;9;21.8;7.1;2.8;4.9;10.9;12.4
17;75.7;36.6;6.4;9.1;22.2;7.2;2.8;5;11;12.6
17.3;77.1;37.3;6.5;9.3;22.5;7.3;2.9;5.1;11.2;12.8
16.7;74.2;35.9;6.3;8.9;21.7;7;2.7;4.9;10.8;12.3
16.1;71.7;34.6;6;8.6;21;6.8;2.7;4.7;10.4;11.9
15.8;70.2;33.9;5.9;8.5;20.5;6.7;2.6;4.6;10.2;11.6
15.3;68.3;33;5.8;8.2;20;6.5;2.5;4.5;10;11.3
15.1;67.2;32.5;5.7;8.1;19.7;6.4;2.5;4.4;9.8;11.1
14.9;66.5;32.1;5.6;8;19.4;6.3;2.5;4.4;9.7;11
14.9;66.4;32.1;5.6;8;19.4;6.3;2.5;4.4;9.7;11
15.3;67.9;32.8;5.7;8.2;19.8;6.4;2.5;4.5;9.9;11.3
15.8;70.4;34;5.9;8.5;20.6;6.7;2.6;4.6;10.3;11.7
16.5;73.4;35.4;6.2;8.9;21.5;7;2.7;4.8;10.7;12.2
