1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
113.7;9.2;111.6;0;0
101.2;9.7;111.7;0;0
91.2;10.5;111.7;0;0
88;11.4;111.8;0;0
84.7;12.4;111.8;0;0
76.1;13.4;111.8;0;0
70.5;14.5;111.9;0;0
65.8;16;111.9;0;0
64;18;111.9;0;0
66.9;20.1;112;0;0
71.7;22;112;0;0
83.4;23.4;112.1;0;0
94.4;24;112.1;0.1;0.1
102.4;24.3;112.1;1.5;1.5
100.8;24.4;112.2;4.9;4.6
95.2;24.6;112.2;9.6;8.7
90.6;25.3;112.2;13.4;12.2
84.9;26.8;112.3;16;14.9
78.6;29.4;112.3;17.6;17.1
72.8;33.1;112.4;18.3;18.6
68.4;37.6;112.4;18.4;19.6
61.1;42.4;112.4;18.6;20.5
56.4;47.1;112.5;18.8;21
47.8;51.6;112.5;18.1;20.3
45.3;55.5;112.5;15.9;17.7
47.5;58.7;112.6;12.1;13.2
50.4;60.9;112.6;7;7.5
55.6;62.1;112.7;2.2;2.4
56.6;62.2;112.7;0.1;0.1
56;61.8;112.7;0;0
58.6;61.6;112.8;0;0
62.5;62.7;112.8;0;0
65.4;65.2;112.8;0;0
64.8;68.2;112.9;0;0
59.2;70.8;112.9;0;0
51.3;71.9;113;0;0
45.7;71.9;113;0;0
42;71.3;113;0;0
40.2;71;113.1;0;0
50.5;71.2;113.1;0;0
50.3;71.8;113.1;0;0
46.8;72.8;113.2;0;0
34.4;73.8;113.2;0;0
21.8;74.4;113.2;0;0
19.4;74.2;113.3;0;0
17.6;72.6;113.3;0;0
12.6;69.8;113.4;0;0
9.9;66.7;113.4;0;0
8.2;63.9;113.4;0;0
8.6;61.9;113.5;0;0
10.7;60.5;113.5;0;0
14.1;59.3;113.6;0;0
19.4;58;113.6;0;0
24.2;56.4;113.7;0;0
29.5;54.5;113.8;0.6;1.2
31.7;52;113.9;2.4;4.7
32.1;49.1;114;5.7;10.4
32.3;46.4;114.1;9.7;15.8
30.8;44.3;114.2;13.6;19.6
29.3;43.1;114.3;16.7;21.2
28.2;42.3;114.4;18.7;21.3
31.2;40.9;114.6;19.7;20.5
37.7;38.2;114.7;19.6;19.2
47.8;34.4;114.8;18.4;17.7
50.3;30.4;115;16.1;15.6
53.3;27.1;115.1;12.8;12.9
60;24.7;115.3;8.7;9.3
63.7;23;115.4;4.6;5.3
68.4;21.5;115.5;1.6;1.9
70;19.8;115.7;0.1;0.2
70.7;18.2;115.8;0;0
74.7;16.8;116;0;0
81.2;16;116.1;0;0
87.1;15.8;116.2;0;0
92;15.7;116.4;0;0
91.4;15.3;116.5;0;0
87.5;14.2;116.7;0;0
84.7;12.7;116.8;0;0
82.9;11.4;117;0;0
82.3;10.7;117.1;0;0
92.5;10.5;117.2;0;0
97.8;10.6;117.4;0;0
95.1;10.6;117.5;0;0
86.6;10.4;117.7;0;0
74.8;9.9;117.8;0;0
73;9.2;118;0;0
69.6;8.6;118.1;0;0
63;8;118.2;0;0
56.7;7.6;118.4;0;0
51.5;7.4;118.5;0;0
48.9;7.4;118.7;0;0
47.7;7.5;118.8;0;0
48.2;7.6;118.9;0;0
49.3;7.7;119.1;0;0
50.2;7.7;119.2;0;0
51.2;7.6;119.4;0.9;0.6
49;7.7;119.5;3.8;2.7
45;7.9;119.6;9.1;6.6
40.8;8.2;119.8;14.5;11.7
37.1;8.5;119.9;18.5;17
34.6;8.6;120;20.7;21.5
33.3;8.8;120.1;21.3;24.7
35.1;9;120.3;20.6;26.3
39.5;9.5;120.4;18.9;26.1
47.3;10.3;120.5;16.4;24.1
48.5;11.1;120.6;13.3;20.5
47.5;11.6;120.8;9.9;15.6
52.8;11.2;120.9;6.4;10.1
55.2;10.5;121;3.4;5.1
58.5;9.9;121.1;1.2;1.7
58;9.9;121.2;0.2;0.2
56.7;10.5;121.3;0;0
58.6;11.5;121.5;0;0
64.2;12.3;121.6;0;0
71.9;12.5;121.7;0;0
80.3;12.2;121.8;0;0
83.4;11.7;121.9;0;0
82;11.3;122;0;0
80.1;10.9;122.2;0;0
77.4;10.7;122.3;0;0
75.2;10.7;122.4;0;0
81.3;10.8;122.5;0;0
88.3;11;122.6;0;0
85.8;11.2;122.7;0;0
79.1;11.2;122.8;0;0
66.6;11.1;123;0;0
64.7;10.9;123.1;0;0
62;10.5;123.2;0;0
57.8;10;123.3;0;0
51.9;9.6;123.4;0;0
48.2;9.3;123.5;0;0
48.2;9.3;123.7;0;0
51.1;9.3;123.8;0;0
59.4;9.4;123.9;0;0.1
70.2;9.2;124;0;0
84.4;8.9;124.1;0;0
95.4;8.5;124.2;0.6;1.2
97.2;8.2;124.3;2.4;5.4
91.6;8.2;124.4;5.7;12.5
85.6;8.2;124.5;9.3;18.8
81.7;8;124.6;12.4;22.5
77.9;7.4;124.7;15.2;24.7
76.4;6.6;124.9;17.4;25.5
78.4;5.9;125;18.1;24.6
82.5;5.4;125.1;17.6;23.1
84;5.3;125.2;16.5;21.9
85.8;5.3;125.3;14.8;20.7
86.2;5.3;125.4;12.4;18.7
92.5;5.2;125.5;8.9;14.6
96.4;4.9;125.6;5;9.1
101.6;4.7;125.7;2.1;4.1
103;4.6;125.8;0.5;1
102.3;4.7;125.9;0;0.1
102.7;4.7;126.1;0;0
107;4.6;126.2;0;0
113.1;4.2;126.3;0;0
121.3;3.7;126.4;0;0
120.3;3.3;126.5;0;0
114;3.3;126.6;0;0
106.1;3.4;126.7;0;0
100;3.7;126.8;0;0
95;3.8;126.9;0;0
98.1;3.6;127;0;0
107.8;3.3;127.1;0;0
103.7;3;127.3;0;0
97.8;2.9;127.4;0;0
83.6;2.9;127.5;0;0
80;3;127.6;0;0
76.7;3.2;127.7;0;0
72.9;3.4;127.8;0;0
65.6;3.6;127.9;0;0
61.5;3.6;128;0;0
60.4;3.6;128.1;0;0
61.9;3.5;128.2;0;0
69.7;3.4;128.4;0;0
78.7;3.3;128.5;0;0
93.2;3.3;128.6;0;0
105.3;3.3;128.7;0.4;0.5
109.3;3.4;128.8;2;2.9
105.1;3.7;128.9;5.4;7.7
97.2;4;129;9.9;13.7
89.3;4.2;129.1;14.4;19.1
80.7;4.3;129.2;18.6;23.7
74;4.1;129.3;21.9;27.2
71.5;4;129.4;23.7;28.8
72.6;4;129.6;23.8;28.9
71.7;4.5;129.7;22.6;28
74.5;5.2;129.8;20.4;26.4
74.9;6;129.9;17.2;23.6
82.3;6.4;130;12.9;19.1
88.3;6.3;130.1;7.9;12.8
96.3;6.1;130.2;3.4;6.1
100.6;6;130.3;0.7;1.3
100.2;6.2;130.4;0;0
99.6;6.7;130.5;0;0
102.8;7.2;130.6;0;0
107.4;7.7;130.8;0;0
114.8;8.2;130.9;0;0
113.8;8.5;131;0;0
107.8;8.6;131.1;0;0
99.7;8.7;131.2;0;0
93.8;8.7;131.3;0;0
88.7;8.8;131.4;0;0
89.1;9.1;131.5;0;0
99.5;9.6;131.6;0;0
94.2;10.2;131.7;0;0
88.9;10.8;131.8;0;0
74.2;11.4;132;0;0
68.6;12;132.1;0;0
65.1;12.5;132.2;0;0
61.6;13;132.3;0;0
53.4;13.5;132.4;0;0
49;13.8;132.5;0;0
47;14.1;132.6;0;0
47.7;14.3;132.7;0;0
54.6;14.5;132.8;0;0
62.1;14.8;132.9;0;0
75.8;15.4;133;0;0
87.2;16;133.2;0.3;0.3
93.1;16.4;133.3;2.1;2
90.5;16.5;133.4;5.9;5.7
83.6;16.4;133.5;11;11.2
75.5;16.2;133.6;15.8;17.2
66.6;16.4;133.7;19.6;22.7
59.7;16.8;133.8;21.9;26.8
55.7;17.4;133.9;23.1;29.6
56;17.9;134;23;30.7
55.6;18;134.1;21.9;30
60.4;17.9;134.2;19.5;27.4
63.7;17.7;134.4;16.1;22.9
72.9;17.6;134.5;11.6;16.8
79.8;17.8;134.6;6.9;10.1
85.1;17.9;134.7;3;4.4
87.8;17.8;134.8;0.6;0.9
87.5;17.4;134.9;0;0
87.2;16.9;135;0;0
90.5;16.8;135.1;0;0
95.2;17.2;135.2;0;0
102.2;18.2;135.3;0;0
101.5;19.4;135.5;0;0
95.2;20.2;135.6;0;0
87;20.2;135.7;0;0
81.2;19.7;135.8;0;0
76.7;18.9;135.9;0;0
76.5;18.2;136;0;0
88.6;17.7;136.1;0;0
85;17.4;136.2;0;0
81.8;17.4;136.3;0;0
68.2;17.7;136.4;0;0
60.8;18.1;136.5;0;0
57.7;18.4;136.7;0;0
55.1;18.4;136.8;0;0
47.3;18.2;136.9;0;0
43.4;17.8;137;0;0
41;17.4;137.1;0;0
41.6;17.1;137.2;0;0
48.1;16.7;137.3;0;0
55.5;16.4;137.4;0;0
70.1;16;137.5;0;0
82.8;15.6;137.6;0.1;0.1
91.2;15.2;137.7;1.2;1.3
90.6;14.8;137.9;3.6;4.3
85.6;14.5;138;7.1;9.1
79.8;14.3;138.1;10.6;14.5
72.7;14.3;138.2;13.4;19.6
66.7;14.5;138.3;15.2;23.4
64.1;14.7;138.4;15.9;25.5
65.9;14.4;138.5;15.8;25.7
66.1;13.3;138.6;15.4;24.8
70.4;11.8;138.7;14.8;22.9
70.6;10.7;138.8;13.8;19.8
75.2;10.2;138.9;12;15.6
79.1;10.4;139.1;9.2;10.6
82.6;10.9;139.2;5.6;5.6
86.3;11.4;139.3;1.9;1.7
87.3;11.2;139.4;0.2;0.1
87.3;10.6;139.5;0;0
90.6;10;139.6;0;0
95.9;9.7;139.7;0;0
103.5;9.7;139.8;0;0
105.3;9.8;139.9;0;0
100.8;9.7;140;0;0
93.3;9.3;140.1;0;0
87.2;8.8;140.3;0;0
82.5;8.5;140.4;0;0
80.2;8.5;140.5;0;0
91.3;8.9;140.6;0;0
88.7;9.4;140.7;0;0
85.9;9.7;140.8;0;0
73.7;9.7;140.9;0;0
64.5;9.5;141;0;0
62.3;9.4;141.1;0;0
59.9;9.3;141.2;0;0
52;9.5;141.3;0;0
47.2;9.8;141.5;0;0
43.3;10.3;141.6;0;0
42.8;11;141.7;0;0
47.1;11.6;141.8;0;0
53.4;12;141.9;0;0
66.4;12.1;142;0;0
78.4;11.8;142.1;0.1;0.2
87.1;11.5;142.2;0.8;2.1
85.8;11.2;142.3;2.4;7
79.8;11.2;142.4;4.8;14
74.5;11.3;142.6;7.3;20
68.9;11.4;142.7;9.8;24
64.7;11.5;142.8;12;25.9
62.5;11.6;142.9;13.9;26.2
63;11.6;143;15.4;25.4
62.5;11.6;143.1;16.2;23.6
65.4;11.7;143.2;16.2;21.2
63.2;11.9;143.3;15.4;18.2
64.9;12.2;143.4;13.6;14.6
68.9;12.6;143.5;10.4;10.4
71.3;13;143.6;6.3;6
75.1;13.4;143.8;2.3;2.2
75.4;13.6;143.9;0.3;0.3
74.6;13.7;144;0;0
76.9;13.9;144.1;0;0
81.1;14.5;144.2;0;0
85.5;15.4;144.3;0;0
87;16.4;144.4;0;0
83.4;16.8;144.5;0;0
76.9;16.4;144.6;0;0
72.1;15.5;144.7;0;0
68.6;14.6;144.8;0;0
66.8;14.2;145;0;0
77.1;14.4;145.1;0;0
76.6;15.2;145.2;0;0
72.7;16.5;145.3;0;0
59.5;18.1;145.4;0;0
45.8;19.7;145.5;0;0
42;20.8;145.6;0;0
38.6;20.7;145.7;0;0
31.6;19.8;145.8;0;0
26.9;18.6;145.9;0;0
23.1;17.8;146;0;0
21.6;17.6;146.2;0;0
22;17.8;146.3;0;0
24;18;146.4;0;0
28.1;17.9;146.4;0;0
31.8;17.4;146.5;0;0
35;16.9;146.6;1;1.6
33.4;16.5;146.6;3.6;6
29.5;16.3;146.6;7.7;12.6
26.9;16.3;146.7;11.5;18.6
24.6;16.3;146.7;14;22.5
23.8;16.3;146.8;15.2;24.3
23.9;16.1;146.8;15.4;24.3
27.5;15.8;146.8;15.1;23.2
33;15.3;146.8;14.5;21.4
40.3;14.7;146.9;13.8;19.3
38.1;14.3;146.9;12.9;16.9
35.7;14.5;146.9;11.5;14.2
37.3;15.4;146.9;9.2;10.7
37.6;16.5;146.9;6;6.6
41.4;17.2;146.9;2.4;2.6
43.3;16.5;146.9;0.3;0.3
44.5;14.8;146.9;0;0
49.1;13;146.9;0;0
56;11.9;146.9;0;0
62.1;11.7;146.9;0;0
66.8;12;146.9;0;0
65.6;12.3;146.9;0;0
60.8;12.2;146.9;0;0
57.2;11.7;146.9;0;0
54.7;11.1;146.9;0;0
53.7;10.9;146.9;0;0
63.8;11;146.9;0;0
69.1;11.3;146.9;0;0
66.5;11.4;146.9;0;0
58.1;11.1;146.9;0;0
46.4;10.5;146.9;0;0
44.7;9.8;146.9;0;0
41.5;9.2;147;0;0
34.9;8.6;147;0;0
28.7;8.4;147;0;0
23.3;8.5;147;0;0
20.3;8.9;146.9;0;0
18.7;9.5;146.9;0;0
19.2;9.9;146.9;0;0
20.8;9.7;146.8;0;0
22.6;8.9;146.8;0;0
24.6;8.1;146.8;0.7;0.8
22.7;7.5;146.8;3;4
18.1;7.3;146.7;7.5;9.9
13.5;7.4;146.7;12.4;16.3
10.3;7.7;146.7;16.4;21.2
8.9;8;146.6;19;24.2
8.2;8.3;146.6;20.5;26.1
8.9;8.4;146.6;21.2;27.5
12.6;8.1;146.5;20.6;28.1
20.4;7.6;146.5;18.4;27.2
20.6;6.9;146.5;15.7;25.9
17.4;6.4;146.4;12.8;23.7
21.8;6.2;146.4;9.2;19.2
26;6.1;146.4;5.4;12.6
33.5;6.2;146.3;2.2;5.5
36.8;6.3;146.3;0.4;1
37.1;6.5;146.3;0;0
40.1;6.5;146.2;0;0
46.8;6.5;146.2;0;0
55;6.3;146.2;0;0
63.6;6;146.1;0;0
66.7;5.6;146.1;0;0
65.4;5.3;146.1;0;0
63.6;5;146;0;0
60.9;4.9;146;0;0
58.7;5;146;0;0
64.8;5.4;145.9;0;0
71.6;5.9;145.9;0;0
69;6.3;145.8;0;0
62.6;6.2;145.8;0;0
50.4;5.8;145.8;0;0
48.8;5.5;145.7;0;0
45.9;5.4;145.7;0;0
40.9;5.8;145.7;0;0
34.1;6.4;145.6;0;0
29.8;6.9;145.6;0;0
29.8;6.9;145.6;0;0
33.2;6.7;145.5;0;0
42.1;6.3;145.5;0;0
53.1;6.2;145.5;0;0
67.1;6.3;145.4;0;0
78.1;6.5;145.4;0.5;0.9
80.7;6.6;145.4;2.3;4.1
76.2;6.7;145.3;5.6;10
70.3;6.7;145.3;9.3;16.3
65.5;6.8;145.3;12.5;20.8
62.1;6.9;145.2;14.5;22.9
61.1;7.1;145.2;15.8;23.2
61.7;7.4;145.2;16.7;22.8
64;7.7;145.1;16.9;21.6
65.7;8.1;145.1;16.1;19.4
69.1;8.4;145.1;14.4;16.6
70.4;8.5;145;12.1;13.5
74.8;8.5;145;9.6;10.4
75.5;8.3;144.9;6.7;7.1
79.9;8.2;144.9;3.2;3.4
81.9;8.4;144.9;0.7;0.7
80.9;8.8;144.8;0;0
80.8;9.2;144.8;0;0
85;9.5;144.8;0;0
91;9.3;144.7;0;0
99.4;8.8;144.7;0;0
98.6;8.4;144.7;0;0
92.3;8.4;144.6;0;0
84.3;8.8;144.6;0;0
77.8;9.5;144.6;0;0
72.3;10.3;144.5;0;0
74.7;11;144.5;0;0
83.8;11.6;144.5;0;0
79.2;11.9;144.4;0;0
73.1;12;144.4;0;0
59.1;11.9;144.4;0;0
55.9;11.6;144.3;0;0
53.2;11.4;144.3;0;0
49.9;11.3;144.3;0;0
42.8;11.3;144.2;0;0
38.8;11.4;144.2;0;0
37.6;11.6;144.2;0;0
38.9;11.9;144.1;0;0
46.4;12.2;144.1;0;0
55.4;12.3;144;0;0
70.1;12.3;144;0;0
82.3;12.4;144;0.5;0.5
85.7;12.6;143.9;2.7;2.9
80.4;13.4;143.9;7.2;7.4
73.4;14.2;143.9;12;11.8
69.4;14.8;143.8;15.3;14.5
67.3;14.4;143.8;16.9;15.7
67.9;13.2;143.8;17.4;16
69.4;12;143.7;17.5;16.3
70.9;11.5;143.7;17.3;17
68;12;143.7;16.7;17.6
67.8;13.1;143.6;15.5;17.7
65.2;14.1;143.6;13.6;16.6
68.9;14.2;143.6;11.1;14.3
71.1;13.3;143.5;8.1;10.9
77.2;12.3;143.5;4.4;6.2
81.7;11.9;143.5;1.3;1.9
82.3;12.2;143.4;0.1;0.2
81.9;13;143.4;0;0
85;13.8;143.4;0;0
90.1;13.9;143.3;0;0
98.7;13.4;143.3;0;0
98.9;12.6;143.3;0;0
94;11.8;143.2;0;0
86.7;11.1;143.2;0;0
81.3;10.7;143.1;0;0
76.6;10.6;143.1;0;0
77.3;10.7;143.1;0;0
88.2;11;143;0;0
83.2;11.3;143;0;0
78.4;11.6;143;0;0
64.2;11.7;142.9;0;0
59.4;11.6;142.9;0;0
56.6;11.6;142.9;0;0
53.8;11.5;142.8;0;0
46.2;11.4;142.8;0;0
42.3;11.4;142.8;0;0
40.7;11.4;142.7;0;0
41.7;11.4;142.6;0;0
49.2;11.3;142.6;0;0
57.6;11;142.5;0;0
72.6;10.5;142.4;0;0
85.4;9.9;142.4;0.2;0.3
92.8;9.6;142.3;1.1;2.3
91.3;9.5;142.3;3.4;7
84.7;9.7;142.2;6.8;13.7
76.3;10;142.1;10.9;20.5
67;10.4;142.1;14.8;26.2
60.1;10.6;142;17.9;30.1
55.9;10.6;141.9;20.1;32.7
55.8;10.5;141.9;21.2;33.8
55.2;10.2;141.8;20.8;33.1
59.5;9.9;141.7;19.1;30.8
61.9;9.6;141.7;16.1;26.9
70.2;9.4;141.6;12.3;21.4
76.7;9.4;141.6;8;14.8
83.5;9.6;141.5;4;7.9
88.4;9.8;141.4;1.2;2.5
89.3;9.9;141.4;0.2;0.4
89.1;10.1;141.3;0;0
92.2;10.4;141.2;0;0
97.1;10.7;141.2;0;0
105;11.1;141.1;0;0
105.4;11.3;141;0;0
100.2;11.1;141;0;0
92.7;10.5;140.9;0;0
87.2;9.8;140.9;0;0
82.6;9.3;140.8;0;0
81.9;9.3;140.7;0;0
93.5;9.6;140.7;0;0
89.4;9.9;140.6;0;0
86.6;9.7;140.5;0;0
73.9;9.2;140.5;0;0
67.7;8.5;140.4;0;0
65.3;8.3;140.3;0;0
62.7;8.6;140.3;0;0
53.9;9.4;140.2;0;0
48.7;10.4;140.2;0;0
45.2;11.4;140.1;0;0
45;11.9;140;0;0
51.1;12.1;140;0;0
58.5;12.1;139.9;0;0
73.2;11.9;139.8;0;0
85.6;11.7;139.8;0.1;0.3
93.2;11.7;139.7;1;2.4
90.6;11.9;139.6;3.3;7.2
83.5;12.3;139.5;6.8;13.7
76.8;12.8;139.5;10.5;19
69.8;13.2;139.4;14.1;22.9
64.4;13.5;139.3;17.2;25.2
62;13.6;139.3;19.3;25.8
64;13.6;139.2;19.9;24.9
64.7;13.7;139.1;19.2;22.9
69.3;13.8;139.1;17.5;20.5
68.9;13.8;139;15.4;17.9
72.9;13.8;138.9;12.7;14.9
77;13.6;138.9;9.2;11.1
81.2;13.4;138.8;5.3;6.4
85.9;13.3;138.7;1.8;2.2
87;13.3;138.7;0.2;0.3
86.7;13.5;138.6;0;0
89.2;13.8;138.5;0;0
94;14.1;138.5;0;0
101.4;14.5;138.4;0;0
103.3;14.7;138.3;0;0
99;14.6;138.3;0;0
91.8;14.1;138.2;0;0
86;13.4;138.1;0;0
81.5;12.9;138.1;0;0
79.6;12.8;138;0;0
91;13.1;137.9;0;0
88.8;13.3;137.8;0;0
86.7;13.2;137.8;0;0
75.2;12.6;137.7;0;0
66.8;11.7;137.6;0;0
65.3;11;137.6;0;0
63.4;10.7;137.5;0;0
55.8;10.6;137.4;0;0
51.3;10.7;137.4;0;0
48.1;10.8;137.3;0;0
48.4;10.8;137.2;0;0
53.7;10.6;137.2;0;0
61.1;10.2;137.1;0;0
74.9;9.6;137;0;0
87.6;9;137;0.1;0.1
96.7;8.4;136.9;1.3;1.6
95;8.1;136.8;4.7;5.4
87.5;7.9;136.8;10.1;11.2
80.1;7.8;136.7;15.6;16.8
72.4;7.6;136.6;20.1;21.4
66.5;7.2;136.6;23.2;24.8
63.2;6.7;136.5;24.8;27.2
63.1;6.3;136.4;25.1;28.6
62.5;6.1;136.4;23.9;29.4
65.6;6.1;136.3;21.6;29.4
64;6.1;136.2;18.5;28.5
67.4;6;136.2;14.6;25.8
74.7;5.7;136.1;10.1;20.6
81.5;5.3;136;5.6;13
89.5;4.9;135.9;2.2;5.3
92.5;4.8;135.9;0.4;1
92.9;4.7;135.8;0;0
95.5;4.8;135.7;0;0
100.4;4.8;135.7;0;0
106;4.8;135.6;0;0
108.7;4.7;135.5;0;0
105.9;4.5;135.5;0;0
99.4;4.3;135.4;0;0
93.9;4.1;135.3;0;0
89.8;4.1;135.3;0;0
87.4;4.3;135.2;0;0
