2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
13;56.6;30.3;4.7;6.8;18.2;5.6;2.1;3.8;8.2;8.5
12.3;53.7;28.7;4.4;6.5;17.3;5.3;2;3.6;7.8;8.1
11.8;51.4;27.5;4.2;6.2;16.6;5.1;1.9;3.4;7.5;7.7
11.7;50.9;27.2;4.2;6.1;16.4;5;1.9;3.4;7.4;7.6
11.6;50.4;27;4.1;6.1;16.2;5;1.9;3.3;7.3;7.6
11.2;48.6;26;4;5.9;15.6;4.8;1.8;3.2;7.1;7.3
10.9;47.6;25.4;3.9;5.7;15.3;4.7;1.7;3.2;6.9;7.1
10.8;46.9;25;3.8;5.7;15.1;4.6;1.7;3.1;6.8;7
10.8;47;25.1;3.9;5.7;15.1;4.6;1.7;3.1;6.8;7.1
11.1;48.4;25.8;4;5.8;15.6;4.8;1.8;3.2;7;7.3
11.5;50.2;26.8;4.1;6;16.1;4.9;1.8;3.3;7.3;7.5
12.3;53.6;28.6;4.4;6.5;17.2;5.3;2;3.6;7.8;8.1
13;56.8;30.3;4.7;6.8;18.2;5.6;2.1;3.8;8.2;8.5
13.7;59.6;31.8;4.9;7.2;19.1;5.9;2.2;4;8.7;9
14;60.9;32.5;5;7.3;19.6;6;2.2;4;8.8;9.1
14.2;61.8;32.9;5.1;7.4;19.8;6.1;2.3;4.1;9;9.3
14.3;62.5;33.3;5.1;7.5;20.1;6.2;2.3;4.1;9.1;9.4
14.4;62.8;33.4;5.1;7.5;20.1;6.2;2.3;4.2;9.1;9.4
14.4;62.8;33.4;5.1;7.5;20.1;6.2;2.3;4.2;9.1;9.4
14.4;62.9;33.4;5.1;7.6;20.2;6.2;2.3;4.2;9.1;9.4
14.5;63.4;33.6;5.2;7.6;20.3;6.2;2.3;4.2;9.2;9.5
14.5;63;33.5;5.1;7.6;20.2;6.2;2.3;4.2;9.1;9.5
14.5;63.1;33.5;5.1;7.6;20.2;6.2;2.3;4.2;9.1;9.5
14.2;62;32.9;5.1;7.4;19.9;6.1;2.3;4.1;9;9.3
14.1;61.5;32.6;5;7.4;19.7;6;2.2;4.1;8.9;9.2
14;60.9;32.3;5;7.3;19.5;6;2.2;4;8.8;9.1
13.7;59.7;31.6;4.9;7.2;19.1;5.9;2.2;3.9;8.6;9
13.5;59;31.2;4.8;7.1;18.9;5.8;2.2;3.9;8.5;8.8
13.4;58.3;30.9;4.8;7;18.7;5.7;2.1;3.9;8.4;8.8
13.3;58.1;30.7;4.7;7;18.6;5.7;2.1;3.8;8.4;8.7
13.4;58.6;31;4.8;7;18.7;5.7;2.1;3.9;8.5;8.8
13.7;59.9;31.7;4.9;7.2;19.1;5.9;2.2;4;8.7;9
14.1;61.6;32.6;5;7.4;19.7;6;2.2;4.1;8.9;9.2
14.3;62.6;33.1;5.1;7.5;20;6.1;2.3;4.1;9.1;9.4
14.1;61.6;32.6;5;7.4;19.7;6;2.2;4.1;8.9;9.2
