2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
18.6;80.8;43.3;6.6;9.8;26;8;3;5.4;11.8;12.1
17.6;76.7;41;6.3;9.3;24.7;7.6;2.8;5.1;11.1;11.5
16.9;73.5;39.3;6;8.9;23.7;7.3;2.7;4.9;10.7;11
16.7;72.7;38.9;6;8.8;23.4;7.2;2.7;4.8;10.6;10.9
16.5;72.1;38.5;5.9;8.7;23.2;7.1;2.6;4.8;10.5;10.8
15.9;69.5;37.1;5.7;8.4;22.4;6.9;2.6;4.6;10.1;10.4
15.6;68;36.3;5.6;8.2;21.9;6.7;2.5;4.5;9.9;10.2
15.4;67;35.8;5.5;8.1;21.5;6.6;2.5;4.4;9.7;10.1
15.4;67.1;35.8;5.5;8.1;21.6;6.6;2.5;4.5;9.8;10.1
15.9;69.2;36.9;5.7;8.3;22.2;6.8;2.5;4.6;10;10.4
16.4;71.7;38.2;5.9;8.6;23;7.1;2.6;4.8;10.4;10.8
17.6;76.6;40.8;6.3;9.2;24.6;7.5;2.8;5.1;11.1;11.5
18.6;81.1;43.2;6.6;9.8;26.1;8;3;5.4;11.8;12.2
19.6;85.2;45.4;7;10.3;27.4;8.4;3.1;5.6;12.4;12.8
20;87.1;46.4;7.1;10.5;27.9;8.6;3.2;5.8;12.6;13.1
20.3;88.3;47;7.2;10.6;28.3;8.7;3.2;5.8;12.8;13.3
20.5;89.3;47.5;7.3;10.7;28.7;8.8;3.3;5.9;13;13.4
20.6;89.7;47.7;7.3;10.8;28.8;8.8;3.3;5.9;13;13.5
20.6;89.8;47.7;7.3;10.8;28.8;8.8;3.3;5.9;13;13.5
20.6;89.9;47.8;7.3;10.8;28.8;8.8;3.3;6;13;13.5
20.8;90.5;48.1;7.4;10.9;29;8.9;3.3;6;13.1;13.6
20.7;90;47.8;7.3;10.8;28.8;8.8;3.3;6;13;13.5
20.7;90.2;47.9;7.4;10.8;28.9;8.9;3.3;6;13.1;13.5
20.3;88.6;47;7.2;10.6;28.4;8.7;3.2;5.9;12.8;13.3
20.2;87.9;46.6;7.2;10.5;28.1;8.6;3.2;5.8;12.7;13.2
20;87.1;46.2;7.1;10.4;27.9;8.5;3.2;5.8;12.6;13.1
19.6;85.3;45.2;6.9;10.2;27.3;8.4;3.1;5.6;12.3;12.8
19.3;84.2;44.6;6.9;10.1;26.9;8.3;3.1;5.6;12.2;12.6
19.1;83.4;44.1;6.8;10;26.6;8.2;3;5.5;12.1;12.5
19;83;43.9;6.8;9.9;26.5;8.1;3;5.5;12;12.4
19.2;83.7;44.3;6.8;10;26.8;8.2;3.1;5.5;12.1;12.6
19.6;85.5;45.2;7;10.2;27.3;8.4;3.1;5.7;12.4;12.8
20.2;88;46.5;7.2;10.5;28.1;8.6;3.2;5.8;12.7;13.2
20.5;89.4;47.2;7.3;10.7;28.5;8.8;3.3;5.9;12.9;13.4
20.2;88;46.5;7.2;10.5;28.1;8.6;3.2;5.8;12.7;13.2
19.6;85.4;45.1;6.9;10.2;27.2;8.4;3.1;5.6;12.3;12.8
19;82.9;43.8;6.7;9.9;26.5;8.1;3;5.5;12;12.4
18.6;81.2;42.8;6.6;9.7;25.9;7.9;3;5.4;11.7;12.2
18.4;80.1;42.3;6.5;9.6;25.6;7.8;2.9;5.3;11.6;12
19.2;83.7;44.1;6.8;10;26.7;8.2;3;5.5;12.1;12.5
19.2;83.6;44;6.8;10;26.6;8.2;3;5.5;12.1;12.5
19;82.8;43.6;6.7;9.9;26.4;8.1;3;5.5;12;12.4
18.1;78.9;41.6;6.4;9.4;25.1;7.7;2.9;5.2;11.4;11.8
17.2;75;39.5;6.1;8.9;23.9;7.3;2.7;4.9;10.8;11.2
17;74.4;39.2;6;8.9;23.7;7.3;2.7;4.9;10.7;11.2
16.9;73.6;38.7;6;8.8;23.4;7.2;2.7;4.9;10.6;11
16.3;71.2;37.4;5.8;8.5;22.6;7;2.6;4.7;10.3;10.7
15.9;69.5;36.5;5.6;8.3;22.1;6.8;2.5;4.6;10;10.4
15.7;68.3;35.9;5.5;8.1;21.7;6.7;2.5;4.5;9.9;10.2
15.7;68.4;35.9;5.5;8.1;21.8;6.7;2.5;4.5;9.9;10.3
16;70;36.7;5.7;8.3;22.2;6.8;2.5;4.6;10.1;10.5
16.6;72.6;38.1;5.9;8.6;23.1;7.1;2.6;4.8;10.5;10.9
17.7;77.1;40.5;6.2;9.2;24.5;7.5;2.8;5.1;11.1;11.6
18.7;81.6;42.8;6.6;9.7;25.9;8;3;5.4;11.8;12.2
19.7;86;45.1;6.9;10.2;27.3;8.4;3.1;5.7;12.4;12.9
20.2;88.3;46.3;7.1;10.5;28;8.6;3.2;5.8;12.7;13.2
20.6;89.8;47.1;7.2;10.7;28.5;8.8;3.2;5.9;13;13.5
20.8;91;47.7;7.3;10.8;28.9;8.9;3.3;6;13.1;13.6
21;91.5;47.9;7.4;10.9;29;8.9;3.3;6;13.2;13.7
21;91.6;47.9;7.4;10.9;29.1;8.9;3.3;6;13.2;13.7
21;91.8;48;7.4;10.9;29.1;8.9;3.3;6;13.2;13.8
21.1;92.3;48.2;7.4;10.9;29.2;9;3.3;6.1;13.3;13.8
21.1;92.3;48.2;7.4;10.9;29.2;9;3.3;6.1;13.3;13.8
21.1;92.1;48.1;7.4;10.9;29.2;9;3.3;6.1;13.3;13.8
20.8;90.8;47.4;7.3;10.8;28.7;8.8;3.3;6;13.1;13.6
20.6;89.9;46.9;7.2;10.7;28.5;8.7;3.2;5.9;12.9;13.5
20.4;89.3;46.6;7.2;10.6;28.3;8.7;3.2;5.9;12.9;13.4
20;87.3;45.5;7;10.3;27.6;8.5;3.1;5.7;12.6;13.1
19.7;86.3;45;6.9;10.2;27.3;8.4;3.1;5.7;12.4;12.9
19.5;85.3;44.5;6.9;10.1;27;8.3;3.1;5.6;12.3;12.8
19.4;84.8;44.2;6.8;10;26.8;8.2;3.1;5.6;12.2;12.7
19.5;85.3;44.4;6.8;10.1;27;8.3;3.1;5.6;12.3;12.8
19.9;87.1;45.4;7;10.3;27.5;8.5;3.1;5.7;12.5;13.1
20.5;89.4;46.6;7.2;10.6;28.3;8.7;3.2;5.9;12.9;13.4
20.9;91.3;47.5;7.3;10.8;28.8;8.9;3.3;6;13.1;13.7
20.6;90.1;46.9;7.2;10.6;28.5;8.7;3.2;5.9;13;13.5
20;87.5;45.5;7;10.3;27.6;8.5;3.1;5.7;12.6;13.1
19.4;84.9;44.1;6.8;10;26.8;8.2;3.1;5.6;12.2;12.7
19;83.1;43.2;6.7;9.8;26.2;8.1;3;5.5;11.9;12.4
18.7;81.7;42.5;6.5;9.6;25.8;7.9;2.9;5.4;11.8;12.2
19.3;84.5;43.9;6.8;10;26.6;8.2;3;5.5;12.1;12.7
19.6;85.5;44.4;6.8;10.1;27;8.3;3.1;5.6;12.3;12.8
19.4;84.7;43.9;6.8;10;26.7;8.2;3;5.6;12.2;12.7
18.6;81.4;42.2;6.5;9.6;25.7;7.9;2.9;5.3;11.7;12.2
17.6;76.9;39.9;6.2;9.1;24.2;7.4;2.8;5;11.1;11.5
17.4;76.3;39.6;6.1;9;24;7.4;2.7;5;11;11.4
17.2;75.4;39.1;6;8.9;23.7;7.3;2.7;4.9;10.8;11.3
16.7;73.2;37.9;5.8;8.6;23.1;7.1;2.6;4.8;10.5;11
16.3;71.2;36.9;5.7;8.4;22.4;6.9;2.6;4.7;10.2;10.7
16;69.9;36.2;5.6;8.2;22;6.8;2.5;4.6;10;10.5
15.9;69.7;36.1;5.6;8.2;21.9;6.7;2.5;4.6;10;10.4
16.2;70.8;36.6;5.6;8.3;22.3;6.8;2.5;4.6;10.2;10.6
16.8;73.4;38;5.9;8.6;23.1;7.1;2.6;4.8;10.5;11
17.7;77.6;40.1;6.2;9.1;24.4;7.5;2.8;5.1;11.1;11.6
18.8;82.3;42.5;6.6;9.7;25.9;8;2.9;5.4;11.8;12.3
19.8;86.8;44.8;6.9;10.2;27.3;8.4;3.1;5.7;12.5;13
20.4;89.1;46;7.1;10.5;28;8.6;3.2;5.8;12.8;13.3
20.7;90.4;46.6;7.2;10.6;28.4;8.7;3.2;5.9;13;13.5
20.9;91.4;47.2;7.3;10.7;28.7;8.8;3.3;6;13.1;13.7
21;92.1;47.5;7.3;10.8;28.9;8.9;3.3;6;13.2;13.8
21.1;92.2;47.6;7.3;10.8;28.9;8.9;3.3;6;13.2;13.8
21.1;92.3;47.6;7.3;10.8;29;8.9;3.3;6;13.2;13.8
21.2;92.7;47.8;7.4;10.9;29.1;8.9;3.3;6.1;13.3;13.9
21.2;92.8;47.8;7.4;10.9;29.1;9;3.3;6.1;13.3;13.9
21.1;92.4;47.6;7.3;10.8;29;8.9;3.3;6.1;13.2;13.8
20.9;91.5;47.1;7.3;10.7;28.7;8.8;3.3;6;13.1;13.7
20.6;90.3;46.5;7.2;10.6;28.3;8.7;3.2;5.9;12.9;13.5
20.5;89.8;46.2;7.1;10.5;28.1;8.7;3.2;5.9;12.9;13.4
20;87.7;45.1;7;10.3;27.5;8.5;3.1;5.7;12.6;13.1
19.8;86.7;44.6;6.9;10.1;27.1;8.4;3.1;5.7;12.4;13
19.6;85.6;44;6.8;10;26.8;8.2;3.1;5.6;12.3;12.8
19.4;85;43.7;6.7;10;26.6;8.2;3;5.6;12.2;12.7
19.5;85.5;43.9;6.8;10;26.7;8.2;3;5.6;12.2;12.8
19.9;87.1;44.7;6.9;10.2;27.3;8.4;3.1;5.7;12.5;13
20.4;89.3;45.8;7.1;10.4;27.9;8.6;3.2;5.8;12.8;13.4
20.9;91.6;47;7.3;10.7;28.6;8.8;3.3;6;13.1;13.7
20.7;90.7;46.5;7.2;10.6;28.4;8.7;3.2;5.9;13;13.6
20.2;88.3;45.3;7;10.3;27.6;8.5;3.1;5.8;12.6;13.2
19.5;85.6;43.9;6.8;10;26.8;8.2;3;5.6;12.3;12.8
19.1;83.8;42.9;6.6;9.8;26.2;8.1;3;5.5;12;12.5
18.8;82.3;42.1;6.5;9.6;25.7;7.9;2.9;5.4;11.8;12.3
19.2;84.1;43.1;6.7;9.8;26.3;8.1;3;5.5;12;12.6
19.8;86.6;44.3;6.9;10.1;27;8.3;3.1;5.7;12.4;13
19.5;85.5;43.8;6.8;10;26.7;8.2;3;5.6;12.2;12.8
