2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.9;81.8;41.2;6.7;10;25.5;7.7;3.2;5.4;12;12.4
19.4;79.8;40.2;6.5;9.7;24.9;7.5;3.1;5.3;11.7;12.1
18.7;76.9;38.7;6.3;9.4;24;7.2;3;5.1;11.3;11.6
18.1;74.7;37.6;6.1;9.1;23.3;7;2.9;5;10.9;11.3
18.1;74.4;37.5;6.1;9.1;23.2;7;2.9;4.9;10.9;11.3
18;73.9;37.2;6.1;9;23;6.9;2.9;4.9;10.8;11.2
17.8;73.3;36.9;6;8.9;22.9;6.9;2.9;4.9;10.7;11.1
17.7;73;36.7;6;8.9;22.7;6.9;2.8;4.8;10.7;11
17.4;71.6;36;5.9;8.7;22.3;6.7;2.8;4.8;10.5;10.8
17;70;35.2;5.7;8.5;21.8;6.6;2.7;4.6;10.3;10.6
16.8;69.2;34.8;5.7;8.4;21.6;6.5;2.7;4.6;10.1;10.5
16.6;68.3;34.4;5.6;8.3;21.3;6.4;2.7;4.5;10;10.3
16.4;67.7;34.1;5.6;8.3;21.1;6.4;2.6;4.5;9.9;10.3
16.4;67.7;34.1;5.5;8.2;21.1;6.4;2.6;4.5;9.9;10.2
16.4;67.7;34.1;5.6;8.2;21.1;6.4;2.6;4.5;9.9;10.2
16.6;68.4;34.4;5.6;8.3;21.3;6.4;2.7;4.5;10;10.3
17;69.9;35.2;5.7;8.5;21.8;6.6;2.7;4.6;10.3;10.6
17.3;71.2;35.9;5.8;8.7;22.2;6.7;2.8;4.7;10.4;10.8
17.7;73;36.8;6;8.9;22.7;6.9;2.8;4.8;10.7;11.1
18.4;76;38.3;6.2;9.3;23.7;7.1;3;5;11.1;11.5
19.1;78.7;39.6;6.4;9.6;24.5;7.4;3.1;5.2;11.5;11.9
19.7;81.1;40.8;6.7;9.9;25.3;7.6;3.2;5.4;11.9;12.3
20.3;83.7;42.1;6.9;10.2;26.1;7.9;3.3;5.6;12.3;12.7
20.7;85.4;43;7;10.4;26.6;8;3.3;5.7;12.5;12.9
21;86.4;43.5;7.1;10.5;26.9;8.1;3.4;5.7;12.7;13.1
