2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.9;83;40.6;6.8;10;25.8;7.6;3.2;5.4;11.9;12.5
19.4;79.7;40.9;6.6;9.7;24.8;7.6;3.2;5.3;11.8;12.1
18.7;76.6;39.1;6.3;9.4;24.4;7.2;3;5.2;11.5;11.8
18.2;75.7;38.3;6.1;9.1;23.6;7.1;2.9;5;11.2;11.4
18.1;74.4;37.9;6;8.9;22.9;6.9;2.9;4.9;10.9;11.4
17.9;74.5;37.2;6;9;23.2;7;2.9;4.9;10.8;11.1
17.8;73;37.8;6;9.1;23;6.9;2.9;4.9;10.7;11.4
17.6;73.1;37;5.9;9;22.8;7;2.9;4.9;10.7;11
17.5;73.4;36.5;5.9;8.8;22.4;6.8;2.8;4.7;10.5;10.9
17.2;70.6;34.8;5.7;8.6;21.8;6.5;2.7;4.7;10.4;10.6
16.9;70.7;35.1;5.6;8.5;21.6;6.5;2.7;4.7;10.2;10.5
16.8;68.6;33.7;5.6;8.3;21.1;6.4;2.7;4.6;10.1;10.3
16.4;68.2;34.2;5.5;8.2;21.1;6.3;2.6;4.5;9.9;10.5
16.3;67.9;34;5.5;8.2;21;6.2;2.6;4.5;9.9;10.4
16.6;69.2;34;5.5;8.1;20.9;6.2;2.6;4.5;9.9;10.6
16.7;69.2;34.4;5.6;8.4;21;6.3;2.6;4.5;9.9;10.5
17.1;68.2;35.1;5.8;8.6;21.6;6.5;2.7;4.6;10;10.3
16.9;70.4;35.6;5.7;8.6;22.5;6.7;2.8;4.7;10.4;10.8
17.4;73.4;36.1;6;8.9;22.6;6.9;2.8;4.8;10.8;10.9
18.4;75.6;37.7;6.2;9.2;23;7;3;5;10.9;11.3
19.1;78.2;39.3;6.4;9.6;24.2;7.2;3;5.1;11.4;11.9
19.4;79.1;40.7;6.7;9.8;25.2;7.7;3.1;5.4;11.8;11.9
19.8;83.7;42;6.7;10;25.9;7.7;3.2;5.5;12.3;12.7
20.5;84.9;43.6;6.9;10.1;26.5;8.1;3.3;5.6;12.3;12.9
20.6;86.6;43.8;7;10.3;26.7;8;3.4;5.7;12.7;13
21;87.4;44.2;7.1;10.6;26.6;8.3;3.4;5.8;12.7;13.1
21.3;87.2;44.2;7.3;10.5;26.8;8.2;3.5;5.8;12.8;13.3
21.2;88.2;45.2;7.2;10.7;27.6;8.2;3.4;5.8;12.9;13.4
21.7;87.4;44.7;7.4;11;27.7;8.4;3.5;5.9;12.8;13.6
21.5;90.2;45.2;7.4;10.9;27.8;8.5;3.5;5.9;13;13.5
21.4;88.3;44.6;7.4;10.6;27.8;8.4;3.4;6;13.2;13.7
21.7;88.7;44.8;7.3;11;27.5;8.4;3.4;6;13;13.5
21.7;89.4;45;7.4;10.7;27.6;8.6;3.5;6;13;13.6
21.4;88.2;44.9;7.4;10.7;28;8.4;3.5;5.9;13.3;13.5
21.8;90.7;44.9;7.3;10.9;28.2;8.3;3.5;6;13.3;13.6
21.7;87.7;45.5;7.4;10.8;28.1;8.4;3.5;6;13.1;13.7
21.9;89.4;44.9;7.4;10.9;28.1;8.5;3.5;6;13;13.7
21.9;89.8;45.2;7.3;10.9;28;8.4;3.4;5.9;13.2;13.5
21.7;91.4;45.9;7.3;10.8;27.6;8.5;3.5;5.9;12.9;13.4
22.2;90.2;44.5;7.4;11.1;27.9;8.3;3.4;6;13.1;13.6
21.7;88.9;44.7;7.2;10.8;27.1;8.3;3.4;5.9;13.1;13.3
21.2;86;43.8;7.2;10.5;27.3;8.4;3.4;5.8;12.9;13.3
21.1;88.5;44.3;7.2;10.7;26.9;8.2;3.4;5.9;12.9;13.3
21.5;87.7;43.6;7.1;10.6;27.4;8.2;3.4;5.8;12.9;13.3
21;87.1;42.8;7.1;10.5;26.7;8.2;3.4;5.6;13;12.9
