2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.4;84.6;41.5;6.8;9.9;26;7.8;3;5.3;11.6;13.1
18.9;82.4;40.4;6.7;9.7;25.4;7.6;3;5.1;11.3;12.8
18.2;79.4;39;6.4;9.3;24.4;7.3;2.9;4.9;10.9;12.3
17.7;77.2;37.9;6.2;9.1;23.7;7.1;2.8;4.8;10.6;11.9
17.7;76.9;37.7;6.2;9;23.7;7;2.8;4.8;10.6;11.9
17.5;76.4;37.4;6.2;9;23.5;7;2.7;4.7;10.5;11.8
17.4;75.7;37.1;6.1;8.9;23.3;6.9;2.7;4.7;10.4;11.7
17.3;75.3;36.9;6.1;8.8;23.2;6.9;2.7;4.7;10.3;11.7
17;73.9;36.2;6;8.7;22.7;6.8;2.7;4.6;10.1;11.4
16.6;72.3;35.5;5.8;8.5;22.2;6.6;2.6;4.5;9.9;11.2
16.4;71.5;35;5.8;8.4;22;6.5;2.6;4.4;9.8;11.1
16.2;70.6;34.6;5.7;8.3;21.7;6.5;2.5;4.4;9.7;10.9
16.1;69.9;34.3;5.6;8.2;21.5;6.4;2.5;4.3;9.6;10.8
16.1;69.9;34.3;5.6;8.2;21.5;6.4;2.5;4.3;9.6;10.8
16.1;70;34.3;5.6;8.2;21.5;6.4;2.5;4.3;9.6;10.8
16.2;70.6;34.6;5.7;8.3;21.7;6.5;2.5;4.4;9.7;10.9
16.6;72.2;35.4;5.8;8.5;22.2;6.6;2.6;4.5;9.9;11.2
16.9;73.6;36.1;5.9;8.6;22.6;6.7;2.6;4.6;10.1;11.4
17.3;75.4;36.9;6.1;8.8;23.2;6.9;2.7;4.7;10.3;11.6
18;78.3;38.4;6.3;9.2;24.1;7.2;2.8;4.9;10.7;12.1
18.6;80.9;39.6;6.5;9.5;24.9;7.4;2.9;5;11.1;12.5
19.1;83.3;40.9;6.7;9.8;25.6;7.6;3;5.2;11.4;12.9
