2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.9;58.5;29.8;4.7;7;18.9;6;2.2;3.8;8.3;9.2
12.3;55.8;28.3;4.5;6.6;18;5.6;2.1;3.7;8.1;8.8
11.7;53.6;27.1;4.1;6.3;17;5.3;2;3.5;7.7;8.4
11.6;52.9;26.7;4.2;6.3;16.9;5.3;1.9;3.5;7.5;8.4
11.5;50.6;26;4.2;6.3;16.7;5.2;1.9;3.4;7.6;8.2
11;50.3;25.5;4;6;16;5;1.9;3.3;7.3;8
10.6;48.5;24.7;3.8;5.9;15.7;5;1.8;3.2;7.1;7.7
10.6;48.2;24;3.8;5.8;15.4;4.9;1.8;3.1;6.9;7.6
10.5;47.6;24.1;3.8;5.8;15.6;4.9;1.8;3.2;7;7.6
10.8;48;24.5;3.8;5.8;15.6;4.9;1.9;3.2;7.1;7.8
11.2;50.5;25.5;4;6.1;16.5;5.1;1.9;3.3;7.3;7.8
12;53.5;27.3;4.3;6.4;17.3;5.4;2.1;3.4;7.7;8.4
12.7;55.8;28.2;4.5;6.8;18;5.7;2.1;3.6;8;9
13;60.2;30.3;4.8;7.3;19.1;6;2.3;3.9;8.4;9.4
13.3;60.2;30.7;4.9;7.2;19.4;6.1;2.3;4;8.7;9.5
13.8;61.6;30.7;4.9;7.3;19.9;6.3;2.4;4.1;8.8;9.9
14;62;31.5;4.9;7.5;20.5;6.3;2.4;4.1;8.9;9.9
13.9;64.2;31.2;5.1;7.7;20.2;6.2;2.4;4.1;9;9.8
14.1;62.6;31.4;5.1;7.6;20.5;6.3;2.4;4.1;9.1;9.9
13.9;63;31.6;5;7.5;20.4;6.4;2.4;4.1;9.1;9.9
13.8;62.6;31.7;5;7.6;20;6.5;2.4;4.2;9.2;10
13.9;63.9;32.4;5;7.6;20.1;6.5;2.4;4.1;9.2;9.8
14;63.3;31.5;5.1;7.7;20.3;6.4;2.4;4.1;9.2;9.9
13.8;62.4;31.6;4.9;7.5;19.7;6.3;2.4;4.1;9;9.8
13.4;61.6;30.8;4.9;7.4;20.1;6.2;2.3;4.1;8.9;9.6
13.2;61.3;29.9;4.9;7.3;19.4;6.2;2.3;3.9;8.7;9.7
12.8;58.4;29.9;4.7;7.2;18.8;6;2.2;3.9;8.6;9.2
12.9;58.1;29.2;4.6;7;18.8;5.9;2.2;3.8;8.6;9.2
12.9;57.9;28.9;4.6;6.9;18.5;5.8;2.2;3.7;8.4;9.1
12.3;57.4;28.8;4.5;6.9;18.1;5.8;2.2;3.7;8.3;9.1
12.8;58.1;29.6;4.6;7;18.6;5.8;2.2;3.8;8.4;9
13;58.7;29.7;4.6;7.1;18.6;6;2.2;3.9;8.7;9.2
13.3;61.3;29.8;4.8;7.2;19.7;6.1;2.2;4;8.7;9.5
13.7;60.9;30.3;4.9;7.3;19.8;6.2;2.3;4;8.9;9.6
13.5;60.9;30.6;4.7;7.4;19.7;6.2;2.3;3.9;8.7;9.4
13.2;58.9;29.8;4.7;7.1;18.8;6;2.2;3.8;8.6;9.2
12.7;56;29.2;4.5;6.9;18.5;5.8;2.2;3.7;8.5;9
12.4;55.6;28.5;4.5;6.7;18.1;5.6;2.1;3.7;8.1;8.7
12.2;55.7;27.9;4.4;6.6;17.8;5.6;2.1;3.7;8.2;8.7
12.7;57.5;28.5;4.5;6.9;18.4;5.9;2.2;3.8;8.4;9.1
12.8;57.5;29.2;4.6;7;19;5.9;2.2;3.8;8.5;9
12.9;58.4;29.2;4.6;6.9;18.8;6;2.2;3.7;8.4;9.3
12.2;55.5;27.9;4.4;6.7;17.6;5.5;2.1;3.7;8;8.6
11.5;50.5;26.3;4.2;6.2;16.6;5.4;2;3.4;7.5;8.3
11.3;51.7;25.9;4.1;6.2;16.6;5.2;2;3.3;7.5;8.3
11.2;49.5;25.5;4;6.2;16.3;5.1;1.9;3.3;7.4;8
10.8;47.9;24.5;4;5.9;15.6;5;1.9;3.2;7.2;7.8
10.6;47.3;24;3.7;5.6;14.9;4.8;1.8;3.2;6.9;7.5
10.1;45.4;23;3.6;5.5;14.9;4.6;1.7;3;6.7;7.1
10.1;45.3;22.8;3.7;5.5;14.9;4.5;1.7;3;6.8;7.2
10.2;45.8;22.9;3.6;5.5;14.8;4.6;1.7;3;6.6;7.3
10.2;46.1;23.7;3.7;5.5;14.9;4.7;1.7;3.1;6.8;7.3
10.6;47;23.3;3.7;5.6;15.2;4.7;1.8;3.1;6.9;7.3
10.8;48;24.3;3.9;5.8;15.2;4.9;1.8;3.2;7;7.5
11;48.8;25.1;3.9;6;15.9;4.9;1.9;3.2;7.1;7.7
11.1;50.7;25.3;4;6.1;16.3;5;1.9;3.3;7.3;7.9
11.5;51.2;26.4;4.2;6.3;16.7;5.2;2;3.4;7.8;8.2
11.8;52.1;26.9;4.2;6.6;17.2;5.4;2;3.6;7.9;8.3
12.3;54.8;27.1;4.5;6.6;17.7;5.6;2.1;3.7;8;8.6
12.4;55.4;27.5;4.5;6.7;17.8;5.7;2.1;3.7;8.1;8.7
12.1;54.8;28.3;4.4;6.8;18;5.6;2.1;3.6;8.3;8.8
12.6;55.5;28;4.5;6.7;18.1;5.7;2.1;3.7;8.1;8.7
12.8;55.2;28.3;4.5;6.7;18.3;5.8;2.2;3.7;8.2;8.8
12.7;57.1;28.7;4.6;7;18.4;5.9;2.2;3.8;8.4;9.1
12.5;55.9;28.1;4.5;6.9;18.2;5.7;2.2;3.7;8.4;8.9
12.3;54.5;27.5;4.4;6.8;17.8;5.6;2.1;3.7;7.8;8.7
11.9;54;26.8;4.3;6.5;17.5;5.6;2.1;3.5;7.9;8.6
11.8;52;26.6;4.1;6.2;17.1;5.3;2;3.5;7.6;8.4
11.4;51.8;26;4.1;6.4;16.3;5.2;1.9;3.5;7.7;8.2
11.3;51.1;25.1;4.1;6.2;16.7;5.1;1.9;3.4;7.3;7.9
11.2;51.4;25.1;4.1;6.1;16.5;5.2;1.9;3.3;7.4;8.1
11.3;50.9;25.8;4;6.1;16.4;5.3;2;3.3;7.5;8
11.7;52.4;26.9;4.1;6.4;16.7;5.3;2;3.4;7.7;8
12.2;53.7;27.2;4.3;6.5;17.2;5.6;2.1;3.5;7.9;8.6
12.3;54.6;27.3;4.4;6.6;17.8;5.6;2.1;3.6;8.1;8.4
12;56.2;27.9;4.4;6.7;17.8;5.8;2;3.7;8;8.7
12.1;54;27;4.3;6.5;17.3;5.4;2;3.6;7.9;8.5
11.7;52.4;26.2;4.2;6.4;16.9;5.4;2;3.5;7.8;8.3
11.5;52.4;26;4.2;6.3;16.8;5.2;2;3.4;7.7;8.2
11.5;51.2;26;4.1;6.3;16.9;5.3;2;3.4;7.5;8.2
11.7;52.5;26.9;4.3;6.5;17.4;5.5;2.1;3.5;7.9;8.5
12.3;55.2;27.9;4.5;6.7;18;5.8;2.1;3.7;8.1;8.9
12.1;55.1;27.8;4.5;6.7;17.6;5.7;2.1;3.6;8.1;8.7
11.8;52.7;26.7;4.3;6.5;17.3;5.5;2.1;3.5;7.8;8.5
11.1;49.7;25.5;4;6.1;16.1;5.1;1.9;3.3;7.5;7.9
11;48.9;25.1;3.9;6;16.2;5.1;1.9;3.3;7.3;7.7
10.7;48.2;24.5;3.9;5.9;16;5;1.9;3.2;7.1;7.5
10.4;46;24;3.8;5.7;14.9;4.8;1.8;3.1;6.8;7.5
10;45;22.7;3.6;5.5;14.5;4.7;1.7;3;6.6;7.1
9.8;43.7;22.4;3.5;5.3;14.1;4.4;1.7;3;6.5;6.8
9.7;43.1;21.8;3.5;5.2;14;4.4;1.7;2.9;6.4;6.8
9.6;42;21.3;3.5;5.2;13.8;4.3;1.6;2.9;6.3;6.7
9.4;42.9;21.4;3.4;5.3;13.8;4.4;1.7;2.9;6.4;6.8
9.8;42.9;21.6;3.4;5.3;13.9;4.5;1.7;2.9;6.3;6.8
9.6;43.5;21.5;3.4;5.3;14.3;4.4;1.7;2.9;6.3;6.7
9.8;44.3;22.5;3.6;5.3;14.1;4.6;1.7;2.9;6.5;7
10;44.4;22.3;3.6;5.4;14.7;4.6;1.7;3;6.6;7.2
10.1;45.4;23;3.7;5.6;15.1;4.8;1.8;3;6.7;7.2
10.4;47;24;3.8;5.8;15.5;4.9;1.8;3.2;6.9;7.6
10.9;49.3;24.6;3.9;5.9;15.7;5.1;1.9;3.3;7.2;7.8
11.2;50.2;25.4;4.1;6.2;16.5;5.1;1.9;3.3;7.3;8
11.4;50.9;25.8;4.1;6.2;16.9;5.3;2;3.4;7.6;7.9
11.5;52.2;25.8;4.2;6.3;16.7;5.3;2;3.5;7.6;8.2
11.6;53.2;26.2;4.2;6.5;17.2;5.3;2;3.5;7.8;8.2
12.2;54.4;27.1;4.2;6.3;17.3;5.4;2.1;3.5;7.9;8.4
11.7;52.8;26.4;4.2;6.4;17;5.4;2;3.5;7.7;8.3
11.4;50.6;25.4;4.1;6.2;16.5;5.2;1.9;3.3;7.4;8.2
11.1;49.8;24.9;4;6.1;16.3;5.1;1.9;3.3;7.3;7.8
10.6;48.9;24.4;3.9;5.9;15.5;4.8;1.9;3.2;7;7.6
10.6;47.4;23.6;3.8;5.8;15.3;4.8;1.8;3.1;7;7.5
10.5;46.7;23.6;3.7;5.7;15.2;4.8;1.8;3.1;6.9;7.2
10.5;46.6;22.8;3.8;5.6;15;4.7;1.8;3.1;6.8;7.2
10.4;47.2;23.7;3.7;5.7;15;4.7;1.8;3.2;6.9;7.6
