2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.2;54.7;27.7;4;6.1;17.1;5.4;2;3.5;7.9;9
12.3;53.1;27.2;4;6;16.7;5.2;1.9;3.4;7.7;8.9
11.8;50.9;27;3.8;5.8;16.2;5.2;1.8;3.4;7.4;8.6
11.5;49.4;25.9;3.7;5.6;15.4;4.9;1.8;3.2;7.2;8.2
11.1;49.6;25.7;3.7;5.6;15.8;4.8;1.8;3.2;7.1;8.1
11.2;48.8;25.5;3.7;5.5;15.4;4.7;1.8;3.3;7.1;8.1
11;47.7;25.1;3.7;5.5;15.3;4.8;1.8;3.2;7.1;8
11;48.7;25.1;3.6;5.6;15.1;4.8;1.7;3.2;7;8.1
10.7;47.5;24.8;3.6;5.3;14.6;4.7;1.7;3.2;6.8;7.9
10.5;46.3;23.9;3.4;5.2;14.5;4.7;1.7;3;6.6;7.7
10.4;45;23.4;3.4;5.2;14.3;4.6;1.7;3.1;6.6;7.6
10.3;44.3;23.3;3.3;5.1;14.3;4.5;1.7;2.9;6.5;7.3
10.2;44;23.1;3.3;5;13.9;4.4;1.6;2.9;6.5;7.3
10.2;44.6;23.4;3.3;5;14.1;4.5;1.6;2.9;6.5;7.5
10.1;45;23.2;3.4;5.1;14.1;4.5;1.6;2.9;6.5;7.5
10.3;45.6;23.7;3.4;5.1;14.3;4.6;1.6;3;6.5;7.6
10.6;46;24.1;3.5;5.2;14.5;4.7;1.7;3.1;6.8;7.6
10.8;47.4;24.5;3.6;5.4;14.9;4.7;1.7;3.1;6.9;7.8
11;49.6;25.5;3.6;5.5;15.4;4.9;1.8;3.3;7.1;8.2
11.7;50;26.2;3.8;5.8;15.8;5.1;1.9;3.4;7.3;8.4
12.1;52.6;27.5;4;5.9;16.9;5.3;1.9;3.4;7.6;8.7
12.5;53.7;28.9;4;6.2;17;5.5;2;3.6;7.8;9
12.7;56.7;29.1;4.2;6.3;17.6;5.6;2.1;3.8;8.2;9.2
13.2;58.2;29.8;4.3;6.5;18.3;5.7;2.1;3.8;8.3;9.7
13.3;59.8;30.5;4.4;6.6;18.4;5.9;2.1;3.8;8.5;9.7
13.6;59.5;31.1;4.4;6.7;18.7;5.9;2.2;3.9;8.5;9.8
13.8;59.3;31.4;4.5;6.8;18.8;5.9;2.2;3.9;8.7;10.2
14;60.5;31.4;4.6;6.9;19;5.8;2.2;3.9;8.6;9.9
14;61;31.4;4.5;6.9;19.1;6.1;2.2;4.1;8.8;10.1
14.1;62.8;32.3;4.6;6.9;19.5;6;2.2;4.1;9;10.3
14.1;60.8;31.6;4.7;7;19.8;6.1;2.3;4.1;9;10.2
14.1;62.8;32.2;4.6;6.9;19.3;6.2;2.3;4;8.9;10.3
14.1;60.8;32.2;4.6;7.1;19.5;6.1;2.2;4.1;8.8;10.3
13.8;62.4;32.5;4.6;7.1;19.3;6.2;2.3;4.1;8.9;10.3
14;61.4;32;4.7;7;19.7;6.2;2.3;4;9.1;10.3
14.2;62.6;31.9;4.7;7;19.2;6.2;2.3;4.1;9.1;10.5
14.2;62.7;32.9;4.8;7.1;19.5;6.3;2.3;4.1;9;10.4
14.3;62.9;32.1;4.6;7;19.7;6.2;2.3;4.1;8.9;10.3
14.4;63.6;32.1;4.6;7;19.5;6.2;2.3;4.1;9.1;10.4
