2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
13;52.3;27.7;4.7;6.9;17.5;5.1;2.1;3.4;7.9;9.2
12.7;51;27.1;4.6;6.7;17;5;2.1;3.4;7.7;8.9
12.2;49.1;26.1;4.4;6.5;16.4;4.8;2;3.2;7.5;8.6
11.9;47.7;25.3;4.3;6.3;15.9;4.7;1.9;3.1;7.2;8.4
11.8;47.5;25.2;4.3;6.3;15.8;4.7;1.9;3.1;7.2;8.3
11.7;47;25;4.2;6.2;15.7;4.6;1.9;3.1;7.1;8.2
11.6;46.4;24.7;4.2;6.1;15.5;4.6;1.9;3.1;7.1;8.1
11.4;46;24.4;4.1;6.1;15.4;4.5;1.9;3;7;8.1
11.2;44.9;23.9;4;5.9;15;4.4;1.8;3;6.8;7.9
10.9;43.8;23.2;3.9;5.8;14.6;4.3;1.8;2.9;6.6;7.7
10.7;43.1;22.9;3.9;5.7;14.4;4.2;1.8;2.8;6.5;7.6
10.5;42.3;22.5;3.8;5.6;14.1;4.2;1.7;2.8;6.4;7.4
10.4;41.7;22.1;3.7;5.5;13.9;4.1;1.7;2.7;6.3;7.3
10.3;41.4;22;3.7;5.5;13.8;4.1;1.7;2.7;6.3;7.3
10.2;41.1;21.8;3.7;5.4;13.7;4;1.7;2.7;6.2;7.2
10.2;41;21.8;3.7;5.4;13.7;4;1.7;2.7;6.2;7.2
10.2;41.1;21.8;3.7;5.4;13.7;4.1;1.7;2.7;6.2;7.2
10.3;41.2;21.9;3.7;5.4;13.7;4.1;1.7;2.7;6.3;7.2
10.3;41.3;21.9;3.7;5.4;13.8;4.1;1.7;2.7;6.3;7.2
10.3;41.6;22.1;3.7;5.5;13.9;4.1;1.7;2.7;6.3;7.3
10.4;41.7;22.1;3.7;5.5;13.9;4.1;1.7;2.7;6.3;7.3
10.4;41.8;22.2;3.8;5.5;14;4.1;1.7;2.8;6.4;7.3
10.5;42.2;22.4;3.8;5.6;14.1;4.2;1.7;2.8;6.4;7.4
10.6;42.6;22.6;3.8;5.6;14.2;4.2;1.7;2.8;6.5;7.5
10.7;43;22.9;3.9;5.7;14.4;4.2;1.7;2.8;6.5;7.6
10.9;43.7;23.2;3.9;5.8;14.6;4.3;1.8;2.9;6.6;7.7
11.1;44.5;23.7;4;5.9;14.9;4.4;1.8;2.9;6.8;7.8
11.3;45.4;24.1;4.1;6;15.2;4.5;1.8;3;6.9;8
11.5;46.4;24.6;4.2;6.1;15.5;4.6;1.9;3.1;7;8.1
11.7;47.2;25;4.2;6.2;15.7;4.6;1.9;3.1;7.2;8.3
11.9;47.8;25.4;4.3;6.3;16;4.7;1.9;3.1;7.3;8.4
12;48.4;25.7;4.4;6.4;16.1;4.8;2;3.2;7.3;8.5
12.1;48.8;25.9;4.4;6.4;16.3;4.8;2;3.2;7.4;8.6
12.2;49.1;26.1;4.4;6.5;16.4;4.8;2;3.2;7.5;8.6
12.3;49.6;26.3;4.5;6.5;16.5;4.9;2;3.3;7.5;8.7
12.4;50;26.5;4.5;6.6;16.7;4.9;2;3.3;7.6;8.8
12.5;50.4;26.8;4.5;6.7;16.8;5;2;3.3;7.6;8.9
12.7;50.9;27;4.6;6.7;17;5;2.1;3.3;7.7;8.9
12.8;51.5;27.4;4.6;6.8;17.2;5.1;2.1;3.4;7.8;9
12.8;51.4;27.3;4.6;6.8;17.2;5.1;2.1;3.4;7.8;9
12.5;50.1;26.6;4.5;6.6;16.7;4.9;2;3.3;7.6;8.8
12.2;48.8;25.9;4.4;6.4;16.3;4.8;2;3.2;7.4;8.6
12;48;25.5;4.3;6.3;16;4.7;2;3.2;7.3;8.4
11.8;47.6;25.3;4.3;6.3;15.9;4.7;1.9;3.1;7.2;8.4
11.6;46.8;24.9;4.2;6.2;15.6;4.6;1.9;3.1;7.1;8.2
11.4;46;24.4;4.1;6.1;15.3;4.5;1.9;3;7;8.1
11.4;45.7;24.3;4.1;6;15.2;4.5;1.9;3;6.9;8
11.2;45.2;24;4.1;6;15.1;4.4;1.8;3;6.9;7.9
11.1;44.8;23.8;4;5.9;14.9;4.4;1.8;2.9;6.8;7.9
