2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
18.6;74.7;39.6;6.7;9.8;24.9;7.4;3;4.9;11.3;13.1
18.1;72.9;38.7;6.5;9.6;24.3;7.2;3;4.8;11.1;12.8
17.5;70.2;37.3;6.3;9.2;23.4;6.9;2.9;4.6;10.7;12.3
17;68.2;36.2;6.1;9;22.8;6.7;2.8;4.5;10.4;11.9
16.9;67.8;36;6.1;8.9;22.6;6.7;2.8;4.5;10.3;11.9
16.7;67.1;35.6;6;8.8;22.4;6.6;2.7;4.4;10.2;11.8
16.5;66.4;35.2;6;8.7;22.2;6.5;2.7;4.4;10.1;11.6
16.4;65.7;34.9;5.9;8.7;21.9;6.5;2.7;4.3;10;11.5
16;64.2;34.1;5.8;8.5;21.4;6.3;2.6;4.2;9.7;11.3
15.6;62.5;33.2;5.6;8.2;20.9;6.2;2.5;4.1;9.5;11
15.3;61.5;32.7;5.5;8.1;20.5;6.1;2.5;4.1;9.3;10.8
15;60.5;32.1;5.4;8;20.2;6;2.5;4;9.2;10.6
14.8;59.6;31.6;5.4;7.9;19.9;5.9;2.4;3.9;9;10.4
14.7;59.1;31.4;5.3;7.8;19.7;5.8;2.4;3.9;9;10.4
14.6;58.7;31.2;5.3;7.7;19.6;5.8;2.4;3.9;8.9;10.3
14.6;58.5;31.1;5.3;7.7;19.5;5.8;2.4;3.9;8.9;10.3
14.6;58.8;31.2;5.3;7.8;19.6;5.8;2.4;3.9;8.9;10.3
14.6;58.9;31.2;5.3;7.8;19.6;5.8;2.4;3.9;8.9;10.3
14.7;59;31.3;5.3;7.8;19.7;5.8;2.4;3.9;9;10.3
14.8;59.4;31.5;5.3;7.8;19.8;5.8;2.4;3.9;9;10.4
14.8;59.6;31.6;5.4;7.9;19.9;5.9;2.4;3.9;9;10.4
14.9;59.8;31.7;5.4;7.9;19.9;5.9;2.4;3.9;9.1;10.5
15;60.3;32;5.4;8;20.1;5.9;2.5;4;9.2;10.6
