1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
83.2;35.4;97.4;0;0
76.2;37;97.6;0;0
67.1;38.3;97.7;0;0
60;39.4;97.8;0;0
58.1;40.1;98;0;0
55.7;40.5;98.1;0;0
53.4;40.4;98.2;0;0
51.8;40;98.4;0;0
47.9;39.3;98.5;0;0
43.8;38.5;98.6;0;0
41.5;37.7;98.7;0;0
39;37;98.9;0;0
36.8;36.5;99;0;0
35.5;36.3;99.1;0;0
34.1;36.4;99.3;0;0
33.3;36.6;99.4;0;0
33.6;36.9;99.5;0;0
33.3;37.3;99.7;0;0
33.2;37.6;99.8;0;0
33.9;37.9;99.9;0;0
34.1;38.1;100;0;0
34.3;38.3;100.2;0.1;0.1
34.6;38.3;100.3;0.5;0.8
33.7;38.1;100.4;1.5;2.2
31.7;37.8;100.6;3.3;4.5
29.3;37.4;100.7;5.7;7.7
26.7;36.9;100.8;8.5;11.1
24.6;36.5;101;11.3;14.4
23.4;36.1;101.1;13.8;17.3
22.1;36;101.2;16.1;19.6
21;36.1;101.3;17.8;21.3
20.5;36.5;101.5;19.1;22.5
19.7;37.1;101.6;20;23.2
19.3;37.9;101.7;20.6;23.5
19.6;38.8;101.9;20.9;23.6
20.4;39.6;102;21;23.5
21.7;40.3;102.1;20.8;23.2
23.7;40.9;102.3;20.5;22.9
26.7;41.2;102.4;20;22.4
27.4;41.5;102.5;19.3;21.7
23.6;41.6;102.7;18.2;20.7
21.1;41.7;102.8;16.8;19.4
21.4;41.7;102.9;14.9;17.5
24.2;41.7;103.1;12.7;15.1
26.2;41.6;103.2;10.1;12.2
28.8;41.5;103.4;7.3;9
33.3;41.3;103.5;4.6;5.9
36.6;41.1;103.6;2.3;3
38.4;40.9;103.7;0.8;1
39.3;40.7;103.9;0.1;0.1
39.2;40.4;104;0;0
39.9;40.1;104.1;0;0
42.4;39.8;104.2;0;0
46;39.4;104.3;0;0
50.3;39.1;104.4;0;0
54.9;38.7;104.5;0;0
60.3;38.4;104.5;0;0
64.9;38.2;104.6;0;0
67.3;38.1;104.7;0;0
68.2;38.1;104.8;0;0
67.5;38.4;104.9;0;0
65.1;39;105;0;0
