1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
96.8;5.8;130.7;0;0
90.7;5.9;130.7;0;0
82.2;6.2;130.7;0;0
75.6;6.6;130.7;0;0
74.4;7;130.7;0;0
72.4;7.4;130.7;0;0
70.2;7.7;130.7;0;0
69;7.9;130.8;0;0
65.1;7.9;130.8;0;0
60.7;7.8;130.8;0;0
58.5;7.7;130.8;0;0
56.2;7.5;130.8;0;0
54.5;7.5;130.8;0;0
54.4;7.5;130.8;0;0
54.5;7.6;130.8;0;0
56;7.7;130.8;0;0
60.2;7.9;130.8;0;0
63.6;8.1;130.8;0;0
68.3;8.4;130.8;0;0
76;8.7;130.8;0;0
82.8;9.1;130.8;0;0
88.9;9.5;130.8;0.1;0.1
94.5;9.8;130.8;0.8;0.6
96.7;10.3;130.8;2.1;1.4
95.8;10.7;130.8;4.3;2.7
93;11.1;130.8;7.1;4.5
89.4;11.5;130.8;10.1;6.5
86;11.9;130.8;12.8;8.7
83.2;12.3;130.8;15;10.9
79.9;12.6;130.8;16.8;13
76.4;12.8;130.8;18.1;15.2
73.2;13;130.9;19;17.2
70.7;13.2;130.9;19.6;19.1
69;13.4;130.9;19.7;20.6
68.5;13.6;130.9;19.3;21.6
68.9;13.9;130.9;18.8;22.3
68.9;14.3;130.9;18;22.5
67.7;14.9;130.9;17.2;22.4
69;15.6;130.9;16.2;21.9
70.2;16.4;130.9;15;20.8
68.6;17.3;130.9;13.6;19.1
68.7;18.2;130.9;11.9;16.9
70.9;19;130.9;10.1;14.4
74;19.8;130.9;8.2;11.5
74.9;20.6;130.9;6.3;8.7
75.2;21.2;130.9;4.5;5.9
77;21.8;130.9;2.8;3.6
77.6;22.3;130.9;1.4;1.7
77.1;22.8;130.9;0.5;0.5
75.9;23.2;130.9;0;0
74.6;23.6;130.9;0;0
74.1;24;130.9;0;0
75;24.4;130.9;0;0
77.1;24.8;130.9;0;0
79.5;25.3;130.9;0;0
81.5;25.8;131;0;0
84.4;26.3;131;0;0
86.4;27;131;0;0
85.1;27.8;131;0;0
82.6;28.8;131;0;0
78.6;30;131;0;0
73;31.5;131;0;0
67.8;33;131;0;0
63.3;34.6;131;0;0
59.4;36.1;131;0;0
55.9;37.3;131;0;0
53.6;38.1;131;0;0
54.2;38.4;131;0;0
61.4;38.3;131;0;0
67.3;38.1;131;0;0
64.8;37.7;131;0;0
63.7;37.4;131;0;0
61.7;37.3;131;0;0
55.3;37.5;131;0;0
46.3;37.8;131;0;0
39.2;38.3;131;0;0
37.5;38.7;131;0;0
35.2;39.1;131;0;0
32.8;39.2;131;0;0
31.2;39.2;131.1;0;0
27;38.9;131.1;0;0
22.4;38.7;131.1;0;0
19.8;38.4;131.1;0;0
17.1;38.2;131.1;0;0
14.9;38.2;131.1;0;0
13.7;38.4;131.1;0;0
12.5;38.8;131.1;0;0
12.1;39.2;131.1;0;0
13.4;39.7;131.1;0;0
14;40.2;131.1;0;0
15.1;40.6;131.1;0;0
17.6;40.8;131.1;0;0
19.5;40.9;131.1;0;0
21.4;40.8;131.1;0.1;0.1
23.9;40.6;131.1;0.3;0.6
25.4;40.3;131.1;0.9;1.6
25.8;39.8;131.1;1.9;3.5
25.6;39.3;131.1;3.4;6.5
24.5;38.7;131.1;5.2;10.1
