1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
96.7;5.8;130.2;0;0
92;5.9;129.8;0;0
83.9;6.2;128.3;0;0
76.5;6.6;132;0;0
74.7;6.8;131.6;0;0
72.4;7.3;131;0;0
71;7.8;131.3;0;0
68.1;8;131.9;0;0
66.5;7.8;131.8;0;0
61.9;7.9;130.2;0;0
59.5;7.7;130;0;0
57.3;7.5;132;0;0
55.4;7.6;132.4;0;0
53.6;7.6;130.3;0;0
55.1;7.5;130;0;0
54.7;7.6;131.2;0;0
59.7;7.7;131;0;0
63;8;132.4;0;0
66.6;8.4;133.6;0;0
73.7;8.8;130.5;0;0
80.7;8.9;132.6;0;0
88.3;9.4;130;0;0
93.5;9.7;129.8;0.6;0.4
98;10.3;131.2;1.7;1.2
94.4;10.5;131.8;3.7;2.3
94.2;11;132.1;6.3;4
91.4;11.5;131.2;9.3;6
87.9;11.8;131.1;12.3;8.2
84;12.2;127.7;14.5;10.4
80.7;12.5;130.6;16.5;12.3
77.5;12.9;131.2;18.1;14.9
73.8;13.1;131.3;19.1;17.1
70.4;13.1;128.5;19.7;18.8
70.5;13.3;129.6;19.8;20.2
67.7;13.3;130.2;19.4;21.2
68.9;13.9;130.1;19;21.9
69.9;14;133.1;18.5;22.5
68;14.5;132.6;17.7;22.6
68;15.6;132.4;16.5;22.1
70.1;16.4;130.5;15.5;21.1
68.3;17.2;129.5;14;19.8
68.6;17.6;132.6;12.4;17.8
71;18.8;130.7;10.5;15.2
73.1;19.8;129.5;8.6;12.4
75.1;20.3;131.6;6.8;9.3
75;21.1;132.8;4.9;6.6
77;21.6;130.7;3.3;4.1
78.2;22.2;130.4;1.8;2.1
76.3;22.8;132.6;0.7;0.8
76.6;23.1;129;0.1;0.1
74.9;23.7;131.5;0;0
74.8;23.4;132.1;0;0
74.7;24.4;130.9;0;0
77.5;24.4;132.6;0;0
79.3;25.3;131.6;0;0
79.2;25.7;131.1;0;0
82.9;26.1;132.2;0;0
86.9;26.4;131.2;0;0
84.3;27.6;129.9;0;0
82.7;28.3;130.8;0;0
79.3;29.4;131.4;0;0
74.4;31.1;131.4;0;0
70;31.9;132.2;0;0
63;34.4;133.3;0;0
61.1;36.3;133.5;0;0
57.6;36.8;132.9;0;0
53.7;37.8;129.5;0;0
53.2;38.1;130.5;0;0
57.5;38.3;133.5;0;0
67.5;38.1;130.8;0;0
66.2;38;131.8;0;0
63.1;37.1;130.4;0;0
62.3;37.2;129.5;0;0
57.2;37.4;130.6;0;0
48.9;37.7;130;0;0
40.5;38;129.9;0;0
37.7;38.7;132.6;0;0
36;38.7;128.8;0;0
33;39.3;133.3;0;0
32;38.9;130.4;0;0
28.2;39.1;132.1;0;0
23.4;38.7;128.4;0;0
20.5;38.4;131;0;0
17.8;38.2;132;0;0
15.4;38.1;130.9;0;0
14.1;38.4;129.9;0;0
12.8;38.9;127.3;0;0
12.1;39.2;132.2;0;0
13.4;39.3;133.4;0;0
14.1;39.8;131.5;0;0
14.7;41;130.4;0;0
17.1;40.6;128.7;0;0
18.8;40.9;128.9;0;0
21.1;40.8;129.9;0;0
23.4;40.4;130.6;0.2;0.4
25.4;40.2;131.5;0.7;1.3
25.5;39.8;129.4;1.7;2.9
25.7;39.3;131;3.1;5.7
25;38.7;130.3;4.8;9.1
23.9;38.3;131.9;6.6;13.1
22.5;37.6;130;8.5;17.2
20;37.6;130.2;10;20.6
16.6;36.9;131.6;11.9;24
14;37.1;130.8;13;27
11.4;36.7;132.6;14.5;29.5
8.6;36.7;131.2;15.2;31.3
7.4;35.9;128.4;15.6;32.4
7.5;36.9;133.8;16;33.5
8.5;36.6;132.5;16.1;34
10;36.2;132.2;16;33.7
13.3;36.9;130.1;15.5;32.8
16.6;36.8;131.2;14.6;32.1
15.2;36.6;132.3;13.5;29.7
14.4;37;132.2;12.2;27.8
17.2;36.7;133;10.6;24.8
22.1;35.6;131.6;8.8;20.4
26.1;34.3;131.4;6.8;16.4
29.2;34.3;127.5;4.9;12
34.6;33.4;130.7;3.2;7.6
38.7;32.1;132.2;1.7;4
40.7;31.3;131.7;0.7;1.5
41.2;30.3;128.8;0.1;0.2
42;29.9;131.8;0;0
42.5;30;132.1;0;0
43.5;29.5;131.1;0;0
47.9;28.5;131.5;0;0
50.5;28.4;130.2;0;0
54.2;27.8;131.7;0;0
58.5;27.6;133.9;0;0
63.3;27.1;131.5;0;0
63.8;26.9;130.1;0;0
64.6;26.6;132.2;0;0
62.9;26;131.4;0;0
60.4;25.5;130;0;0
57.5;25.5;130.8;0;0
57.1;25.9;133;0;0
54;25.2;129.1;0;0
53.5;24.7;130.8;0;0
52.2;23.9;131.5;0;0
54.5;23.5;131.8;0;0
61.8;22.8;131;0;0
71.9;22.2;132.9;0;0
71.3;21.2;132.6;0;0
70.1;20.9;130.5;0;0
67.7;20.8;132.7;0;0
62.8;20.4;133;0;0
56.4;20.6;129.4;0;0
48.7;20.6;129;0;0
48;21.2;130.3;0;0
45.1;22.1;133.7;0;0
43.2;21.6;130.3;0;0
41;21.4;128.6;0;0
38;21.2;130.3;0;0
33.6;20.1;130.2;0;0
30.6;19.3;131.6;0;0
28.1;18.8;132.6;0;0
26.1;18.3;131.1;0;0
25.1;17.8;134;0;0
23.7;17.7;131.9;0;0
23.1;17.9;130;0;0
23.8;17.9;130.6;0;0
23.8;17.6;131.4;0;0
24.6;17.7;129.9;0;0
25.6;17.8;129.6;0;0
26.1;17.5;132.6;0;0
26.8;17.7;128.5;0;0
27;17.3;131.8;0.5;0.4
27.4;17.2;130.6;1.5;1.3
25.5;17;133.2;3.2;2.8
24.7;16.9;133.8;5.6;5.2
22.3;16.7;127.8;8.2;8.2
19.9;16.1;133.3;10.9;11.5
18.7;15.9;135;13.2;14.7
17.7;16.2;130;14.9;17.9
16.1;16;132.7;15.6;20.1
16.1;16;131.1;17.1;22.9
15.6;16.4;130.3;17.2;24.5
15.2;16.8;129.9;17.6;25.6
16;16.5;130.9;17.2;26.9
17;16.6;132.3;16.9;27.7
18.8;16.9;131.7;16.9;27.3
21.8;17.3;131.1;16.5;27
25.1;16.7;131.8;16.6;25.8
27.7;16.7;131.2;15.9;25
25.5;16.4;131.5;15.6;23.2
