2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
17.8;77.3;41;6.5;9.3;25;7.4;2.8;5.3;11.6;13.1
17.1;74;37.9;6.1;8.8;23.7;7.2;2.7;5;11;12.5
16.1;70.6;36.8;5.9;8.4;22.5;6.7;2.6;4.8;10.6;12.1
15.8;69.5;37;5.7;8.1;22.1;6.7;2.6;4.8;10.4;11.7
15.5;67.6;36.2;5.6;8.1;21.8;6.6;2.5;4.7;10.1;11.6
15.1;66.2;34.4;5.3;7.7;21.1;6.4;2.4;4.4;9.8;11.3
14.7;63.4;33.1;5.2;7.5;20.3;6.2;2.3;4.3;9.6;10.9
14.3;62.4;32.9;5;7.3;19.8;5.9;2.3;4.2;9.3;10.4
13.9;61.4;32.2;4.9;7.2;19.6;5.8;2.3;4.1;9.2;10.5
14;61.6;32;4.9;7.2;20;5.8;2.2;4.1;9;10.4
13.8;60.9;32.1;5;7.3;19.3;5.8;2.2;4.1;9.1;10.2
14.3;61.2;32;5;7.3;20;6;2.3;4.3;9.3;10.4
14.1;62.4;32.2;5.1;7.3;19.6;6;2.3;4.2;9.2;10.4
14.4;62.8;32.4;5.2;7.4;20.2;6.1;2.3;4.3;9.6;10.7
14.6;63.7;33.7;5.2;7.7;20.7;6.1;2.4;4.3;9.5;11
15;65.7;35;5.4;7.8;21.1;6.3;2.5;4.5;9.7;11.2
15.6;68.2;35.9;5.6;8.1;22.1;6.5;2.5;4.7;10.4;11.9
16.1;70.4;37.1;5.8;8.4;22.6;6.8;2.6;4.8;10.5;11.8
16.5;73;37.9;5.8;8.7;22.7;7;2.6;4.9;10.7;12.2
16.5;72.6;38.2;5.9;8.4;23.1;7;2.7;5;10.9;12.3
17.1;74.4;38.8;6;8.8;23.8;7;2.7;5;11.1;12.6
16.8;74.1;39;6;9;24.1;7.3;2.8;5.1;11.4;12.8
17.8;77.1;40.1;6.2;9;24.4;7.4;2.9;5.3;11.4;12.9
17;75.1;38.9;6.1;8.8;23.9;7.2;2.8;5.1;11.2;12.7
16.3;71.2;37.6;5.7;8.4;22.9;6.9;2.6;4.9;10.7;11.9
16.1;70.3;36.9;5.6;8.2;22.5;6.7;2.6;4.8;10.3;11.8
15.5;69.3;35.7;5.7;7.9;22;6.6;2.5;4.7;10.3;11.6
15.3;67.4;35.3;5.4;7.9;21.8;6.4;2.5;4.5;10;11.5
15.2;67;34.7;5.4;7.8;21.4;6.3;2.4;4.5;10.1;11.3
15;66.2;34.4;5.5;7.7;21;6.4;2.5;4.6;9.9;11.4
15.4;68.9;35.6;5.5;8.1;21.4;6.3;2.5;4.6;10.2;11.3
15.6;71;36.2;5.6;8.2;22.1;6.7;2.5;4.7;10.4;11.7
16.8;73.2;38;5.9;8.7;23.3;6.9;2.7;5;10.8;12.2
17.3;75.3;39.6;6;8.8;24.1;7.1;2.7;5.1;11.3;12.8
17.7;77.5;39.5;6.3;9;24;7.2;2.8;5.2;11.4;12.9
17.2;76;39.8;6.1;8.8;24.1;7.2;2.8;5.1;11.2;12.5
17.3;74.7;39.5;6.1;8.7;23.6;7;2.7;5.1;11;12.8
16.4;74.5;38.4;6;8.7;23.8;7.1;2.7;5.1;11.2;12.3
16.4;72.9;38.9;6;8.6;23.3;7.1;2.7;4.9;11.1;12.3
17.8;76.4;39.6;6.2;9.1;24.1;7.1;2.8;5.1;11.5;12.8
17.4;78.1;40.4;6.4;9.1;24.6;7.4;2.8;5.3;11.7;13.2
17.7;78.3;40.3;6.3;9.2;24.2;7.3;2.9;5.3;11.4;13.1
17.3;73.8;38.6;6.1;8.7;23.7;6.9;2.8;5.1;11.2;12.5
16;70.1;37;5.8;8.4;22.4;6.7;2.6;4.9;10.5;11.8
15.6;70.6;36.7;5.6;8.2;22.4;6.6;2.5;4.7;10.3;11.6
15.7;69.4;36;5.6;8.1;21.8;6.6;2.5;4.6;10.3;11.6
15.2;67;35.5;5.5;7.8;21.1;6.4;2.5;4.5;9.7;11.2
14.6;65.7;33.8;5.2;7.6;20.4;6.3;2.4;4.4;9.6;10.8
14.4;63.8;33.5;5.3;7.4;20.3;6;2.3;4.3;9.5;10.7
14.5;64.8;32.8;5.2;7.5;20.6;6;2.3;4.3;9.6;10.7
14.6;64.6;34.2;5.3;7.6;21.1;6.2;2.4;4.4;9.7;10.9
15.5;69;35.9;5.5;8;21.7;6.4;2.4;4.6;10.1;11.3
16.4;71.7;38;5.9;8.5;23.5;6.9;2.6;4.9;10.6;12.3
17.5;77.7;40.1;6.2;9.1;24.6;7.5;2.8;5.3;11.5;13
18.7;82.1;42.6;6.5;9.5;26.1;7.8;3;5.6;12.3;13.6
19.1;85.4;44.2;6.7;9.9;26.5;7.9;3;5.7;12.3;14.4
19.7;85;45.3;7.1;10.1;27.1;8.1;3.1;5.8;12.7;14.2
19.5;87.3;44.7;7.3;10;27.6;8.3;3.2;5.8;13;14.6
20.5;87.1;45.9;7.1;10.3;27.7;8.4;3.3;6.1;13;14.5
20;87.3;45.8;7.2;10.3;28.3;8.4;3.2;6;13;14.7
20;89.1;45.8;7.2;10.5;28.1;8.5;3.2;6;13.1;14.8
20.4;90.2;45.9;7.2;10.3;28.7;8.3;3.2;6.1;13.4;14.7
20.5;90.5;46.3;7.3;10.5;28.6;8.4;3.2;6;13.1;15
20.5;89.7;46.7;7.2;10.3;28.3;8.4;3.2;6;13.4;15
20.3;90;46.1;7.1;10.1;28.5;8.3;3.2;5.9;12.9;14.7
19.6;89.9;45.4;7.1;10.2;27.2;8.3;3.1;5.8;13;14.6
19.4;85.6;45.3;7;10;27.9;8.3;3.1;5.9;12.9;14.6
19.1;85;44;6.7;10;26.7;8;3.1;5.8;12.3;14.1
19.2;83.5;43.5;6.7;9.9;26.2;8;3;5.7;12.6;14.1
19;82;42.6;6.9;9.5;26.5;7.7;3;5.6;12.2;14.1
18.9;82.2;43.3;6.6;9.6;26.8;7.7;3;5.6;12.3;13.7
18.7;81.8;42.6;6.7;9.7;26.4;7.7;3;5.6;12.3;13.8
18.9;84.8;43.9;6.8;9.7;26.7;7.9;3.1;5.7;12.5;14.1
19.5;86.2;44.6;7;10.1;27.4;8.2;3.2;5.7;12.6;14.5
20.1;89.5;45.1;6.9;10.3;28.3;8.4;3.2;6;13.2;14.7
20.2;88.5;46.2;7.1;10.3;28;8.3;3.2;6;12.9;14.7
19.3;83.9;44.7;6.9;10.1;27.5;8.1;3.1;5.8;13;14.1
18.8;84.7;42.6;6.8;9.6;26.2;7.8;3;5.6;12.4;13.9
18.4;81.3;42.3;6.5;9.4;25.8;7.7;2.9;5.5;11.9;13.8
18;83;41.4;6.5;9.3;25;7.5;2.9;5.4;11.9;13.1
18.5;82.4;41.9;6.7;9.5;25.7;7.6;3;5.5;12;13.6
19.1;85;44.4;6.7;9.8;26.8;7.9;3.1;5.7;12.6;14
19;82.2;42.4;6.9;9.5;26.3;7.8;3.1;5.6;12.3;13.9
18.2;80.7;40.8;6.5;9.2;25.4;7.6;2.9;5.4;11.9;13
17;75.2;38.9;6.2;8.8;23.9;7;2.8;5.1;11.1;12.4
17;72.9;38.5;6;8.7;23.7;6.9;2.7;5.1;11.1;12.5
16.8;73;38.2;5.8;8.5;23.4;6.8;2.7;5;10.8;12.4
16.1;71.9;37.3;5.9;8.4;22.9;6.8;2.6;5;10.5;11.9
15.4;69.6;35.8;5.7;8;21.9;6.4;2.5;4.7;10.2;11.8
15.2;68.4;34.8;5.5;7.9;21.7;6.4;2.5;4.6;10;11.3
15.7;67.6;35;5.5;8;21.3;6.3;2.5;4.5;10;11.3
15.8;69.4;36.1;5.5;8;21.5;6.5;2.5;4.7;10.2;11.2
16;71.9;37.2;5.7;8.3;23;6.7;2.7;4.9;10.6;11.8
16.9;74.7;39.7;6.1;8.7;23.8;7.1;2.7;5.1;11.2;12.6
