2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.1;82.1;40.3;6.9;9.5;25.2;7.2;3.1;5.1;11.3;12.8
18.2;78.9;39;6.5;8.9;24.2;6.9;2.9;4.9;10.9;12.3
17.3;73.6;36.8;6.1;8.5;22.9;6.6;2.7;4.6;10.3;11.3
16.9;73;36.7;6.1;8.4;22.4;6.3;2.7;4.6;10.2;11.3
16.4;73;35.9;6;8.3;22.2;6.3;2.7;4.4;10;11.2
16.2;69.1;34.6;5.8;8;21.4;6;2.5;4.3;9.7;10.5
15.7;67.9;33.5;5.7;7.9;20.8;5.8;2.5;4.2;9.3;10.5
15.4;66.3;32.7;5.4;7.6;20.1;5.7;2.4;4.1;9;10.2
15.1;66.4;31.9;5.4;7.6;19.5;5.8;2.4;4.1;9.1;9.9
15.1;64.9;31.8;5.5;7.4;19.9;5.7;2.4;4.1;9;10.1
15;67.1;33;5.6;7.6;20.3;5.7;2.4;4.1;9.2;10.1
15.4;68.1;34.1;5.7;7.7;21;5.8;2.5;4.2;9.3;10.5
16.3;69.4;34.4;5.8;7.8;21;6;2.6;4.4;9.6;10.7
16.1;71.9;35.2;6;8.1;21.5;6.2;2.6;4.4;9.9;10.7
16.9;72.5;36;6.1;8.2;22;6.2;2.7;4.6;10.1;11.4
17;75.9;37.5;6.1;8.6;22.5;6.4;2.8;4.6;10.6;11.4
17.5;79.1;38.7;6.4;8.9;23.6;6.7;2.9;4.9;10.6;12.1
18.1;79.8;39.2;6.5;9;23.5;6.8;2.9;4.9;11;11.9
18.3;81.1;39.7;6.7;9;24.6;6.8;2.9;4.9;11.1;12.1
18.1;81.4;39.2;6.6;9.1;24.6;6.7;3;5;11.1;12.2
18.9;80;40.1;6.7;9.3;24.3;6.9;2.9;5;11.4;12.2
18.8;82.8;40.4;6.8;9.5;24.7;7.1;3;5.1;11.5;12.5
18.8;83.2;40.8;6.8;9.5;25.3;7.1;3.1;5.2;11.5;12.8
18.5;80.9;40;6.9;9.4;24.6;7.1;3;5;11.4;12.3
18.1;77.5;39.4;6.7;9.1;23.9;6.7;2.9;4.9;11;12.1
17.7;76.8;38.8;6.6;8.9;23;6.7;2.8;4.8;10.7;11.8
17.5;75.1;37.7;6.2;8.8;23.2;6.4;2.8;4.7;10.4;11.5
17.1;75.6;37.1;6.1;8.5;22.8;6.4;2.8;4.6;10.5;11.3
16.8;73.4;36.8;6;8.6;22.1;6.4;2.7;4.6;10.3;11.2
16.9;72.1;36.3;6;8.4;21.7;6.2;2.7;4.5;10.1;11.1
16.6;74.6;37;6.1;8.6;22.4;6.3;2.7;4.6;10.2;11.3
17.4;76.2;38.4;6.3;8.7;23.1;6.5;2.8;4.6;10.5;11.6
17.6;77.5;39.1;6.6;9;23.9;6.7;2.9;4.8;11;12.1
18.2;79.2;39.9;6.6;9.2;24.1;6.8;2.9;4.9;11.2;12.3
18.1;79.8;39.2;6.7;9.1;24;6.9;3;5;11;11.9
17.6;77.5;38.3;6.5;8.9;23.8;6.7;2.8;4.9;10.7;11.9
17.9;76.9;37.8;6.4;9;23.1;6.6;2.8;4.8;10.7;11.7
17.2;75.7;37.3;6.3;8.6;22.7;6.5;2.8;4.7;10.4;11.6
16.9;75.2;37.6;6.3;8.6;22.6;6.4;2.8;4.5;10.3;11.4
17.8;79.5;38.4;6.5;9;23.5;6.8;2.9;4.8;10.9;11.9
18.8;80.4;39.8;6.6;9.4;24.5;7;3;5;11.3;12.2
18;80.1;39.7;6.6;9.2;24.4;6.8;2.9;4.9;11.1;12
17.6;77;37.8;6.3;8.8;23.4;6.6;2.9;4.8;10.5;11.9
16.6;71;36.7;6.1;8.2;22;6.2;2.6;4.5;9.9;11.1
16.3;70.6;35.1;5.9;8.1;21.6;6.1;2.6;4.5;9.9;11.1
