date;time
2018-Jan-06;00:00
2018-Jan-06;00:35
2018-Jan-06;01:10
2018-Jan-06;01:45
2018-Jan-06;02:20
2018-Jan-06;02:55
2018-Jan-06;03:30
2018-Jan-06;04:05
2018-Jan-06;04:40
2018-Jan-06;05:15
2018-Jan-06;05:50
2018-Jan-06;06:25
2018-Jan-06;07:00
2018-Jan-06;07:35
2018-Jan-06;08:10
2018-Jan-06;08:45
2018-Jan-06;09:20
2018-Jan-06;09:55
2018-Jan-06;10:30
2018-Jan-06;11:05
2018-Jan-06;11:40
2018-Jan-06;12:15
2018-Jan-06;12:50
2018-Jan-06;13:25
2018-Jan-06;14:00
2018-Jan-06;14:35
2018-Jan-06;15:10
2018-Jan-06;15:45
2018-Jan-06;16:20
2018-Jan-06;16:55
2018-Jan-06;17:30
2018-Jan-06;18:05
2018-Jan-06;18:40
2018-Jan-06;19:15
2018-Jan-06;19:50
2018-Jan-06;20:25
2018-Jan-06;21:00
2018-Jan-06;21:35
2018-Jan-06;22:10
2018-Jan-06;22:45
2018-Jan-06;23:20
2018-Jan-06;23:55
2018-Jan-07;00:30
2018-Jan-07;01:05
2018-Jan-07;01:40
2018-Jan-07;02:15
2018-Jan-07;02:50
2018-Jan-07;03:25
2018-Jan-07;04:00
2018-Jan-07;04:35
2018-Jan-07;05:10
2018-Jan-07;05:45
2018-Jan-07;06:20
2018-Jan-07;06:55
2018-Jan-07;07:30
2018-Jan-07;08:05
2018-Jan-07;08:40
2018-Jan-07;09:15
2018-Jan-07;09:50
2018-Jan-07;10:25
2018-Jan-07;11:00
2018-Jan-07;11:35
2018-Jan-07;12:10
2018-Jan-07;12:45
2018-Jan-07;13:20
2018-Jan-07;13:55
2018-Jan-07;14:30
2018-Jan-07;15:05
2018-Jan-07;15:40
2018-Jan-07;16:15
2018-Jan-07;16:50
2018-Jan-07;17:25
2018-Jan-07;18:00
2018-Jan-07;18:35
2018-Jan-07;19:10
2018-Jan-07;19:45
2018-Jan-07;20:20
2018-Jan-07;20:55
2018-Jan-07;21:30
2018-Jan-07;22:05
2018-Jan-07;22:40
2018-Jan-07;23:15
2018-Jan-07;23:50
2018-Jan-08;00:25
2018-Jan-08;01:00
2018-Jan-08;01:35
2018-Jan-08;02:10
2018-Jan-08;02:45
2018-Jan-08;03:20
2018-Jan-08;03:55
2018-Jan-08;04:30
2018-Jan-08;05:05
2018-Jan-08;05:40
2018-Jan-08;06:15
2018-Jan-08;06:50
2018-Jan-08;07:25
2018-Jan-08;08:00
2018-Jan-08;08:35
2018-Jan-08;09:10
2018-Jan-08;09:45
2018-Jan-08;10:20
2018-Jan-08;10:55
2018-Jan-08;11:30
2018-Jan-08;12:05
2018-Jan-08;12:40
2018-Jan-08;13:15
2018-Jan-08;13:50
2018-Jan-08;14:25
2018-Jan-08;15:00
2018-Jan-08;15:35
2018-Jan-08;16:10
2018-Jan-08;16:45
2018-Jan-08;17:20
2018-Jan-08;17:55
2018-Jan-08;18:30
2018-Jan-08;19:05
2018-Jan-08;19:40
2018-Jan-08;20:15
2018-Jan-08;20:50
2018-Jan-08;21:25
2018-Jan-08;22:00
2018-Jan-08;22:35
2018-Jan-08;23:10
2018-Jan-08;23:45
2018-Jan-09;00:20
2018-Jan-09;00:55
2018-Jan-09;01:30
2018-Jan-09;02:05
2018-Jan-09;02:40
2018-Jan-09;03:15
2018-Jan-09;03:50
2018-Jan-09;04:25
2018-Jan-09;05:00
2018-Jan-09;05:35
2018-Jan-09;06:10
2018-Jan-09;06:45
2018-Jan-09;07:20
2018-Jan-09;07:55
2018-Jan-09;08:30
2018-Jan-09;09:05
2018-Jan-09;09:40
2018-Jan-09;10:15
2018-Jan-09;10:50
2018-Jan-09;11:25
2018-Jan-09;12:00
2018-Jan-09;12:35
2018-Jan-09;13:10
2018-Jan-09;13:45
2018-Jan-09;14:20
2018-Jan-09;14:55
2018-Jan-09;15:30
2018-Jan-09;16:05
2018-Jan-09;16:40
2018-Jan-09;17:15
2018-Jan-09;17:50
2018-Jan-09;18:25
2018-Jan-09;19:00
2018-Jan-09;19:35
2018-Jan-09;20:10
2018-Jan-09;20:45
2018-Jan-09;21:20
2018-Jan-09;21:55
2018-Jan-09;22:30
2018-Jan-09;23:05
2018-Jan-09;23:40
2018-Jan-10;00:15
2018-Jan-10;00:50
2018-Jan-10;01:25
2018-Jan-10;02:00
2018-Jan-10;02:35
2018-Jan-10;03:10
2018-Jan-10;03:45
2018-Jan-10;04:20
2018-Jan-10;04:55
2018-Jan-10;05:30
2018-Jan-10;06:05
2018-Jan-10;06:40
2018-Jan-10;07:15
2018-Jan-10;07:50
2018-Jan-10;08:25
2018-Jan-10;09:00
2018-Jan-10;09:35
2018-Jan-10;10:10
2018-Jan-10;10:45
