2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
20.3;79;40.9;6.4;10;26.7;8;3;5.3;11.9;12.9
19.3;75;38.8;6.1;9.5;25.4;7.6;2.9;5;11.3;12.2
18.5;71.9;37.2;5.9;9.1;24.3;7.3;2.8;4.8;10.8;11.7
18.3;71.1;36.8;5.8;9;24.1;7.2;2.7;4.8;10.7;11.6
18.1;70.4;36.4;5.7;8.9;23.8;7.1;2.7;4.7;10.6;11.4
17.4;67.8;35.1;5.5;8.6;22.9;6.9;2.6;4.5;10.2;11
17;66.4;34.4;5.4;8.4;22.4;6.7;2.5;4.5;10;10.8
16.8;65.3;33.8;5.3;8.3;22.1;6.6;2.5;4.4;9.8;10.6
16.8;65.4;33.9;5.3;8.3;22.1;6.6;2.5;4.4;9.8;10.6
17.2;67.1;34.7;5.5;8.5;22.7;6.8;2.6;4.5;10.1;10.9
17.8;69.4;35.9;5.6;8.8;23.4;7;2.7;4.7;10.4;11.2
18.9;73.8;38.2;6;9.3;24.9;7.5;2.8;4.9;11.1;12
20;77.8;40.3;6.3;9.9;26.3;7.9;3;5.2;11.7;12.6
20.9;81.6;42.2;6.6;10.3;27.5;8.3;3.1;5.5;12.2;13.2
21.3;83.3;43.1;6.8;10.5;28.1;8.4;3.2;5.6;12.5;13.5
21.6;84.5;43.7;6.9;10.7;28.5;8.5;3.2;5.7;12.7;13.7
21.9;85.7;44.3;7;10.8;28.9;8.7;3.3;5.7;12.8;13.8
22;86;44.5;7;10.9;29;8.7;3.3;5.8;12.9;13.9
22;86.1;44.6;7;10.9;29;8.7;3.3;5.8;12.9;13.9
22.1;86.2;44.6;7;10.9;29.1;8.7;3.3;5.8;12.9;13.9
22.2;86.6;44.8;7;10.9;29.2;8.8;3.3;5.8;13;14
22;86.2;44.6;7;10.9;29;8.7;3.3;5.8;12.9;13.9
22.1;86.4;44.7;7;10.9;29.1;8.7;3.3;5.8;12.9;13.9
21.6;84.5;43.7;6.9;10.7;28.5;8.6;3.2;5.7;12.7;13.6
