2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
14.2;55.3;28.6;4.5;7;18.7;5.6;2.1;3.7;8.3;9
13.5;52.5;27.2;4.3;6.7;17.8;5.3;2;3.5;7.9;8.5
12.9;50.3;26.1;4.1;6.4;17;5.1;1.9;3.4;7.6;8.2
12.8;49.8;25.8;4.1;6.3;16.8;5;1.9;3.3;7.5;8.1
12.6;49.2;25.5;4;6.2;16.7;5;1.9;3.3;7.4;8
12.2;47.5;24.6;3.9;6;16.1;4.8;1.8;3.2;7.1;7.7
11.9;46.4;24.1;3.8;5.9;15.7;4.7;1.8;3.1;7;7.5
11.7;45.7;23.7;3.7;5.8;15.4;4.6;1.7;3.1;6.9;7.4
11.7;45.8;23.7;3.7;5.8;15.5;4.6;1.8;3.1;6.9;7.4
12;47;24.3;3.8;5.9;15.9;4.8;1.8;3.1;7.1;7.6
12.5;48.6;25.2;4;6.2;16.4;4.9;1.9;3.3;7.3;7.9
13.2;51.6;26.7;4.2;6.5;17.4;5.2;2;3.5;7.8;8.4
14;54.5;28.2;4.4;6.9;18.4;5.5;2.1;3.7;8.2;8.8
14.6;57.1;29.6;4.6;7.2;19.3;5.8;2.2;3.8;8.6;9.2
14.9;58.3;30.2;4.7;7.4;19.7;5.9;2.2;3.9;8.7;9.4
15.1;59.1;30.6;4.8;7.5;20;6;2.3;4;8.9;9.6
15.4;60;31;4.9;7.6;20.2;6.1;2.3;4;9;9.7
15.4;60.2;31.2;4.9;7.6;20.3;6.1;2.3;4;9;9.7
15.4;60.3;31.2;4.9;7.6;20.3;6.1;2.3;4;9;9.7
15.4;60.3;31.2;4.9;7.6;20.3;6.1;2.3;4;9;9.7
15.5;60.6;31.4;4.9;7.7;20.4;6.1;2.3;4.1;9.1;9.8
15.4;60.3;31.2;4.9;7.6;20.3;6.1;2.3;4;9;9.7
15.5;60.5;31.3;4.9;7.6;20.4;6.1;2.3;4;9.1;9.7
15.1;59.2;30.6;4.8;7.5;19.9;6;2.3;4;8.9;9.5
14.9;58.4;30.2;4.7;7.4;19.7;5.9;2.2;3.9;8.7;9.4
14.8;57.7;29.9;4.7;7.3;19.4;5.8;2.2;3.9;8.6;9.3
14.4;56.4;29.2;4.6;7.1;19;5.7;2.2;3.8;8.4;9.1
14.2;55.6;28.8;4.5;7;18.7;5.6;2.1;3.7;8.3;8.9
14;54.8;28.4;4.4;6.9;18.5;5.6;2.1;3.7;8.2;8.8
13.9;54.6;28.2;4.4;6.9;18.4;5.5;2.1;3.7;8.2;8.8
14.1;55.2;28.6;4.5;7;18.6;5.6;2.1;3.7;8.3;8.9
14.4;56.4;29.2;4.6;7.1;19;5.7;2.1;3.8;8.4;9
14.7;57.6;29.8;4.7;7.3;19.4;5.8;2.2;3.9;8.6;9.3
14.9;58.3;30.1;4.7;7.4;19.6;5.9;2.2;3.9;8.7;9.3
14.7;57.5;29.8;4.7;7.3;19.3;5.8;2.2;3.8;8.6;9.2
14.3;56;28.9;4.5;7.1;18.8;5.7;2.1;3.7;8.4;9
13.9;54.6;28.3;4.4;6.9;18.4;5.5;2.1;3.7;8.2;8.8
13.7;53.6;27.7;4.3;6.8;18;5.4;2;3.6;8;8.6
13.5;53.1;27.5;4.3;6.7;17.9;5.4;2;3.6;7.9;8.5
14.2;55.7;28.8;4.5;7;18.7;5.6;2.1;3.7;8.3;8.9
14.2;55.8;28.8;4.5;7;18.7;5.6;2.1;3.7;8.3;8.9
14.1;55.2;28.5;4.5;7;18.5;5.6;2.1;3.7;8.2;8.8
13.4;52.5;27.1;4.2;6.6;17.6;5.3;2;3.5;7.8;8.4
12.6;49.7;25.7;4;6.3;16.7;5;1.9;3.3;7.4;7.9
12.5;49.1;25.4;4;6.2;16.5;5;1.9;3.3;7.3;7.8
12.3;48.3;25;3.9;6.1;16.2;4.9;1.8;3.2;7.2;7.7
11.8;46.5;24;3.8;5.9;15.6;4.7;1.8;3.1;6.9;7.4
11.5;45.1;23.3;3.6;5.7;15.1;4.6;1.7;3;6.7;7.2
11.2;44.1;22.8;3.6;5.5;14.8;4.5;1.7;2.9;6.6;7
11.1;43.7;22.6;3.5;5.5;14.6;4.4;1.7;2.9;6.5;7
