2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
13;53.4;26.7;4.2;6.4;16.3;5.3;2;3.5;7.7;8.3
12.4;50.8;25.4;4;6.1;15.5;5.1;1.9;3.4;7.3;7.9
11.9;48.8;24.4;3.9;5.9;14.9;4.9;1.8;3.2;7;7.6
11.7;48.2;24.1;3.8;5.8;14.8;4.8;1.8;3.2;6.9;7.5
11.6;47.7;23.8;3.8;5.8;14.6;4.8;1.8;3.2;6.8;7.4
11.2;45.9;22.9;3.6;5.5;14;4.6;1.7;3;6.6;7.1
10.9;44.9;22.4;3.6;5.4;13.7;4.5;1.7;3;6.4;7
10.7;44.2;22.1;3.5;5.3;13.5;4.4;1.6;2.9;6.3;6.9
10.8;44.5;22.2;3.5;5.4;13.6;4.4;1.7;2.9;6.4;6.9
11.2;46.1;23;3.6;5.6;14.1;4.6;1.7;3;6.6;7.2
11.6;48.1;24;3.8;5.8;14.7;4.8;1.8;3.2;6.9;7.5
12.5;51.5;25.7;4.1;6.2;15.7;5.1;1.9;3.4;7.4;8
13.2;54.7;27.2;4.3;6.6;16.7;5.4;2;3.6;7.8;8.5
13.9;57.4;28.6;4.5;6.9;17.5;5.7;2.1;3.8;8.2;8.9
14.2;58.9;29.3;4.6;7.1;18;5.8;2.2;3.9;8.4;9.1
14.5;59.9;29.8;4.7;7.2;18.3;6;2.2;4;8.5;9.3
14.7;60.9;30.3;4.8;7.3;18.6;6;2.2;4;8.7;9.4
14.8;61.3;30.5;4.8;7.4;18.7;6.1;2.3;4;8.7;9.5
14.9;61.5;30.6;4.9;7.4;18.8;6.1;2.3;4.1;8.8;9.5
14.9;61.8;30.7;4.9;7.4;18.8;6.1;2.3;4.1;8.8;9.6
15;62.3;30.9;4.9;7.5;19;6.2;2.3;4.1;8.9;9.6
15;62.2;30.9;4.9;7.5;18.9;6.2;2.3;4.1;8.8;9.6
15.1;62.4;31;4.9;7.5;19;6.2;2.3;4.1;8.9;9.7
14.8;61.4;30.5;4.8;7.4;18.7;6.1;2.3;4;8.7;9.5
