2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
17.1;73.2;37.9;5.8;9;22.7;7;2.8;4.8;10.9;13.1
16.3;69.6;36.1;5.6;8.6;21.6;6.7;2.7;4.6;10.4;12.4
15.6;66.8;34.6;5.3;8.2;20.7;6.4;2.6;4.4;10;11.9
15.4;66.1;34.3;5.3;8.1;20.5;6.3;2.6;4.3;9.9;11.8
15.3;65.4;33.9;5.2;8.1;20.2;6.3;2.5;4.3;9.8;11.7
14.7;62.9;32.6;5;7.7;19.5;6;2.4;4.1;9.4;11.2
14.4;61.5;31.9;4.9;7.6;19;5.9;2.4;4;9.2;11
14.2;60.6;31.4;4.8;7.5;18.8;5.8;2.3;4;9;10.8
14.2;61;31.6;4.9;7.5;18.9;5.9;2.4;4;9.1;10.9
14.8;63.1;32.8;5.1;7.8;19.5;6.1;2.4;4.1;9.4;11.2
15.4;65.8;34.1;5.3;8.1;20.4;6.3;2.5;4.3;9.8;11.7
16.5;70.5;36.6;5.6;8.7;21.8;6.8;2.7;4.6;10.5;12.5
17.5;74.8;38.8;6;9.2;23.1;7.2;2.9;4.9;11.1;13.3
18.4;78.6;40.8;6.3;9.7;24.3;7.5;3;5.1;11.7;14
18.8;80.6;41.8;6.5;9.9;24.9;7.7;3.1;5.3;12;14.3
19.2;82;42.6;6.6;10.1;25.4;7.9;3.2;5.4;12.2;14.6
19.5;83.3;43.3;6.7;10.3;25.8;8;3.2;5.5;12.4;14.8
19.6;83.9;43.6;6.7;10.3;26;8.1;3.2;5.5;12.5;14.9
19.7;84.1;43.7;6.7;10.4;26;8.1;3.2;5.5;12.5;14.9
19.7;84.4;43.9;6.8;10.4;26.1;8.1;3.3;5.5;12.6;15
19.9;85.1;44.2;6.8;10.5;26.3;8.2;3.3;5.6;12.6;15.1
19.9;85;44.2;6.8;10.5;26.3;8.2;3.3;5.6;12.6;15.1
20;85.4;44.4;6.8;10.5;26.4;8.2;3.3;5.6;12.7;15.1
19.6;84;43.6;6.7;10.3;26;8.1;3.2;5.5;12.5;14.9
19.5;83.3;43.3;6.7;10.2;25.7;8;3.2;5.4;12.4;14.7
19.3;82.4;42.8;6.6;10.1;25.5;7.9;3.2;5.4;12.2;14.6
18.9;80.7;41.9;6.5;9.9;24.9;7.7;3.1;5.3;12;14.3
18.6;79.7;41.4;6.4;9.8;24.6;7.7;3.1;5.2;11.8;14.1
18.4;78.8;41;6.3;9.7;24.4;7.6;3;5.1;11.7;13.9
18.3;78.4;40.8;6.3;9.6;24.2;7.5;3;5.1;11.6;13.9
18.5;79.1;41.2;6.4;9.7;24.4;7.6;3;5.2;11.7;14
18.9;80.9;42.1;6.5;9.9;25;7.8;3.1;5.3;12;14.3
19.5;83.4;43.4;6.7;10.3;25.8;8;3.2;5.4;12.4;14.7
19.8;84.8;44.1;6.8;10.4;26.2;8.2;3.3;5.5;12.6;15
19.6;83.6;43.5;6.7;10.3;25.8;8;3.2;5.5;12.4;14.8
19;81;42.2;6.5;10;25;7.8;3.1;5.3;12;14.3
18.4;78.8;41;6.3;9.7;24.3;7.6;3;5.1;11.7;13.9
18;77;40.1;6.2;9.5;23.8;7.4;3;5;11.4;13.6
17.8;76;39.6;6.1;9.3;23.5;7.3;2.9;5;11.2;13.4
18.6;79.4;41.4;6.4;9.8;24.5;7.6;3;5.2;11.8;14
18.6;79.4;41.4;6.4;9.8;24.5;7.6;3;5.2;11.8;14
18.4;78.7;41;6.3;9.7;24.3;7.6;3;5.1;11.6;13.9
17.6;75;39.1;6;9.2;23.2;7.2;2.9;4.9;11.1;13.2
16.7;71.3;37.1;5.7;8.8;22;6.9;2.7;4.6;10.5;12.5
16.5;70.7;36.8;5.7;8.7;21.8;6.8;2.7;4.6;10.4;12.4
16.4;70;36.5;5.6;8.6;21.6;6.7;2.7;4.6;10.3;12.3
15.8;67.7;35.3;5.4;8.3;20.9;6.5;2.6;4.4;10;11.9
15.5;66.1;34.4;5.3;8.1;20.4;6.4;2.5;4.3;9.8;11.6
15.2;64.9;33.8;5.2;8;20;6.2;2.5;4.2;9.6;11.4
15.2;65;33.9;5.2;8;20.1;6.3;2.5;4.2;9.6;11.4
15.6;66.5;34.7;5.4;8.2;20.5;6.4;2.5;4.3;9.8;11.7
16.1;69;36;5.6;8.5;21.3;6.6;2.6;4.5;10.2;12.1
17.2;73.5;38.3;5.9;9;22.7;7.1;2.8;4.8;10.8;12.9
18.2;77.9;40.6;6.3;9.6;24;7.5;3;5.1;11.5;13.7
19.2;82.1;42.8;6.6;10.1;25.3;7.9;3.1;5.3;12.1;14.4
19.7;84.1;43.9;6.8;10.3;25.9;8.1;3.2;5.5;12.4;14.7
20;85.3;44.5;6.9;10.5;26.3;8.2;3.3;5.6;12.6;15
20.2;86.3;45.1;7;10.6;26.6;8.3;3.3;5.6;12.7;15.1
20.3;86.8;45.3;7;10.7;26.8;8.4;3.3;5.6;12.8;15.2
20.3;86.8;45.3;7;10.7;26.8;8.4;3.3;5.7;12.8;15.2
20.3;86.9;45.4;7;10.7;26.8;8.4;3.3;5.7;12.8;15.2
20.5;87.4;45.6;7.1;10.7;27;8.4;3.3;5.7;12.9;15.3
20.4;87.3;45.6;7;10.7;26.9;8.4;3.3;5.7;12.9;15.3
20.4;87.2;45.5;7;10.7;26.9;8.4;3.3;5.7;12.8;15.3
20.1;85.9;44.9;6.9;10.6;26.5;8.3;3.3;5.6;12.7;15
19.9;85;44.4;6.9;10.4;26.2;8.2;3.2;5.5;12.5;14.9
19.8;84.5;44.1;6.8;10.4;26;8.1;3.2;5.5;12.4;14.8
19.3;82.5;43.1;6.7;10.1;25.4;8;3.1;5.4;12.1;14.4
19.1;81.6;42.6;6.6;10;25.1;7.9;3.1;5.3;12;14.3
18.9;80.6;42.1;6.5;9.9;24.8;7.8;3.1;5.2;11.9;14.1
18.8;80.2;41.9;6.5;9.8;24.7;7.7;3;5.2;11.8;14
18.9;80.7;42.2;6.5;9.9;24.9;7.8;3.1;5.2;11.9;14.1
19.3;82.4;43.1;6.7;10.1;25.4;7.9;3.1;5.4;12.1;14.4
19.8;84.6;44.2;6.8;10.4;26;8.2;3.2;5.5;12.4;14.8
20.2;86.4;45.2;7;10.6;26.6;8.3;3.3;5.6;12.7;15.1
20;85.3;44.6;6.9;10.5;26.3;8.2;3.2;5.5;12.5;14.9
19.4;82.8;43.3;6.7;10.2;25.5;8;3.1;5.4;12.2;14.4
18.8;80.4;42;6.5;9.9;24.7;7.7;3;5.2;11.8;14
18.4;78.6;41.1;6.4;9.7;24.2;7.6;3;5.1;11.6;13.7
18.1;77.4;40.5;6.3;9.5;23.8;7.5;2.9;5;11.4;13.5
18.7;80;41.8;6.5;9.8;24.6;7.7;3;5.2;11.7;13.9
19;81;42.4;6.5;9.9;24.9;7.8;3.1;5.3;11.9;14.1
18.8;80.1;41.9;6.5;9.8;24.7;7.7;3;5.2;11.8;13.9
18;76.9;40.2;6.2;9.4;23.7;7.4;2.9;5;11.3;13.4
17;72.5;38;5.9;8.9;22.3;7;2.7;4.7;10.6;12.6
16.9;72;37.7;5.8;8.8;22.1;6.9;2.7;4.7;10.6;12.5
16.6;71.1;37.2;5.8;8.7;21.9;6.9;2.7;4.6;10.4;12.4
16.2;69.1;36.2;5.6;8.5;21.3;6.7;2.6;4.5;10.1;12
15.7;67.2;35.2;5.4;8.3;20.7;6.5;2.5;4.4;9.9;11.7
15.4;66;34.5;5.3;8.1;20.3;6.4;2.5;4.3;9.7;11.5
15.4;65.9;34.5;5.3;8.1;20.3;6.4;2.5;4.3;9.7;11.5
15.7;67;35.1;5.4;8.2;20.6;6.5;2.5;4.3;9.8;11.6
16.3;69.7;36.5;5.6;8.6;21.4;6.7;2.6;4.5;10.2;12.1
17.2;73.6;38.6;6;9;22.6;7.1;2.8;4.8;10.8;12.8
18.3;78.1;40.9;6.3;9.6;24;7.5;2.9;5.1;11.4;13.5
19.3;82.4;43.2;6.7;10.1;25.4;8;3.1;5.3;12.1;14.3
19.9;84.9;44.5;6.9;10.4;26.1;8.2;3.2;5.5;12.4;14.7
20.2;86.4;45.3;7;10.6;26.6;8.3;3.2;5.6;12.6;15
20.5;87.5;45.9;7.1;10.7;26.9;8.5;3.3;5.7;12.8;15.2
20.6;88.1;46.2;7.1;10.8;27.1;8.5;3.3;5.7;12.9;15.3
20.7;88.2;46.3;7.2;10.8;27.1;8.5;3.3;5.7;12.9;15.3
20.7;88.3;46.3;7.2;10.8;27.2;8.5;3.3;5.7;12.9;15.3
20.8;88.7;46.5;7.2;10.9;27.3;8.6;3.3;5.7;13;15.4
20.9;89;46.7;7.2;10.9;27.4;8.6;3.3;5.8;13;15.4
20.8;88.6;46.5;7.2;10.9;27.2;8.6;3.3;5.7;13;15.3
20.5;87.6;46;7.1;10.8;26.9;8.5;3.3;5.7;12.8;15.2
20.3;86.6;45.4;7;10.6;26.6;8.4;3.2;5.6;12.7;15
20.2;86.1;45.2;7;10.6;26.5;8.3;3.2;5.6;12.6;14.9
19.7;84.2;44.2;6.8;10.3;25.9;8.1;3.2;5.5;12.3;14.5
19.5;83.2;43.6;6.7;10.2;25.6;8;3.1;5.4;12.1;14.4
19.3;82.2;43.1;6.7;10.1;25.3;7.9;3.1;5.3;12;14.2
19.1;81.6;42.8;6.6;10;25.1;7.9;3.1;5.3;11.9;14.1
19.2;81.9;43;6.6;10;25.2;7.9;3.1;5.3;12;14.1
19.6;83.5;43.8;6.8;10.2;25.7;8.1;3.1;5.4;12.2;14.4
20.1;85.6;44.9;7;10.5;26.3;8.3;3.2;5.5;12.5;14.8
20.6;87.8;46.1;7.1;10.8;27;8.5;3.3;5.7;12.8;15.2
20.4;86.9;45.6;7.1;10.7;26.7;8.4;3.3;5.6;12.7;15
19.8;84.5;44.4;6.9;10.4;26;8.2;3.2;5.5;12.3;14.6
19.2;81.9;43;6.7;10;25.2;7.9;3.1;5.3;11.9;14.1
18.8;80.1;42.1;6.5;9.8;24.6;7.7;3;5.2;11.7;13.8
18.4;78.6;41.3;6.4;9.6;24.2;7.6;2.9;5.1;11.5;13.5
18.8;80.4;42.2;6.5;9.9;24.7;7.8;3;5.2;11.7;13.8
19.4;82.6;43.4;6.7;10.1;25.4;8;3.1;5.3;12;14.2
19.1;81.5;42.8;6.6;10;25;7.9;3;5.3;11.9;14
18.5;78.9;41.5;6.4;9.7;24.2;7.6;2.9;5.1;11.5;13.6
17.4;74.2;39;6;9.1;22.8;7.2;2.8;4.8;10.8;12.8
17.2;73.4;38.6;6;9;22.6;7.1;2.7;4.7;10.7;12.6
17;72.4;38.1;5.9;8.9;22.2;7;2.7;4.7;10.6;12.5
16.6;70.8;37.2;5.8;8.7;21.7;6.8;2.6;4.6;10.3;12.2
16.1;68.6;36.1;5.6;8.4;21.1;6.6;2.6;4.4;10;11.8
15.8;67.2;35.3;5.5;8.2;20.6;6.5;2.5;4.3;9.8;11.5
15.7;66.9;35.2;5.4;8.2;20.5;6.5;2.5;4.3;9.7;11.5
15.9;67.6;35.6;5.5;8.3;20.8;6.5;2.5;4.4;9.8;11.6
16.5;70.2;36.9;5.7;8.6;21.5;6.8;2.6;4.5;10.2;12.1
17.3;73.7;38.8;6;9;22.6;7.1;2.7;4.8;10.7;12.6
18.4;78.4;41.2;6.4;9.6;24.1;7.6;2.9;5.1;11.4;13.5
19.4;82.8;43.6;6.7;10.2;25.4;8;3.1;5.3;12;14.2
20;85.2;44.8;6.9;10.4;26.2;8.2;3.2;5.5;12.4;14.6
20.3;86.5;45.5;7;10.6;26.6;8.4;3.2;5.6;12.6;14.8
20.5;87.6;46.1;7.1;10.7;26.9;8.5;3.3;5.7;12.7;15
20.7;88.3;46.5;7.2;10.8;27.1;8.5;3.3;5.7;12.8;15.1
20.7;88.5;46.6;7.2;10.8;27.1;8.6;3.3;5.7;12.9;15.2
20.8;88.5;46.6;7.2;10.8;27.2;8.6;3.3;5.7;12.9;15.2
20.8;88.8;46.8;7.2;10.9;27.2;8.6;3.3;5.7;12.9;15.2
20.9;89.2;46.9;7.3;10.9;27.4;8.6;3.3;5.8;13;15.3
20.8;88.5;46.6;7.2;10.8;27.2;8.6;3.3;5.7;12.9;15.2
20.6;88;46.4;7.2;10.8;27;8.5;3.3;5.7;12.8;15.1
20.3;86.6;45.6;7.1;10.6;26.6;8.4;3.2;5.6;12.6;14.8
20.2;86.2;45.4;7;10.6;26.4;8.3;3.2;5.6;12.5;14.7
19.8;84.3;44.4;6.9;10.3;25.9;8.2;3.1;5.4;12.2;14.4
19.5;83.2;43.8;6.8;10.2;25.5;8.1;3.1;5.4;12.1;14.2
19.3;82.1;43.3;6.7;10.1;25.2;8;3;5.3;11.9;14
19.1;81.5;43;6.6;10;25;7.9;3;5.3;11.8;13.9
19.2;81.8;43.1;6.7;10;25.1;7.9;3;5.3;11.9;14
19.5;83.2;43.9;6.8;10.2;25.5;8.1;3.1;5.4;12.1;14.2
20;85.1;44.9;6.9;10.4;26.1;8.2;3.1;5.5;12.3;14.5
20.6;87.7;46.2;7.2;10.7;26.9;8.5;3.2;5.7;12.7;15
20.4;87.1;45.9;7.1;10.7;26.7;8.4;3.2;5.6;12.6;14.9
19.9;84.9;44.8;6.9;10.4;26;8.2;3.1;5.5;12.3;14.5
19.3;82.3;43.4;6.7;10.1;25.2;8;3;5.3;11.9;14
18.9;80.5;42.4;6.6;9.9;24.7;7.8;3;5.2;11.7;13.7
18.5;78.9;41.6;6.4;9.7;24.2;7.6;2.9;5.1;11.4;13.4
18.7;79.9;42.1;6.5;9.8;24.5;7.7;3;5.1;11.6;13.6
19.5;83.2;43.9;6.8;10.2;25.5;8.1;3.1;5.4;12;14.2
19.2;81.9;43.2;6.7;10;25.1;7.9;3;5.3;11.9;13.9
18.7;79.8;42.1;6.5;9.8;24.5;7.7;2.9;5.1;11.6;13.6
17.6;75;39.6;6.1;9.2;23;7.3;2.8;4.8;10.9;12.8
17.3;73.8;39;6;9;22.6;7.2;2.7;4.8;10.7;12.6
17.1;72.7;38.4;5.9;8.9;22.3;7.1;2.7;4.7;10.5;12.4
16.8;71.5;37.7;5.8;8.8;21.9;6.9;2.6;4.6;10.3;12.2
16.2;69;36.4;5.6;8.5;21.2;6.7;2.5;4.4;10;11.7
15.9;67.6;35.7;5.5;8.3;20.7;6.6;2.5;4.4;9.8;11.5
15.8;67.2;35.5;5.5;8.2;20.6;6.5;2.5;4.3;9.7;11.4
15.9;67.6;35.7;5.5;8.3;20.7;6.6;2.5;4.4;9.8;11.5
16.5;70.1;37;5.7;8.6;21.5;6.8;2.6;4.5;10.1;11.9
17.1;73;38.6;6;8.9;22.4;7.1;2.7;4.7;10.6;12.4
18.2;77.7;41;6.4;9.5;23.8;7.5;2.9;5;11.2;13.2
19.2;82;43.3;6.7;10;25.1;7.9;3;5.3;11.8;13.9
19.9;84.8;44.8;6.9;10.4;26;8.2;3.1;5.5;12.3;14.4
20.2;86.2;45.5;7;10.6;26.4;8.4;3.2;5.6;12.5;14.6
20.5;87.4;46.2;7.1;10.7;26.8;8.5;3.2;5.6;12.6;14.8
