2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.1;52.2;26.8;4.1;6.3;16.1;4.9;2;3.3;7.6;9.2
11.5;48.9;25.8;3.9;6.1;15.6;4.9;1.9;3.2;7.4;8.8
10.9;47;24.2;3.7;5.7;14.3;4.5;1.8;3.1;6.9;8.2
10.8;46.7;23.8;3.7;5.6;14.2;4.4;1.8;3;6.9;8.4
10.8;45;23.5;3.7;5.7;14;4.4;1.8;3;6.9;8.1
10.4;44.4;23;3.5;5.5;13.7;4.3;1.8;2.9;6.6;7.8
10;43.4;22.2;3.5;5.3;13.3;4.1;1.7;2.8;6.3;7.7
10;42.4;22;3.4;5.3;13.1;4.1;1.7;2.8;6.4;7.6
10.2;42.4;21.7;3.4;5.3;13.2;4.1;1.7;2.8;6.3;7.6
10.3;43.3;23.3;3.4;5.3;13.8;4.1;1.7;2.9;6.5;7.8
10.8;46.1;23.9;3.6;5.6;14;4.4;1.8;3;7;8.1
11.5;48.2;25.4;3.9;6;15.2;4.7;1.9;3.2;7.4;8.6
12.1;51.5;26.9;4.1;6.4;16;5;2;3.4;7.8;9.2
12.9;54.9;28;4.4;6.7;16.9;5.3;2.1;3.6;8.1;9.7
12.8;55.9;29.4;4.6;6.9;17.4;5.4;2.2;3.7;8.3;10
13.5;57.8;29.5;4.6;7.1;17.8;5.5;2.3;3.8;8.6;10.1
13.5;57.5;30.1;4.6;7.2;17.9;5.7;2.3;3.8;8.6;10.3
13.5;59;30.5;4.7;7.1;18;5.6;2.2;3.8;8.6;10.5
13.5;58.7;30.3;4.6;7.3;18.3;5.7;2.3;3.8;8.6;10.5
13.9;58.8;31.3;4.8;7.2;18.7;5.6;2.3;3.8;8.7;10.6
13.9;59.9;30.7;4.8;7.3;18.6;5.6;2.3;3.9;8.7;10.7
14.1;60.1;31.2;4.7;7.3;18.4;5.7;2.3;3.9;8.8;10.5
14.1;59.8;30.6;4.9;7.4;18.2;5.8;2.3;3.8;8.6;10.5
13.8;59.8;30.8;4.7;7.2;18;5.6;2.3;3.9;8.6;10.6
13.8;57.7;30.3;4.7;7.2;17.8;5.6;2.3;3.8;8.5;10.2
13.5;58.1;29.5;4.7;7.1;18;5.5;2.2;3.7;8.8;10.2
13.2;57.6;29.1;4.6;6.8;17.6;5.4;2.2;3.7;8.4;10.1
12.9;56.5;29.5;4.5;6.9;16.9;5.4;2.1;3.6;8.2;10.2
12.8;55.5;28.7;4.4;6.8;16.9;5.2;2.1;3.6;8.2;9.9
13;55;28.5;4.4;6.7;17.1;5.3;2.1;3.7;8.2;9.7
13.1;55.6;29;4.5;6.8;17.3;5.3;2.1;3.6;8.3;9.7
13.2;56;29.4;4.6;7;17.4;5.4;2.2;3.6;8.3;10.1
13.7;58.1;30;4.7;7.1;17.9;5.6;2.2;3.8;8.6;10.3
14;59.1;31.1;4.7;7.3;18.5;5.8;2.3;3.9;8.8;10.4
