2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
20.1;84.6;43.5;6.4;10.1;26.8;8;3.3;5.4;11.7;12.9
19.6;81.6;43.5;6.3;9.8;25.9;7.7;3.1;5.2;11.5;12.6
18.7;79.1;41.4;6.2;9.4;24.6;7.5;3;5;11.1;12.3
18.3;77.2;39.8;5.9;9.2;23.9;7.3;2.9;4.8;10.4;11.7
18.3;76.3;39.9;5.9;9;23.9;7.3;2.8;4.9;10.6;11.7
18.1;76;39.8;5.8;8.9;23.9;7;2.9;4.8;10.4;11.5
17.7;74.9;39;5.9;9;24;7.1;2.8;4.8;10.4;11.7
17.5;75.2;39.2;5.9;8.8;24.1;7.1;2.8;4.8;10.4;11.6
17.5;72.3;37.6;5.7;9;22.9;7.1;2.8;4.7;10.2;11.3
16.8;71.6;37.4;5.6;8.7;22.7;6.7;2.7;4.6;10;11
16.7;70.5;36.6;5.4;8.4;22.2;6.8;2.7;4.5;9.7;10.8
16.6;69.7;36.3;5.4;8.4;21.8;6.7;2.7;4.4;9.7;10.7
16.3;69.3;36.1;5.3;8.2;21.3;6.5;2.6;4.4;9.6;10.5
16.4;69.3;35.7;5.4;8.3;21.6;6.5;2.6;4.4;9.6;10.6
16.4;69;36.2;5.3;8.3;21.4;6.6;2.6;4.4;9.6;10.9
16.4;69.5;35.9;5.4;8.3;21.7;6.5;2.6;4.5;9.7;10.8
17;71.1;36.6;5.5;8.5;21.7;6.6;2.8;4.5;9.8;10.8
17.2;72.2;37.6;5.6;8.4;22.6;6.9;2.8;4.6;10.1;11
17.7;74.4;38.4;5.8;8.9;22.8;7;2.8;4.6;10.3;11.1
17.9;77.2;40;6;9.2;24.5;7.3;2.9;4.8;10.8;11.8
18.8;79.8;41.7;6;9.5;25.3;7.5;3;5.1;11.1;12.5
19.3;81.2;42.6;6.3;9.8;25.9;7.6;3.1;5.2;11.3;12.7
20.2;84.2;44.8;6.5;10.3;26.6;7.9;3.2;5.4;12;13.2
20.2;86.3;45.6;6.7;10.4;27.1;8.1;3.3;5.5;12.1;13.2
20.9;88.8;46.5;6.8;10.4;27.5;8.4;3.3;5.6;12.2;13.4
21.1;89.3;46.6;6.9;10.6;27.8;8.3;3.4;5.6;12.2;13.5
21.2;88.8;47.6;6.8;10.6;27.7;8.4;3.3;5.7;12.3;13.9
21.5;89.7;47.4;7.1;10.8;28.4;8.6;3.5;5.7;12.5;13.8
21.7;90.8;46.7;7;10.7;28.5;8.7;3.4;5.9;12.7;14.1
22;91;47.4;7.1;10.9;28.7;8.7;3.5;5.7;12.5;14.1
21.6;91.2;47.2;7.1;10.8;28.4;8.4;3.4;5.8;12.7;14.1
21.6;91.8;46.8;7.1;10.6;28.6;8.4;3.5;5.8;12.8;14.1
21.7;90.6;47.6;7.1;11;28.4;8.6;3.5;5.8;12.6;14.2
21.8;91.4;47.5;7;10.9;28.8;8.5;3.5;5.8;12.7;14.1
