2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.9;56.6;28.2;4.5;6.5;17.8;5.4;2.1;3.5;8.3;8.4
12.2;54.4;26.7;4.4;6.2;17;5.2;2;3.4;7.8;7.8
11.6;52.4;25.7;4.2;5.9;15.9;4.9;1.9;3.3;7.5;7.5
11.3;51.5;25.3;4.1;5.8;15.9;5;1.9;3.2;7.3;7.3
11.4;50.5;24.9;4.1;5.7;15.9;4.9;1.8;3.2;7.3;7.1
10.8;47.1;23.9;3.8;5.5;15;4.6;1.7;3;6.9;7.1
10.5;46.1;22.5;3.7;5.3;14.6;4.4;1.7;2.9;6.7;6.8
10.1;44.7;22.5;3.6;5.1;14.2;4.4;1.6;2.9;6.6;6.5
10;44.7;21.9;3.5;5.1;14;4.3;1.6;2.8;6.3;6.4
10.2;45;21.7;3.6;5.1;14;4.4;1.6;2.8;6.5;6.5
10.1;45.1;21.9;3.6;5;14.1;4.3;1.6;2.8;6.3;6.5
10.2;46.1;22.1;3.7;5.1;14.1;4.4;1.6;2.8;6.4;6.6
10.1;45.1;22.7;3.7;5.2;14;4.4;1.7;2.8;6.5;6.5
10.6;46.1;23.1;3.7;5.3;14.1;4.4;1.7;2.9;6.7;6.7
10.5;47.1;22.9;3.8;5.3;14.5;4.6;1.7;3;6.8;6.7
10.9;48.7;23.6;3.8;5.5;15.1;4.7;1.8;3;7;7.1
11.2;50.4;25;4;5.7;15.9;4.8;1.8;3.1;7.1;7.2
11.7;52.4;25.3;4.2;5.8;16.2;5;1.9;3.2;7.4;7.5
11.8;52;26.6;4.2;6;16.6;5.1;1.9;3.3;7.6;7.7
12;53.5;26.8;4.3;6.1;16.6;5.2;2;3.4;7.6;7.9
12.2;54.7;26.5;4.3;6.2;16.6;5.3;2;3.4;7.7;7.8
12.5;55.2;27.2;4.4;6.2;17.2;5.2;2;3.4;8;7.9
12.8;56.6;27.6;4.5;6.4;17.7;5.3;2.1;3.5;8.1;8.2
12.2;54.8;27.2;4.5;6.2;17.1;5.3;2;3.4;7.8;7.9
11.8;51.5;25.6;4.2;5.9;16.4;5.1;1.9;3.3;7.6;7.7
11.6;51.3;25.6;4.1;5.9;15.9;5;1.8;3.2;7.4;7.5
11.4;49.5;24.7;4;5.5;15.8;4.8;1.8;3.1;7.2;7.2
11;49.7;24.3;4;5.6;15.3;4.8;1.8;3.1;7;7.1
10.9;48.8;23.7;3.9;5.6;15.3;4.6;1.7;3;7;7
11.1;47.7;23.3;3.8;5.4;15.3;4.6;1.8;3;7;7
11.3;49.8;24.2;3.9;5.6;15.5;4.7;1.8;3.1;7;7.1
11.8;50.4;25.3;4.1;5.8;16.3;4.9;1.8;3.1;7.2;7.2
12.2;53;25.9;4.3;6;16.3;5.1;1.9;3.3;7.5;7.6
12.5;54.5;27;4.4;6.3;17.6;5.3;2;3.5;7.8;8
12.6;55.9;27.4;4.5;6.2;17.3;5.4;2;3.5;7.9;8
12.3;55.5;27;4.4;6.4;17.3;5.3;2;3.5;7.9;7.9
12.3;54.6;26.9;4.5;6.3;17.5;5.2;2;3.4;7.8;7.8
12.2;52.5;27;4.3;5.9;16.8;5.2;1.9;3.3;7.7;7.7
12;53.9;26.4;4.3;6;16.5;5.2;1.9;3.4;7.6;7.7
12.6;55.1;27.7;4.4;6.4;17.3;5.5;2;3.5;7.9;8.1
12.7;57.5;27.3;4.5;6.4;17.6;5.4;2.1;3.5;8.1;8.2
13;56.5;28;4.5;6.4;17.7;5.4;2.1;3.5;8.1;8.2
12.4;54.2;26.3;4.4;6.2;16.9;5.2;2;3.4;7.8;7.8
