2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.3;53.8;28;4;6.1;16.9;5.3;2;3.6;7.8;8.9
11.7;51.2;26.6;3.8;5.8;16.1;5.1;1.9;3.4;7.4;8.5
11.2;49.1;25.5;3.7;5.6;15.4;4.9;1.8;3.2;7.1;8.2
11.1;48.6;25.2;3.6;5.5;15.2;4.8;1.8;3.2;7;8.1
11;48.1;25;3.6;5.4;15.1;4.8;1.8;3.2;7;8
10.6;46.3;24;3.5;5.2;14.5;4.6;1.7;3.1;6.7;7.7
10.3;45.2;23.5;3.4;5.1;14.2;4.5;1.6;3;6.5;7.5
10.2;44.5;23.1;3.3;5;14;4.4;1.6;2.9;6.4;7.4
10.3;44.8;23.3;3.4;5.1;14.1;4.4;1.6;3;6.5;7.4
10.6;46.4;24.1;3.5;5.3;14.6;4.6;1.7;3.1;6.7;7.7
11.1;48.3;25.1;3.6;5.5;15.2;4.8;1.8;3.2;7;8
11.9;51.8;26.9;3.9;5.9;16.3;5.1;1.9;3.4;7.5;8.6
12.6;54.9;28.5;4.1;6.2;17.2;5.5;2;3.6;7.9;9.1
13.2;57.7;29.9;4.3;6.5;18.1;5.7;2.1;3.8;8.3;9.6
13.5;59.2;30.7;4.4;6.7;18.6;5.9;2.2;3.9;8.5;9.8
13.8;60.2;31.2;4.5;6.8;18.9;6;2.2;4;8.7;10
14;61.2;31.7;4.6;6.9;19.2;6.1;2.2;4;8.8;10.1
14.1;61.6;31.9;4.6;7;19.3;6.1;2.2;4.1;8.9;10.2
14.1;61.8;32;4.6;7;19.4;6.1;2.3;4.1;8.9;10.2
14.2;62;32.1;4.6;7;19.5;6.1;2.3;4.1;8.9;10.2
14.3;62.5;32.3;4.7;7.1;19.6;6.2;2.3;4.1;9;10.3
14.3;62.4;32.3;4.7;7.1;19.6;6.2;2.3;4.1;9;10.3
14.3;62.6;32.4;4.7;7.1;19.7;6.2;2.3;4.1;9;10.3
14.1;61.6;31.9;4.6;7;19.3;6.1;2.2;4.1;8.9;10.2
14;61.1;31.6;4.6;6.9;19.2;6;2.2;4;8.8;10.1
13.8;60.4;31.3;4.5;6.9;19;6;2.2;4;8.7;10
13.6;59.1;30.6;4.4;6.7;18.6;5.9;2.2;3.9;8.5;9.8
13.4;58.4;30.2;4.4;6.6;18.3;5.8;2.1;3.8;8.4;9.6
13.2;57.8;29.9;4.3;6.6;18.1;5.7;2.1;3.8;8.3;9.5
13.2;57.5;29.7;4.3;6.5;18.1;5.7;2.1;3.8;8.3;9.5
13.3;58;30;4.4;6.6;18.2;5.7;2.1;3.8;8.3;9.6
13.6;59.2;30.6;4.5;6.7;18.6;5.9;2.2;3.9;8.5;9.8
14;61.1;31.6;4.6;7;19.2;6;2.2;4;8.8;10.1
14.2;62.1;32.1;4.7;7.1;19.5;6.1;2.3;4.1;8.9;10.2
14;61.2;31.6;4.6;7;19.2;6.1;2.2;4;8.8;10.1
13.6;59.3;30.7;4.5;6.8;18.6;5.9;2.2;3.9;8.5;9.8
13.2;57.7;29.8;4.3;6.6;18.1;5.7;2.1;3.8;8.3;9.5
12.9;56.3;29.1;4.2;6.4;17.7;5.6;2.1;3.7;8.1;9.3
12.8;55.6;28.7;4.2;6.3;17.5;5.5;2;3.6;8;9.2
13.3;58.2;30;4.4;6.6;18.3;5.7;2.1;3.8;8.3;9.6
13.3;58.1;30;4.4;6.6;18.3;5.7;2.1;3.8;8.3;9.6
13.2;57.6;29.7;4.3;6.6;18.1;5.7;2.1;3.8;8.2;9.5
12.6;54.9;28.3;4.1;6.3;17.3;5.4;2;3.6;7.9;9
12;52.1;26.9;3.9;6;16.4;5.1;1.9;3.4;7.5;8.6
11.9;51.7;26.7;3.9;5.9;16.3;5.1;1.9;3.4;7.4;8.5
11.7;51.2;26.4;3.9;5.9;16.1;5.1;1.9;3.4;7.3;8.4
11.4;49.5;25.5;3.7;5.7;15.6;4.9;1.8;3.2;7.1;8.1
11.1;48.3;24.9;3.6;5.5;15.2;4.8;1.8;3.2;6.9;7.9
10.9;47.5;24.5;3.6;5.4;14.9;4.7;1.7;3.1;6.8;7.8
10.9;47.5;24.5;3.6;5.4;14.9;4.7;1.7;3.1;6.8;7.8
11.2;48.6;25.1;3.7;5.6;15.3;4.8;1.8;3.2;6.9;8
11.6;50.4;26;3.8;5.8;15.9;5;1.8;3.3;7.2;8.3
12.3;53.7;27.7;4.1;6.1;16.9;5.3;2;3.5;7.7;8.8
13.1;56.9;29.3;4.3;6.5;17.9;5.6;2.1;3.7;8.1;9.3
13.8;60;30.9;4.5;6.9;18.9;5.9;2.2;3.9;8.6;9.8
14.1;61.4;31.6;4.6;7;19.3;6.1;2.2;4;8.8;10.1
14.3;62.3;32.1;4.7;7.1;19.6;6.1;2.3;4.1;8.9;10.2
14.5;63.1;32.5;4.8;7.2;19.8;6.2;2.3;4.1;9;10.3
14.6;63.4;32.6;4.8;7.3;19.9;6.2;2.3;4.1;9;10.4
14.6;63.4;32.6;4.8;7.3;19.9;6.2;2.3;4.1;9;10.4
14.6;63.5;32.7;4.8;7.3;20;6.3;2.3;4.2;9;10.4
14.7;63.8;32.9;4.8;7.3;20.1;6.3;2.3;4.2;9.1;10.5
14.6;63.7;32.8;4.8;7.3;20;6.3;2.3;4.2;9.1;10.4
14.6;63.6;32.7;4.8;7.3;20;6.3;2.3;4.2;9;10.4
14.4;62.7;32.3;4.7;7.2;19.7;6.2;2.3;4.1;8.9;10.3
14.2;62;31.9;4.7;7.1;19.5;6.1;2.3;4.1;8.8;10.2
14.2;61.6;31.7;4.7;7.1;19.4;6.1;2.3;4;8.8;10.1
13.8;60.2;31;4.6;6.9;18.9;5.9;2.2;3.9;8.6;9.9
13.7;59.5;30.6;4.5;6.8;18.7;5.9;2.2;3.9;8.5;9.7
13.5;58.8;30.2;4.5;6.8;18.5;5.8;2.1;3.8;8.3;9.6
13.4;58.5;30.1;4.4;6.7;18.4;5.8;2.1;3.8;8.3;9.6
13.5;58.8;30.3;4.5;6.8;18.5;5.8;2.2;3.8;8.4;9.6
13.8;60;30.9;4.5;6.9;18.9;5.9;2.2;3.9;8.5;9.8
14.2;61.6;31.7;4.7;7.1;19.4;6.1;2.3;4;8.7;10.1
14.5;63;32.4;4.8;7.3;19.8;6.2;2.3;4.1;8.9;10.3
14.3;62.2;31.9;4.7;7.2;19.6;6.1;2.3;4.1;8.8;10.2
13.9;60.3;31;4.6;7;19;5.9;2.2;3.9;8.5;9.9
13.5;58.5;30.1;4.4;6.7;18.4;5.8;2.1;3.8;8.3;9.6
13.2;57.3;29.4;4.3;6.6;18;5.6;2.1;3.7;8.1;9.4
13;56.4;28.9;4.3;6.5;17.7;5.5;2.1;3.7;8;9.2
13.4;58.2;29.9;4.4;6.7;18.3;5.7;2.1;3.8;8.2;9.5
13.6;59;30.3;4.5;6.8;18.6;5.8;2.2;3.8;8.3;9.6
13.4;58.3;29.9;4.4;6.7;18.4;5.7;2.1;3.8;8.2;9.5
12.9;56;28.7;4.2;6.5;17.6;5.5;2;3.6;7.9;9.1
12.1;52.8;27.1;4;6.1;16.6;5.2;1.9;3.4;7.5;8.6
12;52.4;26.9;4;6;16.5;5.1;1.9;3.4;7.4;8.5
11.9;51.7;26.5;3.9;6;16.3;5.1;1.9;3.4;7.3;8.4
11.6;50.3;25.8;3.8;5.8;15.8;4.9;1.8;3.3;7.1;8.2
11.2;48.9;25.1;3.7;5.7;15.4;4.8;1.8;3.2;6.9;8
11;48;24.6;3.6;5.5;15.1;4.7;1.8;3.1;6.8;7.8
11;48;24.6;3.6;5.5;15.1;4.7;1.8;3.1;6.8;7.8
11.2;48.8;25;3.7;5.6;15.4;4.8;1.8;3.2;6.9;7.9
11.7;50.7;26;3.9;5.9;16;5;1.9;3.3;7.1;8.3
12.3;53.5;27.4;4.1;6.2;16.9;5.3;2;3.5;7.5;8.7
13.1;56.8;29.1;4.3;6.6;17.9;5.6;2.1;3.7;8;9.2
13.8;59.9;30.7;4.6;6.9;18.9;5.9;2.2;3.9;8.4;9.8
14.2;61.7;31.6;4.7;7.1;19.4;6.1;2.3;4;8.7;10
14.5;62.8;32.2;4.8;7.3;19.8;6.2;2.3;4.1;8.8;10.2
14.6;63.6;32.6;4.8;7.4;20;6.2;2.3;4.1;9;10.4
14.7;64;32.8;4.9;7.4;20.2;6.3;2.3;4.2;9;10.4
14.8;64.1;32.8;4.9;7.4;20.2;6.3;2.3;4.2;9;10.4
14.8;64.2;32.9;4.9;7.4;20.2;6.3;2.3;4.2;9;10.4
14.8;64.5;33;4.9;7.5;20.3;6.3;2.4;4.2;9.1;10.5
14.9;64.7;33.1;4.9;7.5;20.4;6.3;2.4;4.2;9.1;10.5
14.8;64.3;32.9;4.9;7.5;20.3;6.3;2.4;4.2;9;10.5
14.7;63.6;32.6;4.9;7.4;20.1;6.2;2.3;4.1;8.9;10.3
14.5;62.9;32.2;4.8;7.3;19.8;6.2;2.3;4.1;8.8;10.2
14.4;62.5;32;4.8;7.3;19.7;6.1;2.3;4.1;8.8;10.2
14.1;61.1;31.3;4.7;7.1;19.3;6;2.2;4;8.6;9.9
13.9;60.4;30.9;4.6;7;19;5.9;2.2;3.9;8.5;9.8
13.7;59.6;30.5;4.6;6.9;18.8;5.8;2.2;3.9;8.4;9.7
13.6;59.2;30.3;4.5;6.9;18.7;5.8;2.2;3.8;8.3;9.6
13.7;59.4;30.4;4.5;6.9;18.7;5.8;2.2;3.9;8.3;9.7
14;60.6;31;4.6;7;19.1;5.9;2.2;3.9;8.5;9.8
14.3;62.1;31.7;4.7;7.2;19.6;6.1;2.3;4;8.7;10.1
14.7;63.7;32.6;4.9;7.4;20.1;6.2;2.3;4.1;8.9;10.3
14.5;63;32.2;4.8;7.3;19.9;6.2;2.3;4.1;8.8;10.2
14.1;61.3;31.3;4.7;7.1;19.3;6;2.2;4;8.6;9.9
13.7;59.4;30.3;4.5;6.9;18.7;5.8;2.2;3.9;8.3;9.6
13.4;58.1;29.7;4.4;6.8;18.3;5.7;2.1;3.8;8.1;9.4
13.1;57;29.1;4.4;6.6;18;5.6;2.1;3.7;8;9.2
13.4;58.2;29.8;4.5;6.8;18.4;5.7;2.1;3.8;8.2;9.4
13.8;59.8;30.6;4.6;7;18.9;5.9;2.2;3.9;8.4;9.7
13.6;59;30.2;4.5;6.9;18.6;5.8;2.2;3.8;8.3;9.6
13.2;57.2;29.2;4.4;6.7;18;5.6;2.1;3.7;8;9.3
12.4;53.8;27.5;4.1;6.3;17;5.3;2;3.5;7.5;8.7
12.3;53.2;27.2;4.1;6.2;16.8;5.2;1.9;3.4;7.4;8.6
12.1;52.5;26.8;4;6.1;16.6;5.1;1.9;3.4;7.3;8.5
11.8;51.3;26.2;3.9;6;16.2;5;1.9;3.3;7.2;8.3
11.5;49.7;25.4;3.8;5.8;15.7;4.9;1.8;3.2;6.9;8
11.2;48.7;24.8;3.7;5.7;15.4;4.8;1.8;3.2;6.8;7.9
11.2;48.4;24.7;3.7;5.7;15.3;4.7;1.8;3.1;6.8;7.8
11.3;48.9;25;3.7;5.7;15.4;4.8;1.8;3.2;6.8;7.9
11.7;50.8;25.9;3.9;5.9;16;5;1.9;3.3;7.1;8.2
12.3;53.3;27.2;4.1;6.2;16.8;5.2;2;3.5;7.4;8.6
13.1;56.7;28.9;4.3;6.6;17.9;5.5;2.1;3.7;7.9;9.2
13.8;59.9;30.6;4.6;7;18.9;5.8;2.2;3.9;8.4;9.7
14.2;61.7;31.4;4.7;7.2;19.5;6;2.3;4;8.6;10
14.4;62.6;31.9;4.8;7.3;19.8;6.1;2.3;4.1;8.7;10.1
14.6;63.3;32.3;4.9;7.4;20;6.2;2.3;4.1;8.8;10.2
14.7;63.9;32.6;4.9;7.5;20.2;6.2;2.3;4.1;8.9;10.3
14.8;64;32.6;4.9;7.5;20.2;6.2;2.3;4.1;8.9;10.3
14.8;64;32.6;4.9;7.5;20.2;6.2;2.3;4.1;8.9;10.3
14.8;64.2;32.7;4.9;7.5;20.3;6.3;2.4;4.2;8.9;10.4
14.9;64.5;32.8;4.9;7.5;20.4;6.3;2.4;4.2;9;10.4
14.8;64;32.6;4.9;7.5;20.2;6.2;2.3;4.1;8.9;10.3
14.7;63.6;32.4;4.9;7.5;20.1;6.2;2.3;4.1;8.8;10.3
14.5;62.6;31.9;4.8;7.3;19.8;6.1;2.3;4;8.7;10.1
14.4;62.3;31.7;4.8;7.3;19.7;6.1;2.3;4;8.7;10.1
14.1;60.9;31;4.7;7.1;19.2;5.9;2.2;3.9;8.5;9.8
13.9;60.1;30.6;4.6;7.1;19;5.9;2.2;3.9;8.4;9.7
