1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
73.1;51.6;99.8;0;0
61.8;52.1;99.4;0;0
50.1;54;100.6;0;0
47.7;53.9;99.8;0;0
44;54.7;100.5;0;0
40;53.7;100.2;0;0
37.1;51.3;100.9;0;0
37.5;49.4;98.3;0;0
41.3;44.7;99.8;0;0
49.1;41.2;98.8;0;0
58.1;38.5;99.7;0;0
70.9;38.8;99.1;0;0
81.9;42.2;100;0;0
90.1;43.8;98.4;0.8;1.5
87.7;44.2;100.1;3.1;5.1
84.5;43.7;98.9;6.7;10.5
79.8;41.2;97.8;11.2;16.1
74.9;38.4;96.7;14.7;20.7
71.1;38.2;95.5;17.3;23.4
69;37;97.5;19.1;25.1
68.9;38.1;98.6;19.7;26.4
67.6;38.1;97.1;18.9;26.7
68.9;39.4;97.8;17.5;26.3
69.4;39.2;97.2;14.8;25.7
72.8;38.9;97.6;11.8;21.8
81;37.7;98.7;7.9;16.5
87.8;36.4;98.7;4.2;9.8
96.3;33.7;98.1;1.3;3.4
100.6;32.9;98.1;0.1;0.2
99.5;32;98.4;0;0
102.1;30.7;96;0;0.1
109.3;29.7;97.4;0;0
116.3;28.2;95.2;0;0
124.6;27;94.6;0;0
119.6;26.3;96.3;0;0
113.1;27.7;95.1;0;0
105.4;29;94.8;0;0
97.9;30.7;97.8;0;0
93.6;31.4;96.7;0;0
101.5;30;95.5;0;0
107;28.4;96.7;0;0
106.1;26.9;94.9;0;0
99.9;26.2;95.6;0;0
86.5;26;94;0;0
85;26.5;95.1;0;0
80.2;27.2;96.2;0;0
74.2;28.4;95.4;0;0
70.5;29.4;95.3;0;0
64.7;30.2;94;0;0
62.9;31.7;92.8;0;0
63.1;31.7;94.9;0;0
73.3;31.7;95.4;0;0
85.4;31.3;94.7;0;0
100;28.9;92.6;0;0
111.4;26.9;93.3;0.7;1
114.4;25.4;94.3;3;3.9
110;25.2;92.7;6.9;8.7
103.9;25;93.5;11.6;13.2
96.6;26;93.2;15.6;16.4
92;26.1;95.1;18.7;17.8
90.1;26.8;92.6;20.3;17.6
90.3;27.2;94.5;21.5;17.7
88.9;27.9;92.8;21.5;18.4
89.9;28.7;93.1;20.3;19.2
85.9;28.3;94;18.4;20.1
89;27.9;91.5;15.4;19.1
94.9;27.6;91.3;11;15.6
102.3;26.7;91.6;6.2;10.1
109.9;27;92.4;2.2;4
112.5;27.9;93.1;0.2;0.4
108.3;28.6;90.1;0;0
109.4;29.4;90.3;0;0.1
112.8;28.6;90.1;0;0
121.7;27.5;91.4;0;0
129.7;25.5;92.8;0;0
130.5;24.4;92.1;0;0
123.6;24;90.8;0;0
114.7;24.4;91.1;0;0
109.8;26.2;90.2;0;0
105.4;25.6;90.4;0;0
113.7;24.9;89.5;0;0
120.7;22.9;89.9;0;0
120.5;21.2;89.9;0;0
114;20.7;90.1;0;0
99.4;20.7;88.9;0;0
95.7;21.6;90.8;0;0
93.4;21.1;88.5;0;0
89.9;20.3;89.4;0;0
85.7;18.7;89.9;0;0
83.7;17.5;88.8;0;0
82.5;16.7;88.9;0;0
84.9;16.4;88.3;0;0
93;16.2;89.2;0;0
100.1;16.2;88.8;0;0
114.4;16.5;89.1;0;0
126.9;16.2;88.2;0.7;1
128.3;16.1;87.6;3.3;4.4
121.6;15.3;86.9;7.5;10.4
115.3;14.5;89.3;11.9;16.4
113.1;13.7;88.1;14.3;19.8
110.7;12.7;88.8;15.3;22.4
108.3;12.1;87.9;15.8;23.7
114.2;11.3;86.2;14.6;22.7
117.6;10.8;85.8;13.8;22.6
117.7;10.3;86.1;13;21.5
118.5;10.1;85.8;11.8;20.3
115.6;10.1;86.4;10.1;18
121.2;10;87;8;14.1
124.4;10.2;87.5;5.2;9.3
129.2;10.2;87.2;2.3;4
129.7;9.9;87.3;0.3;0.6
127.6;9.2;87;0;0
130.7;8.6;86.9;0;0.1
134.2;8.3;86.3;0;0
138;8.4;86;0;0
145.1;8.6;84.5;0;0
144;9;85.7;0;0
139.9;9;86;0;0
132.8;8.6;84.8;0;0
128.7;8;84.3;0;0
126.2;7.8;84.6;0;0
129.4;8.2;84.3;0;0
140.2;9;86.1;0;0
133.7;10.3;85.6;0;0
125.5;11.1;83.6;0;0
111.1;11.7;84.1;0;0
107.8;12.2;85.9;0;0
103.1;12;85.2;0;0
100.4;11.7;83.8;0;0
91.4;11.2;83.7;0;0
87.1;11.5;84.2;0;0
84.6;12.2;84.2;0;0
82.5;14.1;83.9;0;0
81.3;16.3;82.3;0;0
83.6;18.1;82.2;0;0
87.4;18.8;83.8;0;0
90.2;19.4;83.3;0.3;0.5
90.3;20.1;84;2;2.7
86.3;21.2;83.8;5.9;7.4
82.3;22.8;83.2;10.3;12.7
76.5;25.5;82;14;16.7
75.9;27.7;82.9;15.4;18.4
74.2;29.6;82.3;16.1;18.3
73.8;31.4;81.7;15.5;17.7
77;34.3;82.9;14.5;16.8
79.2;37.2;82.8;13.3;16.1
78.7;39.8;80.2;12.1;15.4
70.5;42.7;81.4;10.2;14.3
69.3;44.3;82;7.8;12.3
66.2;48.2;79.9;5.1;8.5
68.9;49.6;80.9;2.4;4.2
69.3;50.4;81.3;0.5;0.9
67.6;52.1;81.6;0;0
67;52.7;80.3;0;0
71.6;54.1;80.7;0;0
74.8;55.3;81;0;0
81.5;57.7;80.7;0;0
78.7;59.7;80.2;0;0
72.4;64.8;79;0;0
62.7;68.4;79.2;0;0
53.7;74.2;80.5;0;0
48.1;79.8;78.6;0;0
49;81.3;79.7;0;0
61.4;80.5;80;0;0
58.3;82;80.6;0;0
54.2;82;80.5;0;0
40.6;83.3;81.1;0;0
35.6;82.9;78.5;0;0
30.5;85.9;79.8;0;0
25;85.3;77.4;0;0
15.3;87.3;79.6;0;0
8.7;86.3;79.5;0;0
5.1;88.2;79.6;0;0
4.2;87.3;78.7;0;0
6.8;86.3;80.2;0;0
9.7;82.8;77.8;0;0
14.1;79.4;78;0;0
18.3;78.4;79.1;0.3;0.3
20.1;74.3;78.3;1.9;2.1
19.1;73.8;78.6;5.4;6
17.5;71.1;78.3;9.4;11.1
17.6;69.6;78.6;12.8;15.9
18.9;66.9;79.8;14.7;19.8
21.3;64.3;79;15.6;22.4
25.2;61.1;79.1;15.6;23.1
29.8;60.5;78.3;15.5;24.1
35.4;57.7;78.8;15.3;24.3
39.3;58.2;80.7;15.1;23.1
33.2;56.4;80.8;14.1;21
34.7;56.4;79.8;12.1;17
39.9;54.9;81.3;8.6;11.6
48.2;52.7;80;4.3;5.7
56.5;48.9;79.8;1;1.4
59.8;46.2;79.8;0;0
64;42.8;80.4;0;0
70.8;40.1;79.8;0;0
78.8;38.2;80.5;0;0
89;37.6;79.2;0;0
94.8;36.3;81.4;0;0
94.8;35.5;80.8;0;0
95.5;32.8;81.3;0;0
96.3;29.4;81.6;0;0
