2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.4;78.4;41;6.3;9.4;25;7.3;3.1;5.4;11.9;12.8
18.2;75.8;38.9;6.1;9;24.1;6.9;3.1;5.3;11.5;12
17.4;70.1;37.1;5.8;8.6;22.9;6.7;2.9;4.9;10.7;11.6
17.2;71.7;37;5.8;8.4;22.6;6.7;2.8;4.7;10.6;11.6
17.3;68.5;36.5;5.6;8.4;22.4;6.5;2.8;4.8;10.5;11.4
16.6;67.6;35.2;5.5;8;21.2;6.3;2.7;4.6;10.3;11.1
16.2;65.8;33.7;5.3;7.8;21.2;6.1;2.6;4.5;10;10.7
16;65.1;33.9;5.2;8;20.8;6;2.6;4.4;10;10.4
15.6;65.1;33.9;5.2;7.8;20.7;6.1;2.6;4.4;9.7;10.5
16.1;66.7;34.7;5.4;8.1;20.9;6.2;2.7;4.5;10.2;10.7
16.8;69.3;36.4;5.6;8.3;21.8;6.3;2.8;4.7;10.5;11.4
17.9;73.4;38.6;5.9;8.7;23.4;6.8;2.9;5;11.1;11.7
19;77.9;40.2;6.1;9.3;24.9;7.4;3.1;5.2;11.6;12.3
20;81.2;42.3;6.7;9.8;26.1;7.6;3.3;5.5;12.4;13.3
20.7;85;44;6.8;10.1;26.4;7.9;3.3;5.6;12.6;13.7
20.7;86;44.7;6.8;10.2;26.9;7.9;3.4;5.7;13;14.1
21;86.7;45;7.1;10.4;27.2;8;3.5;5.9;12.9;14.3
20.9;87;46;7;10.3;27.6;8;3.5;5.9;13.3;13.8
21.3;88.3;45.1;7;10.5;28;8.2;3.4;5.8;13.3;14
21.2;87.3;45;7;10.3;27.8;8.1;3.4;5.9;13.1;14.2
21.3;89.3;45.8;7;10.5;27.4;8.2;3.5;5.9;13.3;14.3
21.5;88.6;45.5;7;10.4;27.9;8.1;3.5;5.9;13.2;14.3
21.4;87.9;45.9;7;10.3;27.4;8.1;3.5;5.9;13.2;14.6
20.8;86.1;45;7;10.5;27.2;8;3.4;5.8;12.8;14.2
