1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
82.4;27.6;119.9;0;0
75.9;28.1;119.9;0;0
67;28.7;119.9;0;0
60.1;29.4;120;0;0
58.6;30.1;120;0;0
56.5;30.7;120;0;0
54.4;31.1;120.1;0;0
53.1;31.3;120.1;0;0
49.3;31.3;120.1;0;0
45.1;31;120.1;0;0
43.3;30.5;120.2;0;0
41.7;29.7;120.2;0;0
41;28.8;120.2;0;0
42.1;27.7;120.3;0;0
43.4;26.6;120.3;0;0
46.3;25.7;120.3;0;0
51.6;25.1;120.4;0;0
55.6;24.8;120.4;0;0
60.5;25;120.4;0;0
68;25.8;120.5;0;0
74.1;27;120.5;0;0
79.5;28.4;120.5;0.1;0.1
84.5;29.7;120.6;0.4;0.9
86.6;30.7;120.6;1.1;2.2
86.2;31.1;120.6;2.1;4.5
84.6;30.8;120.6;3.7;7.5
82.2;29.9;120.7;5.5;11
79.5;28.8;120.7;7.5;14.6
76.9;27.7;120.7;9.5;18
73.8;26.7;120.8;11.4;21
70.6;26.1;120.8;12.9;23.5
67.7;26;120.8;14.2;25.4
65.3;26.2;120.9;15.2;26.7
63.4;26.5;120.9;15.9;27.6
62.4;27.1;120.9;16.4;28.1
62.6;27.6;121;16.7;28.3
62.7;27.9;121;16.8;28
61.7;28.1;121;16.7;27.4
63.1;28.1;121;16.3;26.4
64.7;28;121.1;15.6;25
64.5;27.9;121.1;14.7;23.2
66.2;27.8;121.1;13.4;20.9
69.7;27.8;121.2;11.8;18.2
74;28;121.2;9.9;15.1
76.4;28.1;121.2;7.8;11.8
78.5;28.3;121.3;5.6;8.4
82;28.3;121.3;3.5;5.2
84.8;28.2;121.3;1.7;2.6
86.5;27.7;121.4;0.5;0.8
87.2;27;121.4;0;0
87.2;26.1;121.4;0;0
87.7;25.2;121.5;0;0
89.4;24.3;121.5;0;0.1
92.5;23.6;121.5;0;0
95.9;23.2;121.5;0;0
99.1;23.1;121.6;0;0
103.7;23.2;121.6;0;0
107;23.4;121.6;0;0
106.3;23.7;121.7;0;0
103.8;24.1;121.7;0;0
100;24.3;121.7;0;0
95.3;24.3;121.8;0;0
91;24.3;121.8;0;0
87.5;24.1;121.8;0;0
84.8;23.9;121.9;0;0
82.2;23.5;121.9;0;0
80.5;23.2;121.9;0;0
81.4;22.8;121.9;0;0
88.4;22.5;122;0;0
93.9;22.1;122;0;0
91;21.9;122;0;0
89.9;21.7;122.1;0;0
88.3;21.6;122.1;0;0
82.4;21.7;122.1;0;0
73.9;21.9;122.2;0;0
67.4;22.2;122.2;0;0
66.1;22.8;122.2;0;0
63.8;23.5;122.3;0;0
61.1;24.4;122.3;0;0
59;25.5;122.3;0;0
53.8;26.7;122.4;0;0
48.1;27.9;122.4;0;0
44.8;28.8;122.4;0;0
41.9;29.2;122.4;0;0
40.3;29.1;122.5;0;0
40.8;28.4;122.5;0;0
42;27.2;122.5;0;0
45.1;25.9;122.6;0;0
50.7;24.8;122.6;0;0
55.2;23.9;122.6;0;0
60.7;23.5;122.7;0;0
69;23.6;122.7;0;0
75.9;24.1;122.7;0;0
81.9;24.9;122.8;0.1;0.1
87.2;25.7;122.8;0.6;0.6
89;26.6;122.8;1.6;1.7
87.9;27.2;122.8;3.2;3.3
85.3;27.5;122.9;5.4;5.5
82.1;27.6;122.9;7.9;7.9
79.1;27.5;122.9;10.3;10.2
76.7;27.3;123;12.5;12.3
74.1;27.2;123;14.4;13.9
71.6;27.2;123;15.9;15.2
69.6;27.3;123.1;16.9;16
68.1;27.6;123.1;17.6;16.6
67.2;27.9;123.1;18;16.9
67.2;28.1;123.2;18.2;17
68.1;28.1;123.2;18.3;17
68.4;27.9;123.2;18.2;17.1
67.2;27.4;123.3;18;17.2
68.4;26.7;123.3;17.8;17.2
69.4;26.1;123.3;17.3;17
67.8;25.6;123.3;16.5;16.6
67.8;25.5;123.4;15.3;15.8
69.5;25.8;123.4;13.7;14.4
72.1;26.7;123.4;11.6;12.5
72.8;27.9;123.5;9.2;10.1
73.4;29.2;123.5;6.6;7.4
75.8;30.4;123.5;4.1;4.7
