2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
13.7;58.8;28.9;4.8;7.4;17.9;5;2;3.7;8.2;9.1
13.3;56.8;27.9;4.6;7.1;17.4;4.9;2;3.7;8.1;9.1
12.8;54.9;26.7;4.4;7;16.7;4.8;1.9;3.6;7.8;8.6
12.4;52.9;25.8;4.4;6.7;16.4;4.6;1.9;3.4;7.5;8.2
12.3;53.6;25.7;4.2;6.7;16.1;4.6;1.9;3.4;7.4;8.3
12.1;51.7;26;4.3;6.7;15.9;4.7;1.9;3.4;7.3;8.2
12.2;52;25.5;4.2;6.5;15.5;4.5;1.8;3.3;7.4;8.2
12.1;51.5;24.6;4.3;6.5;15.8;4.5;1.8;3.3;7.3;8.1
11.8;51.4;24.9;4.2;6.5;15.2;4.4;1.8;3.3;7.2;8
11.7;50.2;24.2;4.1;6.3;15.1;4.4;1.8;3.2;7.1;7.6
11.2;48.7;24;4.1;6.1;14.7;4.3;1.7;3.2;7;7.8
11.2;48.7;23.1;3.9;6.1;14.7;4.3;1.7;3.1;6.8;7.5
11.2;48;23.4;3.9;6;15;4.2;1.7;3.1;6.7;7.5
11.1;47.6;23.3;3.9;6.1;14.6;4.2;1.7;3.1;6.7;7.5
11.1;48;23.4;3.9;6;14.5;4.2;1.7;3.1;6.9;7.4
11.2;49;23.2;3.9;6.1;14.9;4.2;1.7;3;6.9;7.6
11.6;49.8;24.4;4;6.2;15.2;4.3;1.8;3.2;7;7.7
11.7;50.1;24.7;4.1;6.5;15.6;4.4;1.8;3.3;7.1;8
11.9;52.4;25;4.2;6.5;15.7;4.5;1.8;3.4;7.2;8.2
12.4;53.1;26.3;4.3;6.8;16.2;4.7;1.9;3.5;7.5;8.3
13.1;55.8;26.6;4.6;7.1;16.8;4.8;2;3.6;7.9;8.6
13.5;56.9;27.3;4.6;7.2;17.5;5;2;3.6;7.9;8.9
13.8;59.5;28.7;4.8;7.5;18.2;5.2;2.1;3.8;8.3;9.1
14;59.6;29.4;4.9;7.6;18.5;5.2;2.2;3.9;8.5;9.2
14.4;61.8;30.1;5.1;7.8;18.7;5.5;2.2;4;8.6;9.6
14.6;61.3;30.5;5.1;7.9;19.1;5.4;2.2;4;9;9.5
14.6;63.4;30.9;5.2;7.9;19.3;5.5;2.2;4.1;8.9;9.8
15.1;63.2;30.6;5.2;8;19.5;5.6;2.2;4.1;8.9;9.9
14.8;63;31.1;5.2;8.1;19.5;5.6;2.3;4.1;9;10
14.7;64.5;30.9;5.3;7.9;19.6;5.7;2.3;4.2;9.1;10.1
14.9;64.4;31.1;5.2;8;19.5;5.6;2.3;4.1;9.1;9.9
15;63.1;31.4;5.2;8.1;19.4;5.6;2.3;4.1;9.2;9.9
14.7;63.5;31.6;5.2;8.2;19.4;5.7;2.3;4.2;9.2;9.7
15;64.5;31.5;5.3;8;19.6;5.5;2.3;4.2;9.1;10.1
14.7;65.9;31.2;5.3;8.1;19.8;5.6;2.3;4.1;9;9.8
15;64.7;32;5.3;8.1;19.6;5.7;2.3;4.2;9.1;9.9
15;64.4;31.5;5.3;8.2;20;5.6;2.3;4.2;9.1;10.2
15;63.9;31.3;5.3;8.2;19.5;5.7;2.3;4.1;9;10
14.9;64.1;31.8;5.3;8.1;19.9;5.6;2.3;4.2;9;10
14.6;64.7;31.4;5.3;8.2;19.7;5.7;2.3;4.1;9;10
14.9;63.8;31.1;5.1;8;19.1;5.6;2.2;4.1;9;9.7
14.8;63.5;30.7;5.1;7.9;19.3;5.5;2.2;4.1;8.8;9.7
14.7;64;30.7;5.2;8;19.4;5.6;2.2;4;8.8;9.8
14.7;62.1;30.6;5.1;7.9;19;5.4;2.2;4.1;8.7;10
14.4;62.1;30.6;5.1;7.9;19.2;5.5;2.2;4.1;8.8;9.6
14.3;60.9;29.8;5;7.7;18.6;5.4;2.1;3.9;8.6;9.5
13.9;61.4;29.7;4.9;7.7;18.6;5.3;2.2;3.9;8.6;9.4
14.2;59.5;29.8;4.9;7.7;18.3;5.2;2.1;3.8;8.3;9.5
14.3;59.9;29.3;4.9;7.5;18;5.2;2.1;3.9;8.5;9.3
13.9;59.3;28.5;4.7;7.5;18.4;5.3;2.1;4;8.4;9.3
13.9;58.3;28.3;4.7;7.5;18;5.1;2.1;3.8;8.2;9.2
13.9;58.3;29.3;4.8;7.4;18.1;5.1;2.1;3.8;8.4;9.3
14.1;60.5;29.2;4.8;7.6;18;5.2;2.1;3.9;8.3;9.3
14;60.3;29.5;4.8;7.5;18.4;5.3;2.1;3.8;8.4;9.2
14.3;62.1;29.9;4.8;7.6;18.5;5.3;2.1;4;8.6;9.3
14.2;60.3;30.1;5;7.8;18.3;5.5;2.1;3.9;8.7;9.6
14.6;62.3;30.4;5;7.9;18.9;5.4;2.2;4;8.6;9.7
14.8;63.8;31.1;5.1;8.2;18.9;5.5;2.2;4.1;9.1;9.8
15.1;62.7;31;5.2;8;19.4;5.6;2.3;4.1;9;9.9
14.9;62.5;30.9;5.1;8;19;5.6;2.2;4.1;9;9.9
14.5;61.7;30.4;5.1;7.9;19.1;5.5;2.2;4.1;8.7;9.6
14.1;61.1;29.9;5;7.5;18.5;5.3;2.2;3.9;8.7;9.4
14.2;59.5;29.3;4.8;7.6;18.4;5.3;2.1;3.9;8.5;9.3
13.9;58.5;28.4;4.9;7.6;18.2;5.2;2.1;3.8;8.3;9.2
13.7;58.4;28.3;4.7;7.3;17.6;5.1;2.1;3.7;8.2;9.1
13.5;56.8;28;4.7;7.2;17.6;5.1;2;3.8;8.2;9
13.4;57.1;27;4.8;7.2;17.4;5.1;2.1;3.7;8;8.8
13.4;58;28.2;4.6;7.3;17.4;5.1;2;3.7;8;8.8
13.6;58.5;28.5;4.8;7.3;17.8;5.1;2.1;3.8;8.2;9
14.4;59.8;29.8;4.8;7.6;18.4;5.2;2.1;3.9;8.4;9.2
13.9;59.1;28.9;4.7;7.5;18.3;5.3;2.1;3.9;8.5;9.2
13.9;59.4;28.5;4.7;7.4;18;5.2;2.1;3.8;8.3;9.2
13.9;58.8;28.7;4.8;7.4;17.7;5.2;2.1;3.8;8.3;9.1
13.4;57.6;28.3;4.6;7.2;17.6;5;2;3.7;7.9;8.9
13.1;54.9;26.9;4.5;6.9;16.9;4.8;2;3.6;7.7;8.4
12.8;53.2;26.2;4.3;6.9;16.4;4.7;1.9;3.5;7.6;8.3
12.5;52.8;26.4;4.3;6.8;16.5;4.6;1.8;3.4;7.5;8.3
12.4;52.9;26;4.4;6.6;16.5;4.7;1.9;3.4;7.5;8.2
12.3;52.2;25.8;4.3;6.5;15.9;4.6;1.9;3.3;7.2;8.2
12.2;52.3;25.8;4.2;6.5;15.8;4.6;1.9;3.4;7.4;8.1
12.2;52;25;4.1;6.5;16;4.5;1.9;3.3;7.3;7.9
11.8;49.6;24.5;4.1;6.3;15.4;4.4;1.8;3.3;7.2;7.7
11.6;49.1;24.3;4.1;6.3;15.2;4.4;1.8;3.2;6.9;7.6
11.8;48.9;23.9;4;6.1;14.9;4.3;1.8;3.2;6.9;7.5
11.4;49.3;23.5;3.9;6;14.8;4.2;1.7;3.1;6.7;7.5
11.3;47.8;23.8;3.9;6.2;14.8;4.3;1.8;3.1;6.7;7.6
11.3;48;24;3.9;6;14.8;4.2;1.7;3.1;6.8;7.5
11.3;48.3;23.7;4;6;14.8;4.2;1.7;3.1;6.8;7.4
11.8;49.8;24.3;4;6.3;15.2;4.4;1.8;3.2;7;7.7
11.8;51.4;24.8;4.1;6.3;15.4;4.5;1.8;3.3;7.2;7.8
12;50.9;25.2;4.2;6.6;15.6;4.7;1.9;3.3;7.2;8.1
12.6;53.5;26.3;4.3;6.8;16.4;4.7;1.9;3.5;7.7;8.3
13;55.7;26.9;4.4;7;16.8;4.9;2;3.6;7.7;8.5
13.4;58.3;28.4;4.6;7.2;17.4;5.1;2.1;3.7;8.1;9
13.8;59.7;29;4.9;7.5;17.9;5.3;2.1;3.8;8.4;9.1
14;61.7;29.4;5;7.6;18.4;5.4;2.1;3.9;8.4;9.4
14.4;61.3;29.8;4.8;7.7;18.9;5.5;2.2;4;8.5;9.4
14.6;62;30.6;5;7.8;18.8;5.5;2.2;4;8.7;9.6
14.8;62.3;30.9;5.1;7.8;19.1;5.6;2.2;4;8.8;9.6
14.8;63.5;30.7;5.1;7.9;18.8;5.6;2.2;4;8.8;9.7
14.9;63.8;31.7;5.2;8.1;19.5;5.7;2.3;4.1;8.8;9.7
15.1;64.7;31.2;5.1;7.9;19.4;5.6;2.3;4.1;9;9.8
15.2;63.3;30.9;5.1;8;19.4;5.7;2.3;4.1;9.1;9.9
14.9;62.6;31.4;5;8;19.2;5.6;2.3;4.1;9.1;9.8
15;63.8;31.4;5.1;8.3;19.6;5.7;2.2;4.2;9.1;10
14.8;63.8;31.8;5.1;8.1;19.3;5.7;2.3;4.1;8.9;10
14.9;63.6;31.3;5.2;7.9;19.6;5.6;2.2;4.1;9.1;10
15.2;64.2;31.4;5.3;8;19.4;5.7;2.3;4.2;9.1;9.9
15.3;64.7;31.8;5.2;8;19.7;5.7;2.3;4.2;8.9;9.9
14.8;64.7;31.6;5.1;8;19.6;5.6;2.3;4.1;8.9;9.8
14.8;64.3;31.8;5.2;8.1;19.3;5.7;2.3;4.1;8.9;9.8
15.2;64.1;31.3;5.2;8;19.4;5.7;2.3;4.1;9;9.9
14.7;62.6;30.8;5.2;7.8;19.2;5.7;2.3;4.1;9;9.8
14.6;62;31.4;5.1;7.8;18.8;5.6;2.2;4.1;8.9;9.8
14.4;61.2;30.4;5;7.9;18.9;5.5;2.2;4;8.7;9.6
14.5;63.3;30.5;5;7.7;19.2;5.6;2.2;4;8.8;9.7
14.6;62.4;30.5;5;7.6;18.6;5.5;2.2;4;8.7;9.5
14.5;61.1;29.7;4.8;7.6;18.7;5.3;2.2;4;8.6;9.3
14.1;59.6;29.8;4.9;7.8;18.4;5.4;2.1;3.9;8.4;9.3
14.4;59;29.5;4.9;7.5;18.2;5.3;2.1;3.8;8.3;9.3
14;59.9;28.6;4.9;7.4;17.9;5.3;2.1;3.9;8.4;9.3
13.9;59.1;28.6;4.8;7.4;18;5.3;2.1;3.8;8.4;9
13.8;58.6;28.8;4.7;7.4;18.1;5.2;2.1;3.8;8.4;9.1
13.9;58.2;29.2;4.7;7.4;17.9;5.2;2.1;3.8;8.2;9
13.9;59.2;29;4.7;7.3;18;5.2;2.1;3.8;8.3;9.1
13.7;59;29.7;4.8;7.5;18;5.2;2.1;3.8;8.5;9.3
14;61.1;29.3;4.9;7.6;18.7;5.4;2.1;3.8;8.4;9.3
14.2;60.3;30;5;7.9;18.5;5.4;2.2;4;8.6;9.3
14.4;62.4;30.1;4.9;7.7;18.6;5.6;2.2;4;8.6;9.4
14.7;62.7;30.7;5.1;7.9;19.1;5.6;2.2;4.1;8.7;9.7
15.1;63.1;31.3;5.1;8;19.1;5.7;2.3;4.1;8.8;9.8
14.7;62.9;31.1;5.1;7.9;19;5.6;2.2;4;8.9;9.6
14.5;61.7;30.6;5;7.8;18.9;5.4;2.2;4;8.8;9.5
14.3;60.3;29.5;4.9;7.8;18.2;5.4;2.2;3.9;8.6;9.4
14;59.8;29;4.8;7.6;18.2;5.3;2.2;3.8;8.4;9.2
13.8;59;28.8;4.7;7.4;17.6;5.3;2.1;3.7;8.4;9
13.8;58.8;28.5;4.7;7.4;17.8;5.1;2.1;3.8;8.2;9
13.3;57.8;28.3;4.6;7.1;17.2;5.1;2.1;3.7;7.9;9
13.2;56.8;28.2;4.6;7.2;17.4;4.9;2;3.6;8.1;8.8
13.4;57.3;27.9;4.5;7;17;5;2;3.6;7.9;8.8
13.4;58.9;28.1;4.8;7.3;17.9;5.2;2.1;3.8;8.1;8.9
14.1;59.4;29.4;4.8;7.5;17.8;5.4;2.2;3.9;8.3;9.2
14.3;58.9;28.9;4.8;7.5;18;5.3;2.1;3.8;8.3;9.1
13.5;59;29;4.8;7.5;17.9;5.2;2.1;3.8;8.2;9
13.9;58.1;29.1;4.7;7.4;17.9;5.2;2.1;3.7;8.2;9
13.4;57.7;28;4.6;7.1;17.4;5.1;2.1;3.7;8;8.9
13.2;56.3;27.4;4.4;7;16.7;5;2;3.6;7.8;8.4
12.7;53.4;26.4;4.3;6.7;16.2;4.7;1.9;3.4;7.5;8.3
12.5;53;25.8;4.3;6.7;16.2;4.7;1.9;3.4;7.5;8.4
12.4;53.3;26;4.3;6.7;16.3;4.7;1.9;3.4;7.4;8
12.4;51.7;26;4.2;6.5;16.3;4.7;1.9;3.4;7.2;8.2
12.1;52.3;25.3;4.2;6.6;15.7;4.6;1.8;3.3;7.2;7.9
12;51.7;25.4;4.1;6.5;15.6;4.7;1.9;3.3;7.2;7.9
11.8;50.2;24.2;4;6.3;15.3;4.5;1.8;3.2;7;7.6
11.5;49.9;24.9;4;6.3;15.2;4.3;1.8;3.2;6.8;7.6
11.5;48.1;24.2;4;6.2;14.8;4.4;1.7;3.1;6.8;7.5
11.2;47.9;23.8;3.9;6;14.8;4.2;1.7;3.1;6.7;7.5
11.3;48.6;23.8;3.9;6;14.6;4.3;1.8;3.1;6.8;7.4
11.5;48.2;23.5;3.9;6.2;14.6;4.3;1.7;3.1;6.7;7.3
11.3;48.9;24;3.9;6;14.7;4.3;1.8;3.1;6.7;7.4
11.7;49.7;24.3;3.9;6.2;15.2;4.4;1.8;3.1;6.9;7.6
11.8;51.3;24.8;4.1;6.2;15.3;4.5;1.8;3.2;6.9;7.8
12;51.1;25.9;4.1;6.5;15.7;4.6;1.8;3.3;7.3;8
12.7;53.6;26.4;4.2;6.6;16.4;4.7;1.9;3.4;7.5;8.2
13;56.2;27.4;4.4;6.9;16.9;4.8;2;3.6;7.6;8.5
13.6;57.6;27.2;4.6;7.2;17.3;5;2;3.7;7.9;8.7
13.8;58.6;29;4.7;7.2;17.6;5.2;2.1;3.8;8.1;9
14;61.3;30;4.9;7.6;18.6;5.4;2.2;3.9;8.4;9.3
14.4;60.2;30.1;5;7.6;18.2;5.3;2.2;3.9;8.4;9.4
14.6;62.3;30.1;4.9;7.6;18.9;5.5;2.2;4;8.5;9.5
14.4;61.1;30.3;5;7.9;19.3;5.6;2.2;4;8.8;9.6
14.9;62.1;30.3;4.9;8;19.1;5.6;2.3;4.1;8.6;9.5
14.9;63.3;31.2;4.9;7.9;18.9;5.6;2.3;4.1;8.8;9.8
14.9;64;31.3;5;7.9;19.3;5.6;2.2;4.1;8.9;9.7
15.1;62.6;31.5;5.1;8;19;5.6;2.3;4.1;8.7;9.6
15.1;63.7;31.7;5.1;8;19;5.7;2.3;4.1;8.8;9.9
14.9;63.7;31.2;5;7.9;19.2;5.6;2.3;4.1;9;9.8
15;64.2;31.2;5.1;7.9;19.1;5.7;2.3;4.1;8.9;9.8
15;64.3;31.6;5.1;8.1;19.2;5.7;2.3;4.1;8.9;9.7
15.1;63.5;31.2;5.1;8.1;19.1;5.7;2.3;4.1;8.9;9.9
15.1;63.4;32.1;5.1;8.1;19.5;5.7;2.3;4.1;8.9;9.8
15.2;64.2;31.1;5.2;7.9;19.5;5.6;2.3;4.1;8.8;9.7
15;64.6;31.3;5.1;7.8;19.2;5.7;2.3;4;8.8;9.8
15;61.6;31.6;5.1;8;19.4;5.7;2.3;4.1;8.9;9.8
14.6;63;30.4;5.1;7.8;19;5.7;2.2;4.1;8.7;9.7
14.6;62.9;30.4;4.9;7.8;18.6;5.4;2.3;4;8.6;9.6
14.4;60.3;30.8;4.9;7.7;18.7;5.5;2.2;4;8.7;9.3
14.4;61.7;29.8;4.9;7.7;18.6;5.5;2.2;4;8.5;9.4
14.2;60.7;29.7;4.9;7.5;18.4;5.4;2.2;4;8.6;9.4
14.1;59.8;28.8;4.7;7.5;18.3;5.4;2.1;3.9;8.3;9.1
13.8;58.2;28.9;4.7;7.4;17.9;5.2;2.2;3.8;8.2;9
14;58.1;29.1;4.7;7.3;18;5.3;2.1;3.8;8.1;9.2
13.6;58.4;28.4;4.6;7.2;17.6;5.2;2.1;3.7;8.2;9
13.5;57.1;28.5;4.6;7.3;17.6;5.2;2.1;3.7;8;9
13.7;57;28.2;4.7;7.1;17.6;5;2.1;3.7;8;8.8
13.5;58;27.8;4.6;7.1;17.4;5.2;2.1;3.6;7.9;8.8
13.7;57.9;28.6;4.6;7.1;18.1;5.1;2;3.7;8;8.7
13.7;59;29;4.6;7.2;17.5;5.2;2.1;3.7;8.1;9
13.9;59.2;29.2;4.6;7.3;17.7;5.3;2.1;3.8;8.2;9
13.9;61.2;29.3;4.8;7.5;18.1;5.3;2.1;3.9;8.3;9.1
14.3;61;29.5;4.8;7.7;18.3;5.4;2.2;4;8.4;9.3
14.3;61.3;30.6;4.9;7.6;18.6;5.5;2.2;3.9;8.5;9.5
14.3;60.9;30.6;4.9;7.6;18.6;5.5;2.2;3.9;8.6;9.5
14.3;61.2;29.5;4.9;7.7;18.5;5.4;2.2;3.9;8.6;9.4
13.9;60.2;29.4;4.8;7.5;18.3;5.5;2.2;3.9;8.4;9.2
14.1;59.7;29.3;4.7;7.2;17.9;5.2;2.1;3.8;8.3;9
