2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
13.3;55.9;28.9;4.5;6.8;18.6;5.5;2.2;3.8;8.6;8.9
12.7;53.2;27.8;4.4;6.5;17.7;5.3;2.1;3.6;8;8.6
12;50.8;26.1;4;6.2;16.7;4.9;2;3.4;7.7;8.2
11.7;49.4;25.4;4.1;6.1;16.5;4.9;2;3.4;7.7;8
12;49.9;26.1;4.1;6.1;16.6;4.8;1.9;3.3;7.5;8.1
11.5;47.7;25.4;4;5.8;15.4;4.7;1.8;3.2;7.2;7.8
11.3;46.8;24.7;3.9;5.6;15.3;4.6;1.8;3.2;7.1;7.6
11.1;46.1;24;3.8;5.5;15;4.6;1.8;3.1;6.9;7.5
10.7;46.3;23.3;3.8;5.6;15.1;4.5;1.7;3.1;7.1;7.5
11.4;47.7;24.7;3.9;5.7;15.8;4.7;1.8;3.2;7.1;7.6
11.3;49.4;25.6;4;5.9;16.2;4.8;1.9;3.3;7.4;8
12.5;51;27;4.2;6.3;16.9;5.2;2;3.5;8;8.4
13.2;54;28.9;4.4;6.6;18.2;5.4;2.1;3.7;8.4;9
13.9;58.3;30.5;4.8;7.1;19.1;5.8;2.2;3.8;8.9;9.7
14.1;59.4;31.4;4.8;7.3;19.7;5.9;2.3;4;9.1;9.7
14.5;61.6;31.2;4.9;7.3;20.4;6;2.3;4;9.2;10
14.7;62.4;31.8;5;7.4;20.2;6.1;2.4;4.2;9.1;10.1
14.9;61.6;31.9;5;7.4;20.2;6;2.3;4.1;9.2;10
14.8;61.7;31.8;5;7.5;20;6;2.3;4.1;9.1;10
14.7;60.7;31.7;5.1;7.5;20.2;6.2;2.4;4.2;9.3;10
14.7;62.5;32.2;5.1;7.5;20.3;6.1;2.4;4.1;9.4;10.2
14.7;61.2;32.4;5.1;7.6;20.3;6.1;2.3;4.2;9.4;10.1
14.7;60.5;32;4.9;7.7;20.5;6.2;2.4;4.1;9.4;10.2
14.5;61.3;31.3;5;7.3;20.1;6.1;2.3;4.1;9.1;10
14.4;59.4;31;4.9;7.4;19.6;6;2.3;4;8.8;9.9
14.5;58.5;30.6;4.8;7.3;19.7;5.9;2.3;4;8.9;9.7
14.1;57.6;30.1;4.7;7;19.2;5.8;2.2;4;8.7;9.6
13.9;58.2;29.8;4.7;7;18.8;5.7;2.2;3.9;8.8;9.6
13.6;56.7;29.2;4.7;6.9;18.7;5.6;2.3;3.8;8.5;9.6
13.6;56.5;30;4.6;6.9;18.4;5.6;2.2;3.8;8.5;9.1
13.7;57.9;29.7;4.7;7;18.9;5.5;2.2;3.8;8.6;9.4
14.1;58.4;30.1;4.8;7.2;19.3;5.7;2.2;3.9;8.8;9.6
14.5;60.9;31;4.8;7.3;19.6;5.9;2.3;4.1;9;9.7
14.6;62.1;31.4;4.9;7.4;19.8;6;2.3;4.1;9;10
14.4;61;31.1;4.9;7.4;19.7;5.9;2.3;4.1;9.2;9.9
14.2;59.9;29.9;4.8;7.2;19.3;5.8;2.2;4;8.9;9.6
13.8;57.6;29.4;4.7;7;18.4;5.7;2.2;3.9;8.5;9.5
13.4;55.7;28.4;4.4;6.6;18.4;5.6;2.1;3.7;8.4;9.1
