2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
18.4;85.7;43.3;6.4;10;26.8;8.1;3;5.3;11.7;12.5
17.4;81.2;41.1;6.1;9.5;25.4;7.7;2.8;5;11.1;11.9
16.7;77.8;39.3;5.8;9.1;24.3;7.3;2.7;4.8;10.7;11.4
16.5;77;39;5.8;9;24.1;7.3;2.7;4.7;10.5;11.3
16.4;76.2;38.5;5.7;8.9;23.8;7.2;2.7;4.7;10.4;11.2
15.8;73.5;37.1;5.5;8.6;23;6.9;2.6;4.5;10.1;10.8
15.4;71.9;36.3;5.4;8.4;22.5;6.8;2.5;4.4;9.8;10.5
15.2;70.8;35.8;5.3;8.3;22.1;6.7;2.5;4.4;9.7;10.4
15.2;71;35.9;5.3;8.3;22.2;6.7;2.5;4.4;9.7;10.4
15.7;73;36.9;5.5;8.5;22.8;6.9;2.6;4.5;10;10.7
16.3;75.7;38.2;5.7;8.8;23.6;7.1;2.7;4.7;10.4;11.1
17.3;80.6;40.7;6.1;9.4;25.2;7.6;2.8;5;11;11.8
18.3;85.2;43;6.4;10;26.6;8.1;3;5.2;11.7;12.5
19.2;89.5;45.2;6.7;10.5;27.9;8.5;3.1;5.5;12.3;13.1
19.7;91.7;46.3;6.9;10.7;28.6;8.7;3.2;5.6;12.6;13.4
20;93.2;47;7;10.9;29;8.8;3.3;5.7;12.8;13.6
20.3;94.3;47.6;7.1;11;29.4;8.9;3.3;5.8;12.9;13.8
20.4;94.7;47.8;7.1;11.1;29.5;8.9;3.3;5.8;13;13.8
20.4;94.8;47.8;7.1;11.1;29.5;9;3.3;5.8;13;13.9
20.4;94.9;47.9;7.1;11.1;29.6;9;3.3;5.8;13;13.9
20.5;95.6;48.2;7.2;11.2;29.8;9;3.4;5.9;13.1;14
20.5;95.2;48;7.2;11.1;29.6;9;3.3;5.9;13;13.9
20.5;95.2;48;7.2;11.1;29.6;9;3.3;5.9;13;13.9
20.1;93.5;47.1;7;10.9;29.1;8.8;3.3;5.8;12.8;13.7
20;92.8;46.8;7;10.9;28.9;8.8;3.3;5.7;12.7;13.6
19.8;91.9;46.3;6.9;10.7;28.6;8.7;3.2;5.6;12.6;13.4
19.4;90;45.3;6.8;10.5;28;8.5;3.2;5.5;12.3;13.1
19.1;88.9;44.8;6.7;10.4;27.6;8.4;3.1;5.5;12.2;13
18.9;87.9;44.3;6.6;10.3;27.3;8.3;3.1;5.4;12.1;12.8
18.8;87.5;44;6.6;10.2;27.2;8.3;3.1;5.4;12;12.8
19;88.2;44.4;6.6;10.3;27.4;8.3;3.1;5.4;12.1;12.9
19.4;90.1;45.4;6.8;10.5;28;8.5;3.2;5.5;12.3;13.2
20;92.7;46.7;7;10.8;28.8;8.8;3.3;5.7;12.7;13.5
20.2;94.1;47.3;7.1;11;29.2;8.9;3.3;5.8;12.9;13.7
19.9;92.6;46.6;7;10.8;28.7;8.8;3.3;5.7;12.7;13.5
19.3;89.7;45.1;6.7;10.5;27.8;8.5;3.2;5.5;12.3;13.1
18.8;87.2;43.8;6.6;10.2;27;8.3;3.1;5.4;11.9;12.7
18.4;85.3;42.9;6.4;10;26.5;8.1;3;5.2;11.7;12.5
18.1;84.1;42.3;6.3;9.8;26.1;8;3;5.2;11.5;12.3
18.9;87.8;44.1;6.6;10.3;27.2;8.3;3.1;5.4;12;12.8
18.9;87.7;44.1;6.6;10.3;27.2;8.3;3.1;5.4;12;12.8
18.7;87;43.7;6.5;10.2;26.9;8.2;3.1;5.3;11.9;12.7
17.9;83;41.7;6.2;9.7;25.7;7.9;2.9;5.1;11.4;12.1
17;78.9;39.7;5.9;9.2;24.4;7.5;2.8;4.8;10.8;11.5
16.9;78.3;39.3;5.9;9.2;24.2;7.4;2.8;4.8;10.7;11.4
16.7;77.4;38.9;5.8;9.1;24;7.3;2.7;4.8;10.6;11.3
16.1;74.8;37.6;5.6;8.7;23.2;7.1;2.6;4.6;10.3;10.9
15.7;73;36.7;5.5;8.5;22.6;6.9;2.6;4.5;10;10.7
15.4;71.7;36;5.4;8.4;22.2;6.8;2.5;4.4;9.8;10.5
15.4;71.6;36;5.4;8.4;22.2;6.8;2.5;4.4;9.8;10.5
15.8;73.1;36.7;5.5;8.5;22.6;6.9;2.6;4.5;10;10.7
16.3;75.7;38;5.7;8.8;23.4;7.2;2.7;4.6;10.4;11
17.3;80.4;40.4;6.1;9.4;24.9;7.6;2.8;4.9;11;11.7
18.4;85.1;42.7;6.4;10;26.3;8.1;3;5.2;11.7;12.4
19.3;89.6;44.9;6.7;10.5;27.7;8.5;3.2;5.5;12.3;13.1
19.7;91.6;45.9;6.9;10.7;28.3;8.7;3.2;5.6;12.6;13.4
20;92.8;46.6;7;10.9;28.7;8.8;3.3;5.7;12.7;13.5
20.3;93.9;47.1;7.1;11;29;8.9;3.3;5.8;12.9;13.7
20.4;94.5;47.4;7.1;11;29.2;9;3.3;5.8;13;13.8
20.4;94.6;47.4;7.1;11.1;29.2;9;3.3;5.8;13;13.8
20.4;94.6;47.4;7.1;11.1;29.2;9;3.3;5.8;13;13.8
20.5;95.1;47.7;7.2;11.1;29.3;9;3.4;5.8;13.1;13.9
20.5;94.9;47.6;7.2;11.1;29.3;9;3.3;5.8;13;13.8
