1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
92.3;10.3;129;0;0
81.8;10;130.9;0;0
70.3;10.6;128.7;0;0
69.2;11.3;131.4;0;0
65.8;11.6;129.2;0;0
58.7;11.6;129.8;0;0
54.6;11.1;129.8;0;0
51.5;10.9;130.7;0;0
51.6;11;128.9;0;0
54.8;11.7;128.8;0;0
60.2;12.4;132;0;0
74.2;12.7;130.4;0;0
85.9;13.1;130;0;0
95.7;13.3;132.4;0.6;1.1
97.6;13;131.5;2.2;3.7
96.1;12.7;132.1;4.8;7.7
92.7;12;131.2;7.9;11.9
88.1;11.8;130.7;10.8;15.2
83.2;12.1;129.5;13.5;18
80.5;12.3;132.5;15.1;19.5
78.6;12.7;131.7;16.2;20.3
75.1;13.1;129.1;16.6;21.4
77.1;13.4;131.6;16.1;21.7
74.6;13.4;130.6;14.3;21
76.7;13.6;130.9;11.8;18.6
83;13.7;130.4;8.3;14.4
85.7;14.1;133.1;4.7;8.5
91.2;14.5;133.8;1.5;3
91.6;15.1;129;0.1;0.2
89.8;15.8;135.1;0;0
91.5;16.1;133.6;0;0.1
96.7;16.3;132.2;0;0
102.8;16.4;133.1;0;0
107.7;16;134.3;0;0
104.4;16.1;131.4;0;0
95.1;17.4;133.7;0;0
87.4;19.2;131.2;0;0
79.9;20.9;131.9;0;0
76.8;21.3;132.4;0;0
83.2;20.9;131.8;0;0
86.2;20.3;133.3;0;0
84.6;19.1;132.4;0;0
75.5;19.4;131.7;0;0
63.1;20.3;134.4;0;0
59.1;20.6;134.8;0;0
56.2;22.6;132.5;0;0
48.7;23.3;133.7;0;0
42.3;24.3;133.1;0;0
37.6;24.8;132.9;0;0
37.2;24.8;133.7;0;0
40.8;23.6;132.8;0;0
49.4;23;131.5;0;0
62.1;21.9;134.1;0;0
75.7;20.5;131.9;0;0
88.3;19.8;133.7;0.9;0.8
88.7;20.1;135.1;3.7;3.3
82;20.9;133.3;8.7;7.7
71.3;22.5;134.3;14.5;12.8
64.2;23.9;134.7;18.7;17.7
56.4;23.8;132.7;21.3;21.6
53.1;23.5;134.3;22.6;24.2
54.2;23;133.7;22.4;24.8
56.2;22.3;134.3;20.9;25.6
57.6;21.6;133.1;18.8;25.7
59;22.5;132.6;15.8;24.5
60.8;22.7;133.9;11.9;21.4
68.4;23.5;133.4;7.8;15.9
73.3;24;134.2;4;9.6
78.9;24.7;132.8;1.3;3.8
78.3;24.9;134.4;0.1;0.3
77.6;25.6;132.4;0;0
78.7;25.9;135;0;0.1
82.8;25.6;135.2;0;0
86.9;26.3;133.7;0;0
93;26.7;133.4;0;0
91.7;26.5;135.7;0;0
83.1;26.7;132.1;0;0
76;27.8;132.1;0;0
69.9;27.4;133.8;0;0
67.2;27;135.9;0;0
71.6;26.3;133.6;0;0
81;24.3;134.1;0;0
77.7;23.5;135.2;0;0
71.5;24;134.6;0;0
56.6;24.4;134.9;0;0
52.8;25.5;134.5;0;0
49.8;25.4;134.2;0;0
45.7;24.7;137.6;0;0
40.5;23.6;135.7;0;0
37.2;22.7;135.1;0;0
36.6;22.4;135.4;0;0
38.7;22.5;136.2;0;0
45.8;22.7;138;0;0.1
55.9;22.1;137;0;0
70.3;20.9;132.9;0;0
82.4;19.7;135.4;0.4;0.9
86;19;136.2;1.8;3.7
82.3;19;135.2;4.2;8.2
79;19;136.5;6.6;13.1
75.5;18.6;135.1;8.6;16.9
72.4;18.2;137.8;10.3;19.6
68.7;17.8;138.7;11.4;21.9
70;17;139;12.4;23.7
68.3;16.5;137;12.9;23.9
67.1;16.1;133.3;13.2;23.7
67;16.2;134.3;12.8;22.8
65.5;16.8;137.2;11.5;19.5
68.9;16.5;137.4;9;14.9
73;16.5;135.7;5.8;9.3
78.3;15.9;137.2;2.5;3.8
80.4;15.6;135.3;0.4;0.6
81;14.5;135.2;0;0
82.3;14.1;139.8;0;0.1
87.1;13.5;136.9;0;0
91.5;13.7;136.4;0;0
94.9;14;137.3;0;0
94.5;14.3;136.4;0;0
88.3;14.6;135.5;0;0
83.3;13.9;137;0;0
79.3;13.3;137.4;0;0
75.6;11.9;138.4;0;0
79.9;11.1;136.8;0;0
93.5;10.2;137.2;0;0
88.4;9.8;135.9;0;0
82;9.7;134.9;0;0
66.2;10;137.2;0;0
60.9;10.5;138.5;0;0
57.3;10.8;137.6;0;0
52.6;10.6;139.2;0;0
45.4;10.1;137.6;0;0
41.1;9.4;138.2;0;0
39.4;8.7;139.3;0;0
38.4;8.4;138.4;0;0
41.1;8.3;139.5;0;0
43.5;8.3;136.9;0;0
48.3;8.5;139.7;0;0
51.4;8.9;139.9;0.4;0.3
52.1;9.3;139.1;2.2;2.1
50.3;9.4;137.3;6.1;6
47.3;9.6;139.6;10.7;11.3
43.9;9.6;139.8;14.5;16.9
40.3;9.3;137.4;17.1;21.3
37.5;8.9;138.6;17.9;24.1
37.6;8.8;136.8;17.6;24.9
40.4;8.7;138.3;17.2;25.7
45;8.3;138.6;17.1;24.6
48.8;8.3;138.3;15.9;22.2
45.1;8.2;137.9;14.4;18.9
49.3;8.4;137.6;11.5;14
52;8.7;138.8;7.5;8.8
56.5;8.9;137.4;3.6;3.9
58.9;9.2;140.7;0.7;0.8
58.3;9.6;137.2;0;0
58.7;10.1;137.5;0;0
64.8;10.1;137.5;0;0
70.1;10;139.2;0;0
75.7;10;134.8;0;0
76.1;10.2;138.2;0;0
73.8;10.2;134.2;0;0
69.6;10.4;139.3;0;0
65.1;10.5;137.3;0;0
63.3;10.7;138.4;0;0
65.6;11.1;137;0;0
80.3;11.4;136.5;0;0
76.1;11.7;138.2;0;0
72.6;11.5;136.4;0;0
59.1;11.1;139.4;0;0
54.2;10.8;137.3;0;0
50.4;10.9;135.4;0;0
46.3;11.3;135.8;0;0
36.9;12.2;139.6;0;0
31;12.8;137.3;0;0
26;13.5;137;0;0
23.5;14;135.3;0;0
25;13.9;138.7;0;0
25.3;14.2;137.2;0;0
26.6;14.2;137.6;0;0
27.2;14.8;137.6;0.2;0.3
27.1;15;138.1;1.2;1.7
25.3;16.2;136.8;3.6;5.4
21.4;16.9;135.3;7.1;10.7
17.9;18;135.5;10.4;16.5
13.1;19.5;136.1;13.1;22.3
9.2;20.9;134.8;14.9;26.8
7.3;21.9;137.6;15.9;29.3
8.9;23.4;135.9;16.3;29.7
14.7;22.1;138.5;15.8;28
21.5;21.7;134.9;14.7;25.3
19.2;21.6;137.8;12.8;20.1
22.3;20.5;135.9;9.7;14.3
26;21.3;135.5;6.4;8.1
29.2;22.3;139.4;3.1;3.5
30.1;22.7;137.9;0.8;0.7
29.7;23.2;137;0;0
30.3;23;136.8;0;0
35.7;23.4;137.2;0;0
41;25.7;136.4;0;0
47.7;27.8;135.9;0;0
50.9;30.3;134.6;0;0
49.6;31.1;136.4;0;0
47.9;30.2;135.4;0;0
48.1;28.6;138.2;0;0
46.5;26.6;137.9;0;0
47.3;26.8;136.2;0;0
59.5;27.6;141;0;0
55.1;29.4;137.6;0;0
51.3;29.8;137.7;0;0
39.4;29.5;138.9;0;0
33.6;28.9;136.3;0;0
32.8;28.1;138.2;0;0
29.6;28.5;136.7;0;0
20.8;29.8;137;0;0
16.1;30.9;135.7;0;0
13.5;30.6;138.3;0;0
14.9;30.5;136.1;0;0
23.1;30.2;135.1;0;0
31.6;29.6;136.8;0;0
46.7;29.2;136.4;0;0
59;28.7;136.6;0.3;0.3
65.4;29.6;140.7;2.2;2.6
60.5;30.1;140.1;6.6;7.5
52.5;31.7;138.9;12.2;12.9
48.4;31.6;137.7;16.6;16.3
42.9;31.5;137;20.1;18.4
41.2;31.9;139.4;22.7;18.9
41.4;31.8;138.2;23.4;18.6
45.5;32.1;139.6;23.2;16.9
47.8;31;139.8;21.5;16
51.9;30.8;137.9;19.4;15
51.9;30.2;137.6;17;14.1
57.9;29.3;137.8;13.1;12.1
63.5;27.9;137.8;8.5;8.3
67.5;26.9;138.5;4.1;4.4
71.9;26.3;136.4;1.3;1.5
72.3;25.9;140.2;0.2;0.2
71.3;25.6;139.4;0;0
72.6;26.8;137.3;0;0
76.5;26.6;139.4;0;0
85.5;26.9;139.2;0;0
87.1;27.5;140.6;0;0
83.2;27.9;138;0;0
74;27.9;137.7;0;0
69.2;28.9;140;0;0
62.9;28.4;139.9;0;0
60.6;28.2;139.8;0;0
72.3;27.2;137.1;0;0
72.1;26.9;138.2;0;0
68.9;26.1;139.2;0;0
58.3;25;140.4;0;0
50;23.5;138.9;0;0
49.2;23;138.1;0;0
46.3;24;137.5;0;0
37.5;24.9;138.9;0;0
32.3;25.2;137.8;0;0
30;25.2;137.2;0;0
32.7;22.8;140.2;0;0
40.3;20.8;138.5;0;0
49;19;140.3;0;0
63.5;19.2;141.1;0;0
75.8;19.8;141.1;0.1;0.1
84.6;21.1;138.2;1.3;1.3
83.5;21.1;139.1;4;3.7
80.3;20.9;137.8;8;7.3
75.8;20.1;142;12.2;10.6
68.2;19.4;140;16;14.2
62.8;20.4;142.2;19.4;17.3
57;21;139;21.8;19.6
57.1;22.1;139.1;21.9;21.4
54.8;22.4;138.7;21.5;22.1
57.3;22.4;139.1;20.1;21.1
55.6;22.3;137.7;17.3;20.5
59.8;22.3;139.8;13.8;17.7
66.6;22.7;137.6;9.4;13.3
69.1;23.1;140.4;4.9;7.6
75.3;23.8;141;1.6;2.6
77.2;23;141.3;0.1;0.2
76.6;22.2;139.5;0;0
80.6;20.7;139.7;0;0
85.2;20.1;138.9;0;0
93.3;19.7;140;0;0
98.1;19;139.5;0;0
93.2;19.9;137.3;0;0
84.4;20.3;139.1;0;0
76.3;21.4;139.8;0;0
70.5;22.3;140.3;0;0
66.9;23;140.2;0;0
76.9;23.3;143.1;0;0
76.1;23.6;138.6;0;0
75.3;23.8;140.4;0;0
62.9;24.5;140.6;0;0
50;24.1;140.7;0;0
49.6;23.9;141.9;0;0
