1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
81.8;63.4;86.1;0;0
71.8;61.7;86.1;0;0
64.8;59.7;86.1;0;0
64.6;57.6;86;0;0
64.3;55.7;86;0;0
58.3;54.3;85.9;0;0
54.2;54.1;85.9;0;0
49.6;55.6;85.8;0;0
46.6;58.9;85.8;0;0
47.8;62.7;85.7;0;0
51.8;65.6;85.7;0;0
64;66.1;85.6;0;0
77.1;64.8;85.6;0.1;0.1
87.5;62.5;85.5;1.6;1.4
87.8;60.5;85.5;5.1;4.7
82.4;59.1;85.4;10;10
76.5;58.2;85.4;14.4;15.8
69.2;57.7;85.4;17.7;21.5
62;57.5;85.3;20.2;26.5
56.9;57.8;85.3;21.6;30.2
54.8;58.8;85.2;22;32.2
51.1;60.5;85.2;21.9;32.9
50.9;62.9;85.1;21.3;32.1
48.1;65.3;85.1;19.4;29
51.9;67;85;16.1;23.6
60.4;67.6;85;11.5;16.2
67.8;67.5;84.9;6.4;8.5
75;67.4;84.9;2;2.5
75.8;67.8;84.8;0.1;0.1
74;68.6;84.8;0;0
75.3;69.9;84.7;0;0
78.7;71.4;84.7;0;0
82.5;73;84.7;0;0
84;74;84.6;0;0
81;74.1;84.6;0;0
75.6;72.9;84.5;0;0
72.1;70.9;84.5;0;0
70;68.9;84.4;0;0
68.9;67.9;84.4;0;0
79.2;68.2;84.3;0;0
78.4;69.5;84.3;0;0
73.8;71.6;84.2;0;0
60;74.3;84.2;0;0
45.9;76.6;84.1;0;0
42.2;77.8;84.1;0;0
39.9;76.9;84;0;0
34.6;74.6;84;0;0
30.8;72.8;84;0;0
26;73.2;83.9;0;0
21;76.7;83.9;0;0
17.1;81.4;83.8;0;0
16.1;84.6;83.8;0;0
20.5;84.2;83.7;0;0
27.1;80.9;83.7;0;0
34.2;77;83.6;0.9;1.2
35.3;74.7;83.6;3.5;5
31.3;75.1;83.5;7.4;11.2
27;76.8;83.5;10.8;17.4
23.2;78.4;83.4;12.8;21.8
22.6;78.5;83.4;13.3;24.1
23.7;77.6;83.4;12.9;24.5
27.1;77.2;83.3;12.5;23.8
29.9;78.2;83.3;12.5;22.5
32.5;80.6;83.2;13;20.7
27;82.6;83.2;13.4;18.3
25.1;82.3;83.1;12.7;15
32.3;78.5;83.1;10.5;10.8
40.3;73;83;6.7;6.3
49.9;68.5;83;2.6;2.3
52.8;67;82.9;0.2;0.2
50.4;68.8;82.9;0;0
49.6;72.4;82.8;0;0
51.5;76.3;82.8;0;0
54.3;79.3;82.7;0;0
57.5;81;82.7;0;0
56.2;81.5;82.7;0;0
52.3;80.6;82.6;0;0
50.4;78.6;82.6;0;0
50.5;75.6;82.5;0;0
53.1;71.8;82.5;0;0
67;67.9;82.4;0;0
75.7;64.8;82.4;0;0
74.6;63.5;82.3;0;0
65;64.6;82.3;0;0
50.4;67.3;82.2;0;0
45.3;70.1;82.2;0;0
40.1;71.5;82.1;0;0
33.6;71.1;82.1;0;0
28.9;69.4;82;0;0
25.8;67.4;82;0;0
25.1;65.7;82;0;0
25.4;64.4;81.9;0;0
26.9;63.8;81.9;0;0
28.2;63.8;81.8;0;0
28.7;64.5;81.8;0;0
29.1;65.4;81.7;0.6;0.7
26.8;66.2;81.7;2.6;3
23;66.9;81.6;6.5;7.8
18.5;67.2;81.6;11.2;14
14;67.1;81.5;15.5;20.2
10.5;66.7;81.5;18.7;25.5
8.1;66;81.5;20.8;29.3
8.7;65.4;81.5;21.7;31.4
12.1;65;81.4;21.4;31.8
19;65.1;81.4;20;30.5
19.9;65.2;81.4;17.5;27.5
19.8;64.8;81.4;14;22.8
27.5;63.8;81.4;9.7;16.5
34;62.4;81.3;5.4;9.6
42;61;81.3;2;3.7
45.1;60.1;81.3;0.2;0.4
45.3;59.7;81.3;0;0
48.5;59.4;81.3;0;0
55.4;59;81.2;0;0
64.2;58.1;81.2;0;0
73.5;56.9;81.2;0;0
77.3;55.9;81.2;0;0
76.3;55.2;81.2;0;0
74.5;55;81.1;0;0
71.6;55.1;81.1;0;0
69.1;55.5;81.1;0;0
74.8;56.1;81.1;0;0
81.9;56.3;81.1;0;0
80.2;55.8;81;0;0
75.6;54;81;0;0
65.6;51.7;81;0;0
65.4;49.9;81;0;0
62.9;49.5;81;0;0
57.1;50.7;80.9;0;0
49.4;52.4;80.9;0;0
44.7;53.3;80.9;0;0
46;52.1;80.9;0;0
51.4;49.7;80.9;0;0
62.3;47.3;80.9;0;0
74.1;46.1;80.8;0;0
87.6;46.4;80.8;0;0
97;47.6;80.8;0.8;0.9
96.8;49;80.8;3.8;4.4
88.8;50;80.8;9;10.8
80.8;50.4;80.7;14;17.4
75.8;49.9;80.7;17.5;22.3
72.3;48.4;80.7;19.7;25.9
72;46.3;80.7;20.8;28
76.4;44.3;80.7;20;27.7
83.1;42.9;80.6;18.1;25.9
86.9;42.6;80.6;15.9;23.7
90.8;42.9;80.6;13.6;21
92.8;43.3;80.6;10.8;17.6
99.7;43.2;80.6;7.5;12.8
103.3;42.8;80.5;4.2;7.5
107.7;42.1;80.5;1.7;3.2
109;41.5;80.5;0.4;0.8
108.6;41.2;80.5;0;0.1
109.1;41.2;80.5;0;0
113.1;41.4;80.4;0;0
118.3;42;80.4;0;0
125.2;42.8;80.4;0;0
123.1;43.8;80.4;0;0
115.8;44.8;80.4;0;0
107.5;45.7;80.3;0;0
101.4;46.1;80.3;0;0
97.2;45.6;80.3;0;0
101.5;44.3;80.3;0;0
112.6;42.7;80.3;0;0
109.5;41.6;80.2;0;0
103.5;41.6;80.2;0;0
88.5;42.8;80.2;0;0
83.2;44.8;80.2;0;0
77.9;47.2;80.2;0;0
72.1;49.6;80.2;0;0
63.1;51.6;80.1;0;0
57.7;53.2;80.1;0;0
55.9;53.9;80.1;0;0
57.3;54.2;80.1;0;0
64.7;54.4;80.1;0;0
73;55.1;80;0;0
86;56.5;80;0;0
96;58.4;80;0.5;0.7
97.7;60.1;80;2.5;3.4
91.9;61.5;80;6.1;8.5
83.9;62.8;79.9;10;14.4
76.6;64.9;79.9;12.8;19.2
67.8;68.4;79.9;14.6;23
59.8;73.2;79.9;15.5;25.4
55.2;78.1;79.9;15.5;25.9
54.5;81.5;79.8;15;25.1
53;82.6;79.8;14.7;23.5
55.6;82.2;79.8;14.4;21.4
55.2;81.5;79.8;13.7;18.7
59.7;81.8;79.8;11.7;14.8
61.5;83.3;79.7;8.3;9.8
65.7;85.2;79.7;4.2;4.7
67.8;86.7;79.7;0.9;1
67.1;87.5;79.7;0;0
66.6;88;79.7;0;0
69.5;88.9;79.6;0;0
72.7;90.8;79.6;0;0
78.1;93.4;79.6;0;0
74.9;96;79.6;0;0
67.5;97.8;79.6;0;0
58.8;98.7;79.5;0;0
52.5;99.2;79.5;0;0
46.9;100.1;79.5;0;0
45.8;101.9;79.5;0;0
54.7;104;79.5;0;0
48.6;105.5;79.5;0;0
44.2;105.4;79.4;0;0
31.9;104;79.4;0;0
28.8;102.2;79.4;0;0
26.6;101.6;79.4;0;0
22.4;103;79.4;0;0
12.4;105.4;79.3;0;0
6.4;107.5;79.3;0;0
4.3;108.1;79.3;0;0
6.1;107.2;79.3;0;0
14.5;105.9;79.3;0;0
23.2;105.1;79.4;0;0
