2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.5;82.5;43.7;6.5;9.8;26.1;7.9;3.1;5.3;12.1;13.3
18.5;78;41.8;6.1;9.3;25.6;7.6;3;5.1;11.6;12.6
17.5;73.6;40.1;5.9;9.1;24;7.1;2.8;5;11.1;12
17.5;73.3;38.4;5.9;8.9;24.1;7;2.9;4.9;10.7;11.9
17.3;72.7;38.8;5.7;8.7;23.5;6.9;2.8;4.8;10.6;11.6
16.7;71.1;37;5.5;8.5;22.6;6.7;2.7;4.7;10.5;11.3
16.4;68.3;36.9;5.4;8.3;22.6;6.7;2.7;4.6;10.2;11
15.9;67.6;35.8;5.4;8.2;22.3;6.4;2.6;4.4;10;10.9
16.3;67.3;35.4;5.3;8.3;22.1;6.5;2.6;4.5;10;10.6
16.7;68.6;36.3;5.5;8.4;22.8;6.5;2.6;4.5;9.8;11.1
17.1;71;37.5;5.6;8.6;23.1;6.8;2.7;4.6;10.3;11.6
17.9;76.2;39.7;5.9;9.2;24.2;7.3;2.9;5;11;12.3
18.8;79.3;42.9;6.3;9.8;26.1;7.5;3.1;5.4;11.7;12.8
19.9;85.8;44.8;6.6;10.4;27;8.1;3.2;5.5;12.3;13.7
20.5;86.8;46.3;6.8;10.5;27.7;8.4;3.3;5.7;12.6;13.9
20.5;87.6;46.7;6.8;10.7;28.4;8.3;3.3;5.7;12.7;14
20.9;88.8;46.7;7;10.7;28.5;8.4;3.4;5.8;12.9;14
20.9;89.5;47.5;7;10.7;28.6;8.7;3.4;5.9;12.8;14.3
21;90.2;47.5;6.9;10.7;28.4;8.6;3.5;5.9;12.9;14.1
21.2;87.9;47.3;7.1;10.8;28.2;8.6;3.4;5.9;13.2;14.3
21.3;88.2;47.9;6.9;10.8;29.1;8.5;3.5;6;13;14.4
20.9;88.6;48.4;6.9;10.7;29.1;8.5;3.4;5.9;13.2;14.3
21.3;87.6;46.8;7.1;10.9;29.3;8.6;3.5;6;13.4;14.3
21.3;88.7;46.3;6.8;10.7;28.8;8.3;3.4;5.8;12.8;14.3
20.6;86.4;45.2;6.9;10.6;27.8;8.2;3.3;5.7;12.7;14.4
20.3;86.6;45.6;6.7;10.3;27.5;8.2;3.3;5.7;12.6;14
20.2;84.6;44.9;6.6;10.4;26.7;8;3.2;5.6;12.2;13.7
19.5;82.4;44.4;6.6;10.1;26.8;8.1;3.2;5.6;12.2;13.2
19.5;82.6;43.4;6.4;10;26.4;7.9;3.2;5.5;11.9;13.1
19.5;81.9;43.7;6.4;9.9;26.4;7.8;3.2;5.3;12.1;13.3
19.4;81.7;44.2;6.5;10;26;7.9;3.2;5.5;12;13.1
19.9;84;44.3;6.6;10.3;27;8;3.2;5.6;12.4;13.6
20.1;86.6;46.1;6.7;10.4;27.5;8.3;3.3;5.7;12.6;14.1
20.5;86.5;46.9;6.9;10.7;28.3;8.3;3.4;5.8;12.8;14.2
20.8;85.8;46.2;6.8;10.6;28;8.3;3.3;5.7;12.9;14
19.9;84.6;45.1;6.7;10.3;26.9;8.2;3.2;5.6;12.3;13.9
19.4;81.4;43;6.3;9.9;26.3;7.8;3.1;5.4;12.1;13.2
18.7;79;43.2;6.4;9.7;25.5;7.6;3.1;5.3;11.8;13
18.4;79.6;42.5;6.2;9.6;25.4;7.7;3;5.2;11.5;12.8
19.3;80.6;43.6;6.5;9.9;26.1;7.8;3.1;5.4;11.9;13
19.5;83.5;43.3;6.6;9.9;26.3;8;3.2;5.5;12.2;13.4
19.2;81.9;43.7;6.4;10;26.2;7.9;3.2;5.5;12;13.1
18.5;77.6;42;6.2;9.7;25.2;7.5;3.1;5.1;11.8;12.7
17.2;73.9;39.8;5.9;8.9;24.2;7;2.8;5;10.8;12.1
17.8;72.8;39.1;5.9;8.9;23.8;7;2.8;4.9;11;11.9
17.1;72.6;38.9;5.8;8.8;22.8;6.9;2.9;4.7;10.6;11.7
16.4;70;38;5.5;8.6;22.4;6.8;2.7;4.7;10.7;11.4
16.3;68.8;36.8;5.4;8.3;21.7;6.6;2.6;4.6;10.1;11.3
16.2;67.1;37;5.2;8.2;21.9;6.5;2.6;4.5;9.8;11.2
15.8;66.6;36;5.3;8.3;21.7;6.4;2.6;4.5;9.9;10.9
16.3;67.8;36.6;5.4;8.4;22.4;6.5;2.7;4.5;10;11.1
16.5;70;37.3;5.6;8.6;22.8;6.7;2.7;4.6;10.5;11.2
17.5;74.3;39;5.9;9;24.2;7.2;2.9;4.9;10.9;11.9
18.6;79;42.5;6.2;9.6;25.5;7.6;3.1;5.1;11.5;12.6
19.5;81.4;44.1;6.5;10.1;26.6;7.9;3.2;5.4;12.3;13.7
20.1;85.1;45.6;6.4;10.2;27.7;8.2;3.3;5.7;12.6;14
20.9;86.3;46.2;6.7;10.5;27.5;8.3;3.4;5.7;12.8;14.3
20.7;86.9;47;7.1;10.7;28.4;8.3;3.4;5.8;12.8;14.4
20.6;88.6;47.8;6.8;10.9;28.7;8.6;3.5;5.9;12.9;14.4
20.9;87.9;48.4;6.8;10.8;28.8;8.5;3.4;5.9;13.1;14.6
21.1;88;47.1;7.1;10.7;29.3;8.4;3.4;5.8;13.1;14.1
20.9;88.8;47.6;7;10.7;29;8.4;3.4;5.9;13.1;14.4
20.8;89.2;47.8;7;10.6;29;8.4;3.5;6;13;14.5
20.9;87.1;48.2;6.9;10.7;28.5;8.3;3.5;5.8;13.1;14.3
