1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
92.3;10.3;129;0;0
88.7;10;131.4;0;0
80.3;10.2;130.3;0;0
71.6;10.5;128.7;0;0
70.2;10.8;131.7;0;0
68.5;11.2;130.4;0;0
67.9;11.5;130;0;0
65.8;11.6;129.2;0;0
60.7;11.5;131.1;0;0
58.6;11.4;127.7;0;0
55.3;11.3;131.1;0;0
53.1;11.1;130.5;0;0
51.3;10.8;130.6;0;0
51.4;11.1;131.6;0;0
51.6;11;128.9;0;0
52.1;11.5;131.3;0;0
56;11.8;129.2;0;0
60.4;12.3;129;0;0
63.5;12.4;129.8;0;0
70.5;12.8;129.6;0;0
80.7;13;132;0;0
85.9;13.1;130;0;0
92.6;13.5;131.1;0.3;0.5
96.1;13.4;131.6;0.8;1.4
97.5;13.2;131;1.6;2.8
99.9;13.2;129.1;2.8;4.8
96.8;12.9;130.7;4.4;7.1
95.5;12.6;128.9;6.1;9.6
92.7;12;131.2;7.9;11.9
91.3;12.1;131.5;9.6;14.2
88.3;11.8;129.7;11.3;15.9
84.4;12.1;129.7;12.8;17.5
83.3;11.9;130.2;14;18.1
80.4;12.3;132;15;19.1
78.7;12.5;132.4;15.8;20.3
78.6;12.7;131.7;16.2;20.3
78.3;13;133.3;16.7;21.6
76.8;13;131.1;16.7;21.6
75.6;13.1;129.2;16.2;22.1
76.2;13.2;131.2;15.4;21.6
74.7;13.5;132;14.6;21.2
75.2;13.4;131.6;13.4;20.3
76.7;13.6;130.9;11.8;18.6
80.9;13.7;130;9.8;16.3
83.4;13.5;131.6;7.8;13.7
83.4;13.6;130.1;5.7;10.3
88.7;14.1;133.7;3.6;6.9
90.5;14.4;131.1;1.9;3.7
93.7;14.7;129.6;0.7;1.3
91.6;15.1;129;0.1;0.2
91;15.5;129.6;0;0
90.2;15.9;131.4;0;0
89.7;16.2;132.7;0;0.1
91.7;16.2;129.1;0;0
94;16.4;132;0;0
100.1;16.5;133.2;0;0
102.8;16.4;133.1;0;0
107.3;16;131.9;0;0
109.4;16;131.6;0;0
107.9;16.1;132.3;0;0
102.3;16.5;132.8;0;0
96.7;17.1;131.5;0;0
92.7;17.9;132.9;0;0
87.4;19.2;131.2;0;0
82.2;20;130.2;0;0
78.1;20.9;134.1;0;0
74.8;21.2;132.2;0;0
75.5;21.5;131.4;0;0
81.3;21.1;133.9;0;0
88.5;20.5;130.8;0;0
86.2;20.3;133.3;0;0
83.6;19.6;134.1;0;0
83.8;18.9;133.9;0;0
79.9;19.4;130.5;0;0
71;19.3;135.5;0;0
63.7;19.6;133.9;0;0
60.6;20.1;131.9;0;0
59.1;20.6;134.8;0;0
57.6;21.7;133.3;0;0
55;22.2;130.9;0;0
51.5;23.6;132.3;0;0
45.9;23.6;132.1;0;0
42;24.2;131.6;0;0
39.8;24.6;132.1;0;0
37.6;24.8;132.9;0;0
37.7;24.6;132.7;0;0
37.2;24.3;130.6;0;0
39.5;24.4;131.3;0;0
42.4;23.5;133.7;0;0
48.5;23.1;131.9;0;0
52.4;22.8;133.7;0;0
62.1;21.9;134.1;0;0
69.9;20.9;135.1;0;0
78.6;20.4;134.4;0;0
84.5;20.3;133.2;0.5;0.4
88.8;20;132.9;1.5;1.3
89.5;19.9;134.3;3.2;2.8
86.6;20.5;134.8;5.7;5.1
82;20.9;133.3;8.7;7.7
74.8;21.6;134.9;11.8;10.8
71.5;22.6;136.7;14.9;13.7
65.7;23.3;133.1;17.3;16.4
60.5;23.6;132.8;19.2;19.1
57.2;24.6;132.5;20.6;21.1
54;24;133.7;21.9;22.7
53.1;23.5;134.3;22.6;24.2
53.8;23.2;132.8;22.2;24.8
54.2;22.7;133.9;22.2;25.4
55.2;22;135.3;21.8;25.9
55.2;22;130.9;20.4;25.9
57.1;21.8;132.1;19.6;25.6
59;22.4;134.7;17.8;25.1
59;22.5;132.6;15.8;24.5
60;22.6;135;13.9;22.7
62.4;23.2;135.1;11.3;20.5
66.1;23;134.1;8.9;17.8
71.3;23.6;136;6.5;14.2
71.1;23.9;132;4.3;10.8
75.3;24.8;134.4;2.6;6.8
78.9;24.7;132.8;1.3;3.8
78.4;25;137.7;0.4;1.3
76.9;24.8;132;0;0.1
76.8;25.7;134.3;0;0
76.4;25.5;137.8;0;0
77.8;26;134.5;0;0.1
79.8;25.7;135.3;0;0.1
82.8;25.6;135.2;0;0
85.9;26.3;134.8;0;0
89.4;26;134.8;0;0
93.4;26.2;135.9;0;0
94.6;26.8;133.4;0;0
90.9;27;134.7;0;0
88.6;26.8;133.3;0;0
83.1;26.7;132.1;0;0
78.9;27.6;133.6;0;0
73.4;27.9;132.5;0;0
70.6;27.5;135;0;0
68.4;28;131.5;0;0
66.4;27.1;135.4;0;0
66;26.9;135.7;0;0
71.6;26.3;133.6;0;0
79.4;25.2;134.1;0;0
81.4;24.5;135.8;0;0
78.5;23.8;136.1;0;0
77.3;24.3;136.8;0;0
73.3;23.8;135.3;0;0
64.9;24.3;134.7;0;0
56.6;24.4;134.9;0;0
54.5;25.1;137.1;0;0
52.1;26;136.2;0;0
50.3;25.9;133.4;0;0
49.4;25.6;136;0;0
47.6;25.1;134.9;0;0
42.5;24.3;135.6;0;0
40.5;23.6;135.7;0;0
39.2;22.6;135.9;0;0
37.3;22.9;134.6;0;0
36.8;22.2;133.7;0;0
36.9;22.9;134.7;0;0
38;22.8;134.1;0;0
41.8;22.2;133.1;0;0
45.8;22.7;138;0;0.1
50.1;22.5;135.9;0;0
57.5;21.7;134.9;0;0
67.3;21.7;135.3;0;0
74;20.6;136.1;0;0
80.1;19.9;135.1;0.3;0.7
84.5;19.1;138.1;0.9;1.8
86;19;136.2;1.8;3.7
84.2;18.9;136.2;3;6.3
81.9;18.6;137.1;4.5;8.9
80.2;18.7;134.5;6.1;11.8
78.9;19.2;133.4;7.2;14
77.4;18.5;134.6;8.4;16.3
