2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.7;55.3;27.9;4.2;6.2;16.5;5.4;2;3.6;7.7;8.6
12.1;53.1;27.1;4;6;16;5.1;1.9;3.5;7.4;8.3
11.6;49.4;25.9;3.8;5.6;15;5;1.8;3.3;7.1;8.1
11.5;49.5;25.4;3.8;5.7;15.1;4.9;1.8;3.3;7.1;7.7
11.4;49.3;24.9;3.7;5.6;14.9;4.9;1.7;3.2;7.1;7.7
10.9;48.8;24.4;3.6;5.3;14.4;4.8;1.7;3.1;6.7;7.6
10.5;47;23.6;3.4;5.2;13.9;4.6;1.7;3;6.7;7.3
10.4;45.5;23.3;3.4;5.1;13.9;4.5;1.6;3;6.6;7.2
10.6;46.4;23.5;3.5;5.1;13.7;4.6;1.6;3;6.5;7.2
10.8;46.9;24.4;3.6;5.4;14.3;4.6;1.7;3.1;6.8;7.2
11.3;48.1;25.2;3.8;5.6;14.7;4.8;1.7;3.2;6.9;7.7
11.8;52.8;27.1;4;5.9;15.7;5.2;1.9;3.5;7.5;8.2
12.8;55.8;28.1;4.2;6.3;16.9;5.4;2;3.7;7.9;8.8
13.4;58.8;29.6;4.5;6.8;17.7;5.8;2.1;3.8;8.4;9.2
14.1;60.7;30.4;4.6;6.8;18.1;6;2.2;3.9;8.6;9.4
13.9;61.6;30.9;4.7;7;18.6;6;2.2;4;8.9;9.6
14.4;62.4;31.7;4.9;7.2;19.1;6.1;2.2;4.1;8.8;9.8
14.3;63.5;31.6;4.8;7.2;18.9;6.2;2.2;4.1;8.9;9.7
14.4;62.8;31.9;4.8;7.2;19.1;6.2;2.3;4.3;9.1;9.9
14.2;65;31.8;4.7;7.3;19.2;6.3;2.3;4.2;9;9.8
14.5;64.6;32.7;4.8;7.2;19.5;6.4;2.3;4.1;9.1;9.9
14.5;63.4;32.2;4.9;7.3;19.3;6.3;2.3;4.2;9;10.1
14.5;63.4;32.2;5;7.2;19.4;6.3;2.3;4.2;9.2;9.9
14.1;62.8;32.1;4.9;7.2;19;6.2;2.3;4.2;9;9.8
14.2;61;31.9;4.8;7.1;18.8;6.2;2.3;4;8.9;9.8
14.1;62.2;31.6;4.7;7;18.6;6.1;2.2;4;8.8;9.7
13.7;60.6;30.7;4.6;6.9;17.9;6;2.1;4;8.6;9.3
13.8;59.6;31;4.6;6.8;18.2;5.9;2.2;3.9;8.4;9.4
13.7;58.9;30.8;4.5;6.7;17.6;5.8;2.1;3.8;8.5;9.2
13.4;58.1;29.8;4.5;6.7;18;5.8;2.1;3.9;8.6;9.4
13.5;58.3;29.8;4.5;6.8;18;5.8;2.1;3.9;8.4;9.2
13.9;60.5;30.9;4.6;6.8;18.3;6;2.1;4;8.7;9.3
14.2;61.8;31.4;4.8;7.1;18.6;6;2.2;4;8.8;9.6
14.3;63.8;32.8;4.9;7.1;19.3;6.2;2.3;4.2;9.2;9.8
14.1;63.2;32.9;4.8;7.1;19.6;6.1;2.3;4.1;9;9.7
14;60.9;31;4.7;6.8;18.1;6;2.2;4;8.8;9.6
13.8;59.7;30.1;4.6;6.7;18;5.8;2.1;3.9;8.5;9.3
13.3;58.7;29.7;4.5;6.5;17.7;5.6;2.1;3.8;8.1;9
13.1;58.1;28.9;4.4;6.4;17.2;5.5;2;3.7;8.1;9.1
13.2;59.3;29.7;4.5;6.6;18;5.8;2.1;3.9;8.3;9.2
13.5;58;30.4;4.6;6.9;18.4;5.8;2.1;3.9;8.6;9.3
13.3;59;30;4.5;6.6;17.9;5.8;2.1;3.9;8.5;9.2
12.8;56.2;28.8;4.3;6.5;17.1;5.5;2.1;3.7;8.1;8.8
12.2;53;27.1;4.1;6.1;16.2;5.2;1.9;3.5;7.8;8.3
12.1;53.2;26.5;4;6;15.9;5.1;1.9;3.4;7.6;8.2
