1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
89.3;30.6;108.6;0;0
82.6;31.2;108.6;0;0
73;32.1;108.5;0;0
65.3;33.4;108.5;0;0
62.7;34.7;108.5;0;0
59.5;36;108.4;0;0
56.2;37.1;108.4;0;0
53.9;37.8;108.4;0;0
49.2;38.2;108.4;0;0
44.2;38.3;108.3;0;0
41.5;38.2;108.3;0;0
38.9;38;108.3;0;0
36.9;37.8;108.3;0;0
36.2;37.6;108.2;0;0
35.5;37.4;108.2;0;0
35.6;37.4;108.2;0;0
37.4;37.6;108.1;0;0
38.1;37.9;108.1;0;0
39;38.5;108.1;0;0
40.9;39.3;108.1;0;0
41.9;40.3;108;0;0
42.9;41.2;108;0.1;0.1
44.5;42;108;0.4;0.4
45.3;42.4;108;1.2;1.1
45.6;42.3;107.9;2.7;2.4
45.9;41.6;107.9;4.8;4.4
45.8;40.7;107.9;7.3;6.7
45.7;39.6;107.8;9.9;9.2
45.7;38.7;107.8;12.2;11.8
44.2;38.1;107.8;14.3;14.3
41.8;38.1;107.8;15.9;16.6
39.2;38.7;107.7;17.1;18.6
36.1;39.7;107.7;17.9;20.3
33.1;41;107.7;18.3;21.7
31.2;42.3;107.7;18.5;22.9
30.8;43.3;107.6;18.5;23.8
31.4;43.9;107.6;18.3;24.5
32.9;43.7;107.6;17.9;24.9
36.4;43.1;107.5;17.4;24.9
38.5;42.1;107.5;16.7;24.6
36.5;41;107.4;15.6;23.7
36.2;40;107.4;14.3;22.2
38.4;39.1;107.4;12.7;20
42.5;38.5;107.3;10.7;17.2
45;38.3;107.3;8.6;13.8
47.6;38.4;107.2;6.3;10.2
51.5;38.8;107.2;4.1;6.5
53.8;39.6;107.2;2.1;3.3
54.2;40.8;107.1;0.7;1.1
53.1;42.4;107.1;0.1;0.1
50.8;44.1;107;0;0
49.3;45.8;107;0;0
49.7;47.3;107;0;0.1
51.9;48.2;106.9;0;0
55.2;48.3;106.9;0;0
58.9;47.6;106.8;0;0
64.1;46.3;106.8;0;0
68.8;44.8;106.8;0;0
71.1;43.4;106.7;0;0
71.5;42.4;106.7;0;0
69.9;42;106.6;0;0
66.4;42.3;106.6;0;0
63;43.2;106.6;0;0
59.9;44.4;106.5;0;0
57;45.6;106.5;0;0
54.5;46.5;106.4;0;0
53.7;46.9;106.4;0;0
56.3;46.5;106.4;0;0
65.3;45.5;106.3;0;0
73.1;44.3;106.3;0;0
72.9;42.9;106.2;0;0
72.9;41.7;106.2;0;0
71.9;40.7;106.2;0;0
67.3;40;106.1;0;0
59.9;39.7;106.1;0;0
53.9;39.7;106;0;0
52.7;39.9;106;0;0
50.4;40.4;106;0;0
47.5;40.9;105.9;0;0
45;41.6;105.9;0;0
39.8;42.4;105.8;0;0
34.3;43.1;105.8;0;0
30.8;43.7;105.8;0;0
27.4;44;105.7;0;0
24.8;44.1;105.7;0;0
23.7;43.8;105.6;0;0
23.1;43.3;105.5;0;0
23.2;42.8;105.4;0;0
24.5;42.3;105.4;0;0
25.2;42;105.3;0;0
25.7;41.9;105.2;0;0
26.7;42.2;105.1;0;0
26.8;42.7;105;0;0
26.7;43.4;104.9;0.1;0.1
26.8;44;104.8;0.6;0.6
25.8;44.7;104.7;1.6;1.6
24;45.1;104.7;3.3;3.2
22.3;45.2;104.6;5.7;5.4
20.5;45.2;104.5;8.5;7.9
19.2;45.1;104.3;11.3;10.3
18.7;44.9;104.2;14;12.4
18.1;44.7;104.1;16.3;14.3
17.6;44.7;104;18.2;15.7
17.6;44.8;103.9;19.6;16.8
17.3;45;103.8;20.7;17.6
17.3;45.2;103.7;21.4;18.2
18.1;45.6;103.6;21.7;18.6
