1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
82.7;44.5;105.6;0;0
77.1;44.3;105.6;0;0
69.2;43.9;105.6;0;0
63.6;43.4;105.7;0;0
63.5;42.7;105.7;0;0
62.6;42;105.7;0;0
61.6;41.3;105.7;0;0
61.3;40.6;105.7;0;0
57.9;40;105.8;0;0
54;39.4;105.8;0;0
52.1;38.8;105.8;0;0
50.1;38.4;105.8;0;0
48.7;38;105.8;0;0
48.7;37.8;105.9;0;0
49.1;37.5;105.9;0;0
51.2;37.3;105.9;0;0
55.9;36.9;105.9;0;0
60;36.5;105.9;0;0
65.7;35.9;106;0;0
75;35.1;106;0;0
83.3;34.3;106;0;0
90.9;33.4;106;0.1;0.1
97.7;32.6;106;0.7;0.7
100.7;31.9;106.1;2;1.9
100.1;31.4;106.1;4;3.9
97.2;31.1;106.1;6.5;6.6
93.2;30.9;106.1;9.2;9.9
89.1;30.8;106.1;11.5;13.4
85.8;30.6;106.2;13.2;16.9
82.8;30.2;106.2;14.3;20
80.4;29.6;106.2;14.8;22.8
79.2;28.8;106.2;14.6;25
79.1;27.9;106.2;14.1;26.6
79.7;27;106.2;13.3;27.8
81.2;26.3;106.3;12.5;28.4
83.4;25.8;106.3;11.7;28.5
84.3;25.8;106.3;11.2;28.1
83.1;26.1;106.3;11.1;27.3
83.8;26.7;106.3;11.2;26.1
84.3;27.5;106.4;11.4;24.4
82.2;28.4;106.4;11.5;22.2
82.2;29.1;106.4;11.4;19.6
84.5;29.4;106.4;10.8;16.5
88.3;29.4;106.4;9.8;13.2
90.8;29;106.5;8.1;9.9
93.3;28.2;106.5;6.1;6.8
97.5;27.3;106.5;4;4.1
100.7;26.2;106.5;2;2
102.8;25.1;106.5;0.6;0.6
103.9;24;106.6;0;0
104;23;106.6;0;0
104.7;22.1;106.6;0;0
106.4;21.4;106.6;0;0.1
109.1;21;106.6;0;0
112;21;106.7;0;0
114.7;21.3;106.7;0;0
118.9;21.8;106.7;0;0
121.8;22.4;106.7;0;0
121;22.9;106.7;0;0
118.6;23.2;106.7;0;0
115.3;23.1;106.8;0;0
111.4;22.5;106.8;0;0
108;21.7;106.8;0;0
105.3;20.8;106.8;0;0
103.4;20;106.8;0;0
101;19.5;106.9;0;0
99.1;19.3;106.9;0;0
99.3;19.6;106.9;0;0
105.5;20.2;106.9;0;0
110;21;106.9;0;0
106.4;21.9;107;0;0
104.5;22.6;107;0;0
102.4;22.9;107;0;0
96.6;22.8;107;0;0
88.6;22.5;107;0;0
83;21.9;107.1;0;0
82.7;21.4;107.1;0;0
81.6;20.9;107.1;0;0
80;20.7;107.1;0;0
78.8;20.8;107.1;0;0
74.6;21.1;107.2;0;0
69.6;21.6;107.2;0;0
66.8;22.1;107.2;0;0
63.8;22.7;107.2;0;0
61.5;23.1;107.2;0;0
61.1;23.4;107.3;0;0
61;23.7;107.3;0;0
62.5;23.9;107.3;0;0
66.6;24.1;107.3;0;0
69.9;24.5;107.3;0;0
74.3;25;107.3;0;0
81.5;25.7;107.4;0;0
87.8;26.5;107.4;0;0
93.3;27.4;107.4;0.1;0.1
98.3;28.3;107.4;0.6;0.9
99.8;29.2;107.4;1.5;2.2
