1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
112.9;7.5;107.2;0;0
106.6;7.5;107.2;0;0
98;7.5;107.2;0;0
91.6;7.4;107.3;0;0
90.3;7.3;107.3;0;0
88.4;7.3;107.4;0;0
86.3;7.1;107.4;0;0
84.8;7;107.4;0;0
80.6;6.9;107.5;0;0
75.8;6.7;107.5;0;0
73;6.7;107.6;0;0
70.1;6.6;107.6;0;0
67.8;6.7;107.6;0;0
66.7;6.9;107.7;0;0
65.5;7.2;107.7;0;0
65.3;7.5;107.7;0;0
66.7;7.8;107.8;0;0
67.5;8.1;107.8;0;0
68.7;8.3;107.9;0;0
71.2;8.4;107.9;0;0
73.1;8.4;107.9;0;0
74.9;8.4;108;0.1;0.1
77.2;8.4;108;0.5;0.3
78.4;8.4;108.1;1.4;1
78.5;8.4;108.1;3;2.1
78;8.4;108.1;5.3;3.9
76.8;8.5;108.2;7.8;6.2
75.4;8.6;108.2;10.2;8.9
74.3;8.7;108.3;12.3;11.7
72.1;8.9;108.3;14;14.6
69.5;8.9;108.3;15.2;17.3
67.5;9;108.4;15.9;19.7
65.3;9;108.4;16.3;21.8
63.5;9;108.5;16.5;23.4
62.8;9.1;108.5;16.6;24.7
63.1;9.2;108.5;16.7;25.5
63.8;9.4;108.6;16.9;26
64.7;9.6;108.6;17.1;26
66.9;9.9;108.7;17.3;25.6
67.4;10.3;108.7;17.4;24.6
63.7;10.7;108.7;17.2;23.1
61.8;11.1;108.8;16.5;21
62.8;11.5;108.8;15.3;18.4
66;11.9;108.9;13.5;15.2
68.1;12.2;108.9;11.1;11.8
70.6;12.5;108.9;8.4;8.4
74.8;12.9;109;5.5;5.2
77.6;13.2;109;2.8;2.6
78.8;13.5;109.1;1;0.8
78.9;13.8;109.1;0.1;0.1
77.9;14.2;109.1;0;0
77.7;14.5;109.2;0;0
79.2;14.8;109.2;0;0
81.9;15.1;109.3;0;0
84.9;15.4;109.3;0;0
87.6;15.6;109.3;0;0
91.2;15.9;109.4;0;0
94;16.1;109.4;0;0
94.4;16.5;109.4;0;0
93.2;17;109.5;0;0
90.4;17.8;109.5;0;0
86.3;18.7;109.6;0;0
82.6;19.8;109.6;0;0
79.5;20.9;109.6;0;0
76.8;21.9;109.7;0;0
74.4;22.6;109.7;0;0
73.6;22.9;109.8;0;0
76;22.6;109.8;0;0
84.5;22.1;109.8;0;0
91.6;21.4;109.9;0;0
90.6;20.8;109.9;0;0
89.6;20.5;110;0;0
87.4;20.6;110;0;0
81.5;21.2;110;0;0
72.7;22.2;110.1;0;0
65.3;23.6;110.1;0;0
62.7;25.1;110.2;0;0
59.3;26.6;110.2;0;0
55.6;27.9;110.2;0;0
52.7;28.9;110.3;0;0
47.5;29.6;110.3;0;0
42.2;30.1;110.4;0;0
38.8;30.5;110.4;0;0
35.2;30.9;110.4;0;0
32;31.5;110.5;0;0
29.9;32.2;110.5;0;0
27.7;33.1;110.5;0;0
26.3;34.1;110.5;0;0
26;35;110.6;0;0
25.4;35.8;110.6;0;0
25.2;36.4;110.6;0;0
26.1;36.7;110.6;0;0
26.6;36.7;110.7;0;0
27.1;36.7;110.7;0.1;0.1
27.9;36.7;110.7;0.5;0.5
27.5;36.8;110.7;1.3;1.4
26.1;37.2;110.8;2.8;2.8
24.4;37.8;110.8;4.9;4.7
22.3;38.7;110.8;7.2;7
20.2;39.7;110.8;9.5;9.4
18.6;40.7;110.8;11.5;11.9
16.8;41.7;110.9;13.2;14.4
15.1;42.4;110.9;14.4;16.8
14.2;42.9;110.9;15.3;18.9
13.2;43.1;110.9;15.8;20.8
12.6;43.3;110.9;16;22.5
12.8;43.4;110.9;16;23.8
13.5;43.5;110.9;15.8;24.9
14.6;43.8;110.9;15.5;25.7
16.3;44.2;110.9;15;26
18.9;44.7;110.9;14.5;26.1
19.1;45.2;111;13.8;25.6
14.8;45.7;111;12.9;24.7
11.9;46;111;11.9;23.2
11.9;46.1;111;10.6;21.1
14.7;45.9;111;9;18.2
16.8;45.6;111;7.2;14.8
19.5;45.2;111;5.3;11
24.1;44.9;111;3.4;7.2
27.3;44.8;111;1.8;3.7
28.9;45;111;0.6;1.3
29.2;45.6;111.1;0.1;0.1
28.2;46.4;111.1;0;0
27.7;47.4;111.1;0;0
28.8;48.6;111.1;0;0.1
31;49.8;111.1;0;0
33.8;51;111.1;0;0
37.1;52.1;111.1;0;0
41.4;53.1;111.1;0;0
45.2;53.8;111.1;0;0
47;54.3;111.2;0;0
47.8;54.6;111.2;0;0
47.6;54.5;111.2;0;0
46.2;54;111.2;0;0
45.7;53.3;111.2;0;0
45.6;52.4;111.2;0;0
44.9;51.3;111.2;0;0
