1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
117.1;15.7;102;0;0
114.1;15.8;102.1;0;0
103.5;16.3;100.2;0;0
95.6;16.8;100.4;0;0
93.7;17.4;102.1;0;0
94.1;17.8;100.1;0;0
90.1;18.4;102.2;0;0
86.3;18.9;100.1;0;0
84.1;19.5;101.4;0;0
78.9;20.2;101.6;0;0
75.7;20.7;100.9;0;0
72.9;21.2;99.8;0;0
70.2;22.2;102.7;0;0
69.4;21.8;102.1;0;0
68.9;22;101.1;0;0
69.5;22.9;100.2;0;0
72.5;22.8;100.3;0;0
77.3;23;99.5;0;0
81.3;22.6;101;0;0
88.8;22.7;101.1;0;0
95.1;22.8;100.9;0;0
104.9;22.6;101;0;0
111.1;22.9;100.9;0.5;0.8
112.2;22.6;101.5;1.5;2.2
110;23.6;101.6;3;4.5
107.7;24.2;100.6;5.2;8
101.9;25.9;100.8;7.7;11.9
95.9;27.1;100.6;9.8;15.9
92.5;27.9;99.4;11.6;19.4
86.7;29.3;100.1;12.7;21.9
83.9;30.3;100.9;13.9;24.6
79.2;31.3;103.7;14.3;26.9
77.7;32.3;101.7;14.8;28.1
74.8;32.5;101;15.1;29.8
75.8;32.4;99;14.5;30.2
74.9;33.7;101.2;14.2;30.4
75.9;33.7;100.8;14.1;30.2
74.6;33.5;100.4;13.7;30.8
74.4;34.3;101.2;13.2;29.8
76.8;34;101.2;13.1;29.1
75.2;34.2;100.4;12.5;27.1
74;34.7;100.9;12;25.1
76.5;35.8;101.5;11.1;22.2
77.9;36.7;99.7;9.8;18.8
78.7;38.9;100.7;8.1;15
79.9;41;101.2;6.2;11
81.2;42.3;101.7;4.2;7.3
83.9;45;102.2;2.3;3.8
81.3;46.7;99.8;0.9;1.4
81.9;47.8;100.9;0.1;0.2
77.3;49;100.6;0;0
76.7;50.3;100.1;0;0
77.5;50.9;102;0;0.1
79.1;51.8;99.6;0;0
83.3;52;101.1;0;0
83.9;51.5;100.6;0;0
87.2;52.1;100.4;0;0
90.6;53.7;101.2;0;0
90.1;53;99.5;0;0
88.5;54.5;101.1;0;0
85.2;55.3;100.9;0;0
80.1;55.6;100.4;0;0
75.1;56.8;102.2;0;0
72.4;56.5;100.7;0;0
69;57.7;99.1;0;0
65.8;57.6;102.4;0;0
64.2;56.1;101.1;0;0
64.7;56.1;100.8;0;0
73.5;55.3;101.4;0;0
81.6;53.6;100.1;0;0
79.8;53.9;100.3;0;0
79.1;53.6;100.8;0;0
77.3;53.6;100.1;0;0
70.6;53.7;101.1;0;0
61.2;54.7;99.8;0;0
52.2;56.4;101.6;0;0
47.9;58.3;99.4;0;0
44.3;58.5;101.5;0;0
40.6;60.9;100.6;0;0
36.6;63.9;102.6;0;0
31.2;65.6;99.9;0;0
24.4;67.5;101;0;0
20.1;69.8;100.1;0;0
16.2;70.4;101.2;0;0
13.2;71.9;100.5;0;0
12;70.6;100.5;0;0
11.4;70.5;101.4;0;0
11.2;68.9;100.8;0;0
13.2;71.5;101.2;0;0
15;69.6;101.3;0;0
16.3;70.1;102.4;0;0
18.2;70.3;99.7;0;0
19.3;70.4;103.3;0;0
20.3;72.3;100.1;0;0
22;72.2;99.7;0.3;0.4
22.2;73.3;100.1;1;1.3
20.6;73.4;101.9;2.3;3
19.9;73.2;100.5;4.6;5.7
17.7;74.5;101.5;7.4;9.2
15.7;73.5;101.1;10.4;13
13.7;71.8;101;13.9;16.8
11.5;70.2;100.7;16.7;20.1
8.9;69.2;100.5;19.7;22.7
7.4;66.6;99.4;22.4;25.3
6.2;65.7;100.6;23.5;25.9
5.3;64.3;102.3;24.7;27.3
5.8;62.9;100.7;25.7;27.6
7.7;62.4;98.8;26.2;26.9
10;60.8;100.8;26.1;26.8
12.9;62.7;101.6;25.7;26
16.7;62.7;101.5;24.5;24.8
20.1;63.2;98.4;23.5;22.9
18.9;64.3;102.3;21.5;20.8
18.5;65.4;99.7;19;18.7
20.3;64.2;102.9;17.2;15.9
24.8;65.3;99.9;13.8;12.6
27.6;64.8;100.9;10.5;10
30.1;64.9;99.8;7.7;7.1
34.4;65;101.6;4.8;4.5
36.7;64.7;101.1;2.5;2.4
37.5;64.9;102.6;1;0.9
38.4;63.4;100.8;0.2;0.2
38.4;63.1;98.7;0;0
38.2;63.5;102.3;0;0
40.9;62.9;100.4;0;0
43.9;61.1;102.7;0;0
49;60.8;100.6;0;0
54.7;57.9;99.5;0;0
60.3;56.3;100.6;0;0
64.2;54.9;100.6;0;0
67.6;53.2;101.5;0;0
67.7;52.3;100.7;0;0
65.5;51.4;101.5;0;0
61.7;51.8;100.3;0;0
59.2;54.2;102.1;0;0
54.2;54.8;101.7;0;0
50.6;56.2;100.8;0;0
49.7;57.2;101;0;0
49.1;56.7;100.8;0;0
49.9;56.2;100.3;0;0
58.6;54.8;100.1;0;0
69.2;52.7;100.7;0;0
69.6;50.3;101.8;0;0
70.9;48.5;101.1;0;0
71.8;46;100.7;0;0
67.8;45.3;104.3;0;0
60;46.4;100.2;0;0
52.8;45.7;102.2;0;0
50.6;46.7;103.6;0;0
48.8;46.8;103.1;0;0
46.6;46.7;100.9;0;0
45.1;45.9;102.8;0;0
42.2;46.1;99.8;0;0
37.7;43.8;102.9;0;0
35.1;43.7;102.8;0;0
32.9;43.1;102.2;0;0
30.5;42.2;101.4;0;0
29.2;41.2;101.3;0;0
28.1;41.9;102.8;0;0
27.4;41.9;102.6;0;0
28.3;41.5;104.1;0;0
28.8;41.5;102.5;0;0
29.7;41.5;103.4;0;0
31.3;39.9;101.9;0;0
32.4;38.9;105.8;0;0
34.4;38.1;102.4;0;0
36.5;36.2;104;0.5;0.4
36.4;35.5;104.9;1.4;1.3
36.3;33.9;102.6;3;3
36;32.5;104.3;5.4;5.6
34.7;32;102.9;8.2;8.7
33.4;30.6;103.7;11;12
32;29.2;103.3;13.2;15.3
31.8;28.9;102.5;15.1;18.2
30.4;28.2;104.6;16.8;21.2
30.1;28;103.4;17.7;23.2
29.9;28.2;103.8;18.6;25.1
29.5;27.8;102.9;19;26.3
30;27.5;102.8;19;26.8
30.9;27.7;103;19;27.7
33.3;27.4;104.2;19.1;27.7
36.7;27.3;104.9;18.6;27.2
40.4;25.9;104;18.5;26.4
44.1;25;102.6;17.6;26
41.9;23.9;104.7;17.6;25.1
39.6;23.5;103.3;16.3;22.6
40.6;22.9;104.3;14.7;20.6
43.8;22.5;104.5;13.3;17.7
45.8;22.6;104.7;10.7;14.3
49;22.5;105;8.2;10.2
52.6;23.2;105.8;5.5;6.7
57.4;23;103.7;3;3.6
58.1;23.3;106.5;1.2;1.4
58.1;22.8;105.3;0.2;0.2
59.7;23.1;103;0;0
60.5;22.6;104.5;0;0
61.6;22.5;104.2;0;0
65.9;21.7;103.8;0;0
70.8;20.6;104.3;0;0
74.3;20.1;101.9;0;0
81;19.3;104.8;0;0
86.1;19;102.9;0;0
88.3;18.7;105.8;0;0
90.6;18.5;105.6;0;0
92.7;18.3;104.1;0;0
90;18.7;103;0;0
87.2;19.1;104.6;0;0
84.3;19.8;105.4;0;0
83.4;20.3;105.5;0;0
80.6;20.8;104.7;0;0
81.4;21.3;106;0;0
80.8;21.1;105;0;0
85.7;20.7;106.5;0;0
94.6;20.6;104.5;0;0
94.5;19.5;104;0;0
91.7;19.3;104;0;0
92.5;18.9;106.8;0;0
86.9;18.7;104.1;0;0
81.3;18.8;105.3;0;0
74.2;18.8;103.5;0;0
73.2;19;105.3;0;0
70.7;18.7;104.8;0;0
69.1;18.4;105.6;0;0
69.9;18.3;105.5;0;0
66.5;18;107.9;0;0
61.7;17.9;104.9;0;0
58.9;17.4;106;0;0
56.5;17.9;105.3;0;0
54.6;18;106.6;0;0
54.6;18.9;105.7;0;0
54.5;19.4;107.3;0;0
54.1;20.7;104.1;0;0
57.9;21.2;107.2;0;0
62.8;22.1;105.4;0;0
66.7;22.6;106.9;0;0
74.8;23.1;107.3;0;0
82.5;22.7;105.1;0;0
89.6;22.6;106.4;0;0
95.4;22.4;106.9;0.5;0.5
99.1;22;107.2;1.4;1.5
99.3;21.4;105.6;2.9;3.4
100.1;21.3;106.6;5.1;6
95.2;21.3;105.2;7.7;9.5
90.4;20.8;107.5;10.3;13
86.3;20.3;109;12.8;16.3
84.5;20.5;105.4;14.7;19.9
80.3;20.8;109.4;17;23
73.8;21.5;104.9;18.8;25.8
69.8;21.9;105.5;20.4;28.5
68.5;22;107.9;21.3;30.4
65.3;23;107.2;21.2;30.5
67.8;22.8;106.8;21.2;31.3
67.4;23.6;107.4;20.5;30.5
68;24.1;107.1;20.1;30.7
70.1;24.1;107.9;19.1;29.2
73.5;24.2;105.2;17.6;28.8
72.5;24.5;109.2;16.4;27.2
73.2;24.6;104.7;14.2;25.2
78.9;25.2;108;12.3;22
82;25.4;107.7;10;18.1
86.1;26.3;106.7;7.5;14.5
89.1;26.5;105.5;5.1;10.3
93.4;27.1;106.7;3.2;6.6
95.3;27.5;107.1;1.7;3.7
94.3;28.9;105.6;0.8;1.6
94.2;29.2;107.7;0.3;0.5
94.4;29.9;108.4;0.1;0.1
91.9;29.9;109.1;0;0
94.8;30.5;107;0;0
94.6;30.6;108;0;0
98.8;30.3;107.3;0;0
101.4;29.8;108.4;0;0
105.3;29;106.1;0;0
110.6;28;108.4;0;0
110.8;27.9;108.5;0;0
111.4;27.7;107.1;0;0
109.3;27.6;109.8;0;0
103.7;28.6;110.1;0;0
97;29.6;107.4;0;0
93.8;30.9;107.1;0;0
86.9;32.2;108;0;0
84.5;32.7;108.6;0;0
81;33.3;109.6;0;0
81.1;33;109;0;0
88.7;32.2;109.8;0;0
95.5;32.2;108.7;0;0
95.4;31.1;110.1;0;0
92.8;30.3;108.9;0;0
91.3;29.7;108.3;0;0
85.6;30.3;107.9;0;0
77.5;31.7;108.9;0;0
68.8;31.9;110.7;0;0
66.7;33.1;109;0;0
64.2;34;106.8;0;0
62.6;34.2;108.3;0;0
62.3;33.9;109.3;0;0
59.7;33.2;110.3;0;0
56.8;32.2;109.6;0;0
55.6;30.7;109.5;0;0
52.8;29.7;108.5;0;0
50.9;29.4;108.3;0;0
50.4;29.4;109.6;0;0
50.5;30.5;108.3;0;0
50.1;31.3;110.1;0;0
54.9;32.2;110.8;0;0
58.2;32.5;110.3;0;0
62;32.8;109.6;0;0
70;32.2;108.9;0;0
80.5;31.4;110;0;0
87.6;29.8;109.2;0;0
96.3;28.9;108.9;0.3;0.5
99.1;27.8;107.3;0.8;1.4
103.5;27.1;110.9;1.6;3
101.5;26.7;109;3;5.2
99.6;26.9;110.7;4.8;7.7
96;26.7;109.3;6.8;10.4
94.6;27.9;109.5;8.9;12.8
87.7;28.4;110.2;11;15.1
83.3;29.4;109.7;13;17.2
79.8;30.3;111.4;15.3;19.6
75.2;29.9;109.1;17.6;21.1
71.9;30.9;110;19;22.6
69.8;30.5;110;20;23.3
69.7;30.5;112.6;21.1;23.5
69.3;30.9;111.6;21.6;23.6
69.1;31.2;110.7;21.7;23.3
68.5;31.3;111.3;21.1;23.1
69.8;31.7;111;20.6;22.7
68.8;31.7;109.4;19.5;21.6
68;30.7;109.3;17.8;20.7
71.4;30.9;110.1;16.1;18.1
76.7;30.2;110.3;14.2;16.2
79.9;29.9;110.5;11.3;13.2
83.4;29;111.4;8.3;9.9
89.8;28.4;110;5.6;6.7
93.1;28.2;112.1;3;3.7
96.1;27.3;110.1;1.2;1.5
96.6;26.8;111.6;0.3;0.3
96.7;26.9;111.1;0;0
95.7;27.1;109.1;0;0
97.5;26.7;112.4;0;0
97.8;26.6;111.7;0;0
102.6;26.8;112.4;0;0
103.5;26.5;112.3;0;0
108.5;26.5;109.7;0;0
113.5;26.3;112.7;0;0
112.1;26;110.1;0;0
109.9;26.1;112.1;0;0
109;26.7;110.6;0;0
103.1;27.7;111.9;0;0
98.5;28.2;110.5;0;0
95.8;28.7;112.5;0;0
91.4;28.7;112.1;0;0
87.4;30;109.9;0;0
84.8;29.9;111;0;0
83.8;29.1;110;0;0
