1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
88.9;43.2;82.9;0;0
85.7;43.2;81.3;0;0
78.5;43.7;84.3;0;0
71.9;42.8;84;0;0
69.7;42.1;83.3;0;0
72.4;39.8;83.1;0;0
69.7;39.2;82.5;0;0
71.1;38.7;83.1;0;0
68.9;36.8;83.3;0;0
64.9;35.7;81.8;0;0
63.8;34.7;84;0;0
62.5;34.2;83.3;0;0
60.2;33.8;84.4;0;0
61.3;32.9;83.8;0;0
61.5;33.8;84.8;0;0
62.7;34.4;82.8;0;0
65.7;34.1;83.8;0;0
69.3;35.1;83.8;0;0
73.7;35.3;84.7;0;0
80.3;36.3;84;0;0
90;37.1;83.5;0;0
94.3;36.7;84.5;0;0
101.1;36.6;84.1;0.2;0.5
106;36.6;83.9;0.7;1.7
105.1;36.3;83;1.7;4.1
104.2;36.5;86.2;3.1;7.6
101.9;35.5;86;5;12
98.4;34.9;84.1;6.7;16.5
94.8;33.9;84.8;8.4;20.3
92.6;33.4;84.2;9.9;23.2
88;32.8;84.9;11.1;25.8
84.3;33.3;85.4;11.9;27.6
85.4;33.1;85.4;13.1;28.3
85;33.4;86.1;13.8;29.2
84.3;33.8;85.2;14.4;29.3
86.4;33.5;86.6;14.6;28.8
85.3;32.8;85.9;14.9;28.4
87.5;32.2;87.9;15;27.3
89;31.7;86.1;14.8;25.7
93.7;31;88.2;14.5;24.7
94.2;30.8;85.9;13.7;21.8
96.5;29.9;85.2;12.8;19.4
100.4;29.9;86.5;11.4;17.1
102;29.9;85.3;9.8;14.1
105.8;30.2;86.1;7.6;10.6
106.4;31.1;87.1;5.6;7.5
109.2;31;87.2;3.6;4.7
109.6;32.4;87.1;1.9;2.4
108.8;33.6;87.3;0.7;0.8
108.8;34;87.5;0.1;0.1
105.2;34.1;87.2;0;0
107.2;35;86.8;0;0
107.9;35.2;88;0;0.1
108;35;86.8;0;0
112.4;35.2;88.1;0;0
115.9;34;87.3;0;0
118.4;34.6;88.3;0;0
124.3;34.2;89.5;0;0
125.2;34;88.3;0;0
125;33.3;87.5;0;0
121.4;33.3;88.9;0;0
116.1;33.1;88;0;0
111.2;34.1;89.4;0;0
107.5;34.6;88.2;0;0
103.6;34;88.2;0;0
101.5;34.6;86.4;0;0
