1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
67.4;89.7;76.7;0;0
63.8;87.1;77.9;0;0
58.8;86.5;77.4;0;0
53;86.1;75.6;0;0
53.3;83.9;77.1;0;0
53.9;82;76.4;0;0
51.8;81.2;76.6;0;0
51.3;80.5;75.9;0;0
47.1;80.9;75.9;0;0
41.8;82.5;75.8;0;0
39.2;82;76.4;0;0
37.9;81.9;75.7;0;0
38;79.4;74.6;0;0
40.3;77.4;76.1;0;0
44.8;73.6;75.3;0;0
50.6;67.8;75.2;0;0
58.6;63.6;76.4;0;0
66.9;60.4;76;0;0
74.7;57.8;74.8;0;0
81.9;57.5;75;0;0
89.3;58.3;74.8;0;0
95.6;58.3;74.9;0;0
99.3;59.7;73.8;0.5;0.4
99.2;62.7;75.2;1.6;1.3
101.4;62.9;74.6;3.2;2.6
97.5;63.2;75.4;5.5;4.6
98.1;62;75.1;7.9;7
94.4;60.3;75.3;10.2;9.7
95.8;59.1;73.2;12.6;11.9
95.4;57.2;74.9;14.1;14.3
94.2;53.2;74.3;15.1;17
94.3;51.3;73.8;16.2;19.2
95.2;46.8;75.5;16.8;21
95.8;44.6;74.7;17.7;22.9
97.7;41.2;73.2;17.8;24.3
98.5;39.5;73.9;17.3;25.4
100.2;36.8;73.3;17.8;25.8
100.6;36.4;73.2;18;27.1
99.6;35;72.9;17.7;26.6
103;34.7;73.6;18.1;26.8
101.8;34.2;74.3;17;25.6
100.1;34;74.5;16.3;24.4
103.9;32.8;73.1;15;21.8
108.6;32.8;73.7;13.3;18.9
113.1;31.8;71.7;11.1;15.2
114.1;31.4;72.5;8.4;11.7
121.6;30.9;73.8;5.9;7.5
127.8;30.2;72;3.2;4.2
128.7;28.8;72.6;1.2;1.6
131.1;27.9;72.4;0.2;0.2
132.4;27.5;71.4;0;0
131.1;26.7;72.8;0;0
133.7;25.6;72.6;0.1;0.1
134.8;25.2;71.3;0;0.1
139.8;24.1;71.2;0;0
142.6;23.4;70.5;0;0
148;22.8;70.6;0;0
148.7;22.2;72.5;0;0
151.6;22;71.7;0;0
150.8;21.7;71.9;0;0
148.1;21.5;72.1;0;0
142.3;21.7;71.6;0;0
140.9;21.7;70.6;0;0
136.3;21.9;72.4;0;0
136.1;22.2;71.4;0;0
131.1;22;71;0;0
130.2;22.2;71.2;0;0
132.3;22;69.8;0;0
135.3;21.5;71.8;0;0
146.9;21.5;71.1;0;0
144.3;20.3;70;0;0
143.8;19.8;70;0;0
145.5;19.5;71;0;0
137.2;18.8;69.9;0;0
132;18.6;68.8;0;0
122.6;18.3;69.2;0;0
121.9;17.3;70;0;0
120;17.3;71.2;0;0
118.6;17.4;70.4;0;0
116.4;17.5;70.4;0;0
113.5;17.6;68.7;0;0
107.6;18.4;68.7;0;0
103.3;18.6;70;0;0
98.4;19.8;67.3;0;0
94.3;20.7;69.8;0;0
92.6;21.9;68.6;0;0
90.3;22.6;69.1;0;0
91.3;23.4;69.4;0;0
91.7;24.6;68.7;0;0
92.2;25;69.5;0;0
93.9;25.7;68.5;0;0
97.6;26;68.1;0;0
97.6;26.1;68.4;0;0
100.8;25.4;68.3;0;0
101.7;25.2;67.5;0.4;0.5
103.8;24.8;68.1;1.3;1.6
102.6;25.2;70.1;3;3.7
101.2;25.2;68.4;5.4;6.7
98.2;25.6;68.2;8.3;10.3
94.8;26.5;68.1;11.3;14
92.4;27.3;68.1;13.8;17.2
90.4;28.2;67.5;16.4;19.7
87.8;29.3;68.9;18;21.3
86.2;30.2;67.3;19;22.6
82.8;31.1;66.8;20.1;22.9
81.4;32.5;67.8;20.4;22.4
83.5;33.6;67.4;20.3;21.8
84.1;34.4;67.1;20;20.9
85.7;35.5;67.1;19.8;20.7
87.3;36.1;67.8;19.4;19.3
90.1;37.1;67.5;18.4;18.5
92.2;38.8;66.8;17.5;17.4
89.1;40.4;67.3;16.2;16.2
87;41.5;66.2;14.9;14.7
85.4;41.8;66.9;13;13.3
87.8;44.9;66.6;10.8;11.1
88.2;46.2;67.2;8.6;9
88.1;47.8;66.4;6.1;6.7
88;49.4;66.4;4;4.4
87.1;50.4;67.2;2.1;2.4
87;51.3;67.3;0.8;0.9
88.4;51.8;65.2;0.1;0.2
88.2;52;66.5;0;0
89;51.2;65.4;0;0
88.9;51.4;65.3;0;0
92.9;51.6;65.9;0;0
94.8;52.8;65.5;0;0
95.4;55.4;65.9;0;0
95.2;57.2;65.4;0;0
97.2;61.8;64.8;0;0
94.9;65.7;65.5;0;0
90;69.7;64.8;0;0
85.4;72.4;65.7;0;0
80.8;74.2;65.9;0;0
75.6;76.8;65.2;0;0
73.8;77.3;64.6;0;0
71;77.5;63.7;0;0
68.2;77.2;64.1;0;0
68.6;78;65.5;0;0
68.5;78.6;64.3;0;0
73.2;78.8;64.7;0;0
82.7;82.1;64.7;0;0
79.8;81.6;63.6;0;0
78.2;84.3;63.5;0;0
76.6;85.5;64;0;0
71.2;83.2;64.2;0;0
63.4;84.3;63.6;0;0
56.5;82.2;63.5;0;0
55.4;82.9;63.8;0;0
52.7;82.9;63.1;0;0
50.2;83.8;63.9;0;0
47.6;85.9;64;0;0
41.7;86.9;63.4;0;0
34.9;88.4;63.3;0;0
29.6;92.4;62.4;0;0
25.1;94.5;63;0;0
21;92.6;63.1;0;0
18.3;94.9;62.7;0;0
17.1;94.5;63.8;0;0
16.2;94.5;62.9;0;0
17.3;93.8;62.9;0;0
17.8;94.8;63;0;0
17.7;95.4;63;0;0
18.2;96.9;61.8;0;0
18;99.3;63.8;0;0
17.4;98.6;62.8;0;0
16.7;98.9;63;0.5;0.5
15.3;97.9;61.5;1.6;1.6
12.7;99.2;63.4;3.4;3.7
9.8;100.3;63.2;6.2;6.7
6.9;99.8;62.1;9;10.6
4.6;98.6;63.3;11.9;14.4
3.7;99.2;63.4;14.5;18.7
3.5;94.5;62.9;16.7;22.1
3.8;95.6;62.6;18;24.4
5.5;92.3;63.3;18.9;26.8
7.5;89.4;62.2;19.1;28.9
9.6;86.6;62.1;19.3;29.3
12;85.9;63.1;19.3;30
15;87.6;61.6;18.6;29.8
17.3;86.7;62.1;18.2;29.3
19.8;89.5;63.1;17.6;27.9
22.3;90.7;62.7;16.7;26.6
23.8;93.1;62.2;15.5;25.9
19.6;94.1;61.4;14.3;23.7
15.6;96;62.9;13;21.4
14.8;97.4;62.7;11.5;18.6
17;97.9;61.2;9.7;15.5
19.9;96.8;62.1;7.8;12.2
22.3;98;61.8;5.7;8.6
26.8;95.6;62.3;3.7;5.6
30.3;93.7;61.5;2;3
33;94.2;62.5;0.8;1.1
34.4;93.8;62.3;0.1;0.2
34.5;92.2;62.3;0;0
34;93.9;62.3;0;0
35.9;93.1;61.3;0;0
39.3;92.6;62.5;0;0
42.3;93.4;62.8;0;0
45.8;96.7;61.9;0;0
50.3;97.8;61.8;0;0
55.6;95.8;62.5;0;0
58.9;95.5;61.8;0;0
59.7;96.7;60.9;0;0
61.1;93.8;61.8;0;0
60.7;90.2;61.8;0;0
61.2;91.3;62.9;0;0
64.2;88.8;61.6;0;0
63.7;87.2;61.7;0;0
63.7;85.1;61.8;0;0
63.9;85.7;60.5;0;0
63.2;82.8;61.7;0;0
69.4;84.6;62.2;0;0
76.4;85.7;62.2;0;0
72.3;88.1;62.1;0;0
69.9;89.6;61.6;0;0
68.4;88.8;60.6;0;0
62.5;91.1;61.6;0;0
55;94.2;61.2;0;0
48.1;93.6;61.2;0;0
45.9;93.3;62;0;0
44.1;93.5;61.4;0;0
42.8;92.7;61.6;0;0
42.8;91.1;61.2;0;0
41.6;89.9;60.9;0;0
37.6;89.2;61.8;0;0
35.6;88.8;61.6;0;0
34.6;89.2;61.9;0;0
31.1;90.7;61.5;0;0
30.7;89.8;62.1;0;0
29.6;90;61.2;0;0
30.1;93.4;61.6;0;0
33.2;94.7;61.3;0;0
36.4;94.9;62.3;0;0.1
41.5;93.1;60.5;0;0
48.9;97.3;61.1;0;0
60.2;97.2;61.7;0;0
67.1;94.4;61.2;0;0
76.1;89.4;60.9;0.4;0.8
80.7;90.4;60.5;1.3;2.2
80.7;89.7;61.4;2.6;4.9
78.9;87.1;61.3;4.7;8.5
77.6;87.1;61.7;6.9;12.7
73.5;87.3;60.7;9.1;16.2
69.4;85.3;61.7;10.7;19.1
68.6;85.9;61.1;12.4;21.5
65.4;86.7;61.1;13.8;23.4
65.4;86.4;61.8;15;25
64.6;84.4;61.6;15.8;25.9
66;82.4;59.9;16.2;26.6
66.1;83;60.8;16.1;26
70.9;83.9;61.2;16.2;25
73.2;83.7;61.1;15.5;24
73.3;85.2;60.1;14.7;22.5
70.8;86;61.6;14.3;21
72.3;88.9;59.9;13.4;19.9
67.1;92.5;61.4;12.3;18.3
67.4;94.3;61.7;11.2;16.8
67.1;96.1;60.3;9.9;14.7
71.8;97.2;61.3;8.3;12.1
73.2;97.2;61.7;6.4;9.5
76.6;93.5;61.8;4.7;6.8
80.3;92.3;61.9;3;4.5
84.6;90.6;59.3;1.7;2.6
85.2;90.7;60.3;0.8;1.2
86;88.5;60.4;0.3;0.4
86.3;88.6;60.2;0.1;0.1
86.3;89.6;60.3;0;0
85.8;88.6;59.9;0;0
87.4;89.3;61.1;0;0
91.9;87.5;61;0;0
93.5;89.7;60.7;0;0
99.1;88.1;60.7;0;0
105.6;88;60.9;0;0
105.6;85.5;59.9;0;0
104.1;87.3;61.8;0;0
102.8;85.1;59.4;0;0
98.9;87;60.6;0;0
94;85.3;59.9;0;0
89.9;86.2;59.6;0;0
85.9;84.1;60.5;0;0
83;85.9;60.6;0;0
79.5;88.3;61.8;0;0
78.9;88.1;60.3;0;0
84.3;87.2;59.8;0;0
91.1;87;60.5;0;0
89.7;87;60.4;0;0
88.3;86.9;60.1;0;0
86.5;87.8;59.4;0;0
82.2;88.8;60.4;0;0
75.7;86.5;59.8;0;0
67.6;86;60.3;0;0
67.8;85.3;60.1;0;0
67.4;84.1;60.6;0;0
64;84.2;58.8;0;0
62.6;85.4;59.2;0;0
59.2;87;59.7;0;0
