2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
19.1;78.7;42.2;6.6;10.1;26;7.4;3.2;5.3;11.5;13.4
18.6;76.6;41.1;6.4;9.8;25.3;7.2;3.1;5.2;11.2;13
17.9;73.8;39.6;6.2;9.4;24.4;7;3;5;10.8;12.6
17.4;71.7;38.5;6;9.2;23.7;6.8;2.9;4.9;10.5;12.2
17.3;71.4;38.3;6;9.1;23.6;6.7;2.9;4.9;10.5;12.2
17.2;70.9;38.1;5.9;9.1;23.4;6.7;2.8;4.8;10.4;12.1
17.1;70.3;37.8;5.9;9;23.2;6.6;2.8;4.8;10.3;12
17;70;37.6;5.8;9;23.1;6.6;2.8;4.8;10.3;11.9
16.7;68.7;36.9;5.7;8.8;22.7;6.5;2.8;4.7;10.1;11.7
16.3;67.1;36.1;5.6;8.6;22.2;6.3;2.7;4.6;9.8;11.4
16.1;66.3;35.6;5.5;8.5;21.9;6.3;2.7;4.5;9.7;11.3
15.9;65.5;35.2;5.5;8.4;21.7;6.2;2.6;4.5;9.6;11.2
15.8;65;34.9;5.4;8.3;21.5;6.1;2.6;4.4;9.5;11.1
15.8;65;34.9;5.4;8.3;21.5;6.1;2.6;4.4;9.5;11.1
15.8;65.1;35;5.4;8.3;21.5;6.2;2.6;4.4;9.6;11.1
16;65.8;35.4;5.5;8.4;21.8;6.2;2.6;4.5;9.7;11.2
16.4;67.4;36.2;5.6;8.6;22.3;6.4;2.7;4.6;9.9;11.5
16.7;68.7;36.9;5.7;8.8;22.7;6.5;2.8;4.7;10.1;11.7
17.1;70.4;37.9;5.9;9;23.3;6.7;2.8;4.8;10.3;12
17.8;73.3;39.4;6.1;9.4;24.2;6.9;2.9;5;10.8;12.5
18.4;75.8;40.7;6.3;9.7;25.1;7.2;3;5.2;11.1;12.9
19;78.2;42;6.5;10;25.9;7.4;3.1;5.3;11.5;13.3
19.6;80.7;43.4;6.8;10.3;26.7;7.6;3.2;5.5;11.9;13.8
20;82.4;44.3;6.9;10.6;27.3;7.8;3.3;5.6;12.1;14.1
20.3;83.6;45;7;10.7;27.7;7.9;3.4;5.7;12.3;14.3
20.5;84.5;45.5;7.1;10.8;28;8;3.4;5.8;12.4;14.4
20.7;85.2;45.9;7.1;10.9;28.2;8.1;3.4;5.8;12.5;14.6
20.9;85.8;46.2;7.2;11;28.4;8.1;3.4;5.9;12.6;14.7
21;86.4;46.5;7.2;11.1;28.6;8.2;3.5;5.9;12.7;14.8
21.1;86.7;46.7;7.3;11.1;28.7;8.2;3.5;5.9;12.8;14.8
21.1;86.8;46.7;7.3;11.1;28.7;8.2;3.5;5.9;12.8;14.8
