1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
125.6;33.4;70.3;0;0
112;34.9;70.5;0;0
101.1;36.6;70.6;0;0
97.5;37.9;70.7;0;0
95.1;38.2;70.9;0;0
88;37.8;71;0;0
84.2;37.1;71.1;0;0
81.4;36.9;71.3;0;0
81.2;37.4;71.4;0;0
85.7;38.4;71.6;0;0
91.4;39.7;71.7;0;0
103.8;41;71.8;0;0
115;42.3;72;0.1;0.1
123.1;43.3;72.1;1.3;1.1
122.5;43.9;72.3;3.9;3.6
117.7;44.2;72.4;7.7;7.5
111.9;44.5;72.5;11.4;12
104;45.4;72.7;14.5;16.7
95.3;47.1;72.8;17;21.2
87.7;49.3;72.9;18.8;25
83.1;51.7;73.1;19.8;27.7
78.9;53.9;73.2;19.6;28.4
80.1;55.6;73.4;18.2;27
79.7;56.9;73.5;15.9;23.9
84.5;57.7;73.6;12.6;19.2
91.7;58.1;73.8;8.6;13.1
96.7;58.3;73.9;4.4;6.8
101.4;58.6;74.1;1.2;1.9
101.4;59.1;74.2;0;0
99.1;60;74.3;0;0
99.7;61.4;74.5;0;0.1
102.6;63.3;74.6;0;0
107.2;65.7;74.7;0;0
108.3;68.1;74.9;0;0
102.3;70.2;75;0;0
93.3;71.4;75.2;0;0
85.8;71.9;75.3;0;0
80.6;72.1;75.4;0;0
77.4;72.1;75.6;0;0
86.9;72.2;75.7;0;0
86.5;72.3;75.8;0;0
84;72.2;76;0;0
73.3;72.1;76.1;0;0
62.2;71.9;76.3;0;0
60.2;72;76.4;0;0
57.2;72.6;76.5;0;0
49;73.8;76.7;0;0
42.1;75.7;76.8;0;0
36;78.4;77;0;0
32.9;81.6;77.1;0;0
34.6;84.1;77.2;0;0
41.2;84.6;77.4;0;0
56.3;81.9;77.6;0;0
73.4;77.2;77.8;0;0
88.1;72.3;78;0.9;1.3
91.8;69.4;78.2;3.2;4.4
87.5;69.3;78.4;6.9;9
80.5;70.7;78.6;11;13.6
73.1;72.3;78.8;14.3;17.3
68.3;72.7;79;16.5;19.5
66.8;72;79.2;17.7;20.7
