1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
97.4;33.1;90.2;0;0
91.5;33.6;90.2;0;0
83;34.3;90.1;0;0
76.1;35.1;90.1;0;0
74.2;36;90.1;0;0
71.5;36.8;90.1;0;0
68.5;37.5;90;0;0
66.1;38;90;0;0
61.3;38.3;90;0;0
56.3;38.4;90;0;0
53.5;38.3;89.9;0;0
50.6;38.1;89.9;0;0
48.4;37.6;89.9;0;0
47.6;37.1;89.9;0;0
47;36.5;89.8;0;0
47.2;35.9;89.8;0;0
48.5;35.3;89.8;0;0
49.2;34.8;89.8;0;0
50;34.4;89.7;0;0
51.4;34.2;89.7;0;0
52.1;34.1;89.7;0;0
52.6;34.2;89.7;0.1;0.1
53.1;34.3;89.6;0.5;0.7
52.4;34.5;89.6;1.2;2
50.5;34.8;89.6;2.6;4.1
48.2;35.2;89.5;4.5;7.1
45.7;35.5;89.5;6.9;10.4
43.5;35.9;89.5;9.4;13.5
42.2;36.1;89.5;11.8;16.2
40.9;36.3;89.4;14.1;18.3
40.1;36.3;89.4;16.1;19.8
40.1;36.1;89.4;17.8;20.8
40.2;35.9;89.4;19.1;21.3
40.7;35.7;89.3;20.1;21.5
42;35.6;89.3;20.7;21.4
43.6;35.6;89.3;21;21.3
45.4;35.9;89.3;20.9;21.1
47.6;36.5;89.2;20.5;20.9
50.4;37.3;89.2;19.7;20.6
50.9;38.1;89.2;18.6;20.2
46.6;38.9;89.2;17.1;19.5
43.8;39.3;89.1;15.3;18.4
44.1;39.4;89.1;13.2;16.8
47.2;39.1;89.1;10.8;14.6
49.5;38.5;89.1;8.3;11.9
52.3;38;89;5.9;8.9
56.7;37.5;89;3.6;5.8
59.4;37.4;89;1.8;3
60.3;37.9;89;0.6;1
59.8;39;88.9;0.1;0.1
57.9;40.6;88.9;0;0
56.5;42.6;88.9;0;0
56.6;44.8;88.9;0;0
57.9;47;88.8;0;0
60;49.1;88.8;0;0
62.7;50.8;88.8;0;0
66.7;52.1;88.7;0;0
70.4;53;88.7;0;0
72.3;53.5;88.7;0;0
73.4;53.5;88.7;0;0
73.4;53.1;88.6;0;0
72.4;52.4;88.6;0;0
72;51.6;88.6;0;0
71.8;50.8;88.6;0;0
70.6;50.2;88.5;0;0
69;50.2;88.5;0;0
67.6;50.7;88.5;0;0
67.8;52;88.5;0;0
73.3;53.8;88.4;0;0
77.1;55.8;88.4;0;0
72.7;57.7;88.4;0;0
70.6;59.1;88.4;0;0
68.7;59.7;88.3;0;0
64.1;59.3;88.3;0;0
57.6;58.3;88.3;0;0
53.3;56.9;88.3;0;0
54.1;55.5;88.2;0;0
53.7;54.4;88.2;0;0
52.5;53.8;88.2;0;0
51.5;53.9;88.2;0;0
47;54.6;88.1;0;0
41.6;55.6;88.1;0;0
38.2;56.8;88.1;0;0
34.6;58.1;88;0;0
32.1;59.1;88;0;0
31.8;59.8;88;0;0
32.2;60.2;88;0;0
34.5;60.3;87.9;0;0
39.9;60.2;87.9;0;0
44.6;59.8;87.9;0;0
50.8;59.1;87.9;0;0
60.3;58.3;87.8;0;0
68.8;57.4;87.8;0;0
76.3;56.7;87.8;0.2;0.1
82.6;56.2;87.8;1;0.7
85;56;87.7;2.5;1.9
83.7;56.3;87.7;5;3.8
79.9;57.1;87.7;8.2;6.3
75;58.3;87.7;11.5;9.1
70.7;59.6;87.6;14.2;11.7
67.4;60.9;87.6;16.2;13.9
64.5;61.8;87.6;17.6;15.7
62.1;62.2;87.6;18.6;17.3
60.6;62;87.5;19.2;18.7
60.5;61.4;87.5;19.4;19.8
61.7;60.5;87.5;19;20.4
64.3;59.5;87.5;18;20.5
68.1;58.7;87.4;16.8;20.2
71;58.1;87.4;15.4;19.7
71.8;58;87.4;14.1;19.1
74.2;58.3;87.3;12.8;18.5
75.7;58.9;87.3;11.5;17.8
74;59.8;87.3;10.3;16.9
73.5;60.9;87.3;8.9;15.6
74.6;62.2;87.2;7.5;13.9
76.4;63.6;87.2;6;11.5
76.3;65;87.2;4.4;8.9
75.9;66.1;87.2;3;6.3
77.1;66.9;87.1;1.9;4
77.8;67.1;87.1;1.1;2.2
78.4;66.6;87.1;0.5;0.9
79.3;65.3;87.1;0.2;0.3
80.5;63.6;87;0;0.1
82.4;61.6;87;0;0
85.3;59.7;87;0;0
89.3;58;87;0;0
93.4;56.9;86.9;0;0
97.1;56.5;86.9;0;0
102;56.5;86.9;0;0
105.4;57;86.9;0;0
104.7;57.8;86.8;0;0
102;58.7;86.8;0;0
97.7;59.6;86.8;0;0
92.2;60.5;86.8;0;0
87.3;61.3;86.7;0;0
83.1;61.8;86.7;0;0
79.8;62;86.7;0;0
77;61.9;86.6;0;0
75.5;61.4;86.6;0;0
77.2;60.4;86.6;0;0
85.4;59.2;86.6;0;0
92.3;57.7;86.5;0;0
90.7;56.2;86.5;0;0
90.8;54.7;86.5;0;0
90.3;53.4;86.5;0;0
85.5;52.3;86.4;0;0
78.1;51.5;86.4;0;0
72.7;50.8;86.4;0;0
